r_target,expiry_days,n,win_rate,avg_pnl,total_pnl,tf,split,depth_frac,n_zones
3.5,2.0,631,0.447,1.8289,1154.04,15m,holdout,0.5,776
4.0,0.25,631,0.515,2.2493,1419.29,15m,holdout,0.5,776
4.0,0.5,631,0.491,2.1857,1379.16,15m,holdout,0.5,776
4.0,0.75,631,0.468,2.0491,1293.0,15m,holdout,0.5,776
4.0,1.0,631,0.455,1.9942,1258.31,15m,holdout,0.5,776
4.0,1.5,631,0.441,1.9126,1206.86,15m,holdout,0.5,776
4.0,2.0,631,0.434,1.8678,1178.59,15m,holdout,0.5,776
4.5,0.25,631,0.509,2.3845,1504.6,15m,holdout,0.5,776
4.5,0.5,631,0.483,2.4146,1523.64,15m,holdout,0.5,776
4.5,0.75,631,0.458,2.3199,1463.84,15m,holdout,0.5,776
4.5,1.0,631,0.444,2.216,1398.31,15m,holdout,0.5,776
4.5,1.5,631,0.429,2.1174,1336.05,15m,holdout,0.5,776
4.5,2.0,631,0.423,2.0666,1304.03,15m,holdout,0.5,776
5.0,0.25,631,0.502,2.525,1593.29,15m,holdout,0.5,776
5.0,0.5,631,0.472,2.424,1529.52,15m,holdout,0.5,776
5.0,0.75,631,0.447,2.3533,1484.93,15m,holdout,0.5,776
5.0,1.0,631,0.433,2.243,1415.36,15m,holdout,0.5,776
5.0,1.5,631,0.418,2.143,1352.25,15m,holdout,0.5,776
5.0,2.0,631,0.412,2.1073,1329.7,15m,holdout,0.5,776
1.5,0.25,628,0.608,1.4719,924.35,15m,holdout,0.525,776
1.5,0.5,628,0.599,1.4394,903.93,15m,holdout,0.525,776
1.5,0.75,628,0.596,1.4337,900.39,15m,holdout,0.525,776
1.5,1.0,628,0.588,1.4321,899.39,15m,holdout,0.525,776
1.5,1.5,628,0.58,1.4315,899.0,15m,holdout,0.525,776
1.5,2.0,628,0.58,1.4317,899.09,15m,holdout,0.525,776
2.0,0.25,628,0.578,1.6067,1008.99,15m,holdout,0.525,776
2.0,0.5,628,0.561,1.5337,963.19,15m,holdout,0.525,776
2.0,0.75,628,0.556,1.4408,904.82,15m,holdout,0.525,776
2.0,1.0,628,0.545,1.425,894.87,15m,holdout,0.525,776
2.0,1.5,628,0.537,1.4068,883.5,15m,holdout,0.525,776
2.0,2.0,628,0.537,1.3972,877.43,15m,holdout,0.525,776
2.5,0.25,628,0.548,1.8038,1132.78,15m,holdout,0.525,776
2.5,0.5,628,0.529,1.6674,1047.13,15m,holdout,0.525,776
2.5,0.75,628,0.518,1.5438,969.49,15m,holdout,0.525,776
2.5,1.0,628,0.503,1.5125,949.87,15m,holdout,0.525,776
2.5,1.5,628,0.495,1.4777,927.99,15m,holdout,0.525,776
2.5,2.0,628,0.492,1.4585,915.97,15m,holdout,0.525,776
3.0,0.25,628,0.535,1.9426,1219.97,15m,holdout,0.525,776
3.0,0.5,628,0.514,1.8196,1142.7,15m,holdout,0.525,776
3.0,0.75,628,0.5,1.6969,1065.62,15m,holdout,0.525,776
3.0,1.0,628,0.484,1.6736,1050.99,15m,holdout,0.525,776
3.0,1.5,628,0.473,1.6453,1033.22,15m,holdout,0.525,776
3.0,2.0,628,0.468,1.6179,1016.01,15m,holdout,0.525,776
3.5,0.25,628,0.521,2.1496,1349.92,15m,holdout,0.525,776
3.5,0.5,628,0.5,2.0489,1286.74,15m,holdout,0.525,776
3.5,0.75,628,0.482,1.9038,1195.57,15m,holdout,0.525,776
3.5,1.0,628,0.467,1.866,1171.88,15m,holdout,0.525,776
3.5,1.5,628,0.454,1.825,1146.08,15m,holdout,0.525,776
3.5,2.0,628,0.449,1.7912,1124.85,15m,holdout,0.525,776
4.0,0.25,628,0.511,2.2202,1394.29,15m,holdout,0.525,776
4.0,0.5,628,0.489,2.1617,1357.56,15m,holdout,0.525,776
4.0,0.75,628,0.471,2.0296,1274.62,15m,holdout,0.525,776
4.0,1.0,628,0.454,1.9769,1241.48,15m,holdout,0.525,776
4.0,1.5,628,0.438,1.8925,1188.5,15m,holdout,0.525,776
4.0,2.0,628,0.433,1.8489,1161.11,15m,holdout,0.525,776
4.5,0.25,628,0.506,2.3245,1459.79,15m,holdout,0.525,776
4.5,0.5,628,0.481,2.3317,1464.3,15m,holdout,0.525,776
4.5,0.75,628,0.463,2.2438,1409.08,15m,holdout,0.525,776
4.5,1.0,628,0.444,2.1415,1344.86,15m,holdout,0.525,776
4.5,1.5,628,0.428,2.0437,1283.44,15m,holdout,0.525,776
4.5,2.0,628,0.424,1.9932,1251.75,15m,holdout,0.525,776
5.0,0.25,628,0.5,2.495,1566.88,15m,holdout,0.525,776
5.0,0.5,628,0.471,2.3934,1503.07,15m,holdout,0.525,776
5.0,0.75,628,0.452,2.3156,1454.18,15m,holdout,0.525,776
5.0,1.0,628,0.433,2.2025,1383.16,15m,holdout,0.525,776
5.0,1.5,628,0.417,2.1016,1319.81,15m,holdout,0.525,776
5.0,2.0,628,0.412,2.0652,1296.94,15m,holdout,0.525,776
1.5,0.25,627,0.609,1.3572,850.96,15m,holdout,0.55,776
1.5,0.5,627,0.6,1.3404,840.43,15m,holdout,0.55,776
1.5,0.75,627,0.595,1.3419,841.4,15m,holdout,0.55,776
1.5,1.0,627,0.59,1.3447,843.12,15m,holdout,0.55,776
1.5,1.5,627,0.585,1.3493,846.03,15m,holdout,0.55,776
1.5,2.0,627,0.581,1.3526,848.11,15m,holdout,0.55,776
2.0,0.25,627,0.576,1.4725,923.25,15m,holdout,0.55,776
2.0,0.5,627,0.561,1.3993,877.34,15m,holdout,0.55,776
2.0,0.75,627,0.553,1.3709,859.57,15m,holdout,0.55,776
2.0,1.0,627,0.545,1.3604,852.94,15m,holdout,0.55,776
2.0,1.5,627,0.539,1.3507,846.86,15m,holdout,0.55,776
2.0,2.0,627,0.534,1.346,843.92,15m,holdout,0.55,776
2.5,0.25,627,0.545,1.6794,1052.96,15m,holdout,0.55,776
2.5,0.5,627,0.53,1.5773,988.98,15m,holdout,0.55,776
2.5,0.75,627,0.514,1.4696,921.47,15m,holdout,0.55,776
2.5,1.0,627,0.504,1.4466,907.0,15m,holdout,0.55,776
2.5,1.5,627,0.498,1.4212,891.08,15m,holdout,0.55,776
2.5,2.0,627,0.491,1.4076,882.59,15m,holdout,0.55,776
3.0,0.25,627,0.534,1.806,1132.36,15m,holdout,0.55,776
3.0,0.5,627,0.518,1.6962,1063.5,15m,holdout,0.55,776
3.0,0.75,627,0.498,1.5833,992.75,15m,holdout,0.55,776
3.0,1.0,627,0.485,1.5637,980.44,15m,holdout,0.55,776
3.0,1.5,627,0.477,1.5177,951.59,15m,holdout,0.55,776
3.0,2.0,627,0.467,1.4854,931.33,15m,holdout,0.55,776
3.5,0.25,627,0.518,1.9822,1242.82,15m,holdout,0.55,776
3.5,0.5,627,0.501,1.8816,1179.73,15m,holdout,0.55,776
3.5,0.75,627,0.478,1.7391,1090.42,15m,holdout,0.55,776
3.5,1.0,627,0.466,1.7029,1067.71,15m,holdout,0.55,776
3.5,1.5,627,0.456,1.6638,1043.23,15m,holdout,0.55,776
3.5,2.0,627,0.447,1.6312,1022.77,15m,holdout,0.55,776
4.0,0.25,627,0.509,2.0765,1301.96,15m,holdout,0.55,776
4.0,0.5,627,0.49,1.9869,1245.77,15m,holdout,0.55,776
4.0,0.75,627,0.467,1.8516,1160.94,15m,holdout,0.55,776
4.0,1.0,627,0.455,1.7952,1125.61,15m,holdout,0.55,776
4.0,1.5,627,0.442,1.7369,1089.05,15m,holdout,0.55,776
4.0,2.0,627,0.432,1.7006,1066.27,15m,holdout,0.55,776
4.5,0.25,627,0.506,2.1837,1369.18,15m,holdout,0.55,776
4.5,0.5,627,0.485,2.1684,1359.58,15m,holdout,0.55,776
4.5,0.75,627,0.463,2.0765,1301.97,15m,holdout,0.55,776
4.5,1.0,627,0.447,1.9747,1238.11,15m,holdout,0.55,776
4.5,1.5,627,0.434,1.8773,1177.04,15m,holdout,0.55,776
4.5,2.0,627,0.424,1.8271,1145.57,15m,holdout,0.55,776
5.0,0.25,627,0.499,2.3803,1492.44,15m,holdout,0.55,776
5.0,0.5,627,0.474,2.2595,1416.73,15m,holdout,0.55,776
5.0,0.75,627,0.45,2.1783,1365.8,15m,holdout,0.55,776
5.0,1.0,627,0.434,2.0666,1295.75,15m,holdout,0.55,776
5.0,1.5,627,0.421,1.9672,1233.43,15m,holdout,0.55,776
5.0,2.0,627,0.411,1.9317,1211.17,15m,holdout,0.55,776
1.5,0.25,624,0.615,1.3941,869.9,15m,holdout,0.575,776
1.5,0.5,624,0.607,1.384,863.63,15m,holdout,0.575,776
1.5,0.75,624,0.601,1.3883,866.32,15m,holdout,0.575,776
1.5,1.0,624,0.595,1.3927,869.05,15m,holdout,0.575,776
1.5,1.5,624,0.591,1.3992,873.12,15m,holdout,0.575,776
1.5,2.0,624,0.588,1.4037,875.89,15m,holdout,0.575,776
2.0,0.25,624,0.583,1.5292,954.24,15m,holdout,0.575,776
2.0,0.5,624,0.571,1.4585,910.1,15m,holdout,0.575,776
2.0,0.75,624,0.562,1.4313,893.15,15m,holdout,0.575,776
2.0,1.0,624,0.554,1.4216,887.05,15m,holdout,0.575,776
2.0,1.5,624,0.548,1.4129,881.64,15m,holdout,0.575,776
2.0,2.0,624,0.545,1.4088,879.1,15m,holdout,0.575,776
2.5,0.25,624,0.553,1.7436,1087.98,15m,holdout,0.575,776
2.5,0.5,624,0.54,1.6477,1028.14,15m,holdout,0.575,776
2.5,0.75,624,0.524,1.5433,963.03,15m,holdout,0.575,776
2.5,1.0,624,0.514,1.5208,949.0,15m,holdout,0.575,776
2.5,1.5,624,0.506,1.4961,933.56,15m,holdout,0.575,776
2.5,2.0,624,0.502,1.4829,925.36,15m,holdout,0.575,776
3.0,0.25,624,0.538,1.8233,1137.75,15m,holdout,0.575,776
3.0,0.5,624,0.526,1.7165,1071.08,15m,holdout,0.575,776
3.0,0.75,624,0.505,1.603,1000.26,15m,holdout,0.575,776
3.0,1.0,624,0.494,1.5693,979.27,15m,holdout,0.575,776
3.0,1.5,624,0.482,1.5162,946.08,15m,holdout,0.575,776
3.0,2.0,624,0.478,1.4887,928.95,15m,holdout,0.575,776
3.5,0.25,624,0.526,1.996,1245.49,15m,holdout,0.575,776
3.5,0.5,624,0.511,1.8788,1172.37,15m,holdout,0.575,776
3.5,0.75,624,0.487,1.7379,1084.42,15m,holdout,0.575,776
3.5,1.0,624,0.476,1.7018,1061.94,15m,holdout,0.575,776
3.5,1.5,624,0.463,1.663,1037.72,15m,holdout,0.575,776
3.5,2.0,624,0.458,1.6304,1017.39,15m,holdout,0.575,776
4.0,0.25,624,0.513,2.1901,1366.64,15m,holdout,0.575,776
4.0,0.5,624,0.498,2.1592,1347.32,15m,holdout,0.575,776
4.0,0.75,624,0.474,2.0384,1271.98,15m,holdout,0.575,776
4.0,1.0,624,0.463,1.989,1241.16,15m,holdout,0.575,776
4.0,1.5,624,0.45,1.9384,1209.59,15m,holdout,0.575,776
4.0,2.0,624,0.446,1.9065,1189.63,15m,holdout,0.575,776
4.5,0.25,624,0.51,2.2271,1389.74,15m,holdout,0.575,776
4.5,0.5,624,0.492,2.1583,1346.78,15m,holdout,0.575,776
4.5,0.75,624,0.468,2.0331,1268.67,15m,holdout,0.575,776
4.5,1.0,624,0.455,1.9729,1231.08,15m,holdout,0.575,776
4.5,1.5,624,0.438,1.887,1177.46,15m,holdout,0.575,776
4.5,2.0,624,0.433,1.8403,1148.32,15m,holdout,0.575,776
5.0,0.25,624,0.503,2.4088,1503.09,15m,holdout,0.575,776
5.0,0.5,624,0.482,2.4421,1523.86,15m,holdout,0.575,776
5.0,0.75,624,0.457,2.3651,1475.81,15m,holdout,0.575,776
5.0,1.0,624,0.444,2.2633,1412.3,15m,holdout,0.575,776
5.0,1.5,624,0.426,2.1642,1350.45,15m,holdout,0.575,776
5.0,2.0,624,0.421,2.1133,1318.72,15m,holdout,0.575,776
1.5,0.25,618,0.617,1.3076,808.11,15m,holdout,0.6,776
1.5,0.5,618,0.608,1.2915,798.16,15m,holdout,0.6,776
1.5,0.75,618,0.6,1.2928,798.95,15m,holdout,0.6,776
1.5,1.0,618,0.595,1.2953,800.48,15m,holdout,0.6,776
1.5,1.5,618,0.591,1.2995,803.1,15m,holdout,0.6,776
1.5,2.0,618,0.591,1.3026,804.98,15m,holdout,0.6,776
2.0,0.25,618,0.587,1.5249,942.4,15m,holdout,0.6,776
2.0,0.5,618,0.573,1.4394,889.55,15m,holdout,0.6,776
2.0,0.75,618,0.563,1.4033,867.25,15m,holdout,0.6,776
2.0,1.0,618,0.557,1.3883,857.97,15m,holdout,0.6,776
2.0,1.5,618,0.549,1.3735,848.84,15m,holdout,0.6,776
2.0,2.0,618,0.549,1.3659,844.13,15m,holdout,0.6,776
2.5,0.25,618,0.553,1.6419,1014.69,15m,holdout,0.6,776
2.5,0.5,618,0.539,1.5467,955.87,15m,holdout,0.6,776
2.5,0.75,618,0.521,1.4364,887.71,15m,holdout,0.6,776
2.5,1.0,618,0.513,1.4091,870.82,15m,holdout,0.6,776
2.5,1.5,618,0.505,1.3788,852.11,15m,holdout,0.6,776
2.5,2.0,618,0.505,1.3624,841.94,15m,holdout,0.6,776
3.0,0.25,618,0.539,1.7462,1079.17,15m,holdout,0.6,776
3.0,0.5,618,0.524,1.6121,996.25,15m,holdout,0.6,776
3.0,0.75,618,0.503,1.4749,911.47,15m,holdout,0.6,776
3.0,1.0,618,0.494,1.4223,878.97,15m,holdout,0.6,776
3.0,1.5,618,0.484,1.3657,844.01,15m,holdout,0.6,776
3.0,2.0,618,0.484,1.3347,824.84,15m,holdout,0.6,776
3.5,0.25,618,0.529,1.8795,1161.54,15m,holdout,0.6,776
3.5,0.5,618,0.513,1.7423,1076.76,15m,holdout,0.6,776
3.5,0.75,618,0.492,1.5977,987.35,15m,holdout,0.6,776
3.5,1.0,618,0.476,1.5577,962.64,15m,holdout,0.6,776
3.5,1.5,618,0.466,1.5121,934.45,15m,holdout,0.6,776
3.5,2.0,618,0.464,1.4744,911.15,15m,holdout,0.6,776
4.0,0.25,618,0.515,2.0674,1277.65,15m,holdout,0.6,776
4.0,0.5,618,0.498,2.0063,1239.92,15m,holdout,0.6,776
4.0,0.75,618,0.477,1.8549,1146.34,15m,holdout,0.6,776
4.0,1.0,618,0.461,1.8019,1113.56,15m,holdout,0.6,776
4.0,1.5,618,0.451,1.7442,1077.91,15m,holdout,0.6,776
4.0,2.0,618,0.45,1.7005,1050.92,15m,holdout,0.6,776
4.5,0.25,618,0.508,2.1024,1299.27,15m,holdout,0.6,776
4.5,0.5,618,0.489,2.0115,1243.1,15m,holdout,0.6,776
4.5,0.75,618,0.468,1.8683,1154.62,15m,holdout,0.6,776
4.5,1.0,618,0.451,1.7957,1109.75,15m,holdout,0.6,776
4.5,1.5,618,0.435,1.6844,1040.94,15m,holdout,0.6,776
4.5,2.0,618,0.434,1.6216,1002.15,15m,holdout,0.6,776
5.0,0.25,618,0.503,2.1823,1348.66,15m,holdout,0.6,776
5.0,0.5,618,0.482,2.19,1353.41,15m,holdout,0.6,776
5.0,0.75,618,0.46,2.1091,1303.43,15m,holdout,0.6,776
5.0,1.0,618,0.443,1.9938,1232.16,15m,holdout,0.6,776
5.0,1.5,618,0.427,1.8724,1157.14,15m,holdout,0.6,776
5.0,2.0,618,0.426,1.8046,1115.25,15m,holdout,0.6,776
1.5,0.25,617,0.618,1.3485,832.0,15m,holdout,0.625,776
1.5,0.5,617,0.609,1.3376,825.29,15m,holdout,0.625,776
1.5,0.75,617,0.6,1.3418,827.89,15m,holdout,0.625,776
1.5,1.0,617,0.595,1.3462,830.61,15m,holdout,0.625,776
1.5,1.5,617,0.592,1.3528,834.71,15m,holdout,0.625,776
1.5,2.0,617,0.59,1.3574,837.49,15m,holdout,0.625,776
2.0,0.25,617,0.592,1.5493,955.89,15m,holdout,0.625,776
2.0,0.5,617,0.575,1.4726,908.6,15m,holdout,0.625,776
2.0,0.75,617,0.564,1.441,889.1,15m,holdout,0.625,776
2.0,1.0,617,0.558,1.4288,881.55,15m,holdout,0.625,776
2.0,1.5,617,0.551,1.4173,874.46,15m,holdout,0.625,776
2.0,2.0,617,0.549,1.4115,870.92,15m,holdout,0.625,776
2.5,0.25,617,0.564,1.6799,1036.5,15m,holdout,0.625,776
2.5,0.5,617,0.549,1.5799,974.83,15m,holdout,0.625,776
2.5,0.75,617,0.532,1.5297,943.81,15m,holdout,0.625,776
2.5,1.0,617,0.522,1.5072,929.92,15m,holdout,0.625,776
2.5,1.5,617,0.515,1.4841,915.67,15m,holdout,0.625,776
2.5,2.0,617,0.514,1.4717,908.02,15m,holdout,0.625,776
3.0,0.25,617,0.543,1.8034,1112.72,15m,holdout,0.625,776
3.0,0.5,617,0.528,1.6505,1018.35,15m,holdout,0.625,776
3.0,0.75,617,0.506,1.5148,934.63,15m,holdout,0.625,776
3.0,1.0,617,0.494,1.4742,909.61,15m,holdout,0.625,776
3.0,1.5,617,0.486,1.4297,882.11,15m,holdout,0.625,776
3.0,2.0,617,0.485,1.4051,866.92,15m,holdout,0.625,776
3.5,0.25,617,0.532,1.8791,1159.41,15m,holdout,0.625,776
3.5,0.5,617,0.515,1.7387,1072.81,15m,holdout,0.625,776
3.5,0.75,617,0.493,1.5925,982.58,15m,holdout,0.625,776
3.5,1.0,617,0.475,1.5526,957.97,15m,holdout,0.625,776
3.5,1.5,617,0.465,1.5016,926.49,15m,holdout,0.625,776
3.5,2.0,617,0.462,1.4574,899.23,15m,holdout,0.625,776
4.0,0.25,617,0.517,2.0303,1252.67,15m,holdout,0.625,776
4.0,0.5,617,0.499,1.933,1192.64,15m,holdout,0.625,776
4.0,0.75,617,0.476,1.7839,1100.69,15m,holdout,0.625,776
4.0,1.0,617,0.459,1.7447,1076.46,15m,holdout,0.625,776
4.0,1.5,617,0.449,1.6994,1048.5,15m,holdout,0.625,776
4.0,2.0,617,0.446,1.662,1025.47,15m,holdout,0.625,776
4.5,0.25,617,0.512,2.0969,1293.81,15m,holdout,0.625,776
4.5,0.5,617,0.491,2.0296,1252.27,15m,holdout,0.625,776
4.5,0.75,617,0.468,1.8974,1170.72,15m,holdout,0.625,776
4.5,1.0,617,0.451,1.8345,1131.88,15m,holdout,0.625,776
4.5,1.5,617,0.438,1.7321,1068.73,15m,holdout,0.625,776
4.5,2.0,617,0.434,1.6741,1032.92,15m,holdout,0.625,776
5.0,0.25,617,0.507,2.2147,1366.45,15m,holdout,0.625,776
5.0,0.5,617,0.486,2.1984,1356.44,15m,holdout,0.625,776
5.0,0.75,617,0.464,2.1075,1300.31,15m,holdout,0.625,776
5.0,1.0,617,0.446,1.9989,1233.34,15m,holdout,0.625,776
5.0,1.5,617,0.431,1.8843,1162.61,15m,holdout,0.625,776
5.0,2.0,617,0.426,1.8198,1122.83,15m,holdout,0.625,776
1.5,0.25,613,0.615,1.2472,764.52,15m,holdout,0.65,776
1.5,0.5,613,0.605,1.2416,761.12,15m,holdout,0.65,776
1.5,0.75,613,0.597,1.2485,765.3,15m,holdout,0.65,776
1.5,1.0,613,0.591,1.2545,769.01,15m,holdout,0.65,776
1.5,1.5,613,0.586,1.2632,774.32,15m,holdout,0.65,776
1.5,2.0,613,0.584,1.2689,777.85,15m,holdout,0.65,776
2.0,0.25,613,0.592,1.4728,902.82,15m,holdout,0.65,776
2.0,0.5,613,0.577,1.4094,863.99,15m,holdout,0.65,776
2.0,0.75,613,0.568,1.3836,848.16,15m,holdout,0.65,776
2.0,1.0,613,0.56,1.3749,842.79,15m,holdout,0.65,776
2.0,1.5,613,0.553,1.3675,838.28,15m,holdout,0.65,776
2.0,2.0,613,0.55,1.3642,836.28,15m,holdout,0.65,776
2.5,0.25,613,0.566,1.5221,933.03,15m,holdout,0.65,776
2.5,0.5,613,0.548,1.4235,872.6,15m,holdout,0.65,776
2.5,0.75,613,0.533,1.3816,846.9,15m,holdout,0.65,776
2.5,1.0,613,0.524,1.3637,835.93,15m,holdout,0.65,776
2.5,1.5,613,0.515,1.3459,825.01,15m,holdout,0.65,776
2.5,2.0,613,0.512,1.3365,819.29,15m,holdout,0.65,776
3.0,0.25,613,0.543,1.7433,1068.66,15m,holdout,0.65,776
3.0,0.5,613,0.525,1.6147,989.79,15m,holdout,0.65,776
3.0,0.75,613,0.506,1.4887,912.57,15m,holdout,0.65,776
3.0,1.0,613,0.494,1.4531,890.77,15m,holdout,0.65,776
3.0,1.5,613,0.486,1.4145,867.1,15m,holdout,0.65,776
3.0,2.0,613,0.483,1.3935,854.21,15m,holdout,0.65,776
3.5,0.25,613,0.533,1.882,1153.69,15m,holdout,0.65,776
3.5,0.5,613,0.515,1.7375,1065.07,15m,holdout,0.65,776
3.5,0.75,613,0.496,1.5957,978.17,15m,holdout,0.65,776
3.5,1.0,613,0.481,1.5449,947.0,15m,holdout,0.65,776
3.5,1.5,613,0.473,1.4722,902.46,15m,holdout,0.65,776
3.5,2.0,613,0.467,1.4334,878.68,15m,holdout,0.65,776
4.0,0.25,613,0.522,1.9934,1221.94,15m,holdout,0.65,776
4.0,0.5,613,0.501,1.8809,1152.98,15m,holdout,0.65,776
4.0,0.75,613,0.481,1.7349,1063.48,15m,holdout,0.65,776
4.0,1.0,613,0.465,1.6968,1040.12,15m,holdout,0.65,776
4.0,1.5,613,0.457,1.6531,1013.33,15m,holdout,0.65,776
4.0,2.0,613,0.449,1.6166,990.97,15m,holdout,0.65,776
4.5,0.25,613,0.514,2.0881,1279.99,15m,holdout,0.65,776
4.5,0.5,613,0.493,2.0387,1249.73,15m,holdout,0.65,776
4.5,0.75,613,0.473,1.9162,1174.65,15m,holdout,0.65,776
4.5,1.0,613,0.457,1.8585,1139.24,15m,holdout,0.65,776
4.5,1.5,613,0.445,1.7623,1080.29,15m,holdout,0.65,776
4.5,2.0,613,0.437,1.7079,1046.94,15m,holdout,0.65,776
5.0,0.25,613,0.507,2.1522,1319.3,15m,holdout,0.65,776
5.0,0.5,613,0.483,2.118,1298.36,15m,holdout,0.65,776
5.0,0.75,613,0.463,2.0155,1235.48,15m,holdout,0.65,776
5.0,1.0,613,0.447,1.9053,1167.97,15m,holdout,0.65,776
5.0,1.5,613,0.434,1.7897,1097.09,15m,holdout,0.65,776
5.0,2.0,613,0.424,1.725,1057.42,15m,holdout,0.65,776
1.5,0.25,611,0.619,1.315,803.45,15m,holdout,0.675,776
1.5,0.5,611,0.607,1.3107,800.84,15m,holdout,0.675,776
1.5,0.75,611,0.601,1.3179,805.27,15m,holdout,0.675,776
1.5,1.0,611,0.596,1.3242,809.11,15m,holdout,0.675,776
1.5,1.5,611,0.591,1.3332,814.57,15m,holdout,0.675,776
1.5,2.0,611,0.591,1.3391,818.19,15m,holdout,0.675,776
2.0,0.25,611,0.592,1.5139,924.96,15m,holdout,0.675,776
2.0,0.5,611,0.578,1.4451,882.94,15m,holdout,0.675,776
2.0,0.75,611,0.57,1.4312,874.48,15m,holdout,0.675,776
2.0,1.0,611,0.563,1.426,871.27,15m,holdout,0.675,776
2.0,1.5,611,0.556,1.4218,868.75,15m,holdout,0.675,776
2.0,2.0,611,0.555,1.4202,867.73,15m,holdout,0.675,776
2.5,0.25,611,0.568,1.5823,966.77,15m,holdout,0.675,776
2.5,0.5,611,0.548,1.4883,909.35,15m,holdout,0.675,776
2.5,0.75,611,0.534,1.4481,884.76,15m,holdout,0.675,776
2.5,1.0,611,0.525,1.4312,874.44,15m,holdout,0.675,776
2.5,1.5,611,0.519,1.4145,864.27,15m,holdout,0.675,776
2.5,2.0,611,0.517,1.4059,859.0,15m,holdout,0.675,776
3.0,0.25,611,0.547,1.7817,1088.65,15m,holdout,0.675,776
3.0,0.5,611,0.527,1.6653,1017.5,15m,holdout,0.675,776
3.0,0.75,611,0.509,1.5445,943.67,15m,holdout,0.675,776
3.0,1.0,611,0.499,1.5111,923.31,15m,holdout,0.675,776
3.0,1.5,611,0.493,1.4753,901.38,15m,holdout,0.675,776
3.0,2.0,611,0.489,1.4559,889.53,15m,holdout,0.675,776
3.5,0.25,611,0.535,1.891,1155.42,15m,holdout,0.675,776
3.5,0.5,611,0.516,1.7605,1075.66,15m,holdout,0.675,776
3.5,0.75,611,0.498,1.6247,992.69,15m,holdout,0.675,776
3.5,1.0,611,0.484,1.5765,963.24,15m,holdout,0.675,776
3.5,1.5,611,0.478,1.5069,920.7,15m,holdout,0.675,776
3.5,2.0,611,0.473,1.4698,898.05,15m,holdout,0.675,776
4.0,0.25,611,0.529,2.0996,1282.87,15m,holdout,0.675,776
4.0,0.5,611,0.506,1.9982,1220.92,15m,holdout,0.675,776
4.0,0.75,611,0.488,1.8483,1129.34,15m,holdout,0.675,776
4.0,1.0,611,0.471,1.8048,1102.72,15m,holdout,0.675,776
4.0,1.5,611,0.465,1.7512,1070.01,15m,holdout,0.675,776
4.0,2.0,611,0.457,1.7059,1042.33,15m,holdout,0.675,776
4.5,0.25,611,0.516,2.1889,1337.4,15m,holdout,0.675,776
4.5,0.5,611,0.493,2.1442,1310.09,15m,holdout,0.675,776
4.5,0.75,611,0.475,2.0158,1231.67,15m,holdout,0.675,776
4.5,1.0,611,0.458,1.9516,1192.4,15m,holdout,0.675,776
4.5,1.5,611,0.45,1.8795,1148.38,15m,holdout,0.675,776
4.5,2.0,611,0.442,1.8313,1118.91,15m,holdout,0.675,776
5.0,0.25,611,0.511,2.2191,1355.84,15m,holdout,0.675,776
5.0,0.5,611,0.484,2.1948,1341.0,15m,holdout,0.675,776
5.0,0.75,611,0.466,2.0677,1263.35,15m,holdout,0.675,776
5.0,1.0,611,0.45,2.0058,1225.53,15m,holdout,0.675,776
5.0,1.5,611,0.439,1.9046,1163.71,15m,holdout,0.675,776
5.0,2.0,611,0.43,1.8471,1128.58,15m,holdout,0.675,776
1.5,0.25,611,0.622,1.2651,772.97,15m,holdout,0.7,776
1.5,0.5,611,0.609,1.2701,776.05,15m,holdout,0.7,776
1.5,0.75,611,0.604,1.2807,782.48,15m,holdout,0.7,776
1.5,1.0,611,0.596,1.2888,787.43,15m,holdout,0.7,776
1.5,1.5,611,0.592,1.2997,794.15,15m,holdout,0.7,776
1.5,2.0,611,0.589,1.3068,798.48,15m,holdout,0.7,776
2.0,0.25,611,0.592,1.4735,900.29,15m,holdout,0.7,776
2.0,0.5,611,0.579,1.412,862.72,15m,holdout,0.7,776
2.0,0.75,611,0.574,1.4006,855.76,15m,holdout,0.7,776
2.0,1.0,611,0.565,1.3967,853.39,15m,holdout,0.7,776
2.0,1.5,611,0.56,1.3941,851.81,15m,holdout,0.7,776
2.0,2.0,611,0.556,1.3933,851.33,15m,holdout,0.7,776
2.5,0.25,611,0.57,1.5644,955.86,15m,holdout,0.7,776
2.5,0.5,611,0.55,1.4779,903.0,15m,holdout,0.7,776
2.5,0.75,611,0.538,1.4403,880.04,15m,holdout,0.7,776
2.5,1.0,611,0.527,1.425,870.66,15m,holdout,0.7,776
2.5,1.5,611,0.522,1.4101,861.57,15m,holdout,0.7,776
2.5,2.0,611,0.519,1.4025,856.94,15m,holdout,0.7,776
3.0,0.25,611,0.547,1.7397,1062.94,15m,holdout,0.7,776
3.0,0.5,611,0.527,1.616,987.37,15m,holdout,0.7,776
3.0,0.75,611,0.514,1.552,948.29,15m,holdout,0.7,776
3.0,1.0,611,0.501,1.5234,930.82,15m,holdout,0.7,776
3.0,1.5,611,0.496,1.4941,912.9,15m,holdout,0.7,776
3.0,2.0,611,0.493,1.4783,903.27,15m,holdout,0.7,776
3.5,0.25,611,0.532,1.7565,1073.25,15m,holdout,0.7,776
3.5,0.5,611,0.512,1.6032,979.53,15m,holdout,0.7,776
3.5,0.75,611,0.499,1.5165,926.57,15m,holdout,0.7,776
3.5,1.0,611,0.483,1.4788,903.52,15m,holdout,0.7,776
