r_target,expiry_days,n,win_rate,avg_pnl,total_pnl,split,depth_frac,n_zones
5.0,7.0,459,0.298,1.4582,669.29,train,0.5,740
1.5,1.0,455,0.53,1.4811,673.89,train,0.525,740
1.5,2.0,455,0.523,1.4985,681.8,train,0.525,740
1.5,3.0,455,0.519,1.5097,686.91,train,0.525,740
1.5,4.0,455,0.519,1.5171,690.3,train,0.525,740
1.5,5.0,455,0.519,1.5225,692.73,train,0.525,740
1.5,6.0,455,0.519,1.5265,694.57,train,0.525,740
1.5,7.0,455,0.516,1.5297,696.01,train,0.525,740
2.0,1.0,455,0.468,1.2093,550.25,train,0.525,740
2.0,2.0,455,0.462,1.1924,542.54,train,0.525,740
2.0,3.0,455,0.457,1.1905,541.67,train,0.525,740
2.0,4.0,455,0.457,1.1906,541.74,train,0.525,740
2.0,5.0,455,0.457,1.1913,542.04,train,0.525,740
2.0,6.0,455,0.457,1.192,542.38,train,0.525,740
2.0,7.0,455,0.455,1.1928,542.71,train,0.525,740
2.5,1.0,455,0.435,1.2545,570.81,train,0.525,740
2.5,2.0,455,0.422,1.2335,561.23,train,0.525,740
2.5,3.0,455,0.418,1.2233,556.58,train,0.525,740
2.5,4.0,455,0.415,1.2182,554.3,train,0.525,740
2.5,5.0,455,0.415,1.2153,552.94,train,0.525,740
2.5,6.0,455,0.415,1.2133,552.03,train,0.525,740
2.5,7.0,455,0.413,1.2118,551.38,train,0.525,740
3.0,1.0,455,0.415,1.4069,640.14,train,0.525,740
3.0,2.0,455,0.396,1.3855,630.4,train,0.525,740
3.0,3.0,455,0.389,1.3694,623.07,train,0.525,740
3.0,4.0,455,0.387,1.3626,620.01,train,0.525,740
3.0,5.0,455,0.385,1.3592,618.44,train,0.525,740
3.0,6.0,455,0.385,1.3573,617.56,train,0.525,740
3.0,7.0,455,0.382,1.3561,617.04,train,0.525,740
3.5,1.0,455,0.398,1.4457,657.77,train,0.525,740
3.5,2.0,455,0.376,1.4575,663.16,train,0.525,740
3.5,3.0,455,0.367,1.4548,661.93,train,0.525,740
3.5,4.0,455,0.365,1.4484,659.03,train,0.525,740
3.5,5.0,455,0.36,1.4451,657.53,train,0.525,740
3.5,6.0,455,0.36,1.4434,656.76,train,0.525,740
3.5,7.0,455,0.358,1.4426,656.37,train,0.525,740
4.0,1.0,455,0.382,1.3611,619.31,train,0.525,740
4.0,2.0,455,0.356,1.3924,633.54,train,0.525,740
4.0,3.0,455,0.347,1.4014,637.65,train,0.525,740
4.0,4.0,455,0.343,1.3991,636.61,train,0.525,740
4.0,5.0,455,0.336,1.3988,636.44,train,0.525,740
4.0,6.0,455,0.334,1.3994,636.75,train,0.525,740
4.0,7.0,455,0.332,1.4006,637.28,train,0.525,740
4.5,1.0,455,0.371,1.5749,716.59,train,0.525,740
4.5,2.0,455,0.343,1.6199,737.04,train,0.525,740
4.5,3.0,455,0.334,1.6111,733.05,train,0.525,740
4.5,4.0,455,0.327,1.5871,722.13,train,0.525,740
4.5,5.0,455,0.321,1.5786,718.26,train,0.525,740
4.5,6.0,455,0.319,1.5746,716.44,train,0.525,740
4.5,7.0,455,0.316,1.5727,715.58,train,0.525,740
5.0,1.0,455,0.363,1.4909,678.38,train,0.525,740
5.0,2.0,455,0.334,1.513,688.43,train,0.525,740
5.0,3.0,455,0.323,1.5247,693.72,train,0.525,740
5.0,4.0,455,0.316,1.516,689.76,train,0.525,740
5.0,5.0,455,0.308,1.5152,689.41,train,0.525,740
5.0,6.0,455,0.305,1.5158,689.71,train,0.525,740
5.0,7.0,455,0.303,1.517,690.25,train,0.525,740
1.5,1.0,453,0.521,1.2409,562.14,train,0.55,740
1.5,2.0,453,0.514,1.253,567.62,train,0.55,740
1.5,3.0,453,0.51,1.2618,571.58,train,0.55,740
1.5,4.0,453,0.51,1.2676,574.21,train,0.55,740
1.5,5.0,453,0.51,1.2717,576.06,train,0.55,740
1.5,6.0,453,0.51,1.2747,577.42,train,0.55,740
1.5,7.0,453,0.51,1.277,578.47,train,0.55,740
2.0,1.0,453,0.475,1.3422,608.0,train,0.55,740
2.0,2.0,453,0.466,1.3362,605.32,train,0.55,740
2.0,3.0,453,0.461,1.3384,606.3,train,0.55,740
2.0,4.0,453,0.461,1.3406,607.31,train,0.55,740
2.0,5.0,453,0.461,1.3424,608.13,train,0.55,740
2.0,6.0,453,0.461,1.3439,608.78,train,0.55,740
2.0,7.0,453,0.461,1.345,609.29,train,0.55,740
2.5,1.0,453,0.437,1.1442,518.31,train,0.55,740
2.5,2.0,453,0.419,1.1225,508.49,train,0.55,740
2.5,3.0,453,0.415,1.112,503.73,train,0.55,740
2.5,4.0,453,0.415,1.1065,501.27,train,0.55,740
2.5,5.0,453,0.415,1.1031,499.7,train,0.55,740
2.5,6.0,453,0.415,1.1006,498.58,train,0.55,740
2.5,7.0,453,0.415,1.0987,497.72,train,0.55,740
3.0,1.0,453,0.415,1.4383,651.56,train,0.55,740
3.0,2.0,453,0.395,1.4308,648.16,train,0.55,740
3.0,3.0,453,0.391,1.4237,644.96,train,0.55,740
3.0,4.0,453,0.389,1.4214,643.9,train,0.55,740
3.0,5.0,453,0.389,1.4206,643.54,train,0.55,740
3.0,6.0,453,0.389,1.4204,643.45,train,0.55,740
3.0,7.0,453,0.389,1.4205,643.5,train,0.55,740
3.5,1.0,453,0.4,1.4553,659.24,train,0.55,740
3.5,2.0,453,0.375,1.4471,655.55,train,0.55,740
3.5,3.0,453,0.366,1.4354,650.24,train,0.55,740
3.5,4.0,453,0.364,1.4307,648.09,train,0.55,740
3.5,5.0,453,0.364,1.4284,647.08,train,0.55,740
3.5,6.0,453,0.362,1.4273,646.58,train,0.55,740
3.5,7.0,453,0.362,1.4268,646.35,train,0.55,740
4.0,1.0,453,0.389,1.513,685.38,train,0.55,740
4.0,2.0,453,0.36,1.5331,694.49,train,0.55,740
4.0,3.0,453,0.351,1.5419,698.48,train,0.55,740
4.0,4.0,453,0.347,1.5396,697.45,train,0.55,740
4.0,5.0,453,0.342,1.539,697.19,train,0.55,740
4.0,6.0,453,0.336,1.5394,697.36,train,0.55,740
4.0,7.0,453,0.336,1.5403,697.75,train,0.55,740
4.5,1.0,453,0.373,1.5074,682.84,train,0.55,740
4.5,2.0,453,0.342,1.5132,685.5,train,0.55,740
4.5,3.0,453,0.333,1.51,684.04,train,0.55,740
4.5,4.0,453,0.329,1.5001,679.56,train,0.55,740
4.5,5.0,453,0.325,1.4943,676.94,train,0.55,740
4.5,6.0,453,0.318,1.4909,675.4,train,0.55,740
4.5,7.0,453,0.318,1.4889,674.46,train,0.55,740
5.0,1.0,453,0.369,1.6093,729.04,train,0.55,740
5.0,2.0,453,0.338,1.6426,744.11,train,0.55,740
5.0,3.0,453,0.327,1.6503,747.6,train,0.55,740
5.0,4.0,453,0.322,1.6335,739.96,train,0.55,740
5.0,5.0,453,0.316,1.6283,737.61,train,0.55,740
5.0,6.0,453,0.309,1.626,736.57,train,0.55,740
5.0,7.0,453,0.309,1.625,736.11,train,0.55,740
1.5,1.0,450,0.529,1.3468,606.06,train,0.575,740
1.5,2.0,450,0.518,1.3715,617.18,train,0.575,740
1.5,3.0,450,0.511,1.3859,623.68,train,0.575,740
1.5,4.0,450,0.511,1.3952,627.86,train,0.575,740
1.5,5.0,450,0.511,1.4018,630.79,train,0.575,740
1.5,6.0,450,0.511,1.4066,632.97,train,0.575,740
1.5,7.0,450,0.511,1.4104,634.67,train,0.575,740
2.0,1.0,450,0.489,1.521,684.45,train,0.575,740
2.0,2.0,450,0.478,1.5256,686.54,train,0.575,740
2.0,3.0,450,0.471,1.5323,689.52,train,0.575,740
2.0,4.0,450,0.471,1.5371,691.7,train,0.575,740
2.0,5.0,450,0.471,1.5407,693.32,train,0.575,740
2.0,6.0,450,0.471,1.5435,694.56,train,0.575,740
2.0,7.0,450,0.471,1.5456,695.54,train,0.575,740
2.5,1.0,450,0.442,1.167,525.14,train,0.575,740
2.5,2.0,450,0.424,1.1309,508.92,train,0.575,740
2.5,3.0,450,0.416,1.121,504.43,train,0.575,740
2.5,4.0,450,0.416,1.1162,502.27,train,0.575,740
2.5,5.0,450,0.416,1.1132,500.95,train,0.575,740
2.5,6.0,450,0.416,1.1112,500.02,train,0.575,740
2.5,7.0,450,0.416,1.1096,499.3,train,0.575,740
3.0,1.0,450,0.427,1.4925,671.63,train,0.575,740
3.0,2.0,450,0.402,1.5163,682.34,train,0.575,740
3.0,3.0,450,0.393,1.5262,686.77,train,0.575,740
3.0,4.0,450,0.393,1.5335,690.07,train,0.575,740
3.0,5.0,450,0.391,1.5392,692.64,train,0.575,740
3.0,6.0,450,0.391,1.5438,694.71,train,0.575,740
3.0,7.0,450,0.391,1.5476,696.43,train,0.575,740
3.5,1.0,450,0.418,1.6171,727.7,train,0.575,740
3.5,2.0,450,0.389,1.6147,726.6,train,0.575,740
3.5,3.0,450,0.38,1.6058,722.62,train,0.575,740
3.5,4.0,450,0.378,1.603,721.33,train,0.575,740
3.5,5.0,450,0.376,1.602,720.91,train,0.575,740
3.5,6.0,450,0.373,1.6018,720.83,train,0.575,740
3.5,7.0,450,0.373,1.602,720.92,train,0.575,740
4.0,1.0,450,0.402,1.547,696.17,train,0.575,740
4.0,2.0,450,0.371,1.5546,699.56,train,0.575,740
4.0,3.0,450,0.36,1.5486,696.88,train,0.575,740
4.0,4.0,450,0.356,1.54,693.01,train,0.575,740
4.0,5.0,450,0.351,1.5349,690.72,train,0.575,740
4.0,6.0,450,0.349,1.5318,689.29,train,0.575,740
4.0,7.0,450,0.347,1.5297,688.35,train,0.575,740
4.5,1.0,450,0.391,1.5632,703.46,train,0.575,740
4.5,2.0,450,0.356,1.5768,709.56,train,0.575,740
4.5,3.0,450,0.344,1.5811,711.52,train,0.575,740
4.5,4.0,450,0.34,1.5762,709.28,train,0.575,740
4.5,5.0,450,0.333,1.5737,708.18,train,0.575,740
4.5,6.0,450,0.329,1.5727,707.72,train,0.575,740
4.5,7.0,450,0.327,1.5724,707.6,train,0.575,740
5.0,1.0,450,0.382,1.72,773.99,train,0.575,740
5.0,2.0,450,0.347,1.7637,793.65,train,0.575,740
5.0,3.0,450,0.333,1.7548,789.67,train,0.575,740
5.0,4.0,450,0.329,1.7287,777.91,train,0.575,740
5.0,5.0,450,0.322,1.7185,773.35,train,0.575,740
5.0,6.0,450,0.316,1.7131,770.91,train,0.575,740
5.0,7.0,450,0.313,1.71,769.49,train,0.575,740
1.5,1.0,446,0.536,1.4998,668.93,train,0.6,740
1.5,2.0,446,0.529,1.5422,687.81,train,0.6,740
1.5,3.0,446,0.522,1.5647,697.88,train,0.6,740
1.5,4.0,446,0.52,1.579,704.22,train,0.6,740
1.5,5.0,446,0.52,1.5889,708.64,train,0.6,740
1.5,6.0,446,0.518,1.5963,711.93,train,0.6,740
1.5,7.0,446,0.516,1.602,714.49,train,0.6,740
2.0,1.0,446,0.493,1.607,716.72,train,0.6,740
2.0,2.0,446,0.484,1.6359,729.6,train,0.6,740
2.0,3.0,446,0.478,1.6532,737.31,train,0.6,740
2.0,4.0,446,0.475,1.6644,742.32,train,0.6,740
2.0,5.0,446,0.475,1.6723,745.86,train,0.6,740
2.0,6.0,446,0.473,1.6783,748.53,train,0.6,740
2.0,7.0,446,0.471,1.683,750.62,train,0.6,740
2.5,1.0,446,0.451,1.3806,615.76,train,0.6,740
2.5,2.0,446,0.437,1.3802,615.55,train,0.6,740
2.5,3.0,446,0.428,1.3849,617.66,train,0.6,740
2.5,4.0,446,0.426,1.3887,619.36,train,0.6,740
2.5,5.0,446,0.426,1.3916,620.65,train,0.6,740
2.5,6.0,446,0.424,1.3938,621.64,train,0.6,740
2.5,7.0,446,0.424,1.3956,622.43,train,0.6,740
3.0,1.0,446,0.437,1.5433,688.31,train,0.6,740
3.0,2.0,446,0.415,1.5536,692.88,train,0.6,740
3.0,3.0,446,0.404,1.5573,694.56,train,0.6,740
3.0,4.0,446,0.401,1.5605,696.0,train,0.6,740
3.0,5.0,446,0.399,1.5632,697.17,train,0.6,740
3.0,6.0,446,0.397,1.5653,698.11,train,0.6,740
3.0,7.0,446,0.397,1.567,698.89,train,0.6,740
3.5,1.0,446,0.426,1.6059,716.25,train,0.6,740
3.5,2.0,446,0.397,1.5875,708.02,train,0.6,740
3.5,3.0,446,0.386,1.5768,703.27,train,0.6,740
3.5,4.0,446,0.383,1.5734,701.75,train,0.6,740
3.5,5.0,446,0.381,1.5722,701.21,train,0.6,740
3.5,6.0,446,0.377,1.5719,701.06,train,0.6,740
3.5,7.0,446,0.377,1.572,701.09,train,0.6,740
4.0,1.0,446,0.41,1.5851,706.94,train,0.6,740
4.0,2.0,446,0.379,1.5774,703.51,train,0.6,740
4.0,3.0,446,0.368,1.5669,698.85,train,0.6,740
4.0,4.0,446,0.365,1.5631,697.14,train,0.6,740
4.0,5.0,446,0.361,1.5616,696.46,train,0.6,740
4.0,6.0,446,0.352,1.561,696.22,train,0.6,740
4.0,7.0,446,0.352,1.561,696.19,train,0.6,740
4.5,1.0,446,0.401,1.5835,706.23,train,0.6,740
4.5,2.0,446,0.363,1.6141,719.88,train,0.6,740
4.5,3.0,446,0.35,1.6288,726.44,train,0.6,740
4.5,4.0,446,0.348,1.6303,727.13,train,0.6,740
4.5,5.0,446,0.341,1.6323,727.99,train,0.6,740
4.5,6.0,446,0.332,1.6345,728.99,train,0.6,740
4.5,7.0,446,0.33,1.6368,730.02,train,0.6,740
5.0,1.0,446,0.39,1.7287,771.01,train,0.6,740
5.0,2.0,446,0.352,1.7689,788.94,train,0.6,740
5.0,3.0,446,0.336,1.7836,795.48,train,0.6,740
5.0,4.0,446,0.334,1.7849,796.06,train,0.6,740
5.0,5.0,446,0.327,1.7869,796.94,train,0.6,740
5.0,6.0,446,0.318,1.7893,798.01,train,0.6,740
5.0,7.0,446,0.316,1.7918,799.14,train,0.6,740
1.5,1.0,442,0.559,1.6585,733.05,train,0.625,740
1.5,2.0,442,0.548,1.6998,751.32,train,0.625,740
1.5,3.0,442,0.545,1.7208,760.57,train,0.625,740
1.5,4.0,442,0.545,1.7337,766.28,train,0.625,740
1.5,5.0,442,0.545,1.7425,770.2,train,0.625,740
1.5,6.0,442,0.545,1.749,773.08,train,0.625,740
1.5,7.0,442,0.545,1.754,775.28,train,0.625,740
2.0,1.0,442,0.507,1.6424,725.92,train,0.625,740
2.0,2.0,442,0.489,1.6586,733.1,train,0.625,740
2.0,3.0,442,0.482,1.6697,738.03,train,0.625,740
2.0,4.0,442,0.482,1.6771,741.26,train,0.625,740
2.0,5.0,442,0.482,1.6822,743.54,train,0.625,740
2.0,6.0,442,0.482,1.686,745.22,train,0.625,740
2.0,7.0,442,0.482,1.6889,746.51,train,0.625,740
2.5,1.0,442,0.464,1.4857,656.67,train,0.625,740
2.5,2.0,442,0.443,1.4855,656.58,train,0.625,740
2.5,3.0,442,0.434,1.4896,658.43,train,0.625,740
2.5,4.0,442,0.434,1.4928,659.84,train,0.625,740
2.5,5.0,442,0.434,1.4952,660.86,train,0.625,740
2.5,6.0,442,0.434,1.4969,661.61,train,0.625,740
2.5,7.0,442,0.434,1.4981,662.17,train,0.625,740
3.0,1.0,442,0.439,1.3124,580.07,train,0.625,740
3.0,2.0,442,0.412,1.2911,570.68,train,0.625,740
3.0,3.0,442,0.4,1.2803,565.91,train,0.625,740
3.0,4.0,442,0.4,1.2745,563.31,train,0.625,740
3.0,5.0,442,0.4,1.2705,561.58,train,0.625,740
3.0,6.0,442,0.398,1.2676,560.29,train,0.625,740
3.0,7.0,442,0.398,1.2653,559.26,train,0.625,740
3.5,1.0,442,0.43,1.5754,696.34,train,0.625,740
3.5,2.0,442,0.398,1.5666,692.45,train,0.625,740
3.5,3.0,442,0.387,1.5584,688.8,train,0.625,740
3.5,4.0,442,0.387,1.5558,687.64,train,0.625,740
3.5,5.0,442,0.387,1.5548,687.24,train,0.625,740
3.5,6.0,442,0.385,1.5546,687.13,train,0.625,740
3.5,7.0,442,0.382,1.5546,687.15,train,0.625,740
4.0,1.0,442,0.414,1.5507,685.39,train,0.625,740
4.0,2.0,442,0.378,1.5281,675.43,train,0.625,740
4.0,3.0,442,0.367,1.5107,667.72,train,0.625,740
4.0,4.0,442,0.367,1.5024,664.07,train,0.625,740
4.0,5.0,442,0.367,1.4976,661.94,train,0.625,740
4.0,6.0,442,0.364,1.4944,660.53,train,0.625,740
4.0,7.0,442,0.362,1.4921,659.51,train,0.625,740
4.5,1.0,442,0.403,1.4385,635.8,train,0.625,740
4.5,2.0,442,0.362,1.4142,625.09,train,0.625,740
4.5,3.0,442,0.348,1.3953,616.73,train,0.625,740
4.5,4.0,442,0.348,1.3795,609.74,train,0.625,740
4.5,5.0,442,0.346,1.3695,605.3,train,0.625,740
4.5,6.0,442,0.342,1.3626,602.28,train,0.625,740
4.5,7.0,442,0.335,1.3577,600.09,train,0.625,740
5.0,1.0,442,0.391,1.483,655.47,train,0.625,740
5.0,2.0,442,0.351,1.4433,637.95,train,0.625,740
5.0,3.0,442,0.335,1.428,631.17,train,0.625,740
5.0,4.0,442,0.335,1.412,624.11,train,0.625,740
5.0,5.0,442,0.333,1.402,619.69,train,0.625,740
5.0,6.0,442,0.328,1.3954,616.75,train,0.625,740
5.0,7.0,442,0.321,1.3907,614.68,train,0.625,740
1.5,1.0,438,0.562,1.6857,738.33,train,0.65,740
1.5,2.0,438,0.557,1.7298,757.65,train,0.65,740
1.5,3.0,438,0.557,1.7516,767.21,train,0.65,740
1.5,4.0,438,0.555,1.7649,773.02,train,0.65,740
1.5,5.0,438,0.555,1.7738,776.95,train,0.65,740
1.5,6.0,438,0.555,1.7803,779.78,train,0.65,740
1.5,7.0,438,0.553,1.7852,781.93,train,0.65,740
2.0,1.0,438,0.514,1.6509,723.11,train,0.65,740
2.0,2.0,438,0.5,1.669,731.02,train,0.65,740
2.0,3.0,438,0.495,1.6808,736.17,train,0.65,740
2.0,4.0,438,0.491,1.6883,739.46,train,0.65,740
2.0,5.0,438,0.491,1.6934,741.71,train,0.65,740
2.0,6.0,438,0.491,1.6971,743.34,train,0.65,740
2.0,7.0,438,0.489,1.6999,744.55,train,0.65,740
2.5,1.0,438,0.477,1.6639,728.81,train,0.65,740
2.5,2.0,438,0.463,1.6825,736.93,train,0.65,740
2.5,3.0,438,0.459,1.6944,742.15,train,0.65,740
2.5,4.0,438,0.454,1.702,745.48,train,0.65,740
2.5,5.0,438,0.454,1.7072,747.76,train,0.65,740
2.5,6.0,438,0.454,1.711,749.41,train,0.65,740
2.5,7.0,438,0.452,1.7138,750.64,train,0.65,740
3.0,1.0,438,0.443,1.3427,588.11,train,0.65,740
3.0,2.0,438,0.422,1.3245,580.11,train,0.65,740
3.0,3.0,438,0.416,1.3204,578.35,train,0.65,740
3.0,4.0,438,0.411,1.3186,577.53,train,0.65,740
3.0,5.0,438,0.411,1.3173,576.96,train,0.65,740
3.0,6.0,438,0.409,1.3162,576.49,train,0.65,740
3.0,7.0,438,0.406,1.3152,576.06,train,0.65,740
3.5,1.0,438,0.434,1.688,739.36,train,0.65,740
3.5,2.0,438,0.409,1.6986,744.0,train,0.65,740
3.5,3.0,438,0.402,1.7031,745.97,train,0.65,740
3.5,4.0,438,0.395,1.7074,747.85,train,0.65,740
3.5,5.0,438,0.395,1.7108,749.34,train,0.65,740
3.5,6.0,438,0.393,1.7135,750.53,train,0.65,740
3.5,7.0,438,0.39,1.7157,751.49,train,0.65,740
4.0,1.0,438,0.42,1.5888,695.9,train,0.65,740
4.0,2.0,438,0.39,1.5523,679.9,train,0.65,740
4.0,3.0,438,0.381,1.5321,671.04,train,0.65,740
4.0,4.0,438,0.374,1.5223,666.76,train,0.65,740
4.0,5.0,438,0.374,1.5163,664.15,train,0.65,740
4.0,6.0,438,0.372,1.5122,662.35,train,0.65,740
4.0,7.0,438,0.368,1.5091,661.0,train,0.65,740
4.5,1.0,438,0.409,1.5796,691.88,train,0.65,740
4.5,2.0,438,0.374,1.536,672.75,train,0.65,740
4.5,3.0,438,0.365,1.5097,661.24,train,0.65,740
4.5,4.0,438,0.358,1.4961,655.29,train,0.65,740
4.5,5.0,438,0.358,1.4877,651.6,train,0.65,740
4.5,6.0,438,0.354,1.4819,649.08,train,0.65,740
4.5,7.0,438,0.345,1.4777,647.23,train,0.65,740
5.0,1.0,438,0.397,1.5996,700.63,train,0.65,740
5.0,2.0,438,0.361,1.6091,704.79,train,0.65,740
5.0,3.0,438,0.347,1.6077,704.15,train,0.65,740
5.0,4.0,438,0.34,1.6026,701.95,train,0.65,740
5.0,5.0,438,0.34,1.6,700.78,train,0.65,740
5.0,6.0,438,0.336,1.5986,700.17,train,0.65,740
5.0,7.0,438,0.326,1.5978,699.86,train,0.65,740
1.5,1.0,436,0.555,1.7033,742.66,train,0.675,740
1.5,2.0,436,0.55,1.7539,764.7,train,0.675,740
1.5,3.0,436,0.55,1.7787,775.51,train,0.675,740
1.5,4.0,436,0.55,1.7938,782.09,train,0.675,740
1.5,5.0,436,0.55,1.8041,786.58,train,0.675,740
1.5,6.0,436,0.55,1.8116,789.85,train,0.675,740
1.5,7.0,436,0.548,1.8173,792.35,train,0.675,740
2.0,1.0,436,0.521,1.7384,757.93,train,0.675,740
2.0,2.0,436,0.507,1.7662,770.07,train,0.675,740
2.0,3.0,436,0.505,1.7824,777.13,train,0.675,740
2.0,4.0,436,0.5,1.7926,781.58,train,0.675,740
2.0,5.0,436,0.5,1.7996,784.64,train,0.675,740
2.0,6.0,436,0.5,1.8047,786.86,train,0.675,740
2.0,7.0,436,0.498,1.8086,788.55,train,0.675,740
2.5,1.0,436,0.479,1.7556,765.43,train,0.675,740
2.5,2.0,436,0.463,1.7779,775.16,train,0.675,740
2.5,3.0,436,0.461,1.7919,781.25,train,0.675,740
2.5,4.0,436,0.456,1.8008,785.17,train,0.675,740
2.5,5.0,436,0.456,1.8071,787.9,train,0.675,740
2.5,6.0,436,0.456,1.8117,789.91,train,0.675,740
2.5,7.0,436,0.454,1.8152,791.45,train,0.675,740
3.0,1.0,436,0.445,1.5518,676.58,train,0.675,740
3.0,2.0,436,0.427,1.5496,675.63,train,0.675,740
3.0,3.0,436,0.422,1.5527,676.97,train,0.675,740
3.0,4.0,436,0.417,1.555,677.99,train,0.675,740
3.0,5.0,436,0.417,1.5566,678.69,train,0.675,740
3.0,6.0,436,0.417,1.5577,679.15,train,0.675,740
3.0,7.0,436,0.413,1.5584,679.45,train,0.675,740
3.5,1.0,436,0.431,1.5095,658.15,train,0.675,740
3.5,2.0,436,0.406,1.4865,648.12,train,0.675,740
3.5,3.0,436,0.397,1.4782,644.47,train,0.675,740
3.5,4.0,436,0.392,1.4743,642.82,train,0.675,740
3.5,5.0,436,0.39,1.472,641.79,train,0.675,740
3.5,6.0,436,0.39,1.4703,641.03,train,0.675,740
3.5,7.0,436,0.385,1.4689,640.43,train,0.675,740
4.0,1.0,436,0.427,1.7264,752.7,train,0.675,740
4.0,2.0,436,0.399,1.7144,747.49,train,0.675,740
4.0,3.0,436,0.388,1.7098,745.47,train,0.675,740
4.0,4.0,436,0.383,1.7096,745.4,train,0.675,740
4.0,5.0,436,0.378,1.7105,745.76,train,0.675,740
4.0,6.0,436,0.378,1.7115,746.23,train,0.675,740
4.0,7.0,436,0.374,1.7126,746.71,train,0.675,740
4.5,1.0,436,0.413,1.7487,762.45,train,0.675,740
4.5,2.0,436,0.385,1.7249,752.07,train,0.675,740
4.5,3.0,436,0.374,1.7115,746.22,train,0.675,740
4.5,4.0,436,0.369,1.706,743.8,train,0.675,740
4.5,5.0,436,0.365,1.7031,742.53,train,0.675,740
4.5,6.0,436,0.362,1.7013,741.76,train,0.675,740
4.5,7.0,436,0.358,1.7001,741.26,train,0.675,740
5.0,1.0,436,0.401,1.6245,708.29,train,0.675,740
5.0,2.0,436,0.372,1.5882,692.47,train,0.675,740
5.0,3.0,436,0.356,1.5654,682.5,train,0.675,740
5.0,4.0,436,0.351,1.554,677.53,train,0.675,740
5.0,5.0,436,0.346,1.5471,674.53,train,0.675,740
5.0,6.0,436,0.344,1.5425,672.51,train,0.675,740
5.0,7.0,436,0.339,1.5391,671.05,train,0.675,740
1.5,1.0,431,0.538,1.4832,639.27,train,0.7,740
1.5,2.0,431,0.534,1.5376,662.72,train,0.7,740
1.5,3.0,431,0.531,1.564,674.08,train,0.7,740
1.5,4.0,431,0.531,1.58,680.98,train,0.7,740
1.5,5.0,431,0.531,1.5909,685.67,train,0.7,740
1.5,6.0,431,0.531,1.5988,689.09,train,0.7,740
1.5,7.0,431,0.531,1.6049,691.7,train,0.7,740
2.0,1.0,431,0.51,1.5607,672.67,train,0.7,740
2.0,2.0,431,0.497,1.591,685.72,train,0.7,740
2.0,3.0,431,0.492,1.6081,693.1,train,0.7,740
2.0,4.0,431,0.49,1.619,697.79,train,0.7,740
2.0,5.0,431,0.49,1.6266,701.06,train,0.7,740
2.0,6.0,431,0.49,1.6322,703.48,train,0.7,740
2.0,7.0,431,0.49,1.6366,705.35,train,0.7,740
2.5,1.0,431,0.473,1.6089,693.43,train,0.7,740
2.5,2.0,431,0.455,1.6304,702.7,train,0.7,740
2.5,3.0,431,0.45,1.6442,708.64,train,0.7,740
2.5,4.0,431,0.448,1.6531,712.51,train,0.7,740
2.5,5.0,431,0.445,1.6594,715.22,train,0.7,740
2.5,6.0,431,0.445,1.6641,717.23,train,0.7,740
2.5,7.0,431,0.445,1.6677,718.79,train,0.7,740
3.0,1.0,431,0.434,1.4272,615.11,train,0.7,740
3.0,2.0,431,0.415,1.4376,619.6,train,0.7,740
3.0,3.0,431,0.411,1.4466,623.5,train,0.7,740
3.0,4.0,431,0.406,1.4528,626.16,train,0.7,740
3.0,5.0,431,0.404,1.4572,628.05,train,0.7,740
3.0,6.0,431,0.404,1.4605,629.46,train,0.7,740
3.0,7.0,431,0.404,1.463,630.55,train,0.7,740
3.5,1.0,431,0.422,1.2958,558.48,train,0.7,740
3.5,2.0,431,0.394,1.2807,551.99,train,0.7,740
3.5,3.0,431,0.385,1.28,551.67,train,0.7,740
3.5,4.0,431,0.381,1.2805,551.9,train,0.7,740
3.5,5.0,431,0.378,1.2811,552.16,train,0.7,740
3.5,6.0,431,0.378,1.2816,552.37,train,0.7,740
3.5,7.0,431,0.374,1.282,552.53,train,0.7,740
4.0,1.0,431,0.42,1.5528,669.25,train,0.7,740
4.0,2.0,431,0.387,1.5532,669.44,train,0.7,740
4.0,3.0,431,0.376,1.5616,673.05,train,0.7,740
4.0,4.0,431,0.371,1.569,676.23,train,0.7,740
4.0,5.0,431,0.369,1.5748,678.75,train,0.7,740
4.0,6.0,431,0.369,1.5795,680.78,train,0.7,740
4.0,7.0,431,0.364,1.5834,682.44,train,0.7,740
4.5,1.0,431,0.406,1.4064,606.18,train,0.7,740
4.5,2.0,431,0.371,1.3575,585.1,train,0.7,740
4.5,3.0,431,0.36,1.3409,577.93,train,0.7,740
4.5,4.0,431,0.355,1.3339,574.92,train,0.7,740
4.5,5.0,431,0.353,1.3302,573.29,train,0.7,740
4.5,6.0,431,0.353,1.3278,572.29,train,0.7,740
4.5,7.0,431,0.348,1.3263,571.62,train,0.7,740
5.0,1.0,431,0.399,1.4753,635.85,train,0.7,740
5.0,2.0,431,0.364,1.4168,610.62,train,0.7,740
5.0,3.0,431,0.353,1.3943,600.93,train,0.7,740
5.0,4.0,431,0.346,1.3842,596.57,train,0.7,740
5.0,5.0,431,0.343,1.3785,594.15,train,0.7,740
5.0,6.0,431,0.341,1.375,592.64,train,0.7,740
5.0,7.0,431,0.336,1.3727,591.63,train,0.7,740
1.5,1.0,236,0.538,1.6715,394.46,validation,0.3,265
1.5,2.0,236,0.534,1.7046,402.3,validation,0.3,265
