r_target,expiry_days,n,win_rate,avg_pnl,total_pnl,split,depth_frac,n_zones
1.5,3.0,236,0.534,1.7197,405.85,validation,0.3,265
1.5,4.0,236,0.534,1.7286,407.94,validation,0.3,265
1.5,5.0,236,0.534,1.7345,409.34,validation,0.3,265
1.5,6.0,236,0.534,1.7387,410.34,validation,0.3,265
1.5,7.0,236,0.534,1.7419,411.1,validation,0.3,265
2.0,1.0,236,0.479,1.9236,453.97,validation,0.3,265
2.0,2.0,236,0.466,1.8757,442.66,validation,0.3,265
2.0,3.0,236,0.466,1.8635,439.79,validation,0.3,265
2.0,4.0,236,0.466,1.8576,438.4,validation,0.3,265
2.0,5.0,236,0.466,1.8539,437.51,validation,0.3,265
2.0,6.0,236,0.466,1.8511,436.87,validation,0.3,265
2.0,7.0,236,0.466,1.849,436.36,validation,0.3,265
2.5,1.0,236,0.453,2.7966,659.99,validation,0.3,265
2.5,2.0,236,0.436,2.8215,665.87,validation,0.3,265
2.5,3.0,236,0.436,2.8396,670.15,validation,0.3,265
2.5,4.0,236,0.436,2.8513,672.91,validation,0.3,265
2.5,5.0,236,0.428,2.8594,674.81,validation,0.3,265
2.5,6.0,236,0.428,2.8652,676.2,validation,0.3,265
2.5,7.0,236,0.428,2.8697,677.24,validation,0.3,265
3.0,1.0,236,0.428,3.5209,830.94,validation,0.3,265
3.0,2.0,236,0.411,3.5527,838.44,validation,0.3,265
3.0,3.0,236,0.407,3.5786,844.55,validation,0.3,265
3.0,4.0,236,0.407,3.5959,848.64,validation,0.3,265
3.0,5.0,236,0.394,3.6083,851.56,validation,0.3,265
3.0,6.0,236,0.394,3.6176,853.76,validation,0.3,265
3.0,7.0,236,0.394,3.625,855.49,validation,0.3,265
3.5,1.0,236,0.419,3.6207,854.47,validation,0.3,265
3.5,2.0,236,0.39,3.5095,828.24,validation,0.3,265
3.5,3.0,236,0.377,3.5384,835.05,validation,0.3,265
3.5,4.0,236,0.377,3.5632,840.91,validation,0.3,265
3.5,5.0,236,0.364,3.5827,845.52,validation,0.3,265
3.5,6.0,236,0.364,3.5984,849.22,validation,0.3,265
3.5,7.0,236,0.36,3.6113,852.26,validation,0.3,265
4.0,1.0,236,0.403,3.4573,815.93,validation,0.3,265
4.0,2.0,236,0.369,3.3148,782.3,validation,0.3,265
4.0,3.0,236,0.352,3.3797,797.6,validation,0.3,265
4.0,4.0,236,0.347,3.3909,800.25,validation,0.3,265
4.0,5.0,236,0.335,3.3926,800.66,validation,0.3,265
4.0,6.0,236,0.335,3.3941,801.0,validation,0.3,265
4.0,7.0,236,0.331,3.3957,801.38,validation,0.3,265
4.5,1.0,236,0.386,3.2023,755.73,validation,0.3,265
4.5,2.0,236,0.343,3.1028,732.27,validation,0.3,265
4.5,3.0,236,0.326,3.0692,724.32,validation,0.3,265
4.5,4.0,236,0.322,3.0325,715.68,validation,0.3,265
4.5,5.0,236,0.309,3.0122,710.88,validation,0.3,265
4.5,6.0,236,0.309,2.9995,707.89,validation,0.3,265
4.5,7.0,236,0.305,2.9911,705.91,validation,0.3,265
5.0,1.0,236,0.381,3.3056,780.13,validation,0.3,265
5.0,2.0,236,0.335,3.3559,791.99,validation,0.3,265
5.0,3.0,236,0.318,3.3331,786.62,validation,0.3,265
5.0,4.0,236,0.314,3.3302,785.93,validation,0.3,265
5.0,5.0,236,0.301,3.3128,781.82,validation,0.3,265
5.0,6.0,236,0.297,3.298,778.34,validation,0.3,265
5.0,7.0,236,0.292,3.2872,775.78,validation,0.3,265
1.5,1.0,235,0.528,1.4879,349.67,validation,0.325,265
1.5,2.0,235,0.523,1.5138,355.74,validation,0.325,265
1.5,3.0,235,0.523,1.5261,358.63,validation,0.325,265
1.5,4.0,235,0.523,1.5336,360.38,validation,0.325,265
1.5,5.0,235,0.523,1.5387,361.59,validation,0.325,265
1.5,6.0,235,0.523,1.5424,362.47,validation,0.325,265
1.5,7.0,235,0.523,1.5453,363.16,validation,0.325,265
2.0,1.0,235,0.477,1.9507,458.41,validation,0.325,265
2.0,2.0,235,0.46,1.8891,443.93,validation,0.325,265
2.0,3.0,235,0.46,1.8712,439.74,validation,0.325,265
2.0,4.0,235,0.46,1.8619,437.56,validation,0.325,265
2.0,5.0,235,0.46,1.8558,436.12,validation,0.325,265
2.0,6.0,235,0.46,1.8513,435.07,validation,0.325,265
2.0,7.0,235,0.46,1.8478,434.23,validation,0.325,265
2.5,1.0,235,0.455,2.961,695.84,validation,0.325,265
2.5,2.0,235,0.434,2.9873,702.01,validation,0.325,265
2.5,3.0,235,0.434,3.0082,706.92,validation,0.325,265
2.5,4.0,235,0.434,3.0219,710.16,validation,0.325,265
2.5,5.0,235,0.43,3.0316,712.43,validation,0.325,265
2.5,6.0,235,0.426,3.0388,714.11,validation,0.325,265
2.5,7.0,235,0.426,3.0443,715.41,validation,0.325,265
3.0,1.0,235,0.438,3.6964,868.64,validation,0.325,265
3.0,2.0,235,0.417,3.7427,879.53,validation,0.325,265
3.0,3.0,235,0.413,3.7728,886.61,validation,0.325,265
3.0,4.0,235,0.413,3.7919,891.1,validation,0.325,265
3.0,5.0,235,0.409,3.8051,894.21,validation,0.325,265
3.0,6.0,235,0.404,3.8149,896.49,validation,0.325,265
3.0,7.0,235,0.404,3.8223,898.24,validation,0.325,265
3.5,1.0,235,0.421,3.7816,888.68,validation,0.325,265
3.5,2.0,235,0.391,3.6369,854.66,validation,0.325,265
3.5,3.0,235,0.379,3.6503,857.82,validation,0.325,265
3.5,4.0,235,0.374,3.6652,861.31,validation,0.325,265
3.5,5.0,235,0.366,3.6775,864.22,validation,0.325,265
3.5,6.0,235,0.362,3.6877,866.61,validation,0.325,265
3.5,7.0,235,0.362,3.6962,868.6,validation,0.325,265
4.0,1.0,235,0.404,3.5649,837.75,validation,0.325,265
4.0,2.0,235,0.374,3.4569,812.37,validation,0.325,265
4.0,3.0,235,0.357,3.5368,831.16,validation,0.325,265
4.0,4.0,235,0.353,3.5572,835.94,validation,0.325,265
4.0,5.0,235,0.34,3.5649,837.74,validation,0.325,265
4.0,6.0,235,0.336,3.5706,839.08,validation,0.325,265
4.0,7.0,235,0.336,3.5754,840.22,validation,0.325,265
4.5,1.0,235,0.391,3.4598,813.05,validation,0.325,265
4.5,2.0,235,0.357,3.3206,780.33,validation,0.325,265
4.5,3.0,235,0.34,3.2728,769.11,validation,0.325,265
4.5,4.0,235,0.332,3.2271,758.38,validation,0.325,265
4.5,5.0,235,0.319,3.2005,752.12,validation,0.325,265
4.5,6.0,235,0.315,3.1831,748.03,validation,0.325,265
4.5,7.0,235,0.315,3.1709,745.16,validation,0.325,265
5.0,1.0,235,0.379,3.2641,767.07,validation,0.325,265
5.0,2.0,235,0.34,3.2936,773.99,validation,0.325,265
5.0,3.0,235,0.323,3.263,766.82,validation,0.325,265
5.0,4.0,235,0.315,3.223,757.41,validation,0.325,265
5.0,5.0,235,0.302,3.1995,751.89,validation,0.325,265
5.0,6.0,235,0.298,3.1843,748.3,validation,0.325,265
5.0,7.0,235,0.294,3.1737,745.82,validation,0.325,265
1.5,1.0,233,0.536,1.4264,332.36,validation,0.35,265
1.5,2.0,233,0.528,1.4398,335.48,validation,0.35,265
1.5,3.0,233,0.528,1.4479,337.37,validation,0.35,265
1.5,4.0,233,0.528,1.4531,338.58,validation,0.35,265
1.5,5.0,233,0.528,1.4567,339.41,validation,0.35,265
1.5,6.0,233,0.528,1.4594,340.03,validation,0.35,265
1.5,7.0,233,0.528,1.4614,340.5,validation,0.35,265
2.0,1.0,233,0.489,2.1621,503.76,validation,0.35,265
2.0,2.0,233,0.472,2.1596,503.18,validation,0.35,265
2.0,3.0,233,0.472,2.1622,503.8,validation,0.35,265
2.0,4.0,233,0.472,2.1644,504.29,validation,0.35,265
2.0,5.0,233,0.472,2.1659,504.66,validation,0.35,265
2.0,6.0,233,0.472,2.1671,504.94,validation,0.35,265
2.0,7.0,233,0.472,2.168,505.15,validation,0.35,265
2.5,1.0,233,0.468,2.705,630.27,validation,0.35,265
2.5,2.0,233,0.438,2.6798,624.4,validation,0.35,265
2.5,3.0,233,0.438,2.6779,623.95,validation,0.35,265
2.5,4.0,233,0.438,2.6779,623.95,validation,0.35,265
2.5,5.0,233,0.438,2.6781,624.0,validation,0.35,265
2.5,6.0,233,0.438,2.6783,624.04,validation,0.35,265
2.5,7.0,233,0.433,2.6783,624.04,validation,0.35,265
3.0,1.0,233,0.438,3.2726,762.52,validation,0.35,265
3.0,2.0,233,0.408,3.2574,758.98,validation,0.35,265
3.0,3.0,233,0.408,3.2615,759.93,validation,0.35,265
3.0,4.0,233,0.403,3.2652,760.8,validation,0.35,265
3.0,5.0,233,0.399,3.2679,761.43,validation,0.35,265
3.0,6.0,233,0.399,3.2699,761.88,validation,0.35,265
3.0,7.0,233,0.395,3.2713,762.21,validation,0.35,265
3.5,1.0,233,0.421,3.6045,839.84,validation,0.35,265
3.5,2.0,233,0.386,3.5946,837.54,validation,0.35,265
3.5,3.0,233,0.382,3.6175,842.89,validation,0.35,265
3.5,4.0,233,0.373,3.6358,847.15,validation,0.35,265
3.5,5.0,233,0.369,3.6501,850.47,validation,0.35,265
3.5,6.0,233,0.365,3.6615,853.12,validation,0.35,265
3.5,7.0,233,0.361,3.6709,855.32,validation,0.35,265
4.0,1.0,233,0.408,3.5968,838.05,validation,0.35,265
4.0,2.0,233,0.369,3.379,787.3,validation,0.35,265
4.0,3.0,233,0.361,3.3851,788.72,validation,0.35,265
4.0,4.0,233,0.352,3.3985,791.86,validation,0.35,265
4.0,5.0,233,0.348,3.411,794.77,validation,0.35,265
4.0,6.0,233,0.343,3.4218,797.28,validation,0.35,265
4.0,7.0,233,0.339,3.431,799.43,validation,0.35,265
4.5,1.0,233,0.391,3.2608,759.76,validation,0.35,265
4.5,2.0,233,0.348,3.1412,731.9,validation,0.35,265
4.5,3.0,233,0.335,3.0967,721.53,validation,0.35,265
4.5,4.0,233,0.326,3.0513,710.94,validation,0.35,265
4.5,5.0,233,0.318,3.0244,704.69,validation,0.35,265
4.5,6.0,233,0.313,3.0067,700.55,validation,0.35,265
4.5,7.0,233,0.309,2.9941,697.62,validation,0.35,265
5.0,1.0,233,0.378,3.314,772.16,validation,0.35,265
5.0,2.0,233,0.335,3.2852,765.46,validation,0.35,265
5.0,3.0,233,0.322,3.2763,763.37,validation,0.35,265
5.0,4.0,233,0.313,3.2519,757.68,validation,0.35,265
5.0,5.0,233,0.305,3.2395,754.8,validation,0.35,265
5.0,6.0,233,0.3,3.2325,753.17,validation,0.35,265
5.0,7.0,233,0.292,3.2284,752.22,validation,0.35,265
1.5,1.0,231,0.541,1.5048,347.62,validation,0.375,265
1.5,2.0,231,0.532,1.516,350.2,validation,0.375,265
1.5,3.0,231,0.532,1.5223,351.65,validation,0.375,265
1.5,4.0,231,0.532,1.5259,352.48,validation,0.375,265
1.5,5.0,231,0.532,1.5281,352.99,validation,0.375,265
1.5,6.0,231,0.532,1.5294,353.3,validation,0.375,265
1.5,7.0,231,0.532,1.5302,353.49,validation,0.375,265
2.0,1.0,231,0.494,2.1126,488.01,validation,0.375,265
2.0,2.0,231,0.472,2.1281,491.59,validation,0.375,265
2.0,3.0,231,0.472,2.1367,493.58,validation,0.375,265
2.0,4.0,231,0.472,2.1422,494.85,validation,0.375,265
2.0,5.0,231,0.472,2.1461,495.74,validation,0.375,265
2.0,6.0,231,0.472,2.149,496.41,validation,0.375,265
2.0,7.0,231,0.472,2.1512,496.93,validation,0.375,265
2.5,1.0,231,0.468,2.4366,562.85,validation,0.375,265
2.5,2.0,231,0.429,2.3857,551.09,validation,0.375,265
2.5,3.0,231,0.429,2.374,548.39,validation,0.375,265
2.5,4.0,231,0.429,2.3685,547.13,validation,0.375,265
2.5,5.0,231,0.429,2.3651,546.35,validation,0.375,265
2.5,6.0,231,0.429,2.3627,545.78,validation,0.375,265
2.5,7.0,231,0.429,2.3607,545.33,validation,0.375,265
3.0,1.0,231,0.437,3.0891,713.59,validation,0.375,265
3.0,2.0,231,0.398,3.0491,704.34,validation,0.375,265
3.0,3.0,231,0.398,3.0437,703.1,validation,0.375,265
3.0,4.0,231,0.394,3.0418,702.65,validation,0.375,265
3.0,5.0,231,0.394,3.0405,702.36,validation,0.375,265
3.0,6.0,231,0.39,3.0394,702.11,validation,0.375,265
3.0,7.0,231,0.39,3.0384,701.87,validation,0.375,265
3.5,1.0,231,0.42,3.4252,791.22,validation,0.375,265
3.5,2.0,231,0.381,3.3993,785.23,validation,0.375,265
3.5,3.0,231,0.377,3.4153,788.94,validation,0.375,265
3.5,4.0,231,0.368,3.4292,792.14,validation,0.375,265
3.5,5.0,231,0.368,3.44,794.64,validation,0.375,265
3.5,6.0,231,0.359,3.4487,796.65,validation,0.375,265
3.5,7.0,231,0.359,3.4558,798.29,validation,0.375,265
4.0,1.0,231,0.411,3.6002,831.65,validation,0.375,265
4.0,2.0,231,0.368,3.4677,801.03,validation,0.375,265
4.0,3.0,231,0.364,3.4912,806.46,validation,0.375,265
4.0,4.0,231,0.351,3.5129,811.49,validation,0.375,265
4.0,5.0,231,0.351,3.5303,815.5,validation,0.375,265
4.0,6.0,231,0.342,3.5443,818.73,validation,0.375,265
4.0,7.0,231,0.342,3.5558,821.39,validation,0.375,265
4.5,1.0,231,0.394,3.2051,740.37,validation,0.375,265
4.5,2.0,231,0.351,3.0701,709.19,validation,0.375,265
4.5,3.0,231,0.342,3.1375,724.76,validation,0.375,265
4.5,4.0,231,0.325,3.1508,727.83,validation,0.375,265
4.5,5.0,231,0.32,3.153,728.34,validation,0.375,265
4.5,6.0,231,0.312,3.1544,728.66,validation,0.375,265
4.5,7.0,231,0.312,3.1556,728.95,validation,0.375,265
5.0,1.0,231,0.377,3.0875,713.2,validation,0.375,265
5.0,2.0,231,0.333,3.0135,696.11,validation,0.375,265
5.0,3.0,231,0.325,2.9869,689.98,validation,0.375,265
5.0,4.0,231,0.307,2.9514,681.76,validation,0.375,265
5.0,5.0,231,0.303,2.9311,677.09,validation,0.375,265
5.0,6.0,231,0.294,2.9182,674.1,validation,0.375,265
5.0,7.0,231,0.294,2.9092,672.03,validation,0.375,265
1.5,1.0,230,0.552,2.0262,466.02,validation,0.4,265
1.5,2.0,230,0.543,2.0593,473.63,validation,0.4,265
1.5,3.0,230,0.543,2.0745,477.13,validation,0.4,265
1.5,4.0,230,0.543,2.0832,479.13,validation,0.4,265
1.5,5.0,230,0.543,2.0887,480.39,validation,0.4,265
1.5,6.0,230,0.543,2.0924,481.25,validation,0.4,265
1.5,7.0,230,0.543,2.095,481.85,validation,0.4,265
2.0,1.0,230,0.491,2.094,481.61,validation,0.4,265
2.0,2.0,230,0.474,2.1061,484.41,validation,0.4,265
2.0,3.0,230,0.474,2.114,486.22,validation,0.4,265
2.0,4.0,230,0.474,2.1194,487.46,validation,0.4,265
2.0,5.0,230,0.474,2.1233,488.37,validation,0.4,265
2.0,6.0,230,0.474,2.1264,489.08,validation,0.4,265
2.0,7.0,230,0.474,2.1289,489.65,validation,0.4,265
2.5,1.0,230,0.461,2.3807,547.57,validation,0.4,265
2.5,2.0,230,0.426,2.3163,532.75,validation,0.4,265
2.5,3.0,230,0.426,2.2984,528.64,validation,0.4,265
2.5,4.0,230,0.426,2.2893,526.53,validation,0.4,265
2.5,5.0,230,0.426,2.2834,525.18,validation,0.4,265
2.5,6.0,230,0.426,2.2791,524.19,validation,0.4,265
2.5,7.0,230,0.426,2.2757,523.41,validation,0.4,265
3.0,1.0,230,0.435,2.9904,687.78,validation,0.4,265
3.0,2.0,230,0.396,2.9927,688.31,validation,0.4,265
3.0,3.0,230,0.396,3.0036,690.82,validation,0.4,265
3.0,4.0,230,0.396,3.0114,692.61,validation,0.4,265
3.0,5.0,230,0.396,3.017,693.9,validation,0.4,265
3.0,6.0,230,0.391,3.0212,694.87,validation,0.4,265
3.0,7.0,230,0.391,3.0244,695.6,validation,0.4,265
3.5,1.0,230,0.417,3.338,767.74,validation,0.4,265
3.5,2.0,230,0.378,3.3248,764.71,validation,0.4,265
3.5,3.0,230,0.378,3.3347,766.98,validation,0.4,265
3.5,4.0,230,0.37,3.3431,768.92,validation,0.4,265
3.5,5.0,230,0.37,3.3497,770.44,validation,0.4,265
3.5,6.0,230,0.365,3.355,771.65,validation,0.4,265
3.5,7.0,230,0.361,3.3594,772.65,validation,0.4,265
4.0,1.0,230,0.409,3.5164,808.77,validation,0.4,265
4.0,2.0,230,0.365,3.36,772.81,validation,0.4,265
4.0,3.0,230,0.365,3.3671,774.44,validation,0.4,265
4.0,4.0,230,0.348,3.378,776.95,validation,0.4,265
4.0,5.0,230,0.348,3.3876,779.15,validation,0.4,265
4.0,6.0,230,0.343,3.3957,781.01,validation,0.4,265
4.0,7.0,230,0.339,3.4025,782.59,validation,0.4,265
4.5,1.0,230,0.4,3.4577,795.27,validation,0.4,265
4.5,2.0,230,0.352,3.3516,770.88,validation,0.4,265
4.5,3.0,230,0.352,3.4289,788.66,validation,0.4,265
4.5,4.0,230,0.335,3.4486,793.17,validation,0.4,265
4.5,5.0,230,0.33,3.455,794.66,validation,0.4,265
4.5,6.0,230,0.322,3.4596,795.71,validation,0.4,265
4.5,7.0,230,0.317,3.4635,796.6,validation,0.4,265
5.0,1.0,230,0.387,3.3171,762.94,validation,0.4,265
5.0,2.0,230,0.339,3.1928,734.35,validation,0.4,265
5.0,3.0,230,0.335,3.1455,723.47,validation,0.4,265
5.0,4.0,230,0.317,3.0972,712.35,validation,0.4,265
5.0,5.0,230,0.313,3.0682,705.7,validation,0.4,265
5.0,6.0,230,0.304,3.0488,701.22,validation,0.4,265
5.0,7.0,230,0.3,3.0347,697.99,validation,0.4,265
1.5,1.0,229,0.546,1.822,417.23,validation,0.425,265
1.5,2.0,229,0.537,1.8599,425.92,validation,0.425,265
1.5,3.0,229,0.537,1.8768,429.78,validation,0.425,265
1.5,4.0,229,0.537,1.8862,431.93,validation,0.425,265
1.5,5.0,229,0.537,1.892,433.26,validation,0.425,265
1.5,6.0,229,0.537,1.8957,434.12,validation,0.425,265
1.5,7.0,229,0.537,1.8983,434.71,validation,0.425,265
2.0,1.0,229,0.485,1.9565,448.03,validation,0.425,265
2.0,2.0,229,0.476,1.9879,455.24,validation,0.425,265
2.0,3.0,229,0.472,2.003,458.7,validation,0.425,265
2.0,4.0,229,0.472,2.0123,460.82,validation,0.425,265
2.0,5.0,229,0.472,2.0188,462.29,validation,0.425,265
2.0,6.0,229,0.472,2.0235,463.39,validation,0.425,265
2.0,7.0,229,0.472,2.0273,464.24,validation,0.425,265
2.5,1.0,229,0.454,2.1358,489.11,validation,0.425,265
2.5,2.0,229,0.424,2.0494,469.31,validation,0.425,265
2.5,3.0,229,0.419,2.0228,463.22,validation,0.425,265
2.5,4.0,229,0.419,2.0086,459.97,validation,0.425,265
2.5,5.0,229,0.419,1.9992,457.83,validation,0.425,265
2.5,6.0,229,0.419,1.9924,456.26,validation,0.425,265
2.5,7.0,229,0.419,1.987,455.03,validation,0.425,265
3.0,1.0,229,0.432,2.6053,596.6,validation,0.425,265
3.0,2.0,229,0.397,2.5839,591.72,validation,0.425,265
3.0,3.0,229,0.389,2.5856,592.1,validation,0.425,265
3.0,4.0,229,0.389,2.5881,592.68,validation,0.425,265
3.0,5.0,229,0.389,2.5902,593.15,validation,0.425,265
3.0,6.0,229,0.389,2.5918,593.51,validation,0.425,265
3.0,7.0,229,0.384,2.593,593.79,validation,0.425,265
3.5,1.0,229,0.419,3.2881,752.97,validation,0.425,265
3.5,2.0,229,0.38,3.2976,755.14,validation,0.425,265
3.5,3.0,229,0.371,3.3143,758.98,validation,0.425,265
3.5,4.0,229,0.367,3.3261,761.67,validation,0.425,265
3.5,5.0,229,0.367,3.3346,763.63,validation,0.425,265
3.5,6.0,229,0.367,3.3411,765.11,validation,0.425,265
3.5,7.0,229,0.362,3.3462,766.28,validation,0.425,265
4.0,1.0,229,0.41,3.2664,748.02,validation,0.425,265
4.0,2.0,229,0.371,3.2162,736.5,validation,0.425,265
4.0,3.0,229,0.358,3.2157,736.39,validation,0.425,265
4.0,4.0,229,0.345,3.2186,737.05,validation,0.425,265
4.0,5.0,229,0.345,3.2216,737.74,validation,0.425,265
4.0,6.0,229,0.345,3.2242,738.35,validation,0.425,265
4.0,7.0,229,0.336,3.2266,738.89,validation,0.425,265
4.5,1.0,229,0.397,3.0551,699.63,validation,0.425,265
4.5,2.0,229,0.354,2.7917,639.3,validation,0.425,265
4.5,3.0,229,0.341,2.7725,634.91,validation,0.425,265
4.5,4.0,229,0.323,2.7703,634.39,validation,0.425,265
4.5,5.0,229,0.323,2.7717,634.71,validation,0.425,265
4.5,6.0,229,0.323,2.7741,635.27,validation,0.425,265
4.5,7.0,229,0.31,2.7768,635.88,validation,0.425,265
5.0,1.0,229,0.384,2.9697,680.06,validation,0.425,265
5.0,2.0,229,0.341,2.7991,641.0,validation,0.425,265
5.0,3.0,229,0.323,2.7295,625.05,validation,0.425,265
5.0,4.0,229,0.306,2.6662,610.56,validation,0.425,265
5.0,5.0,229,0.306,2.6266,601.49,validation,0.425,265
5.0,6.0,229,0.306,2.599,595.17,validation,0.425,265
5.0,7.0,229,0.288,2.5785,590.47,validation,0.425,265
1.5,1.0,228,0.535,1.458,332.43,validation,0.45,265
1.5,2.0,228,0.531,1.4685,334.83,validation,0.45,265
1.5,3.0,228,0.526,1.4729,335.81,validation,0.45,265
1.5,4.0,228,0.526,1.4747,336.24,validation,0.45,265
1.5,5.0,228,0.526,1.4754,336.4,validation,0.45,265
1.5,6.0,228,0.526,1.4755,336.41,validation,0.45,265
1.5,7.0,228,0.526,1.4752,336.33,validation,0.45,265
2.0,1.0,228,0.482,1.7581,400.85,validation,0.45,265
2.0,2.0,228,0.478,1.7846,406.89,validation,0.45,265
2.0,3.0,228,0.474,1.7974,409.81,validation,0.45,265
2.0,4.0,228,0.474,1.8054,411.64,validation,0.45,265
2.0,5.0,228,0.474,1.8111,412.93,validation,0.45,265
2.0,6.0,228,0.474,1.8154,413.92,validation,0.45,265
2.0,7.0,228,0.474,1.8189,414.7,validation,0.45,265
2.5,1.0,228,0.443,1.8506,421.94,validation,0.45,265
2.5,2.0,228,0.425,1.8154,413.92,validation,0.45,265
2.5,3.0,228,0.417,1.8055,411.66,validation,0.45,265
2.5,4.0,228,0.412,1.8009,410.61,validation,0.45,265
2.5,5.0,228,0.412,1.7983,410.01,validation,0.45,265
2.5,6.0,228,0.412,1.7966,409.63,validation,0.45,265
2.5,7.0,228,0.412,1.7955,409.38,validation,0.45,265
3.0,1.0,228,0.421,2.1755,496.0,validation,0.45,265
3.0,2.0,228,0.395,2.1205,483.47,validation,0.45,265
3.0,3.0,228,0.386,2.1086,480.77,validation,0.45,265
3.0,4.0,228,0.377,2.1036,479.62,validation,0.45,265
3.0,5.0,228,0.377,2.1009,479.01,validation,0.45,265
3.0,6.0,228,0.377,2.0993,478.63,validation,0.45,265
3.0,7.0,228,0.373,2.0982,478.38,validation,0.45,265
3.5,1.0,228,0.412,2.7219,620.59,validation,0.45,265
3.5,2.0,228,0.382,2.6851,612.2,validation,0.45,265
3.5,3.0,228,0.373,2.6828,611.67,validation,0.45,265
3.5,4.0,228,0.364,2.6834,611.81,validation,0.45,265
3.5,5.0,228,0.36,2.6844,612.05,validation,0.45,265
3.5,6.0,228,0.36,2.6855,612.28,validation,0.45,265
3.5,7.0,228,0.355,2.6864,612.5,validation,0.45,265
4.0,1.0,228,0.404,3.0173,687.95,validation,0.45,265
4.0,2.0,228,0.373,2.9533,673.35,validation,0.45,265
4.0,3.0,228,0.364,2.9495,672.48,validation,0.45,265
4.0,4.0,228,0.346,2.9511,672.85,validation,0.45,265
4.0,5.0,228,0.342,2.9537,673.45,validation,0.45,265
4.0,6.0,228,0.342,2.9565,674.07,validation,0.45,265
4.0,7.0,228,0.338,2.9591,674.67,validation,0.45,265
4.5,1.0,228,0.39,3.0209,688.76,validation,0.45,265
4.5,2.0,228,0.36,2.7837,634.68,validation,0.45,265
4.5,3.0,228,0.346,2.775,632.7,validation,0.45,265
4.5,4.0,228,0.325,2.7793,633.68,validation,0.45,265
4.5,5.0,228,0.32,2.7855,635.09,validation,0.45,265
4.5,6.0,228,0.32,2.7916,636.49,validation,0.45,265
4.5,7.0,228,0.316,2.7974,637.8,validation,0.45,265
5.0,1.0,228,0.377,2.5932,591.26,validation,0.45,265
5.0,2.0,228,0.342,2.3817,543.04,validation,0.45,265
5.0,3.0,228,0.325,2.4114,549.81,validation,0.45,265
5.0,4.0,228,0.303,2.4037,548.05,validation,0.45,265
5.0,5.0,228,0.298,2.3913,545.22,validation,0.45,265
5.0,6.0,228,0.298,2.382,543.09,validation,0.45,265
5.0,7.0,228,0.289,2.3751,541.51,validation,0.45,265
1.5,1.0,227,0.546,1.8027,409.21,validation,0.475,265
1.5,2.0,227,0.546,1.8146,411.91,validation,0.475,265
1.5,3.0,227,0.542,1.82,413.13,validation,0.475,265
1.5,4.0,227,0.542,1.8227,413.75,validation,0.475,265
1.5,5.0,227,0.542,1.8241,414.07,validation,0.475,265
1.5,6.0,227,0.542,1.8248,414.22,validation,0.475,265
1.5,7.0,227,0.542,1.825,414.27,validation,0.475,265
2.0,1.0,227,0.489,1.7686,401.47,validation,0.475,265
2.0,2.0,227,0.489,1.7805,404.18,validation,0.475,265
2.0,3.0,227,0.485,1.789,406.1,validation,0.475,265
2.0,4.0,227,0.48,1.7947,407.41,validation,0.475,265
2.0,5.0,227,0.48,1.799,408.36,validation,0.475,265
2.0,6.0,227,0.48,1.8022,409.1,validation,0.475,265
2.0,7.0,227,0.48,1.8048,409.69,validation,0.475,265
2.5,1.0,227,0.458,2.2882,519.41,validation,0.475,265
2.5,2.0,227,0.458,2.303,522.78,validation,0.475,265
2.5,3.0,227,0.441,2.3127,524.99,validation,0.475,265
2.5,4.0,227,0.436,2.3193,526.48,validation,0.475,265
2.5,5.0,227,0.436,2.3242,527.58,validation,0.475,265
2.5,6.0,227,0.432,2.3279,528.44,validation,0.475,265
2.5,7.0,227,0.432,2.331,529.14,validation,0.475,265
3.0,1.0,227,0.436,2.4764,562.15,validation,0.475,265
3.0,2.0,227,0.423,2.4375,553.32,validation,0.475,265
3.0,3.0,227,0.405,2.4325,552.19,validation,0.475,265
3.0,4.0,227,0.401,2.4315,551.95,validation,0.475,265
3.0,5.0,227,0.401,2.4314,551.92,validation,0.475,265
3.0,6.0,227,0.392,2.4316,551.96,validation,0.475,265
3.0,7.0,227,0.392,2.4318,552.02,validation,0.475,265
3.5,1.0,227,0.423,3.012,683.73,validation,0.475,265
3.5,2.0,227,0.405,3.0318,688.23,validation,0.475,265
3.5,3.0,227,0.388,3.0509,692.55,validation,0.475,265
3.5,4.0,227,0.383,3.0638,695.47,validation,0.475,265
3.5,5.0,227,0.383,3.073,697.57,validation,0.475,265
3.5,6.0,227,0.374,3.08,699.16,validation,0.475,265
3.5,7.0,227,0.374,3.0855,700.41,validation,0.475,265
4.0,1.0,227,0.41,3.2573,739.42,validation,0.475,265
4.0,2.0,227,0.392,3.2409,735.69,validation,0.475,265
4.0,3.0,227,0.374,3.2514,738.07,validation,0.475,265
4.0,4.0,227,0.366,3.2608,740.21,validation,0.475,265
4.0,5.0,227,0.361,3.2686,741.96,validation,0.475,265
4.0,6.0,227,0.352,3.275,743.43,validation,0.475,265
4.0,7.0,227,0.352,3.2805,744.67,validation,0.475,265
4.5,1.0,227,0.396,3.2397,735.4,validation,0.475,265
4.5,2.0,227,0.379,3.0466,691.57,validation,0.475,265
4.5,3.0,227,0.357,3.0338,688.68,validation,0.475,265
4.5,4.0,227,0.339,3.0327,688.42,validation,0.475,265
4.5,5.0,227,0.335,3.0341,688.74,validation,0.475,265
