tf,split,hour,dow,net
15m,validation,4,0,2.799766978064583
15m,validation,10,6,-4.767288800367572
15m,validation,14,6,-2.640346150424593
15m,validation,2,1,-1.9487806044293938
15m,validation,7,1,-7.807070951870551
15m,validation,9,1,-5.868551268068945
15m,validation,1,2,16.839282520183247
15m,validation,18,2,5.6785803060546085
15m,validation,19,2,-24.99830706771448
15m,validation,10,3,-5.1324027752959225
15m,validation,12,3,8.551035129735322
15m,validation,9,4,-10.689004132084225
15m,validation,18,4,-7.291212700320822
15m,validation,19,4,-10.663240575172097
15m,validation,21,5,29.398033864899702
15m,validation,8,6,-6.236006862181063
15m,validation,9,6,-6.638428320039534
15m,validation,2,0,-3.5550095028005826
15m,validation,15,6,29.25527205683058
15m,validation,20,6,0.07303583172387418
15m,validation,2,0,-5.74033427913049
15m,validation,12,0,25.93421722830039
15m,validation,3,3,-5.835947391767448
15m,validation,14,1,-8.158067485611587
15m,validation,17,1,-14.715644045557216
15m,validation,13,2,-9.281466992759885
15m,validation,22,2,-3.0488608788470515
15m,validation,2,4,-14.212213279141238
15m,validation,12,4,-8.218009399616165
15m,validation,13,4,-0.5306726414259266
15m,validation,15,4,28.177284716297972
15m,validation,18,4,28.74695288665011
15m,validation,21,4,-4.177866774176459
15m,validation,6,5,28.690905259003927
15m,validation,13,5,4.877967004933128
15m,validation,7,6,28.140795157857497
15m,validation,0,6,-1.7407251279668938
15m,validation,12,6,-9.242421544195787
15m,validation,15,6,-3.8725899139978908
15m,validation,13,0,28.34630540946397
15m,validation,13,1,8.615948906861677
15m,validation,14,1,-0.9732146629375988
15m,validation,17,2,-5.916586789437169
15m,validation,13,2,-5.334136091302974
15m,validation,1,3,-1.1428642610214315
15m,validation,5,4,-3.4711040906102557
15m,validation,23,5,21.66425060308785
15m,validation,14,6,-18.777347105992565
15m,validation,11,6,0.8553452405924467
15m,validation,22,6,12.080663949250573
15m,validation,10,0,6.422754625834703
15m,validation,17,1,-13.081680479313054
15m,validation,10,2,-13.317691621291758
15m,validation,23,1,25.603168770457888
15m,validation,22,2,17.375234506949283
15m,validation,14,3,26.242103109075664
15m,validation,3,3,-13.773851347713618
15m,validation,4,4,-3.5903295060263067
15m,validation,16,4,2.204126218279044
15m,validation,9,5,-2.3871268127404477
15m,validation,7,5,24.54405601670448
15m,validation,8,5,24.640349237691886
15m,validation,13,5,-12.116043976504898
15m,validation,2,6,25.599006433415592
15m,validation,9,6,-4.237904841396787
15m,validation,13,0,-0.2642579907956857
15m,validation,4,0,-1.5738262906130587
15m,validation,12,0,-9.032072816557278
15m,validation,20,0,22.202741388846007
15m,validation,5,1,21.570630998705294
15m,validation,7,1,-2.156862060693231
15m,validation,12,1,-7.277958873081541
15m,validation,22,1,-0.4555524044797685
15m,validation,6,2,0.42044912585373995
15m,validation,14,2,-3.3379661377665206
15m,validation,5,3,-4.2676375185227915
15m,validation,12,4,-6.439621673664702
15m,validation,10,4,-1.5738710469460662
15m,validation,2,6,0.9482018116066855
15m,validation,14,6,-3.3143001762992936
15m,validation,21,6,1.6341195263788548
15m,validation,14,1,-34.90258807958308
15m,validation,14,0,24.246850277561965
15m,validation,0,1,0.399127508354173
15m,validation,6,1,6.72902671651855
15m,validation,4,2,-6.968360781574416
15m,validation,16,2,-41.18914770253671
15m,validation,12,2,1.8827785264046573
15m,validation,16,2,0.6068011253386327
15m,validation,16,2,-5.593508596595227
15m,validation,23,2,-4.964829359522846
15m,validation,15,2,-3.2976340486633533
15m,validation,8,0,-2.9412857982910903
15m,validation,4,4,-10.426195841349791
15m,validation,1,5,-8.177075424813474
15m,validation,3,5,-1.3617059125871789
15m,validation,8,5,-5.028886411041787
15m,validation,9,6,22.163314542545507
15m,validation,21,5,22.941244638685557
15m,validation,14,0,-5.193660922060529
15m,validation,23,0,0.013505560285868023
15m,validation,6,1,-5.822812883726175
15m,validation,18,1,-5.69943946500026
15m,validation,23,1,1.044458972791404
15m,validation,1,2,-5.21377272583762
15m,validation,2,2,6.492737210272508
15m,validation,8,2,-6.04188376594968
15m,validation,17,2,-8.138433077059487
15m,validation,23,2,-13.965544977953266
15m,validation,14,3,-18.18614842313258
15m,validation,18,3,23.761451539665707
15m,validation,19,3,2.921107234998624
15m,validation,7,5,-4.118721794314483
15m,validation,14,4,-19.919717398534626
15m,validation,16,4,5.748318791682904
15m,validation,21,4,25.164697029023415
15m,validation,17,5,23.58228088529648
15m,validation,14,6,-8.68293266712361
15m,validation,16,6,-13.342197846044586
15m,validation,8,1,-1.356115290786662
15m,validation,15,1,23.36915702470087
15m,validation,5,2,-2.1218923076237437
15m,validation,14,2,3.2161328133888
15m,validation,16,2,-8.974544334486152
15m,validation,23,2,1.567549608132603
15m,validation,4,4,-15.510629698788259
15m,validation,14,4,-2.9373069319946454
15m,validation,18,4,22.112485440911932
15m,validation,19,4,-7.460318642058972
15m,validation,10,5,21.509333261389717
15m,validation,14,5,-4.533312951254525
15m,validation,17,5,2.581808878857187
15m,validation,21,5,0.004955492508524673
15m,validation,22,1,20.212627205759176
15m,validation,20,0,-31.687517440960573
15m,validation,21,1,4.187684876351756
15m,validation,2,1,-5.108909494845741
15m,validation,8,1,-5.2308777947349
15m,validation,13,1,-9.029626909122609
15m,validation,15,2,-3.4754888500117413
15m,validation,3,6,20.51048790173464
15m,validation,23,5,17.90571721557879
15m,validation,7,3,20.949631162539372
15m,validation,10,3,-2.007730578984909
15m,validation,4,4,0.5900389988514595
15m,validation,22,4,-2.831629979554855
15m,validation,7,5,-4.103672401154528
15m,validation,10,5,-3.004510597860919
15m,validation,22,5,-16.635714100241525
15m,validation,10,6,-12.371308590606045
15m,validation,16,6,-10.799209482893769
15m,validation,14,0,-0.8500165689009226
15m,validation,2,1,-6.810178624566879
15m,validation,13,1,-1.4189703042982167
15m,validation,14,2,18.17579763101786
15m,validation,16,2,0.2230590869225587
15m,validation,0,3,0.5616164346836926
15m,validation,1,3,-8.240114948362159
15m,validation,4,3,-11.345411328053197
15m,validation,9,3,19.26799413167839
15m,validation,15,3,-24.587853965487216
15m,validation,16,3,-4.165481922941312
15m,validation,18,3,4.461815487730608
15m,validation,1,4,-6.8231490190684125
15m,validation,17,4,-2.858462020048539
15m,validation,12,5,-3.717249073899214
15m,validation,18,5,-1.3577182441489843
15m,validation,22,6,-0.21152483155543644
15m,validation,22,6,17.611670184017335
15m,validation,14,0,18.48167916916535
15m,validation,22,0,-2.9332091688995905
15m,validation,7,1,19.014201131507708
15m,validation,2,2,7.564398475545884
15m,validation,3,2,18.117988637310834
15m,validation,12,2,-1.180238860781126
15m,validation,16,2,-5.933493658677026
15m,validation,11,3,-2.208894825672755
15m,validation,20,3,-8.067729884647855
15m,validation,12,4,-0.30894045787688096
15m,validation,15,4,-12.48421001239087
15m,validation,13,0,-24.314313786396923
15m,validation,11,5,13.67645308062484
15m,validation,1,6,2.4932303461315826
15m,validation,5,6,-3.8956658245045124
15m,validation,8,0,-1.3115851640625125
15m,validation,4,0,-0.38637747567581604
15m,validation,13,0,-1.7587188318454452
15m,validation,19,0,17.096059365651552
15m,validation,3,1,-3.017673826877522
15m,validation,12,1,-2.6204426581870583
15m,validation,7,2,-1.7085179186083819
15m,validation,0,2,0.10006817026437609
15m,validation,3,2,-3.0759048882224027
15m,validation,17,4,0.3568830303450836
15m,validation,9,2,-3.9684112839370402
15m,validation,15,4,14.653101666193585
15m,validation,22,2,1.5405584824081413
15m,validation,14,3,-2.3602537795631933
15m,validation,12,3,2.974879628436919
15m,validation,19,3,17.2300955835169
15m,validation,15,3,-9.499241069330731
15m,validation,6,4,-3.448756476501846
15m,validation,11,5,3.870683645662211
15m,validation,13,5,-1.386910161663836
15m,validation,3,0,-6.184646907694193
15m,validation,4,6,17.429132689619838
15m,validation,13,6,18.684317285368188
15m,validation,1,0,-0.8491122293729073
15m,validation,1,0,-2.6269681111106893
15m,validation,11,0,4.816598512718387
15m,validation,15,0,-7.189539198813211
15m,validation,16,0,3.1903752567944137
15m,validation,3,1,16.352688237027998
15m,validation,18,1,-6.712285046351537
15m,validation,23,1,16.33234038718474
15m,validation,16,6,15.043965142405474
15m,validation,16,6,13.796398635423252
15m,validation,16,2,-0.4274894115317779
15m,validation,6,3,-5.988087504529904
15m,validation,9,3,-1.4965198400031166
15m,validation,19,4,-6.8362103002006185
15m,validation,3,5,-0.500274275162585
15m,validation,20,6,-1.059859607943389
15m,validation,1,0,-12.208784572040589
15m,validation,9,0,0.029481864228597887
15m,validation,23,0,16.089471930530525
15m,validation,16,1,-24.364863320945638
15m,validation,21,2,-0.48955946016196195
15m,validation,1,3,-6.754282033097842
15m,validation,18,3,4.595240576495365
15m,validation,22,3,1.2557588112614841
15m,validation,21,4,8.476140913575993
15m,validation,14,4,-11.375752866190375
15m,validation,4,5,14.81659481902782
15m,validation,7,5,-1.9868710365287159
15m,validation,9,6,-4.208720658799875
15m,validation,1,6,-5.102186125150956
15m,validation,2,6,-5.425985252679103
15m,validation,4,0,2.0609918965412053
15m,validation,7,0,-4.452334028470746
15m,validation,14,1,-6.18887964839226
15m,validation,12,2,2.090197532358365
15m,validation,11,3,1.7195080509807594
15m,validation,15,3,1.1182144157034173
15m,validation,0,4,-4.893389888775075
15m,validation,20,4,-3.475438603883293
15m,validation,0,5,-2.1094920295515642
15m,validation,9,5,13.684648135881169
15m,validation,18,5,0.4273407426641257
15m,validation,2,6,14.012861618499777
15m,validation,13,0,0.6483310442649467
15m,validation,13,0,-3.2664724170300334
15m,validation,19,0,13.803968453555758
15m,validation,0,1,-2.1366746683323026
15m,validation,10,1,-7.830256193857126
15m,validation,20,1,-5.709206652256884
15m,validation,1,2,13.053200078725974
15m,validation,8,2,0.08217210645215278
15m,validation,9,2,-0.9019503828580927
15m,validation,16,2,7.946567628962162
15m,validation,18,2,-11.48857417769901
15m,validation,9,3,-1.3220291636752248
15m,validation,10,4,-2.1514081455839644
15m,validation,21,3,0.5510033968262104
15m,validation,0,4,-2.701224709861906
15m,validation,1,4,12.99019690078497
15m,validation,6,4,1.0805066581089635
15m,validation,9,4,11.232190657435176
15m,validation,9,4,-3.853487649846205
15m,validation,2,5,-1.2096112384814426
15m,validation,4,5,1.0423282614277163
15m,validation,14,5,13.08364335276833
15m,validation,18,5,13.207807128186325
15m,validation,12,5,-0.9362237053851886
15m,validation,14,5,-1.5870282344159072
15m,validation,22,5,-4.476228442247007
15m,validation,12,6,-0.24639435170677149
15m,validation,22,6,-3.0360010444314307
15m,validation,19,2,12.260306825128705
15m,validation,11,0,6.363236814365972
15m,validation,21,0,-3.979338970434224
15m,validation,23,0,-0.7644943164732241
15m,validation,4,1,12.691192206170898
15m,validation,10,1,-4.35633561125575
15m,validation,6,3,-1.479508777135962
15m,validation,12,3,-4.808284322393915
15m,validation,1,4,-47.78715812313403
15m,validation,15,4,-6.549960623068021
15m,validation,16,4,12.064874111213816
15m,validation,21,4,11.23478305594616
15m,validation,21,4,-2.5615719080731556
15m,validation,1,5,-0.9800322829688592
15m,validation,20,5,0.5543450372750207
15m,validation,0,6,-6.06286623723226
15m,validation,23,2,10.808577667847425
15m,validation,22,1,12.500411154853083
15m,validation,14,2,12.090010786654098
15m,validation,7,3,-0.5351350955320127
15m,validation,11,3,1.137674829033826
15m,validation,20,5,7.650768439110726
15m,validation,3,5,-1.2956721435177745
15m,validation,19,5,1.0495391977718591
15m,validation,19,6,2.996424472829544
15m,validation,0,0,-19.74357178590691
15m,validation,14,1,-6.57368140549217
15m,validation,23,0,8.033648150683451
15m,validation,0,1,0.16103147042074023
15m,validation,6,1,-4.07274618158281
15m,validation,13,1,-6.233590354779028
15m,validation,19,1,-4.730903093831144
15m,validation,14,2,0.028991598600070112
15m,validation,21,2,-1.783169149365788
15m,validation,2,3,-1.159251193994161
15m,validation,12,3,0.5453331273876669
15m,validation,13,4,-5.106656148868206
15m,validation,0,5,-0.25293550329776576
15m,validation,17,6,-2.1706497082858704
15m,validation,4,0,7.890059339591035
15m,validation,14,0,11.551751816469942
15m,validation,14,1,-2.306522088554014
15m,validation,1,1,-1.3719728924712264
15m,validation,18,1,-0.5107408081552631
15m,validation,0,2,-3.1323660739675443
15m,validation,11,2,-1.4692436410555638
15m,validation,2,4,-0.30681792863867297
15m,validation,2,4,5.978728171398215
15m,validation,9,4,-0.2154946545822256
15m,validation,15,4,-2.4087635354473114
15m,validation,23,4,-2.1814023927181956
15m,validation,0,5,10.854965696975446
15m,validation,10,5,-1.536508826555795
15m,validation,16,5,-4.94313242833801
15m,validation,0,0,-10.771648163124205
15m,validation,2,0,-2.2454322222263454
15m,validation,7,0,2.986004405667626
15m,validation,11,0,-5.069938274386475
15m,validation,4,1,0.3456232936119562
15m,validation,3,3,-3.188012859190067
15m,validation,17,2,-5.062842028543557
15m,validation,2,3,-4.715098574502804
15m,validation,13,3,-2.3223535860298616
15m,validation,6,4,-2.856223031152805
15m,validation,14,4,-9.094265263956244
15m,validation,21,4,12.43243197611456
15m,validation,1,5,-5.2839630502976735
15m,validation,0,5,12.37647613396624
15m,validation,13,5,1.0041356873313596
15m,validation,18,5,-3.160386433464269
15m,validation,23,6,-4.1608438142142665
15m,validation,8,0,-1.3534267425387527
15m,validation,6,1,0.6087307594100199
15m,validation,16,0,-0.33423014057955946
15m,validation,18,0,-6.27102857813723
15m,validation,3,1,-4.47570559691239
15m,validation,2,1,-1.3894300281773666
15m,validation,17,1,12.385115231477103
15m,validation,8,2,-9.190487879874343
15m,validation,10,3,-14.951501433535832
15m,validation,22,3,-2.9023488257216323
15m,validation,17,5,0.7202796306788073
15m,validation,21,4,-2.799882270225565
15m,validation,6,5,-1.7259681428749372
15m,validation,8,5,1.088238682859795
15m,validation,13,5,-3.3593800157810225
15m,validation,20,5,-4.9741415449718955
15m,validation,6,6,-0.7365219968429294
15m,validation,5,0,-7.989812249407803
15m,validation,13,2,-0.9625563137584773
15m,validation,12,3,-2.258016097832848
15m,validation,22,3,-7.511665173210706
15m,validation,0,4,-0.9623747272200882
15m,validation,0,5,11.6720465046469
15m,validation,23,4,-4.371748988051788
15m,validation,6,5,-10.922040849529626
15m,validation,6,5,-20.58635830120336
15m,validation,18,5,-5.467638211429389
15m,validation,20,5,-9.288590600852277
15m,validation,13,6,13.326143836437057
15m,validation,21,6,-1.4418596774131016
15m,validation,1,0,18.672028325767023
15m,validation,2,0,-21.722853649476033
15m,validation,16,1,-7.942941964011754
15m,validation,21,0,-4.272509722517221
15m,validation,22,1,6.707835599143616
15m,validation,1,3,5.227508688346259
15m,validation,9,3,-1.8521880689308385
15m,validation,23,3,16.432178929854988
15m,validation,11,4,18.448447325246306
15m,validation,17,4,-1.1180403963276062
15m,validation,13,5,-2.6913006385585487
15m,validation,20,5,-5.125649239324738
15m,validation,18,6,1.0516529880200487
15m,validation,21,1,-1.6811600365411183
15m,validation,4,2,-5.1778878266117445
15m,validation,18,2,-2.211306835008517
15m,validation,21,2,-4.938854903656807
15m,validation,1,4,-11.76597048525179
15m,validation,12,3,0.43400453675661654
15m,validation,16,3,20.11240071284019
15m,validation,20,3,1.4028621940814925
15m,validation,13,1,3.0717387894389647
15m,validation,16,4,3.1510306418963205
15m,validation,7,5,-1.5154609882909256
15m,validation,8,5,-5.481268520226061
15m,validation,14,5,18.649860989034302
15m,validation,16,5,0.37762320548723594
15m,validation,1,5,-1.0032445305035664
15m,validation,18,6,-4.30182466630385
15m,validation,19,6,-2.3227884196358417
15m,validation,20,6,-4.406604889041214
15m,validation,23,6,-3.04213387850234
15m,validation,7,0,19.002489755182662
15m,validation,18,0,18.28801324821692
15m,validation,10,1,0.6803444265617922
15m,validation,12,1,-8.975928450500856
15m,validation,14,1,2.0418466172843734
15m,validation,6,2,6.508279323019553
15m,validation,14,2,-5.414198923726337
15m,validation,22,2,-15.26610224179836
15m,validation,0,4,-43.119600495502745
15m,validation,0,5,-1.0098733398210895
15m,validation,12,5,-5.172516713736368
15m,validation,13,5,-2.7320899996762305
15m,validation,1,6,-6.443909132737747
15m,validation,23,6,18.4112009375473
15m,validation,13,0,-2.800599685236854
15m,validation,13,0,-10.121485478804113
15m,validation,21,0,-11.083563206951906
15m,validation,1,1,-10.895783805757011
15m,validation,19,1,17.915820262916757
15m,validation,15,2,-2.8012211899445747
15m,validation,19,2,-5.446490027193887
15m,validation,21,2,1.1154893255704597
15m,validation,13,3,13.35184687249991
15m,validation,14,3,-10.67938420483295
15m,validation,5,4,1.2289259280048483
15m,validation,19,4,-3.111504293694769
15m,validation,5,5,-2.12387199043161
15m,validation,9,5,16.886607177323544
15m,validation,12,5,-5.634661427608308
15m,validation,13,5,-2.3743580019060717
15m,validation,18,5,-0.7751412029665636
15m,validation,3,6,17.856809797635066
15m,validation,14,6,-1.387753507087083
15m,validation,10,0,-0.4197188708327523
15m,validation,2,0,-2.8197468583111314
15m,validation,17,0,-1.1772825480586606
15m,validation,10,1,-8.700842383156953
15m,validation,12,2,-11.957862050672507
15m,validation,9,2,-5.234628865259648
15m,validation,15,2,-4.246520724235256
15m,validation,11,5,-0.5876597178958376
15m,validation,2,6,-0.11284174382543954
15m,validation,14,6,1.3779676245691697
15m,validation,9,6,18.58401583910415
15m,validation,14,6,-3.703008786415375
15m,validation,19,6,17.454095483147213
15m,validation,15,0,-0.12874365387086262
15m,validation,3,1,19.952509764087793
15m,validation,8,1,-2.6107151259523946
15m,validation,1,2,0.5128242661838397
15m,validation,5,2,-2.805911503565309
15m,validation,17,2,18.79371547121481
15m,validation,20,2,1.7473608829669018
15m,validation,18,2,-5.77615922201576
15m,validation,21,2,-1.6391941984401934
15m,validation,22,2,-0.04899341509979882
15m,validation,9,3,-4.1739424826965354
15m,validation,16,3,-4.8572038106436075
15m,validation,16,4,-4.504072230745727
15m,validation,18,4,-7.572526834171934
15m,validation,8,5,-8.974903787865259
15m,validation,11,5,17.395620545818765
15m,validation,18,5,-8.526796181100027
15m,validation,20,5,-34.20982679110694
15m,validation,2,6,16.942810449561733
15m,validation,5,6,-3.52885168351613
15m,validation,0,0,-11.49566205830332
15m,validation,6,0,-7.5716649231507205
15m,validation,11,0,14.766766074935479
15m,validation,18,0,-4.084975309829058
15m,validation,23,0,-2.845548788118587
15m,validation,6,1,-4.814328937759963
15m,validation,14,2,16.493847569934704
15m,validation,15,1,1.4107582224298023
15m,validation,15,1,-2.744882384107168
15m,validation,7,3,17.136241091407534
15m,validation,12,3,-8.019896811245854
15m,validation,17,4,-4.105461758078295
15m,validation,3,4,-4.938909640463485
15m,validation,6,4,1.2357013555225755
15m,validation,9,6,0.35578968297272784
15m,validation,16,4,11.890169104781393
15m,validation,15,5,-2.4101820487177856
15m,validation,21,6,14.91436799658337
15m,validation,10,5,5.435643291187631
15m,validation,13,5,-2.2803933544084574
15m,validation,23,5,15.56905661008585
15m,validation,20,5,6.036420482212327
15m,validation,6,6,-3.078764018172551
15m,validation,7,6,-2.0656988962724507
15m,validation,10,6,-2.6316578693264394
15m,validation,14,6,-6.112659348345973
15m,validation,5,0,-6.870327531209212
15m,validation,10,0,-0.9159268251238516
15m,validation,14,0,-2.1226823903334324
15m,validation,3,2,-2.1321368754011574
15m,validation,22,1,-6.4149904994196625
15m,validation,2,2,-3.5986017957008793
15m,validation,6,2,-4.282232150202047
15m,validation,7,2,-1.0920892883669753
15m,validation,9,2,-2.7191921877819785
15m,validation,5,3,1.6012333657860707
15m,validation,3,3,16.558065886144405
15m,validation,10,3,1.449281124025457
15m,validation,12,3,-6.6701087200089155
15m,validation,22,3,5.20972787894783
15m,validation,21,6,-1.1368808159795116
15m,validation,5,4,-2.4498056208287817
15m,validation,7,4,-5.780017724919771
15m,validation,13,4,-4.643202418241911
15m,validation,2,5,-1.2978960222782598
15m,validation,12,5,2.2893868086431604
15m,validation,6,6,15.66536866932121
15m,validation,17,5,-2.5455653505124194
15m,validation,17,6,-1.807929969123799
15m,validation,11,1,1.1941135091327015
15m,validation,12,0,-5.548829629341808
15m,validation,15,0,-1.2595527374386455
15m,validation,4,1,-4.553298439601599
15m,validation,9,1,15.447599231568912
15m,validation,23,1,-2.6786219124562516
15m,validation,18,2,-4.390314663501478
15m,validation,13,3,-9.046233846181504
15m,validation,14,6,20.961915049322325
15m,validation,11,5,13.082756197654916
15m,validation,23,5,-2.5974188341210054
15m,validation,1,6,-1.3933403451015476
15m,validation,2,6,-1.2859190671209122
15m,validation,5,6,-1.5406626192162902
15m,validation,15,6,11.416410319478352
15m,validation,18,6,-3.910059569732513
15m,validation,3,0,-8.149595245755679
15m,validation,5,0,2.3409819847608375
15m,validation,15,0,-7.304539628159667
15m,validation,1,1,-2.2198544337793917
15m,validation,0,2,-4.493115434667802
15m,validation,8,2,-2.496203875170674
15m,validation,19,2,-6.928521978142922
15m,validation,2,3,-6.287808925211394
15m,validation,0,4,-24.830820010553076
15m,validation,4,0,-7.319211139842578
15m,validation,6,0,5.345045373900131
15m,validation,19,0,-7.0473420437591034
15m,validation,20,0,2.8665075876839152
15m,validation,23,0,-9.420058833646836
15m,validation,3,1,-9.147707318911015
15m,validation,7,1,-18.796370491860383
15m,validation,9,1,3.6765836681353736
15m,validation,7,2,-2.6104569802737827
15m,validation,0,2,9.73817154718173
15m,validation,5,2,-8.01133179911297
15m,validation,0,3,-3.849887727873231
15m,validation,23,3,-13.976740808414672
15m,validation,1,4,-6.718978843127276
15m,validation,19,4,5.007286073424197
15m,validation,21,4,-3.6681079063930193
15m,validation,19,2,23.930687579923482
15m,validation,22,5,4.4530122293166645
15m,validation,13,5,-3.0657382720707975
15m,validation,20,5,-4.964460988757942
15m,validation,2,1,24.87508803858632
15m,validation,18,0,0.9900458440121502
15m,validation,2,0,-2.7000223358349027
15m,validation,10,0,-5.336532907945346
15m,validation,6,1,-5.827702504223693
15m,validation,5,1,-7.360506133309458
15m,validation,8,1,0.6105434723885876
15m,validation,20,1,25.037253963916875
15m,validation,12,2,22.29690437702144
15m,validation,16,2,24.3364060542
15m,validation,1,3,-0.4096392228898671
15m,validation,3,3,-2.018018584797563
15m,validation,6,3,-4.89698839308553
15m,validation,10,3,-7.531842449918606
15m,validation,12,3,1.035860513471053
15m,validation,14,3,-17.008375347981996
15m,validation,17,3,-10.094567814527936
15m,validation,19,3,-7.1792509548204855
15m,validation,20,3,0.5306379312873806
15m,validation,7,4,-12.00681813929763
15m,validation,9,4,6.415870316962715
15m,validation,20,4,-14.054560217454114
15m,validation,3,5,-3.5182308737750176
15m,validation,0,0,-8.835905993895127
15m,validation,17,5,-18.544855141691233
15m,validation,0,6,4.819360454590507
15m,validation,7,6,-5.646504221322731
15m,validation,6,0,0.7568885244956594
15m,validation,10,0,-1.986104860712061
15m,validation,15,0,-8.274846667111406
15m,validation,4,1,-3.3611863589393405
15m,validation,10,1,-9.81283218475864
15m,validation,5,2,-7.7136440546743845
15m,validation,13,2,19.444509413946054
15m,validation,13,2,3.0747276392900016
15m,validation,11,3,-7.58378697526581
15m,validation,2,4,20.200755886827427
15m,validation,10,4,24.56140442773581
15m,validation,2,5,-3.8731976220313458
15m,validation,15,5,28.432349835794998
15m,validation,7,6,-26.59208059045515
15m,validation,11,0,27.375190267560683
15m,validation,17,6,-5.191727977724813
15m,validation,22,6,-14.92310178089006
15m,validation,3,1,-6.042911510210413
15m,validation,13,2,12.685143963526741
15m,validation,13,2,24.326320306953875
15m,validation,14,2,-13.487291034759181
15m,validation,19,2,-4.545906599268594
15m,validation,22,2,7.571321670176957
15m,validation,14,4,-13.753687271668117
15m,validation,6,5,-3.114370440011059
15m,validation,10,5,-3.1832052026529674
15m,validation,14,5,8.586449796206407
15m,validation,20,5,-4.630060714499012
15m,validation,2,6,28.53300406784076
15m,validation,8,6,-33.23778447133888
15m,validation,10,6,-13.4448938931876
15m,validation,4,0,-6.341514720576133
15m,validation,18,0,-8.115536879547083
15m,validation,15,1,-6.928554567095514
15m,validation,22,1,-11.02043037699735
15m,validation,2,2,-0.4508923593237606
15m,validation,8,2,-15.150833394031507
15m,validation,0,3,-4.386284681623229
15m,validation,4,3,8.51860828443503
15m,validation,8,3,-12.394047998301367
15m,validation,2,4,11.934363713501568
15m,validation,19,3,4.660000583360971
15m,validation,7,4,-19.470685306158018
15m,validation,2,5,-36.194424915185856
15m,validation,3,5,-14.733788490333152
15m,validation,14,5,-5.260252979609674
15m,validation,1,6,-6.267554893942992
15m,validation,13,6,0.4174811985385809
15m,validation,8,4,-7.0673546021295115
15m,validation,2,2,28.217437448231095
15m,validation,12,2,-9.390631469034133
15m,validation,14,2,-7.93353544522882
15m,validation,21,2,-13.334407526049693
15m,validation,5,3,-4.242744706359373
15m,validation,13,3,-8.285544835889432
15m,validation,1,4,-21.047787612958277
15m,validation,6,4,-44.037856171498966
15m,validation,9,4,26.47607926978092
15m,validation,19,4,-6.975792134865081
15m,validation,22,6,-3.6765706060928034
15m,validation,8,0,30.370150367246815
15m,validation,2,0,2.2895315721146448
15m,validation,6,1,31.323767485041564
15m,validation,14,0,-2.2718639349169925
15m,validation,19,1,30.34188995614125
15m,validation,6,2,-3.8425295259698826
15m,validation,9,2,27.185227943005895
15m,validation,4,3,-4.750540915090262
15m,validation,6,3,-2.286221585446872
15m,validation,13,3,-10.213801539724436
15m,validation,14,4,2.676562440127004
15m,validation,5,5,-6.755544254367181
15m,validation,9,5,-0.7233252420264609
15m,validation,8,5,27.193329777416306
15m,validation,12,5,3.3786572003587763
15m,holdout,17,6,28.697237050953955
15m,holdout,5,0,28.61358638612507
15m,holdout,9,0,-4.525681991780708
15m,holdout,1,1,-6.847003269676414
15m,holdout,14,1,28.30882415059577
15m,holdout,21,1,8.74072265323631
15m,holdout,3,2,3.6262483085007213
15m,holdout,5,3,-4.417872383130021
15m,holdout,7,3,6.36496293582281
15m,holdout,23,3,-26.517706532672495
15m,holdout,9,0,12.342892330512258
15m,holdout,5,4,-7.079423929906501
15m,holdout,4,5,29.467745814432014
15m,holdout,0,0,-10.971285596897108
15m,holdout,7,0,-17.99041953580438
15m,holdout,2,0,-7.617576456865488
15m,holdout,16,0,28.144061584273814
15m,holdout,22,0,1.7648934152153362
15m,holdout,2,2,-1.258089053437943
15m,holdout,12,1,-25.709008195214924
15m,holdout,5,2,28.466549180271883
15m,holdout,18,2,-4.3372641390082105
15m,holdout,20,2,-1.3848124246717681
15m,holdout,5,3,-9.92707305848548
15m,holdout,13,3,28.126792282136535
15m,holdout,15,3,-6.002864751545104
15m,holdout,3,4,-17.178539261490155
15m,holdout,10,4,-3.1018632489753504
15m,holdout,10,5,26.934876049555434
15m,holdout,12,6,-2.464282808170944
15m,holdout,16,0,-3.6372315967530486
15m,holdout,18,0,-3.7294422617731118
15m,holdout,22,0,-3.666750222000075
15m,holdout,6,1,-0.16909611746644648
15m,holdout,1,1,-12.62371091495281
15m,holdout,2,1,-6.5184751276743
15m,holdout,17,1,26.575238491777952
15m,holdout,14,1,-0.21053514353091995
15m,holdout,3,3,-33.20105746551955
15m,holdout,1,4,-9.307972447491053
15m,holdout,9,4,-3.557811384922573
15m,holdout,10,4,-6.711299114781181
15m,holdout,12,4,23.220825969516298
15m,holdout,16,6,8.996667893764288
15m,holdout,4,5,25.41961963602474
15m,holdout,17,5,25.32065677391158
15m,holdout,0,6,25.489293269316793
15m,holdout,6,6,25.412474285625184
15m,holdout,0,0,26.369190691963574
15m,holdout,15,1,0.36532008191904053
15m,holdout,0,1,-0.489904303247118
15m,holdout,4,1,-5.615936337063248
15m,holdout,7,1,-4.148077885905609
15m,holdout,9,1,-13.491785647831168
15m,holdout,13,1,4.695854089607654
15m,holdout,2,2,25.730379686765264
15m,holdout,14,3,-6.378472484017821
15m,holdout,11,3,-7.789794989592178
15m,holdout,23,3,26.671859124494123
15m,holdout,13,4,-14.359091986086964
15m,holdout,3,6,-1.3475640900769232
