r_target,expiry_days,n,win_rate,avg_pnl,total_pnl,kind,tf,split,depth_frac,n_zones
4.0,0.083,248,0.73,2.3518,583.24,OB,30m,holdout,0.35,380
4.0,0.125,248,0.665,2.9632,734.87,OB,30m,holdout,0.35,380
4.0,0.167,248,0.609,2.5278,626.9,OB,30m,holdout,0.35,380
4.0,0.25,248,0.577,2.5271,626.72,OB,30m,holdout,0.35,380
4.0,0.5,248,0.504,1.3259,328.83,OB,30m,holdout,0.35,380
4.0,1.0,248,0.423,-0.6632,-164.46,OB,30m,holdout,0.35,380
5.0,0.083,248,0.726,2.3855,591.6,OB,30m,holdout,0.35,380
5.0,0.125,248,0.657,3.1386,778.37,OB,30m,holdout,0.35,380
5.0,0.167,248,0.601,2.7791,689.21,OB,30m,holdout,0.35,380
5.0,0.25,248,0.573,2.9403,729.2,OB,30m,holdout,0.35,380
5.0,0.5,248,0.5,1.9168,475.36,OB,30m,holdout,0.35,380
5.0,1.0,248,0.411,-0.1611,-39.94,OB,30m,holdout,0.35,380
7.0,0.083,248,0.722,2.4561,609.12,OB,30m,holdout,0.35,380
7.0,0.125,248,0.657,3.2918,816.36,OB,30m,holdout,0.35,380
7.0,0.167,248,0.601,2.973,737.31,OB,30m,holdout,0.35,380
7.0,0.25,248,0.569,3.1846,789.77,OB,30m,holdout,0.35,380
7.0,0.5,248,0.484,2.3929,593.43,OB,30m,holdout,0.35,380
7.0,1.0,248,0.383,0.588,145.81,OB,30m,holdout,0.35,380
10.0,0.083,248,0.714,2.1374,530.08,OB,30m,holdout,0.35,380
10.0,0.125,248,0.641,2.9631,734.84,OB,30m,holdout,0.35,380
10.0,0.167,248,0.577,2.6201,649.78,OB,30m,holdout,0.35,380
10.0,0.25,248,0.544,2.8495,706.68,OB,30m,holdout,0.35,380
10.0,0.5,248,0.44,1.9235,477.02,OB,30m,holdout,0.35,380
10.0,1.0,248,0.339,-0.1128,-27.97,OB,30m,holdout,0.35,380
2.0,0.083,246,0.772,2.2961,564.83,OB,30m,holdout,0.375,380
2.0,0.125,246,0.715,2.3798,585.42,OB,30m,holdout,0.375,380
2.0,0.167,246,0.687,1.8369,451.87,OB,30m,holdout,0.375,380
2.0,0.25,246,0.663,1.4691,361.39,OB,30m,holdout,0.375,380
2.0,0.5,246,0.598,0.2417,59.45,OB,30m,holdout,0.375,380
2.0,1.0,246,0.455,-1.5161,-372.97,OB,30m,holdout,0.375,380
3.0,0.083,246,0.744,2.4089,592.58,OB,30m,holdout,0.375,380
3.0,0.125,246,0.691,2.8748,707.21,OB,30m,holdout,0.375,380
3.0,0.167,246,0.642,2.3451,576.89,OB,30m,holdout,0.375,380
3.0,0.25,246,0.614,2.1884,538.36,OB,30m,holdout,0.375,380
3.0,0.5,246,0.553,0.8447,207.79,OB,30m,holdout,0.375,380
3.0,1.0,246,0.439,-1.1309,-278.21,OB,30m,holdout,0.375,380
4.0,0.083,246,0.736,2.5441,625.85,OB,30m,holdout,0.375,380
4.0,0.125,246,0.679,3.151,775.14,OB,30m,holdout,0.375,380
4.0,0.167,246,0.618,2.704,665.19,OB,30m,holdout,0.375,380
4.0,0.25,246,0.581,2.6845,660.38,OB,30m,holdout,0.375,380
4.0,0.5,246,0.508,1.4807,364.25,OB,30m,holdout,0.375,380
4.0,1.0,246,0.431,-0.5377,-132.27,OB,30m,holdout,0.375,380
5.0,0.083,246,0.732,2.5844,635.77,OB,30m,holdout,0.375,380
5.0,0.125,246,0.671,3.3552,825.39,OB,30m,holdout,0.375,380
5.0,0.167,246,0.61,3.0002,738.04,OB,30m,holdout,0.375,380
5.0,0.25,246,0.577,3.1738,780.75,OB,30m,holdout,0.375,380
5.0,0.5,246,0.504,2.1275,523.36,OB,30m,holdout,0.375,380
5.0,1.0,246,0.419,0.0401,9.85,OB,30m,holdout,0.375,380
7.0,0.083,246,0.728,2.6544,652.99,OB,30m,holdout,0.375,380
7.0,0.125,246,0.671,3.5065,862.6,OB,30m,holdout,0.375,380
7.0,0.167,246,0.61,3.194,785.72,OB,30m,holdout,0.375,380
7.0,0.25,246,0.573,3.4141,839.86,OB,30m,holdout,0.375,380
7.0,0.5,246,0.488,2.6175,643.91,OB,30m,holdout,0.375,380
7.0,1.0,246,0.394,0.8793,216.3,OB,30m,holdout,0.375,380
10.0,0.083,246,0.72,2.3341,574.19,OB,30m,holdout,0.375,380
10.0,0.125,246,0.654,3.1766,781.44,OB,30m,holdout,0.375,380
10.0,0.167,246,0.585,2.8414,698.98,OB,30m,holdout,0.375,380
10.0,0.25,246,0.549,3.0933,760.94,OB,30m,holdout,0.375,380
10.0,0.5,246,0.443,2.2144,544.74,OB,30m,holdout,0.375,380
10.0,1.0,246,0.346,0.0762,18.74,OB,30m,holdout,0.375,380
2.0,0.083,246,0.772,2.2554,554.83,OB,30m,holdout,0.4,380
2.0,0.125,246,0.711,2.3041,566.8,OB,30m,holdout,0.4,380
2.0,0.167,246,0.687,1.7696,435.32,OB,30m,holdout,0.4,380
2.0,0.25,246,0.659,1.4094,346.72,OB,30m,holdout,0.4,380
2.0,0.5,246,0.585,0.2377,58.48,OB,30m,holdout,0.4,380
2.0,1.0,246,0.451,-1.4064,-345.97,OB,30m,holdout,0.4,380
3.0,0.083,246,0.74,2.321,570.97,OB,30m,holdout,0.4,380
3.0,0.125,246,0.683,2.7697,681.34,OB,30m,holdout,0.4,380
3.0,0.167,246,0.646,2.1988,540.9,OB,30m,holdout,0.4,380
3.0,0.25,246,0.61,1.9828,487.77,OB,30m,holdout,0.4,380
3.0,0.5,246,0.545,0.7173,176.46,OB,30m,holdout,0.4,380
3.0,1.0,246,0.439,-1.1271,-277.26,OB,30m,holdout,0.4,380
4.0,0.083,246,0.732,2.4717,608.04,OB,30m,holdout,0.4,380
4.0,0.125,246,0.671,3.0717,755.63,OB,30m,holdout,0.4,380
4.0,0.167,246,0.622,2.5607,629.93,OB,30m,holdout,0.4,380
4.0,0.25,246,0.577,2.4977,614.44,OB,30m,holdout,0.4,380
4.0,0.5,246,0.504,1.2829,315.6,OB,30m,holdout,0.4,380
4.0,1.0,246,0.415,-0.6157,-151.46,OB,30m,holdout,0.4,380
5.0,0.083,246,0.728,2.54,624.83,OB,30m,holdout,0.4,380
5.0,0.125,246,0.663,3.3211,816.98,OB,30m,holdout,0.4,380
5.0,0.167,246,0.614,2.9001,713.42,OB,30m,holdout,0.4,380
5.0,0.25,246,0.569,3.0315,745.75,OB,30m,holdout,0.4,380
5.0,0.5,246,0.496,1.9222,472.86,OB,30m,holdout,0.4,380
5.0,1.0,246,0.415,0.096,23.61,OB,30m,holdout,0.4,380
7.0,0.083,246,0.724,2.6108,642.25,OB,30m,holdout,0.4,380
7.0,0.125,246,0.663,3.4782,855.65,OB,30m,holdout,0.4,380
7.0,0.167,246,0.614,3.1094,764.91,OB,30m,holdout,0.4,380
7.0,0.25,246,0.565,3.3067,813.44,OB,30m,holdout,0.4,380
7.0,0.5,246,0.48,2.4441,601.24,OB,30m,holdout,0.4,380
7.0,1.0,246,0.39,0.6415,157.81,OB,30m,holdout,0.4,380
10.0,0.083,246,0.715,2.2914,563.69,OB,30m,holdout,0.4,380
10.0,0.125,246,0.646,3.1494,774.75,OB,30m,holdout,0.4,380
10.0,0.167,246,0.589,2.7575,678.34,OB,30m,holdout,0.4,380
10.0,0.25,246,0.541,2.997,737.25,OB,30m,holdout,0.4,380
10.0,0.5,246,0.435,2.1022,517.15,OB,30m,holdout,0.4,380
10.0,1.0,246,0.337,0.053,13.05,OB,30m,holdout,0.4,380
2.0,0.083,248,0.766,2.2541,559.02,OB,30m,holdout,0.425,380
2.0,0.125,248,0.718,2.2061,547.11,OB,30m,holdout,0.425,380
2.0,0.167,248,0.681,1.6343,405.32,OB,30m,holdout,0.425,380
2.0,0.25,248,0.653,1.2385,307.15,OB,30m,holdout,0.425,380
2.0,0.5,248,0.589,0.0022,0.56,OB,30m,holdout,0.425,380
2.0,1.0,248,0.46,-1.6377,-406.14,OB,30m,holdout,0.425,380
3.0,0.083,248,0.738,2.3222,575.91,OB,30m,holdout,0.425,380
3.0,0.125,248,0.698,2.772,687.46,OB,30m,holdout,0.425,380
3.0,0.167,248,0.649,2.1805,540.77,OB,30m,holdout,0.425,380
3.0,0.25,248,0.609,1.9422,481.67,OB,30m,holdout,0.425,380
3.0,0.5,248,0.548,0.6428,159.4,OB,30m,holdout,0.425,380
3.0,1.0,248,0.444,-1.1782,-292.2,OB,30m,holdout,0.425,380
4.0,0.083,248,0.726,2.4571,609.37,OB,30m,holdout,0.425,380
4.0,0.125,248,0.677,3.0188,748.66,OB,30m,holdout,0.425,380
4.0,0.167,248,0.621,2.5118,622.92,OB,30m,holdout,0.425,380
4.0,0.25,248,0.573,2.4326,603.29,OB,30m,holdout,0.425,380
4.0,0.5,248,0.504,1.1676,289.55,OB,30m,holdout,0.425,380
4.0,1.0,248,0.411,-0.6891,-170.91,OB,30m,holdout,0.425,380
5.0,0.083,248,0.722,2.5217,625.37,OB,30m,holdout,0.425,380
5.0,0.125,248,0.669,3.2524,806.6,OB,30m,holdout,0.425,380
5.0,0.167,248,0.613,2.826,700.85,OB,30m,holdout,0.425,380
5.0,0.25,248,0.565,2.9035,720.08,OB,30m,holdout,0.425,380
5.0,0.5,248,0.496,1.723,427.29,OB,30m,holdout,0.425,380
5.0,1.0,248,0.411,-0.1036,-25.68,OB,30m,holdout,0.425,380
7.0,0.083,248,0.718,2.5945,643.43,OB,30m,holdout,0.425,380
7.0,0.125,248,0.669,3.4227,848.83,OB,30m,holdout,0.425,380
7.0,0.167,248,0.613,3.0574,758.24,OB,30m,holdout,0.425,380
7.0,0.25,248,0.56,3.2463,805.07,OB,30m,holdout,0.425,380
7.0,0.5,248,0.48,2.3725,588.39,OB,30m,holdout,0.425,380
7.0,1.0,248,0.387,0.6058,150.23,OB,30m,holdout,0.425,380
10.0,0.083,248,0.71,2.2787,565.12,OB,30m,holdout,0.425,380
10.0,0.125,248,0.653,3.0976,768.21,OB,30m,holdout,0.425,380
10.0,0.167,248,0.589,2.7095,671.96,OB,30m,holdout,0.425,380
10.0,0.25,248,0.536,2.9415,729.49,OB,30m,holdout,0.425,380
10.0,0.5,248,0.435,2.0834,516.69,OB,30m,holdout,0.425,380
10.0,1.0,248,0.335,0.0861,21.35,OB,30m,holdout,0.425,380
2.0,0.083,249,0.763,2.2426,558.4,OB,30m,holdout,0.45,380
2.0,0.125,249,0.715,2.1348,531.58,OB,30m,holdout,0.45,380
2.0,0.167,249,0.675,1.6198,403.34,OB,30m,holdout,0.45,380
2.0,0.25,249,0.651,1.208,300.79,OB,30m,holdout,0.45,380
2.0,0.5,249,0.582,0.0044,1.08,OB,30m,holdout,0.45,380
2.0,1.0,249,0.454,-1.597,-397.66,OB,30m,holdout,0.45,380
3.0,0.083,249,0.735,2.3108,575.4,OB,30m,holdout,0.45,380
3.0,0.125,249,0.695,2.7033,673.11,OB,30m,holdout,0.45,380
3.0,0.167,249,0.643,2.1536,536.24,OB,30m,holdout,0.45,380
3.0,0.25,249,0.606,1.8743,466.69,OB,30m,holdout,0.45,380
3.0,0.5,249,0.542,0.5629,140.17,OB,30m,holdout,0.45,380
3.0,1.0,249,0.446,-1.2225,-304.4,OB,30m,holdout,0.45,380
4.0,0.083,249,0.723,2.4523,610.63,OB,30m,holdout,0.45,380
4.0,0.125,249,0.675,2.9463,733.64,OB,30m,holdout,0.45,380
4.0,0.167,249,0.614,2.4655,613.91,OB,30m,holdout,0.45,380
4.0,0.25,249,0.57,2.3351,581.44,OB,30m,holdout,0.45,380
4.0,0.5,249,0.498,1.0672,265.72,OB,30m,holdout,0.45,380
4.0,1.0,249,0.41,-0.7757,-193.16,OB,30m,holdout,0.45,380
5.0,0.083,249,0.719,2.5238,628.41,OB,30m,holdout,0.45,380
5.0,0.125,249,0.667,3.203,797.54,OB,30m,holdout,0.45,380
5.0,0.167,249,0.606,2.8289,704.39,OB,30m,holdout,0.45,380
5.0,0.25,249,0.566,2.8809,717.34,OB,30m,holdout,0.45,380
5.0,0.5,249,0.49,1.6829,419.05,OB,30m,holdout,0.45,380
5.0,1.0,249,0.41,-0.0881,-21.94,OB,30m,holdout,0.45,380
7.0,0.083,249,0.715,2.5951,646.18,OB,30m,holdout,0.45,380
7.0,0.125,249,0.667,3.3682,838.68,OB,30m,holdout,0.45,380
7.0,0.167,249,0.606,3.0519,759.92,OB,30m,holdout,0.45,380
7.0,0.25,249,0.562,3.2276,803.67,OB,30m,holdout,0.45,380
7.0,0.5,249,0.474,2.3819,593.1,OB,30m,holdout,0.45,380
7.0,1.0,249,0.39,0.6521,162.38,OB,30m,holdout,0.45,380
10.0,0.083,249,0.707,2.2822,568.28,OB,30m,holdout,0.45,380
10.0,0.125,249,0.651,3.0657,763.36,OB,30m,holdout,0.45,380
10.0,0.167,249,0.586,2.7321,680.28,OB,30m,holdout,0.45,380
10.0,0.25,249,0.542,2.9617,737.45,OB,30m,holdout,0.45,380
10.0,0.5,249,0.438,2.1727,540.99,OB,30m,holdout,0.45,380
10.0,1.0,249,0.341,0.2226,55.43,OB,30m,holdout,0.45,380
2.0,0.083,245,0.759,2.2602,553.74,OB,30m,holdout,0.475,380
2.0,0.125,245,0.71,2.218,543.4,OB,30m,holdout,0.475,380
2.0,0.167,245,0.694,1.9106,468.09,OB,30m,holdout,0.475,380
2.0,0.25,245,0.657,1.4516,355.65,OB,30m,holdout,0.475,380
2.0,0.5,245,0.571,0.1877,45.98,OB,30m,holdout,0.475,380
2.0,1.0,245,0.453,-1.4719,-360.61,OB,30m,holdout,0.475,380
3.0,0.083,245,0.735,2.405,589.22,OB,30m,holdout,0.475,380
3.0,0.125,245,0.69,2.7374,670.66,OB,30m,holdout,0.475,380
3.0,0.167,245,0.661,2.4179,592.38,OB,30m,holdout,0.475,380
3.0,0.25,245,0.612,2.1217,519.83,OB,30m,holdout,0.475,380
3.0,0.5,245,0.543,0.784,192.09,OB,30m,holdout,0.475,380
3.0,1.0,245,0.445,-1.0601,-259.71,OB,30m,holdout,0.475,380
4.0,0.083,245,0.722,2.5316,620.25,OB,30m,holdout,0.475,380
4.0,0.125,245,0.669,3.046,746.28,OB,30m,holdout,0.475,380
4.0,0.167,245,0.637,2.7904,683.64,OB,30m,holdout,0.475,380
4.0,0.25,245,0.58,2.6187,641.57,OB,30m,holdout,0.475,380
4.0,0.5,245,0.502,1.2843,314.66,OB,30m,holdout,0.475,380
4.0,1.0,245,0.412,-0.5593,-137.03,OB,30m,holdout,0.475,380
5.0,0.083,245,0.718,2.6166,641.08,OB,30m,holdout,0.475,380
5.0,0.125,245,0.661,3.3108,811.14,OB,30m,holdout,0.475,380
5.0,0.167,245,0.624,3.1734,777.49,OB,30m,holdout,0.475,380
5.0,0.25,245,0.571,3.2022,784.53,OB,30m,holdout,0.475,380
5.0,0.5,245,0.494,1.9226,471.04,OB,30m,holdout,0.475,380
5.0,1.0,245,0.412,0.0721,17.66,OB,30m,holdout,0.475,380
7.0,0.083,245,0.714,2.6771,655.89,OB,30m,holdout,0.475,380
7.0,0.125,245,0.661,3.454,846.24,OB,30m,holdout,0.475,380
7.0,0.167,245,0.624,3.3676,825.06,OB,30m,holdout,0.475,380
7.0,0.25,245,0.571,3.5012,857.8,OB,30m,holdout,0.475,380
7.0,0.5,245,0.478,2.6157,640.84,OB,30m,holdout,0.475,380
7.0,1.0,245,0.388,0.8403,205.86,OB,30m,holdout,0.475,380
10.0,0.083,245,0.706,2.3601,578.23,OB,30m,holdout,0.475,380
10.0,0.125,245,0.645,3.1474,771.11,OB,30m,holdout,0.475,380
10.0,0.167,245,0.604,3.0447,745.94,OB,30m,holdout,0.475,380
10.0,0.25,245,0.551,3.249,796.01,OB,30m,holdout,0.475,380
10.0,0.5,245,0.441,2.3963,587.1,OB,30m,holdout,0.475,380
10.0,1.0,245,0.339,0.3707,90.83,OB,30m,holdout,0.475,380
2.0,0.083,246,0.764,2.3187,570.39,OB,30m,holdout,0.5,380
2.0,0.125,246,0.703,2.2192,545.91,OB,30m,holdout,0.5,380
2.0,0.167,246,0.687,1.9228,473.01,OB,30m,holdout,0.5,380
2.0,0.25,246,0.65,1.3886,341.6,OB,30m,holdout,0.5,380
2.0,0.5,246,0.569,0.0801,19.7,OB,30m,holdout,0.5,380
2.0,1.0,246,0.439,-1.55,-381.31,OB,30m,holdout,0.5,380
3.0,0.083,246,0.732,2.2076,543.06,OB,30m,holdout,0.5,380
3.0,0.125,246,0.679,2.4251,596.56,OB,30m,holdout,0.5,380
3.0,0.167,246,0.646,2.105,517.84,OB,30m,holdout,0.5,380
3.0,0.25,246,0.602,1.7178,422.57,OB,30m,holdout,0.5,380
3.0,0.5,246,0.549,0.5219,128.38,OB,30m,holdout,0.5,380
3.0,1.0,246,0.455,-1.1919,-293.2,OB,30m,holdout,0.5,380
4.0,0.083,246,0.72,2.3207,570.9,OB,30m,holdout,0.5,380
4.0,0.125,246,0.659,2.7463,675.58,OB,30m,holdout,0.5,380
4.0,0.167,246,0.626,2.4963,614.1,OB,30m,holdout,0.5,380
4.0,0.25,246,0.565,2.2796,560.79,OB,30m,holdout,0.5,380
4.0,0.5,246,0.5,0.9265,227.93,OB,30m,holdout,0.5,380
4.0,1.0,246,0.402,-0.8686,-213.67,OB,30m,holdout,0.5,380
5.0,0.083,246,0.715,2.4183,594.89,OB,30m,holdout,0.5,380
5.0,0.125,246,0.65,3.0364,746.96,OB,30m,holdout,0.5,380
5.0,0.167,246,0.61,2.9192,718.14,OB,30m,holdout,0.5,380
5.0,0.25,246,0.557,2.8971,712.69,OB,30m,holdout,0.5,380
5.0,0.5,246,0.492,1.5608,383.95,OB,30m,holdout,0.5,380
5.0,1.0,246,0.398,-0.3149,-77.48,OB,30m,holdout,0.5,380
7.0,0.083,246,0.711,2.4861,611.59,OB,30m,holdout,0.5,380
7.0,0.125,246,0.65,3.179,782.05,OB,30m,holdout,0.5,380
7.0,0.167,246,0.61,3.129,769.74,OB,30m,holdout,0.5,380
7.0,0.25,246,0.557,3.2221,792.63,OB,30m,holdout,0.5,380
7.0,0.5,246,0.48,2.252,553.99,OB,30m,holdout,0.5,380
7.0,1.0,246,0.382,0.4198,103.28,OB,30m,holdout,0.5,380
10.0,0.083,246,0.703,2.1724,534.41,OB,30m,holdout,0.5,380
10.0,0.125,246,0.634,2.8829,709.2,OB,30m,holdout,0.5,380
10.0,0.167,246,0.589,2.7978,688.26,OB,30m,holdout,0.5,380
10.0,0.25,246,0.537,2.9516,726.1,OB,30m,holdout,0.5,380
10.0,0.5,246,0.439,1.9739,485.57,OB,30m,holdout,0.5,380
10.0,1.0,246,0.325,-0.1171,-28.81,OB,30m,holdout,0.5,380
2.0,0.083,246,0.76,2.0214,497.25,OB,30m,holdout,0.525,380
2.0,0.125,246,0.707,1.9228,473.0,OB,30m,holdout,0.525,380
2.0,0.167,246,0.683,1.6071,395.36,OB,30m,holdout,0.525,380
2.0,0.25,246,0.65,1.0834,266.52,OB,30m,holdout,0.525,380
2.0,0.5,246,0.569,-0.1655,-40.72,OB,30m,holdout,0.525,380
2.0,1.0,246,0.443,-1.7664,-434.54,OB,30m,holdout,0.525,380
3.0,0.083,246,0.724,1.8511,455.37,OB,30m,holdout,0.525,380
3.0,0.125,246,0.675,2.0981,516.13,OB,30m,holdout,0.525,380
3.0,0.167,246,0.642,1.7696,435.33,OB,30m,holdout,0.525,380
3.0,0.25,246,0.598,1.3998,344.36,OB,30m,holdout,0.525,380
3.0,0.5,246,0.549,0.2667,65.6,OB,30m,holdout,0.525,380
3.0,1.0,246,0.451,-1.4237,-350.23,OB,30m,holdout,0.525,380
4.0,0.083,246,0.711,1.9805,487.2,OB,30m,holdout,0.525,380
4.0,0.125,246,0.654,2.4738,608.55,OB,30m,holdout,0.525,380
4.0,0.167,246,0.622,2.302,566.29,OB,30m,holdout,0.525,380
4.0,0.25,246,0.569,2.0304,499.48,OB,30m,holdout,0.525,380
4.0,0.5,246,0.504,0.6967,171.4,OB,30m,holdout,0.525,380
4.0,1.0,246,0.398,-1.0599,-260.74,OB,30m,holdout,0.525,380
5.0,0.083,246,0.707,2.0862,513.21,OB,30m,holdout,0.525,380
5.0,0.125,246,0.646,2.7711,681.7,OB,30m,holdout,0.525,380
5.0,0.167,246,0.606,2.6897,661.67,OB,30m,holdout,0.525,380
5.0,0.25,246,0.549,2.6119,642.53,OB,30m,holdout,0.525,380
5.0,0.5,246,0.488,1.3984,344.01,OB,30m,holdout,0.525,380
5.0,1.0,246,0.394,-0.4087,-100.55,OB,30m,holdout,0.525,380
7.0,0.083,246,0.703,2.1679,533.31,OB,30m,holdout,0.525,380
7.0,0.125,246,0.646,2.9518,726.14,OB,30m,holdout,0.525,380
7.0,0.167,246,0.602,2.8867,710.13,OB,30m,holdout,0.525,380
7.0,0.25,246,0.549,2.9251,719.58,OB,30m,holdout,0.525,380
7.0,0.5,246,0.467,1.9257,473.71,OB,30m,holdout,0.525,380
7.0,1.0,246,0.37,0.1193,29.35,OB,30m,holdout,0.525,380
10.0,0.083,246,0.695,1.8552,456.37,OB,30m,holdout,0.525,380
10.0,0.125,246,0.63,2.6564,653.46,OB,30m,holdout,0.525,380
10.0,0.167,246,0.581,2.556,628.78,OB,30m,holdout,0.525,380
10.0,0.25,246,0.528,2.657,653.61,OB,30m,holdout,0.525,380
10.0,0.5,246,0.427,1.6245,399.62,OB,30m,holdout,0.525,380
10.0,1.0,246,0.317,-0.0718,-17.67,OB,30m,holdout,0.525,380
2.0,0.083,242,0.764,1.9095,462.1,OB,30m,holdout,0.55,380
2.0,0.125,242,0.719,1.7966,434.79,OB,30m,holdout,0.55,380
2.0,0.167,242,0.678,1.4883,360.16,OB,30m,holdout,0.55,380
2.0,0.25,242,0.64,0.9645,233.4,OB,30m,holdout,0.55,380
2.0,0.5,242,0.558,-0.2732,-66.12,OB,30m,holdout,0.55,380
2.0,1.0,242,0.421,-1.8707,-452.71,OB,30m,holdout,0.55,380
3.0,0.083,242,0.727,1.7478,422.96,OB,30m,holdout,0.55,380
3.0,0.125,242,0.686,2.0035,484.84,OB,30m,holdout,0.55,380
3.0,0.167,242,0.645,1.7801,430.79,OB,30m,holdout,0.55,380
3.0,0.25,242,0.595,1.3942,337.39,OB,30m,holdout,0.55,380
3.0,0.5,242,0.545,0.2367,57.28,OB,30m,holdout,0.55,380
3.0,1.0,242,0.438,-1.4706,-355.89,OB,30m,holdout,0.55,380
4.0,0.083,242,0.711,1.8024,436.18,OB,30m,holdout,0.55,380
4.0,0.125,242,0.665,2.3957,579.75,OB,30m,holdout,0.55,380
4.0,0.167,242,0.624,2.3157,560.4,OB,30m,holdout,0.55,380
4.0,0.25,242,0.566,2.0108,486.61,OB,30m,holdout,0.55,380
4.0,0.5,242,0.504,0.7167,173.43,OB,30m,holdout,0.55,380
4.0,1.0,242,0.397,-1.0569,-255.76,OB,30m,holdout,0.55,380
5.0,0.083,242,0.702,1.9005,459.93,OB,30m,holdout,0.55,380
5.0,0.125,242,0.653,2.6875,650.37,OB,30m,holdout,0.55,380
5.0,0.167,242,0.603,2.7006,653.55,OB,30m,holdout,0.55,380
5.0,0.25,242,0.541,2.5984,628.81,OB,30m,holdout,0.55,380
5.0,0.5,242,0.483,1.3329,322.57,OB,30m,holdout,0.55,380
5.0,1.0,242,0.384,-0.4968,-120.23,OB,30m,holdout,0.55,380
7.0,0.083,242,0.698,1.985,480.36,OB,30m,holdout,0.55,380
7.0,0.125,242,0.653,2.8819,697.42,OB,30m,holdout,0.55,380
7.0,0.167,242,0.603,2.9644,717.38,OB,30m,holdout,0.55,380
7.0,0.25,242,0.545,2.9725,719.34,OB,30m,holdout,0.55,380
7.0,0.5,242,0.467,1.8548,448.86,OB,30m,holdout,0.55,380
7.0,1.0,242,0.36,0.0273,6.6,OB,30m,holdout,0.55,380
10.0,0.083,242,0.694,1.8568,449.36,OB,30m,holdout,0.55,380
10.0,0.125,242,0.64,2.7608,668.12,OB,30m,holdout,0.55,380
10.0,0.167,242,0.587,2.841,687.53,OB,30m,holdout,0.55,380
10.0,0.25,242,0.529,2.9523,714.46,OB,30m,holdout,0.55,380
10.0,0.5,242,0.438,1.8955,458.71,OB,30m,holdout,0.55,380
10.0,1.0,242,0.322,0.3614,87.46,OB,30m,holdout,0.55,380
2.0,0.083,240,0.771,1.9675,472.21,OB,30m,holdout,0.575,380
2.0,0.125,240,0.725,1.851,444.23,OB,30m,holdout,0.575,380
2.0,0.167,240,0.683,1.5413,369.9,OB,30m,holdout,0.575,380
2.0,0.25,240,0.642,1.0157,243.78,OB,30m,holdout,0.575,380
2.0,0.5,240,0.567,-0.2273,-54.55,OB,30m,holdout,0.575,380
2.0,1.0,240,0.417,-1.8312,-439.48,OB,30m,holdout,0.575,380
3.0,0.083,240,0.738,1.8973,455.36,OB,30m,holdout,0.575,380
3.0,0.125,240,0.692,2.1163,507.91,OB,30m,holdout,0.575,380
3.0,0.167,240,0.654,1.8733,449.58,OB,30m,holdout,0.575,380
3.0,0.25,240,0.6,1.4551,349.22,OB,30m,holdout,0.575,380
3.0,0.5,240,0.554,0.3078,73.87,OB,30m,holdout,0.575,380
3.0,1.0,240,0.438,-1.3929,-334.29,OB,30m,holdout,0.575,380
4.0,0.083,240,0.717,1.9439,466.52,OB,30m,holdout,0.575,380
4.0,0.125,240,0.662,2.4521,588.5,OB,30m,holdout,0.575,380
4.0,0.167,240,0.625,2.3301,559.22,OB,30m,holdout,0.575,380
4.0,0.25,240,0.567,2.0333,487.99,OB,30m,holdout,0.575,380
4.0,0.5,240,0.508,0.681,163.44,OB,30m,holdout,0.575,380
4.0,1.0,240,0.4,-1.1007,-264.17,OB,30m,holdout,0.575,380
5.0,0.083,240,0.708,2.0422,490.13,OB,30m,holdout,0.575,380
5.0,0.125,240,0.65,2.7738,665.71,OB,30m,holdout,0.575,380
5.0,0.167,240,0.608,2.764,663.36,OB,30m,holdout,0.575,380
5.0,0.25,240,0.542,2.6293,631.03,OB,30m,holdout,0.575,380
5.0,0.5,240,0.483,1.2798,307.15,OB,30m,holdout,0.575,380
5.0,1.0,240,0.379,-0.5524,-132.58,OB,30m,holdout,0.575,380
7.0,0.083,240,0.704,2.1159,507.83,OB,30m,holdout,0.575,380
7.0,0.125,240,0.65,2.9534,708.83,OB,30m,holdout,0.575,380
7.0,0.167,240,0.608,3.0174,724.18,OB,30m,holdout,0.575,380
7.0,0.25,240,0.546,2.9898,717.55,OB,30m,holdout,0.575,380
7.0,0.5,240,0.471,1.8692,448.61,OB,30m,holdout,0.575,380
7.0,1.0,240,0.358,0.0078,1.86,OB,30m,holdout,0.575,380
10.0,0.083,240,0.7,2.0009,480.22,OB,30m,holdout,0.575,380
10.0,0.125,240,0.638,2.8539,684.93,OB,30m,holdout,0.575,380
10.0,0.167,240,0.592,2.9207,700.97,OB,30m,holdout,0.575,380
10.0,0.25,240,0.529,3.0054,721.3,OB,30m,holdout,0.575,380
10.0,0.5,240,0.446,2.147,515.27,OB,30m,holdout,0.575,380
10.0,1.0,240,0.333,0.7383,177.19,OB,30m,holdout,0.575,380
2.0,0.083,236,0.767,1.9841,468.24,OB,30m,holdout,0.6,380
2.0,0.125,236,0.729,1.8833,444.46,OB,30m,holdout,0.6,380
2.0,0.167,236,0.695,1.573,371.23,OB,30m,holdout,0.6,380
2.0,0.25,236,0.653,1.0059,237.39,OB,30m,holdout,0.6,380
2.0,0.5,236,0.559,-0.2683,-63.32,OB,30m,holdout,0.6,380
2.0,1.0,236,0.415,-1.8944,-447.08,OB,30m,holdout,0.6,380
3.0,0.083,236,0.737,1.9568,461.81,OB,30m,holdout,0.6,380
3.0,0.125,236,0.695,2.1462,506.5,OB,30m,holdout,0.6,380
