r_target,expiry_days,n,win_rate,avg_pnl,total_pnl,kind,tf,split,depth_frac,n_zones
2.0,0.083,1386,0.665,1.3505,1871.79,OB,15m,train,0.3,2420
2.0,0.125,1386,0.624,1.0637,1474.31,OB,15m,train,0.3,2420
2.0,0.167,1386,0.598,0.7079,981.21,OB,15m,train,0.3,2420
2.0,0.25,1386,0.563,0.1158,160.51,OB,15m,train,0.3,2420
2.0,0.5,1386,0.483,-1.1411,-1581.53,OB,15m,train,0.3,2420
2.0,1.0,1386,0.355,-2.7459,-3805.82,OB,15m,train,0.3,2420
3.0,0.083,1386,0.641,1.6175,2241.81,OB,15m,train,0.3,2420
3.0,0.125,1386,0.584,1.5238,2112.01,OB,15m,train,0.3,2420
3.0,0.167,1386,0.552,1.2339,1710.12,OB,15m,train,0.3,2420
3.0,0.25,1386,0.52,0.6436,892.09,OB,15m,train,0.3,2420
3.0,0.5,1386,0.446,-0.6701,-928.69,OB,15m,train,0.3,2420
3.0,1.0,1386,0.38,-2.4358,-3376.02,OB,15m,train,0.3,2420
4.0,0.083,1386,0.633,1.7477,2422.31,OB,15m,train,0.3,2420
4.0,0.125,1386,0.569,1.7643,2445.39,OB,15m,train,0.3,2420
4.0,0.167,1386,0.532,1.4941,2070.76,OB,15m,train,0.3,2420
4.0,0.25,1386,0.491,0.9317,1291.27,OB,15m,train,0.3,2420
4.0,0.5,1386,0.408,-0.3933,-545.09,OB,15m,train,0.3,2420
4.0,1.0,1386,0.345,-2.1927,-3039.11,OB,15m,train,0.3,2420
5.0,0.083,1386,0.624,1.7469,2421.15,OB,15m,train,0.3,2420
5.0,0.125,1386,0.555,1.822,2525.25,OB,15m,train,0.3,2420
5.0,0.167,1386,0.514,1.5781,2187.22,OB,15m,train,0.3,2420
5.0,0.25,1386,0.469,1.0665,1478.14,OB,15m,train,0.3,2420
5.0,0.5,1386,0.374,-0.2597,-360.0,OB,15m,train,0.3,2420
5.0,1.0,1386,0.302,-2.1049,-2917.36,OB,15m,train,0.3,2420
7.0,0.083,1386,0.619,1.7169,2379.57,OB,15m,train,0.3,2420
7.0,0.125,1386,0.547,1.8356,2544.07,OB,15m,train,0.3,2420
7.0,0.167,1386,0.504,1.6185,2243.26,OB,15m,train,0.3,2420
7.0,0.25,1386,0.456,1.2024,1666.5,OB,15m,train,0.3,2420
7.0,0.5,1386,0.349,-0.0733,-101.64,OB,15m,train,0.3,2420
7.0,1.0,1386,0.266,-1.996,-2766.49,OB,15m,train,0.3,2420
10.0,0.083,1386,0.618,1.699,2354.88,OB,15m,train,0.3,2420
10.0,0.125,1386,0.543,1.8262,2531.16,OB,15m,train,0.3,2420
10.0,0.167,1386,0.499,1.6351,2266.2,OB,15m,train,0.3,2420
10.0,0.25,1386,0.452,1.2508,1733.6,OB,15m,train,0.3,2420
10.0,0.5,1386,0.334,0.0508,70.47,OB,15m,train,0.3,2420
10.0,1.0,1386,0.242,-1.8009,-2496.04,OB,15m,train,0.3,2420
2.0,0.083,1390,0.662,1.2937,1798.24,OB,15m,train,0.325,2420
2.0,0.125,1390,0.62,1.0047,1396.5,OB,15m,train,0.325,2420
2.0,0.167,1390,0.594,0.6167,857.23,OB,15m,train,0.325,2420
2.0,0.25,1390,0.562,0.0188,26.1,OB,15m,train,0.325,2420
2.0,0.5,1390,0.48,-1.2142,-1687.69,OB,15m,train,0.325,2420
2.0,1.0,1390,0.351,-2.8131,-3910.26,OB,15m,train,0.325,2420
3.0,0.083,1390,0.635,1.5607,2169.33,OB,15m,train,0.325,2420
3.0,0.125,1390,0.578,1.4641,2035.12,OB,15m,train,0.325,2420
3.0,0.167,1390,0.547,1.1617,1614.8,OB,15m,train,0.325,2420
3.0,0.25,1390,0.517,0.5739,797.66,OB,15m,train,0.325,2420
3.0,0.5,1390,0.442,-0.7463,-1037.33,OB,15m,train,0.325,2420
3.0,1.0,1390,0.376,-2.5063,-3483.73,OB,15m,train,0.325,2420
4.0,0.083,1390,0.626,1.6922,2352.16,OB,15m,train,0.325,2420
4.0,0.125,1390,0.564,1.7199,2390.71,OB,15m,train,0.325,2420
4.0,0.167,1390,0.528,1.4308,1988.84,OB,15m,train,0.325,2420
4.0,0.25,1390,0.488,0.8649,1202.23,OB,15m,train,0.325,2420
4.0,0.5,1390,0.408,-0.4502,-625.83,OB,15m,train,0.325,2420
4.0,1.0,1390,0.346,-2.2423,-3116.8,OB,15m,train,0.325,2420
5.0,0.083,1390,0.617,1.6878,2346.11,OB,15m,train,0.325,2420
5.0,0.125,1390,0.55,1.7697,2459.95,OB,15m,train,0.325,2420
5.0,0.167,1390,0.509,1.4992,2083.92,OB,15m,train,0.325,2420
5.0,0.25,1390,0.465,0.9925,1379.59,OB,15m,train,0.325,2420
5.0,0.5,1390,0.374,-0.2836,-394.18,OB,15m,train,0.325,2420
5.0,1.0,1390,0.305,-2.0915,-2907.18,OB,15m,train,0.325,2420
7.0,0.083,1390,0.613,1.6667,2316.71,OB,15m,train,0.325,2420
7.0,0.125,1390,0.542,1.7994,2501.12,OB,15m,train,0.325,2420
7.0,0.167,1390,0.499,1.5627,2172.1,OB,15m,train,0.325,2420
7.0,0.25,1390,0.454,1.1558,1606.57,OB,15m,train,0.325,2420
7.0,0.5,1390,0.348,-0.0999,-138.9,OB,15m,train,0.325,2420
7.0,1.0,1390,0.267,-2.022,-2810.64,OB,15m,train,0.325,2420
10.0,0.083,1390,0.612,1.6335,2270.62,OB,15m,train,0.325,2420
10.0,0.125,1390,0.538,1.7776,2470.83,OB,15m,train,0.325,2420
10.0,0.167,1390,0.495,1.5671,2178.24,OB,15m,train,0.325,2420
10.0,0.25,1390,0.45,1.1922,1657.18,OB,15m,train,0.325,2420
10.0,0.5,1390,0.333,0.0247,34.35,OB,15m,train,0.325,2420
10.0,1.0,1390,0.245,-1.8207,-2530.83,OB,15m,train,0.325,2420
2.0,0.083,1391,0.664,1.2733,1771.18,OB,15m,train,0.35,2420
2.0,0.125,1391,0.623,0.9881,1374.39,OB,15m,train,0.35,2420
2.0,0.167,1391,0.597,0.6163,857.25,OB,15m,train,0.35,2420
2.0,0.25,1391,0.563,0.0249,34.69,OB,15m,train,0.35,2420
2.0,0.5,1391,0.483,-1.2095,-1682.42,OB,15m,train,0.35,2420
2.0,1.0,1391,0.347,-2.8061,-3903.28,OB,15m,train,0.35,2420
3.0,0.083,1391,0.636,1.5542,2161.94,OB,15m,train,0.35,2420
3.0,0.125,1391,0.582,1.4989,2084.93,OB,15m,train,0.35,2420
3.0,0.167,1391,0.549,1.1929,1659.29,OB,15m,train,0.35,2420
3.0,0.25,1391,0.517,0.6047,841.18,OB,15m,train,0.35,2420
3.0,0.5,1391,0.445,-0.724,-1007.13,OB,15m,train,0.35,2420
3.0,1.0,1391,0.377,-2.4645,-3428.12,OB,15m,train,0.35,2420
4.0,0.083,1391,0.627,1.7035,2369.54,OB,15m,train,0.35,2420
4.0,0.125,1391,0.566,1.7244,2398.61,OB,15m,train,0.35,2420
4.0,0.167,1391,0.529,1.4366,1998.33,OB,15m,train,0.35,2420
4.0,0.25,1391,0.487,0.8938,1243.25,OB,15m,train,0.35,2420
4.0,0.5,1391,0.41,-0.4069,-565.94,OB,15m,train,0.35,2420
4.0,1.0,1391,0.349,-2.1931,-3050.55,OB,15m,train,0.35,2420
5.0,0.083,1391,0.618,1.7056,2372.55,OB,15m,train,0.35,2420
5.0,0.125,1391,0.552,1.7924,2493.18,OB,15m,train,0.35,2420
5.0,0.167,1391,0.511,1.534,2133.81,OB,15m,train,0.35,2420
5.0,0.25,1391,0.466,1.0225,1422.27,OB,15m,train,0.35,2420
5.0,0.5,1391,0.375,-0.2654,-369.11,OB,15m,train,0.35,2420
5.0,1.0,1391,0.308,-2.0839,-2898.7,OB,15m,train,0.35,2420
7.0,0.083,1391,0.613,1.6776,2333.56,OB,15m,train,0.35,2420
7.0,0.125,1391,0.543,1.8084,2515.51,OB,15m,train,0.35,2420
7.0,0.167,1391,0.5,1.5814,2199.73,OB,15m,train,0.35,2420
7.0,0.25,1391,0.453,1.1641,1619.33,OB,15m,train,0.35,2420
7.0,0.5,1391,0.347,-0.1153,-160.34,OB,15m,train,0.35,2420
7.0,1.0,1391,0.266,-2.0541,-2857.24,OB,15m,train,0.35,2420
10.0,0.083,1391,0.612,1.6455,2288.87,OB,15m,train,0.35,2420
10.0,0.125,1391,0.539,1.7898,2489.56,OB,15m,train,0.35,2420
10.0,0.167,1391,0.496,1.5921,2214.58,OB,15m,train,0.35,2420
10.0,0.25,1391,0.449,1.2197,1696.61,OB,15m,train,0.35,2420
10.0,0.5,1391,0.333,0.033,45.91,OB,15m,train,0.35,2420
10.0,1.0,1391,0.244,-1.7999,-2503.66,OB,15m,train,0.35,2420
2.0,0.083,1387,0.658,1.2128,1682.21,OB,15m,train,0.375,2420
2.0,0.125,1387,0.622,0.9411,1305.25,OB,15m,train,0.375,2420
2.0,0.167,1387,0.599,0.5582,774.24,OB,15m,train,0.375,2420
2.0,0.25,1387,0.563,-0.0286,-39.71,OB,15m,train,0.375,2420
2.0,0.5,1387,0.481,-1.2443,-1725.85,OB,15m,train,0.375,2420
2.0,1.0,1387,0.342,-2.8374,-3935.47,OB,15m,train,0.375,2420
3.0,0.083,1387,0.629,1.5238,2113.56,OB,15m,train,0.375,2420
3.0,0.125,1387,0.583,1.4576,2021.74,OB,15m,train,0.375,2420
3.0,0.167,1387,0.551,1.1336,1572.25,OB,15m,train,0.375,2420
3.0,0.25,1387,0.518,0.5368,744.58,OB,15m,train,0.375,2420
3.0,0.5,1387,0.443,-0.8192,-1136.2,OB,15m,train,0.375,2420
3.0,1.0,1387,0.373,-2.5667,-3560.03,OB,15m,train,0.375,2420
4.0,0.083,1387,0.621,1.6764,2325.1,OB,15m,train,0.375,2420
4.0,0.125,1387,0.566,1.6961,2352.45,OB,15m,train,0.375,2420
4.0,0.167,1387,0.53,1.4159,1963.84,OB,15m,train,0.375,2420
4.0,0.25,1387,0.49,0.8725,1210.17,OB,15m,train,0.375,2420
4.0,0.5,1387,0.41,-0.4541,-629.86,OB,15m,train,0.375,2420
4.0,1.0,1387,0.349,-2.23,-3093.06,OB,15m,train,0.375,2420
5.0,0.083,1387,0.611,1.6768,2325.72,OB,15m,train,0.375,2420
5.0,0.125,1387,0.552,1.7536,2432.2,OB,15m,train,0.375,2420
5.0,0.167,1387,0.512,1.4823,2056.02,OB,15m,train,0.375,2420
5.0,0.25,1387,0.468,0.9486,1315.68,OB,15m,train,0.375,2420
5.0,0.5,1387,0.373,-0.3869,-536.7,OB,15m,train,0.375,2420
5.0,1.0,1387,0.306,-2.2132,-3069.68,OB,15m,train,0.375,2420
7.0,0.083,1387,0.607,1.6557,2296.51,OB,15m,train,0.375,2420
7.0,0.125,1387,0.544,1.7823,2471.99,OB,15m,train,0.375,2420
7.0,0.167,1387,0.501,1.5481,2147.27,OB,15m,train,0.375,2420
7.0,0.25,1387,0.454,1.1101,1539.76,OB,15m,train,0.375,2420
7.0,0.5,1387,0.348,-0.1603,-222.36,OB,15m,train,0.375,2420
7.0,1.0,1387,0.266,-2.0814,-2886.86,OB,15m,train,0.375,2420
10.0,0.083,1387,0.605,1.6181,2244.29,OB,15m,train,0.375,2420
10.0,0.125,1387,0.539,1.7785,2466.84,OB,15m,train,0.375,2420
10.0,0.167,1387,0.497,1.5776,2188.15,OB,15m,train,0.375,2420
10.0,0.25,1387,0.45,1.1921,1653.45,OB,15m,train,0.375,2420
10.0,0.5,1387,0.332,-0.0194,-26.97,OB,15m,train,0.375,2420
10.0,1.0,1387,0.242,-1.8723,-2596.93,OB,15m,train,0.375,2420
2.0,0.083,1388,0.656,1.1687,1622.18,OB,15m,train,0.4,2420
2.0,0.125,1388,0.617,0.9073,1259.36,OB,15m,train,0.4,2420
2.0,0.167,1388,0.597,0.52,721.71,OB,15m,train,0.4,2420
2.0,0.25,1388,0.561,-0.0691,-95.85,OB,15m,train,0.4,2420
2.0,0.5,1388,0.478,-1.278,-1773.81,OB,15m,train,0.4,2420
2.0,1.0,1388,0.341,-2.8688,-3981.94,OB,15m,train,0.4,2420
3.0,0.083,1388,0.628,1.4709,2041.59,OB,15m,train,0.4,2420
3.0,0.125,1388,0.576,1.3796,1914.94,OB,15m,train,0.4,2420
3.0,0.167,1388,0.548,1.0351,1436.76,OB,15m,train,0.4,2420
3.0,0.25,1388,0.514,0.4504,625.13,OB,15m,train,0.4,2420
3.0,0.5,1388,0.443,-0.8736,-1212.56,OB,15m,train,0.4,2420
3.0,1.0,1388,0.375,-2.5857,-3589.01,OB,15m,train,0.4,2420
4.0,0.083,1388,0.619,1.6574,2300.54,OB,15m,train,0.4,2420
4.0,0.125,1388,0.561,1.6989,2358.11,OB,15m,train,0.4,2420
4.0,0.167,1388,0.53,1.4013,1945.0,OB,15m,train,0.4,2420
4.0,0.25,1388,0.489,0.8576,1190.33,OB,15m,train,0.4,2420
4.0,0.5,1388,0.411,-0.5016,-696.29,OB,15m,train,0.4,2420
4.0,1.0,1388,0.349,-2.2953,-3185.82,OB,15m,train,0.4,2420
5.0,0.083,1388,0.61,1.6584,2301.87,OB,15m,train,0.4,2420
5.0,0.125,1388,0.546,1.7292,2400.16,OB,15m,train,0.4,2420
5.0,0.167,1388,0.509,1.4418,2001.19,OB,15m,train,0.4,2420
5.0,0.25,1388,0.465,0.908,1260.29,OB,15m,train,0.4,2420
5.0,0.5,1388,0.375,-0.4396,-610.17,OB,15m,train,0.4,2420
5.0,1.0,1388,0.305,-2.2569,-3132.58,OB,15m,train,0.4,2420
7.0,0.083,1388,0.605,1.6358,2270.43,OB,15m,train,0.4,2420
7.0,0.125,1388,0.537,1.7585,2440.75,OB,15m,train,0.4,2420
7.0,0.167,1388,0.498,1.5069,2091.57,OB,15m,train,0.4,2420
7.0,0.25,1388,0.45,1.063,1475.42,OB,15m,train,0.4,2420
7.0,0.5,1388,0.347,-0.2189,-303.77,OB,15m,train,0.4,2420
7.0,1.0,1388,0.266,-2.135,-2963.42,OB,15m,train,0.4,2420
10.0,0.083,1388,0.603,1.5981,2218.12,OB,15m,train,0.4,2420
10.0,0.125,1388,0.533,1.7574,2439.29,OB,15m,train,0.4,2420
10.0,0.167,1388,0.494,1.5398,2137.21,OB,15m,train,0.4,2420
10.0,0.25,1388,0.446,1.1492,1595.04,OB,15m,train,0.4,2420
10.0,0.5,1388,0.331,-0.0712,-98.8,OB,15m,train,0.4,2420
10.0,1.0,1388,0.243,-1.9149,-2657.91,OB,15m,train,0.4,2420
2.0,0.083,1381,0.66,1.1728,1619.69,OB,15m,train,0.425,2420
2.0,0.125,1381,0.618,0.897,1238.76,OB,15m,train,0.425,2420
2.0,0.167,1381,0.596,0.5085,702.18,OB,15m,train,0.425,2420
2.0,0.25,1381,0.562,-0.0851,-117.58,OB,15m,train,0.425,2420
2.0,0.5,1381,0.476,-1.2948,-1788.12,OB,15m,train,0.425,2420
2.0,1.0,1381,0.335,-2.8849,-3984.05,OB,15m,train,0.425,2420
3.0,0.083,1381,0.631,1.4849,2050.61,OB,15m,train,0.425,2420
3.0,0.125,1381,0.578,1.3721,1894.9,OB,15m,train,0.425,2420
3.0,0.167,1381,0.551,1.024,1414.18,OB,15m,train,0.425,2420
3.0,0.25,1381,0.518,0.4415,609.76,OB,15m,train,0.425,2420
3.0,0.5,1381,0.445,-0.8899,-1228.99,OB,15m,train,0.425,2420
3.0,1.0,1381,0.38,-2.5608,-3536.45,OB,15m,train,0.425,2420
4.0,0.083,1381,0.621,1.6641,2298.11,OB,15m,train,0.425,2420
4.0,0.125,1381,0.561,1.6911,2335.46,OB,15m,train,0.425,2420
4.0,0.167,1381,0.531,1.385,1912.69,OB,15m,train,0.425,2420
4.0,0.25,1381,0.491,0.8359,1154.35,OB,15m,train,0.425,2420
4.0,0.5,1381,0.411,-0.5273,-728.27,OB,15m,train,0.425,2420
4.0,1.0,1381,0.35,-2.327,-3213.62,OB,15m,train,0.425,2420
5.0,0.083,1381,0.61,1.6566,2287.78,OB,15m,train,0.425,2420
5.0,0.125,1381,0.545,1.7176,2371.98,OB,15m,train,0.425,2420
5.0,0.167,1381,0.508,1.4286,1972.84,OB,15m,train,0.425,2420
5.0,0.25,1381,0.464,0.8873,1225.34,OB,15m,train,0.425,2420
5.0,0.5,1381,0.373,-0.4709,-650.34,OB,15m,train,0.425,2420
5.0,1.0,1381,0.306,-2.2889,-3161.03,OB,15m,train,0.425,2420
7.0,0.083,1381,0.606,1.6357,2258.87,OB,15m,train,0.425,2420
7.0,0.125,1381,0.537,1.746,2411.27,OB,15m,train,0.425,2420
7.0,0.167,1381,0.497,1.4928,2061.51,OB,15m,train,0.425,2420
7.0,0.25,1381,0.449,1.0458,1444.3,OB,15m,train,0.425,2420
7.0,0.5,1381,0.346,-0.2391,-330.19,OB,15m,train,0.425,2420
7.0,1.0,1381,0.266,-2.1602,-2983.3,OB,15m,train,0.425,2420
10.0,0.083,1381,0.604,1.5985,2207.49,OB,15m,train,0.425,2420
10.0,0.125,1381,0.532,1.748,2414.0,OB,15m,train,0.425,2420
10.0,0.167,1381,0.492,1.5316,2115.19,OB,15m,train,0.425,2420
10.0,0.25,1381,0.445,1.1418,1576.81,OB,15m,train,0.425,2420
10.0,0.5,1381,0.33,-0.0494,-68.21,OB,15m,train,0.425,2420
10.0,1.0,1381,0.244,-1.894,-2615.6,OB,15m,train,0.425,2420
2.0,0.083,1367,0.662,1.1914,1628.68,OB,15m,train,0.45,2420
2.0,0.125,1367,0.623,0.9096,1243.47,OB,15m,train,0.45,2420
2.0,0.167,1367,0.595,0.5204,711.42,OB,15m,train,0.45,2420
2.0,0.25,1367,0.562,-0.0854,-116.7,OB,15m,train,0.45,2420
2.0,0.5,1367,0.478,-1.2726,-1739.71,OB,15m,train,0.45,2420
2.0,1.0,1367,0.335,-2.8572,-3905.82,OB,15m,train,0.45,2420
3.0,0.083,1367,0.633,1.4893,2035.93,OB,15m,train,0.45,2420
3.0,0.125,1367,0.58,1.3506,1846.22,OB,15m,train,0.45,2420
3.0,0.167,1367,0.55,0.9959,1361.43,OB,15m,train,0.45,2420
3.0,0.25,1367,0.515,0.4085,558.38,OB,15m,train,0.45,2420
3.0,0.5,1367,0.444,-0.9338,-1276.48,OB,15m,train,0.45,2420
3.0,1.0,1367,0.382,-2.603,-3558.3,OB,15m,train,0.45,2420
4.0,0.083,1367,0.624,1.6956,2317.92,OB,15m,train,0.45,2420
4.0,0.125,1367,0.565,1.6895,2309.55,OB,15m,train,0.45,2420
4.0,0.167,1367,0.533,1.3857,1894.21,OB,15m,train,0.45,2420
4.0,0.25,1367,0.492,0.815,1114.16,OB,15m,train,0.45,2420
4.0,0.5,1367,0.415,-0.535,-731.32,OB,15m,train,0.45,2420
4.0,1.0,1367,0.354,-2.3319,-3187.67,OB,15m,train,0.45,2420
5.0,0.083,1367,0.612,1.69,2310.22,OB,15m,train,0.45,2420
5.0,0.125,1367,0.549,1.7397,2378.12,OB,15m,train,0.45,2420
5.0,0.167,1367,0.51,1.4498,1981.83,OB,15m,train,0.45,2420
5.0,0.25,1367,0.466,0.9179,1254.75,OB,15m,train,0.45,2420
5.0,0.5,1367,0.376,-0.4442,-607.27,OB,15m,train,0.45,2420
5.0,1.0,1367,0.312,-2.2696,-3102.54,OB,15m,train,0.45,2420
7.0,0.083,1367,0.607,1.6557,2263.35,OB,15m,train,0.45,2420
7.0,0.125,1367,0.539,1.756,2400.43,OB,15m,train,0.45,2420
7.0,0.167,1367,0.497,1.504,2055.95,OB,15m,train,0.45,2420
7.0,0.25,1367,0.448,1.0474,1431.74,OB,15m,train,0.45,2420
7.0,0.5,1367,0.345,-0.2505,-342.48,OB,15m,train,0.45,2420
7.0,1.0,1367,0.268,-2.0955,-2864.51,OB,15m,train,0.45,2420
10.0,0.083,1367,0.605,1.6185,2212.48,OB,15m,train,0.45,2420
10.0,0.125,1367,0.535,1.7624,2409.19,OB,15m,train,0.45,2420
10.0,0.167,1367,0.493,1.5471,2114.85,OB,15m,train,0.45,2420
10.0,0.25,1367,0.445,1.1464,1567.19,OB,15m,train,0.45,2420
10.0,0.5,1367,0.329,-0.0473,-64.67,OB,15m,train,0.45,2420
10.0,1.0,1367,0.245,-1.8966,-2592.71,OB,15m,train,0.45,2420
2.0,0.083,1360,0.66,1.1759,1599.24,OB,15m,train,0.475,2420
2.0,0.125,1360,0.623,0.9023,1227.08,OB,15m,train,0.475,2420
2.0,0.167,1360,0.593,0.5283,718.5,OB,15m,train,0.475,2420
2.0,0.25,1360,0.559,-0.079,-107.4,OB,15m,train,0.475,2420
2.0,0.5,1360,0.481,-1.2667,-1722.74,OB,15m,train,0.475,2420
2.0,1.0,1360,0.333,-2.8494,-3875.25,OB,15m,train,0.475,2420
3.0,0.083,1360,0.63,1.4465,1967.19,OB,15m,train,0.475,2420
3.0,0.125,1360,0.578,1.2891,1753.19,OB,15m,train,0.475,2420
3.0,0.167,1360,0.546,0.9306,1265.66,OB,15m,train,0.475,2420
3.0,0.25,1360,0.512,0.3422,465.45,OB,15m,train,0.475,2420
3.0,0.5,1360,0.446,-1.0068,-1369.2,OB,15m,train,0.475,2420
3.0,1.0,1360,0.38,-2.6729,-3635.2,OB,15m,train,0.475,2420
4.0,0.083,1360,0.62,1.6645,2263.66,OB,15m,train,0.475,2420
4.0,0.125,1360,0.564,1.6794,2284.01,OB,15m,train,0.475,2420
4.0,0.167,1360,0.53,1.3974,1900.52,OB,15m,train,0.475,2420
4.0,0.25,1360,0.491,0.8344,1134.78,OB,15m,train,0.475,2420
4.0,0.5,1360,0.418,-0.5209,-708.45,OB,15m,train,0.475,2420
4.0,1.0,1360,0.357,-2.3179,-3152.28,OB,15m,train,0.475,2420
5.0,0.083,1360,0.607,1.6504,2244.53,OB,15m,train,0.475,2420
5.0,0.125,1360,0.547,1.7211,2340.69,OB,15m,train,0.475,2420
5.0,0.167,1360,0.507,1.4502,1972.22,OB,15m,train,0.475,2420
5.0,0.25,1360,0.462,0.9266,1260.21,OB,15m,train,0.475,2420
5.0,0.5,1360,0.379,-0.4221,-574.09,OB,15m,train,0.475,2420
5.0,1.0,1360,0.315,-2.2548,-3066.53,OB,15m,train,0.475,2420
7.0,0.083,1360,0.602,1.6252,2210.28,OB,15m,train,0.475,2420
7.0,0.125,1360,0.538,1.7506,2380.83,OB,15m,train,0.475,2420
7.0,0.167,1360,0.494,1.5233,2071.74,OB,15m,train,0.475,2420
7.0,0.25,1360,0.446,1.0927,1486.11,OB,15m,train,0.475,2420
7.0,0.5,1360,0.349,-0.1926,-261.89,OB,15m,train,0.475,2420
7.0,1.0,1360,0.274,-2.056,-2796.17,OB,15m,train,0.475,2420
10.0,0.083,1360,0.6,1.5874,2158.91,OB,15m,train,0.475,2420
10.0,0.125,1360,0.534,1.7574,2390.03,OB,15m,train,0.475,2420
10.0,0.167,1360,0.49,1.5498,2107.74,OB,15m,train,0.475,2420
10.0,0.25,1360,0.442,1.1861,1613.03,OB,15m,train,0.475,2420
10.0,0.5,1360,0.335,0.0515,70.03,OB,15m,train,0.475,2420
10.0,1.0,1360,0.251,-1.8021,-2450.86,OB,15m,train,0.475,2420
2.0,0.083,1353,0.661,1.1415,1544.39,OB,15m,train,0.5,2420
2.0,0.125,1353,0.62,0.8552,1157.04,OB,15m,train,0.5,2420
2.0,0.167,1353,0.591,0.4785,647.37,OB,15m,train,0.5,2420
2.0,0.25,1353,0.556,-0.1484,-200.76,OB,15m,train,0.5,2420
2.0,0.5,1353,0.474,-1.3481,-1823.92,OB,15m,train,0.5,2420
2.0,1.0,1353,0.323,-2.9293,-3963.4,OB,15m,train,0.5,2420
3.0,0.083,1353,0.628,1.4097,1907.28,OB,15m,train,0.5,2420
3.0,0.125,1353,0.574,1.248,1688.48,OB,15m,train,0.5,2420
3.0,0.167,1353,0.545,0.8802,1190.85,OB,15m,train,0.5,2420
3.0,0.25,1353,0.508,0.2322,314.19,OB,15m,train,0.5,2420
3.0,0.5,1353,0.443,-1.1049,-1494.89,OB,15m,train,0.5,2420
3.0,1.0,1353,0.375,-2.7714,-3749.75,OB,15m,train,0.5,2420
4.0,0.083,1353,0.618,1.6254,2199.1,OB,15m,train,0.5,2420
4.0,0.125,1353,0.559,1.6393,2217.96,OB,15m,train,0.5,2420
4.0,0.167,1353,0.528,1.3376,1809.71,OB,15m,train,0.5,2420
4.0,0.25,1353,0.488,0.7251,981.08,OB,15m,train,0.5,2420
4.0,0.5,1353,0.416,-0.6116,-827.49,OB,15m,train,0.5,2420
4.0,1.0,1353,0.352,-2.4122,-3263.69,OB,15m,train,0.5,2420
5.0,0.083,1353,0.605,1.6239,2197.18,OB,15m,train,0.5,2420
5.0,0.125,1353,0.543,1.7077,2310.51,OB,15m,train,0.5,2420
5.0,0.167,1353,0.506,1.4214,1923.2,OB,15m,train,0.5,2420
5.0,0.25,1353,0.461,0.8337,1128.03,OB,15m,train,0.5,2420
5.0,0.5,1353,0.378,-0.5131,-694.29,OB,15m,train,0.5,2420
5.0,1.0,1353,0.313,-2.3451,-3172.94,OB,15m,train,0.5,2420
7.0,0.083,1353,0.6,1.5967,2160.35,OB,15m,train,0.5,2420
7.0,0.125,1353,0.533,1.7238,2332.27,OB,15m,train,0.5,2420
7.0,0.167,1353,0.492,1.4831,2006.65,OB,15m,train,0.5,2420
7.0,0.25,1353,0.445,0.9932,1343.87,OB,15m,train,0.5,2420
7.0,0.5,1353,0.348,-0.2847,-385.16,OB,15m,train,0.5,2420
7.0,1.0,1353,0.271,-2.1401,-2895.61,OB,15m,train,0.5,2420
10.0,0.083,1353,0.598,1.5649,2117.37,OB,15m,train,0.5,2420
10.0,0.125,1353,0.53,1.7405,2354.88,OB,15m,train,0.5,2420
10.0,0.167,1353,0.488,1.5174,2053.04,OB,15m,train,0.5,2420
10.0,0.25,1353,0.44,1.1056,1495.88,OB,15m,train,0.5,2420
10.0,0.5,1353,0.333,-0.0304,-41.1,OB,15m,train,0.5,2420
10.0,1.0,1353,0.246,-1.8743,-2535.87,OB,15m,train,0.5,2420
2.0,0.083,1359,0.659,1.1102,1508.78,OB,15m,train,0.525,2420
2.0,0.125,1359,0.618,0.8206,1115.22,OB,15m,train,0.525,2420
2.0,0.167,1359,0.591,0.4442,603.73,OB,15m,train,0.525,2420
2.0,0.25,1359,0.556,-0.1789,-243.12,OB,15m,train,0.525,2420
2.0,0.5,1359,0.475,-1.3605,-1848.89,OB,15m,train,0.525,2420
2.0,1.0,1359,0.323,-2.9179,-3965.39,OB,15m,train,0.525,2420
3.0,0.083,1359,0.626,1.4338,1948.54,OB,15m,train,0.525,2420
3.0,0.125,1359,0.571,1.2499,1698.59,OB,15m,train,0.525,2420
3.0,0.167,1359,0.544,0.8845,1202.06,OB,15m,train,0.525,2420
3.0,0.25,1359,0.508,0.2332,316.98,OB,15m,train,0.525,2420
3.0,0.5,1359,0.444,-1.0994,-1494.04,OB,15m,train,0.525,2420
3.0,1.0,1359,0.375,-2.7574,-3747.31,OB,15m,train,0.525,2420
4.0,0.083,1359,0.615,1.6139,2193.31,OB,15m,train,0.525,2420
4.0,0.125,1359,0.556,1.6066,2183.36,OB,15m,train,0.525,2420
4.0,0.167,1359,0.525,1.3021,1769.62,OB,15m,train,0.525,2420
4.0,0.25,1359,0.486,0.6909,938.91,OB,15m,train,0.525,2420
4.0,0.5,1359,0.414,-0.6667,-906.01,OB,15m,train,0.525,2420
4.0,1.0,1359,0.352,-2.4542,-3335.23,OB,15m,train,0.525,2420
5.0,0.083,1359,0.603,1.6239,2206.84,OB,15m,train,0.525,2420
5.0,0.125,1359,0.539,1.6917,2299.03,OB,15m,train,0.525,2420
5.0,0.167,1359,0.503,1.407,1912.05,OB,15m,train,0.525,2420
