r_target,expiry_days,n,win_rate,avg_pnl,total_pnl,tf,split,depth_frac,n_zones
4.0,1.0,4807,0.313,-2.806,-13488.21,30m,train,0.475,7792
4.0,1.5,4807,0.279,-3.9786,-19125.08,30m,train,0.475,7792
4.0,2.0,4807,0.256,-4.9567,-23826.97,30m,train,0.475,7792
4.5,0.25,4807,0.44,0.0431,207.24,30m,train,0.475,7792
4.5,0.5,4807,0.358,-1.1332,-5447.3,30m,train,0.475,7792
4.5,0.75,4807,0.322,-2.0239,-9728.88,30m,train,0.475,7792
4.5,1.0,4807,0.303,-2.7447,-13193.93,30m,train,0.475,7792
4.5,1.5,4807,0.272,-3.9162,-18825.25,30m,train,0.475,7792
4.5,2.0,4807,0.253,-4.8932,-23521.51,30m,train,0.475,7792
5.0,0.25,4807,0.437,0.1225,589.05,30m,train,0.475,7792
5.0,0.5,4807,0.352,-1.0494,-5044.41,30m,train,0.475,7792
5.0,0.75,4807,0.316,-1.9425,-9337.72,30m,train,0.475,7792
5.0,1.0,4807,0.297,-2.6812,-12888.58,30m,train,0.475,7792
5.0,1.5,4807,0.264,-3.866,-18583.75,30m,train,0.475,7792
5.0,2.0,4807,0.246,-4.8475,-23301.95,30m,train,0.475,7792
7.0,0.25,4807,0.423,0.2611,1255.32,30m,train,0.475,7792
7.0,0.5,4807,0.332,-0.8464,-4068.63,30m,train,0.475,7792
7.0,0.75,4807,0.29,-1.7082,-8211.42,30m,train,0.475,7792
7.0,1.0,4807,0.268,-2.4564,-11807.94,30m,train,0.475,7792
7.0,1.5,4807,0.235,-3.6721,-17651.97,30m,train,0.475,7792
7.0,2.0,4807,0.222,-4.6758,-22476.42,30m,train,0.475,7792
10.0,0.25,4807,0.418,0.3274,1574.02,30m,train,0.475,7792
10.0,0.5,4807,0.32,-0.7037,-3382.51,30m,train,0.475,7792
10.0,0.75,4807,0.276,-1.5539,-7469.44,30m,train,0.475,7792
10.0,1.0,4807,0.249,-2.2726,-10924.32,30m,train,0.475,7792
10.0,1.5,4807,0.211,-3.4722,-16690.75,30m,train,0.475,7792
10.0,2.0,4807,0.195,-4.4917,-21591.54,30m,train,0.475,7792
1.5,0.25,4793,0.495,-0.692,-3316.85,30m,train,0.5,7792
1.5,0.5,4793,0.396,-1.8076,-8663.73,30m,train,0.5,7792
1.5,0.75,4793,0.328,-2.6148,-12532.64,30m,train,0.5,7792
1.5,1.0,4793,0.281,-3.2899,-15768.4,30m,train,0.5,7792
1.5,1.5,4793,0.211,-4.4192,-21181.31,30m,train,0.5,7792
1.5,2.0,4793,0.171,-5.3545,-25663.9,30m,train,0.5,7792
2.0,0.25,4793,0.486,-0.5517,-2644.15,30m,train,0.5,7792
2.0,0.5,4793,0.407,-1.6917,-8108.26,30m,train,0.5,7792
2.0,0.75,4793,0.353,-2.5211,-12083.72,30m,train,0.5,7792
2.0,1.0,4793,0.309,-3.2108,-15389.24,30m,train,0.5,7792
2.0,1.5,4793,0.238,-4.3594,-20894.81,30m,train,0.5,7792
2.0,2.0,4793,0.195,-5.3031,-25417.81,30m,train,0.5,7792
2.5,0.25,4793,0.475,-0.3953,-1894.9,30m,train,0.5,7792
2.5,0.5,4793,0.4,-1.5562,-7458.95,30m,train,0.5,7792
2.5,0.75,4793,0.358,-2.3969,-11488.31,30m,train,0.5,7792
2.5,1.0,4793,0.326,-3.0862,-14791.96,30m,train,0.5,7792
2.5,1.5,4793,0.264,-4.2358,-20302.24,30m,train,0.5,7792
2.5,2.0,4793,0.225,-5.1857,-24855.22,30m,train,0.5,7792
3.0,0.25,4793,0.462,-0.2588,-1240.36,30m,train,0.5,7792
3.0,0.5,4793,0.389,-1.4434,-6918.4,30m,train,0.5,7792
3.0,0.75,4793,0.35,-2.3038,-11042.08,30m,train,0.5,7792
3.0,1.0,4793,0.322,-2.9988,-14373.39,30m,train,0.5,7792
3.0,1.5,4793,0.275,-4.1525,-19903.1,30m,train,0.5,7792
3.0,2.0,4793,0.239,-5.1109,-24496.74,30m,train,0.5,7792
3.5,0.25,4793,0.453,-0.1571,-752.99,30m,train,0.5,7792
3.5,0.5,4793,0.378,-1.3272,-6361.34,30m,train,0.5,7792
3.5,0.75,4793,0.342,-2.1993,-10541.17,30m,train,0.5,7792
3.5,1.0,4793,0.318,-2.9179,-13985.54,30m,train,0.5,7792
3.5,1.5,4793,0.282,-4.0799,-19554.84,30m,train,0.5,7792
3.5,2.0,4793,0.25,-5.0436,-24174.2,30m,train,0.5,7792
4.0,0.25,4793,0.445,-0.0486,-233.13,30m,train,0.5,7792
4.0,0.5,4793,0.368,-1.2224,-5859.15,30m,train,0.5,7792
4.0,0.75,4793,0.333,-2.1024,-10076.82,30m,train,0.5,7792
4.0,1.0,4793,0.313,-2.8233,-13531.96,30m,train,0.5,7792
4.0,1.5,4793,0.28,-3.9917,-19132.04,30m,train,0.5,7792
4.0,2.0,4793,0.255,-4.9726,-23833.69,30m,train,0.5,7792
4.5,0.25,4793,0.438,0.0112,53.91,30m,train,0.5,7792
4.5,0.5,4793,0.359,-1.1733,-5623.49,30m,train,0.5,7792
4.5,0.75,4793,0.322,-2.0653,-9898.88,30m,train,0.5,7792
4.5,1.0,4793,0.303,-2.7888,-13366.53,30m,train,0.5,7792
4.5,1.5,4793,0.272,-3.9665,-19011.33,30m,train,0.5,7792
4.5,2.0,4793,0.252,-4.9501,-23725.96,30m,train,0.5,7792
5.0,0.25,4793,0.435,0.0879,421.43,30m,train,0.5,7792
5.0,0.5,4793,0.353,-1.0912,-5230.13,30m,train,0.5,7792
5.0,0.75,4793,0.317,-1.9814,-9496.95,30m,train,0.5,7792
5.0,1.0,4793,0.296,-2.7152,-13014.1,30m,train,0.5,7792
5.0,1.5,4793,0.265,-3.8943,-18665.5,30m,train,0.5,7792
5.0,2.0,4793,0.248,-4.8808,-23393.52,30m,train,0.5,7792
7.0,0.25,4793,0.421,0.2338,1120.77,30m,train,0.5,7792
7.0,0.5,4793,0.332,-0.8642,-4142.18,30m,train,0.5,7792
7.0,0.75,4793,0.291,-1.7261,-8273.12,30m,train,0.5,7792
7.0,1.0,4793,0.268,-2.4775,-11874.47,30m,train,0.5,7792
7.0,1.5,4793,0.236,-3.6964,-17716.91,30m,train,0.5,7792
7.0,2.0,4793,0.222,-4.7054,-22553.22,30m,train,0.5,7792
10.0,0.25,4793,0.415,0.2962,1419.71,30m,train,0.5,7792
10.0,0.5,4793,0.32,-0.7291,-3494.63,30m,train,0.5,7792
10.0,0.75,4793,0.275,-1.5768,-7557.51,30m,train,0.5,7792
10.0,1.0,4793,0.248,-2.2999,-11023.19,30m,train,0.5,7792
10.0,1.5,4793,0.211,-3.4973,-16762.45,30m,train,0.5,7792
10.0,2.0,4793,0.194,-4.5232,-21679.64,30m,train,0.5,7792
1.5,0.25,4780,0.494,-0.6929,-3311.95,30m,train,0.525,7792
1.5,0.5,4780,0.394,-1.7912,-8561.88,30m,train,0.525,7792
1.5,0.75,4780,0.326,-2.5895,-12377.84,30m,train,0.525,7792
1.5,1.0,4780,0.279,-3.2642,-15602.88,30m,train,0.525,7792
1.5,1.5,4780,0.209,-4.3915,-20991.59,30m,train,0.525,7792
1.5,2.0,4780,0.168,-5.3251,-25454.07,30m,train,0.525,7792
2.0,0.25,4780,0.487,-0.5541,-2648.51,30m,train,0.525,7792
2.0,0.5,4780,0.406,-1.6896,-8076.48,30m,train,0.525,7792
2.0,0.75,4780,0.352,-2.5155,-12024.31,30m,train,0.525,7792
2.0,1.0,4780,0.307,-3.2016,-15303.74,30m,train,0.525,7792
2.0,1.5,4780,0.234,-4.3414,-20752.08,30m,train,0.525,7792
2.0,2.0,4780,0.193,-5.2815,-25245.49,30m,train,0.525,7792
2.5,0.25,4780,0.475,-0.3834,-1832.54,30m,train,0.525,7792
2.5,0.5,4780,0.401,-1.5395,-7358.73,30m,train,0.525,7792
2.5,0.75,4780,0.358,-2.3856,-11403.15,30m,train,0.525,7792
2.5,1.0,4780,0.326,-3.0777,-14711.35,30m,train,0.525,7792
2.5,1.5,4780,0.263,-4.2221,-20181.88,30m,train,0.525,7792
2.5,2.0,4780,0.221,-5.1708,-24716.2,30m,train,0.525,7792
3.0,0.25,4780,0.462,-0.2722,-1300.94,30m,train,0.525,7792
3.0,0.5,4780,0.388,-1.4485,-6923.82,30m,train,0.525,7792
3.0,0.75,4780,0.349,-2.3149,-11065.04,30m,train,0.525,7792
3.0,1.0,4780,0.322,-3.014,-14406.99,30m,train,0.525,7792
3.0,1.5,4780,0.274,-4.1643,-19905.26,30m,train,0.525,7792
3.0,2.0,4780,0.238,-5.1212,-24479.42,30m,train,0.525,7792
3.5,0.25,4780,0.453,-0.1483,-709.03,30m,train,0.525,7792
3.5,0.5,4780,0.378,-1.3147,-6284.29,30m,train,0.525,7792
3.5,0.75,4780,0.341,-2.1914,-10475.1,30m,train,0.525,7792
3.5,1.0,4780,0.317,-2.8971,-13848.01,30m,train,0.525,7792
3.5,1.5,4780,0.281,-4.0532,-19374.3,30m,train,0.525,7792
3.5,2.0,4780,0.25,-5.0139,-23966.3,30m,train,0.525,7792
4.0,0.25,4780,0.445,-0.0578,-276.35,30m,train,0.525,7792
4.0,0.5,4780,0.368,-1.2237,-5849.34,30m,train,0.525,7792
4.0,0.75,4780,0.333,-2.1152,-10110.85,30m,train,0.525,7792
4.0,1.0,4780,0.312,-2.835,-13551.25,30m,train,0.525,7792
4.0,1.5,4780,0.279,-3.9965,-19103.07,30m,train,0.525,7792
4.0,2.0,4780,0.255,-4.9722,-23766.88,30m,train,0.525,7792
4.5,0.25,4780,0.438,0.0015,7.04,30m,train,0.525,7792
4.5,0.5,4780,0.359,-1.1733,-5608.5,30m,train,0.525,7792
4.5,0.75,4780,0.323,-2.0755,-9920.86,30m,train,0.525,7792
4.5,1.0,4780,0.302,-2.7969,-13369.25,30m,train,0.525,7792
4.5,1.5,4780,0.271,-3.9711,-18981.91,30m,train,0.525,7792
4.5,2.0,4780,0.252,-4.9545,-23682.7,30m,train,0.525,7792
5.0,0.25,4780,0.433,0.0628,300.36,30m,train,0.525,7792
5.0,0.5,4780,0.352,-1.1119,-5314.77,30m,train,0.525,7792
5.0,0.75,4780,0.316,-2.0084,-9600.22,30m,train,0.525,7792
5.0,1.0,4780,0.295,-2.7312,-13055.17,30m,train,0.525,7792
5.0,1.5,4780,0.264,-3.9025,-18654.0,30m,train,0.525,7792
5.0,2.0,4780,0.248,-4.8852,-23351.33,30m,train,0.525,7792
7.0,0.25,4780,0.419,0.2133,1019.72,30m,train,0.525,7792
7.0,0.5,4780,0.332,-0.8654,-4136.53,30m,train,0.525,7792
7.0,0.75,4780,0.292,-1.7402,-8317.95,30m,train,0.525,7792
7.0,1.0,4780,0.268,-2.4911,-11907.61,30m,train,0.525,7792
7.0,1.5,4780,0.236,-3.6982,-17677.3,30m,train,0.525,7792
7.0,2.0,4780,0.222,-4.7024,-22477.51,30m,train,0.525,7792
10.0,0.25,4780,0.413,0.2777,1327.47,30m,train,0.525,7792
10.0,0.5,4780,0.319,-0.7423,-3548.25,30m,train,0.525,7792
10.0,0.75,4780,0.275,-1.5997,-7646.68,30m,train,0.525,7792
10.0,1.0,4780,0.247,-2.3247,-11112.23,30m,train,0.525,7792
10.0,1.5,4780,0.21,-3.5275,-16861.67,30m,train,0.525,7792
10.0,2.0,4780,0.194,-4.5514,-21755.71,30m,train,0.525,7792
1.5,0.25,4761,0.494,-0.699,-3327.95,30m,train,0.55,7792
1.5,0.5,4761,0.394,-1.7763,-8457.18,30m,train,0.55,7792
1.5,0.75,4761,0.325,-2.5716,-12243.53,30m,train,0.55,7792
1.5,1.0,4761,0.279,-3.2436,-15442.67,30m,train,0.55,7792
1.5,1.5,4761,0.208,-4.3679,-20795.45,30m,train,0.55,7792
1.5,2.0,4761,0.166,-5.2999,-25232.71,30m,train,0.55,7792
2.0,0.25,4761,0.488,-0.5599,-2665.75,30m,train,0.55,7792
2.0,0.5,4761,0.406,-1.6795,-7996.28,30m,train,0.55,7792
2.0,0.75,4761,0.349,-2.5016,-11909.94,30m,train,0.55,7792
2.0,1.0,4761,0.306,-3.1843,-15160.31,30m,train,0.55,7792
2.0,1.5,4761,0.233,-4.322,-20576.84,30m,train,0.55,7792
2.0,2.0,4761,0.191,-5.2612,-25048.44,30m,train,0.55,7792
2.5,0.25,4761,0.476,-0.3763,-1791.74,30m,train,0.55,7792
2.5,0.5,4761,0.401,-1.531,-7289.02,30m,train,0.55,7792
2.5,0.75,4761,0.357,-2.371,-11288.23,30m,train,0.55,7792
2.5,1.0,4761,0.326,-3.0608,-14572.26,30m,train,0.55,7792
2.5,1.5,4761,0.261,-4.204,-20015.36,30m,train,0.55,7792
2.5,2.0,4761,0.219,-5.1466,-24502.81,30m,train,0.55,7792
3.0,0.25,4761,0.462,-0.2668,-1270.45,30m,train,0.55,7792
3.0,0.5,4761,0.39,-1.4262,-6790.07,30m,train,0.55,7792
3.0,0.75,4761,0.35,-2.2813,-10861.24,30m,train,0.55,7792
3.0,1.0,4761,0.324,-2.9764,-14170.81,30m,train,0.55,7792
3.0,1.5,4761,0.274,-4.1242,-19635.19,30m,train,0.55,7792
3.0,2.0,4761,0.238,-5.078,-24176.53,30m,train,0.55,7792
3.5,0.25,4761,0.454,-0.1354,-644.59,30m,train,0.55,7792
3.5,0.5,4761,0.38,-1.3034,-6205.52,30m,train,0.55,7792
3.5,0.75,4761,0.342,-2.1696,-10329.4,30m,train,0.55,7792
3.5,1.0,4761,0.319,-2.8708,-13668.03,30m,train,0.55,7792
3.5,1.5,4761,0.282,-4.026,-19167.59,30m,train,0.55,7792
3.5,2.0,4761,0.25,-4.988,-23747.84,30m,train,0.55,7792
4.0,0.25,4761,0.446,-0.0481,-229.03,30m,train,0.55,7792
4.0,0.5,4761,0.37,-1.2069,-5745.95,30m,train,0.55,7792
4.0,0.75,4761,0.333,-2.0864,-9933.18,30m,train,0.55,7792
4.0,1.0,4761,0.311,-2.8049,-13353.93,30m,train,0.55,7792
4.0,1.5,4761,0.28,-3.9665,-18884.53,30m,train,0.55,7792
4.0,2.0,4761,0.255,-4.9328,-23485.21,30m,train,0.55,7792
4.5,0.25,4761,0.439,0.0201,95.75,30m,train,0.55,7792
4.5,0.5,4761,0.361,-1.1482,-5466.78,30m,train,0.55,7792
4.5,0.75,4761,0.324,-2.0327,-9677.46,30m,train,0.55,7792
4.5,1.0,4761,0.304,-2.75,-13092.8,30m,train,0.55,7792
4.5,1.5,4761,0.274,-3.9225,-18674.96,30m,train,0.55,7792
4.5,2.0,4761,0.254,-4.9074,-23363.94,30m,train,0.55,7792
5.0,0.25,4761,0.434,0.0633,301.36,30m,train,0.55,7792
5.0,0.5,4761,0.353,-1.0978,-5226.76,30m,train,0.55,7792
5.0,0.75,4761,0.316,-1.989,-9469.42,30m,train,0.55,7792
5.0,1.0,4761,0.295,-2.7061,-12883.55,30m,train,0.55,7792
5.0,1.5,4761,0.266,-3.8781,-18463.42,30m,train,0.55,7792
5.0,2.0,4761,0.249,-4.8633,-23154.2,30m,train,0.55,7792
7.0,0.25,4761,0.42,0.2373,1129.59,30m,train,0.55,7792
7.0,0.5,4761,0.333,-0.8383,-3990.92,30m,train,0.55,7792
7.0,0.75,4761,0.293,-1.7143,-8161.9,30m,train,0.55,7792
7.0,1.0,4761,0.269,-2.4633,-11727.89,30m,train,0.55,7792
7.0,1.5,4761,0.238,-3.6648,-17447.99,30m,train,0.55,7792
7.0,2.0,4761,0.225,-4.6712,-22239.37,30m,train,0.55,7792
10.0,0.25,4761,0.414,0.305,1452.18,30m,train,0.55,7792
10.0,0.5,4761,0.321,-0.7085,-3372.98,30m,train,0.55,7792
10.0,0.75,4761,0.276,-1.5502,-7380.44,30m,train,0.55,7792
10.0,1.0,4761,0.248,-2.2752,-10832.13,30m,train,0.55,7792
10.0,1.5,4761,0.212,-3.4731,-16535.35,30m,train,0.55,7792
10.0,2.0,4761,0.196,-4.4956,-21403.59,30m,train,0.55,7792
1.5,0.25,4747,0.499,-0.6507,-3089.06,30m,train,0.575,7792
1.5,0.5,4747,0.397,-1.7291,-8208.12,30m,train,0.575,7792
1.5,0.75,4747,0.325,-2.5325,-12021.81,30m,train,0.575,7792
1.5,1.0,4747,0.278,-3.2026,-15202.68,30m,train,0.575,7792
1.5,1.5,4747,0.205,-4.3194,-20504.11,30m,train,0.575,7792
1.5,2.0,4747,0.164,-5.2506,-24924.76,30m,train,0.575,7792
2.0,0.25,4747,0.49,-0.525,-2492.21,30m,train,0.575,7792
2.0,0.5,4747,0.405,-1.6533,-7848.13,30m,train,0.575,7792
2.0,0.75,4747,0.347,-2.4818,-11781.12,30m,train,0.575,7792
2.0,1.0,4747,0.305,-3.1627,-15013.47,30m,train,0.575,7792
2.0,1.5,4747,0.231,-4.292,-20374.1,30m,train,0.575,7792
2.0,2.0,4747,0.189,-5.2312,-24832.64,30m,train,0.575,7792
2.5,0.25,4747,0.479,-0.3449,-1637.35,30m,train,0.575,7792
2.5,0.5,4747,0.404,-1.4939,-7091.57,30m,train,0.575,7792
2.5,0.75,4747,0.359,-2.3357,-11087.75,30m,train,0.575,7792
2.5,1.0,4747,0.328,-3.0249,-14359.2,30m,train,0.575,7792
2.5,1.5,4747,0.261,-4.1634,-19763.51,30m,train,0.575,7792
2.5,2.0,4747,0.217,-5.1066,-24241.23,30m,train,0.575,7792
3.0,0.25,4747,0.465,-0.2473,-1173.82,30m,train,0.575,7792
3.0,0.5,4747,0.392,-1.4138,-6711.23,30m,train,0.575,7792
3.0,0.75,4747,0.35,-2.2628,-10741.69,30m,train,0.575,7792
3.0,1.0,4747,0.325,-2.9546,-14025.59,30m,train,0.575,7792
3.0,1.5,4747,0.273,-4.0944,-19435.98,30m,train,0.575,7792
3.0,2.0,4747,0.236,-5.0477,-23961.57,30m,train,0.575,7792
3.5,0.25,4747,0.457,-0.1011,-479.93,30m,train,0.575,7792
3.5,0.5,4747,0.382,-1.2811,-6081.3,30m,train,0.575,7792
3.5,0.75,4747,0.343,-2.1521,-10216.03,30m,train,0.575,7792
3.5,1.0,4747,0.321,-2.8495,-13526.72,30m,train,0.575,7792
3.5,1.5,4747,0.282,-3.9948,-18963.41,30m,train,0.575,7792
3.5,2.0,4747,0.248,-4.955,-23521.56,30m,train,0.575,7792
4.0,0.25,4747,0.448,0.0012,5.47,30m,train,0.575,7792
4.0,0.5,4747,0.372,-1.1678,-5543.33,30m,train,0.575,7792
4.0,0.75,4747,0.334,-2.0478,-9720.85,30m,train,0.575,7792
4.0,1.0,4747,0.315,-2.7511,-13059.38,30m,train,0.575,7792
4.0,1.5,4747,0.283,-3.8995,-18510.86,30m,train,0.575,7792
4.0,2.0,4747,0.256,-4.8625,-23082.2,30m,train,0.575,7792
4.5,0.25,4747,0.442,0.0809,384.26,30m,train,0.575,7792
4.5,0.5,4747,0.364,-1.0897,-5172.79,30m,train,0.575,7792
4.5,0.75,4747,0.328,-1.9809,-9403.22,30m,train,0.575,7792
4.5,1.0,4747,0.308,-2.6866,-12753.15,30m,train,0.575,7792
4.5,1.5,4747,0.278,-3.8415,-18235.52,30m,train,0.575,7792
4.5,2.0,4747,0.256,-4.821,-22885.46,30m,train,0.575,7792
5.0,0.25,4747,0.437,0.1055,500.81,30m,train,0.575,7792
5.0,0.5,4747,0.355,-1.0711,-5084.36,30m,train,0.575,7792
5.0,0.75,4747,0.317,-1.9695,-9349.21,30m,train,0.575,7792
5.0,1.0,4747,0.297,-2.6784,-12714.14,30m,train,0.575,7792
5.0,1.5,4747,0.268,-3.8438,-18246.54,30m,train,0.575,7792
5.0,2.0,4747,0.249,-4.8284,-22920.36,30m,train,0.575,7792
7.0,0.25,4747,0.422,0.2838,1347.39,30m,train,0.575,7792
7.0,0.5,4747,0.334,-0.8176,-3880.98,30m,train,0.575,7792
7.0,0.75,4747,0.293,-1.7005,-8072.36,30m,train,0.575,7792
7.0,1.0,4747,0.271,-2.4393,-11579.18,30m,train,0.575,7792
7.0,1.5,4747,0.241,-3.6352,-17256.19,30m,train,0.575,7792
7.0,2.0,4747,0.227,-4.6287,-21972.57,30m,train,0.575,7792
10.0,0.25,4747,0.416,0.3596,1706.9,30m,train,0.575,7792
10.0,0.5,4747,0.322,-0.6648,-3156.04,30m,train,0.575,7792
10.0,0.75,4747,0.276,-1.5148,-7190.99,30m,train,0.575,7792
10.0,1.0,4747,0.25,-2.2344,-10606.55,30m,train,0.575,7792
10.0,1.5,4747,0.214,-3.4317,-16290.35,30m,train,0.575,7792
10.0,2.0,4747,0.197,-4.4537,-21141.77,30m,train,0.575,7792
1.5,0.25,4723,0.499,-0.6575,-3105.39,30m,train,0.6,7792
1.5,0.5,4723,0.396,-1.7281,-8161.82,30m,train,0.6,7792
1.5,0.75,4723,0.322,-2.5401,-11996.8,30m,train,0.6,7792
1.5,1.0,4723,0.274,-3.2016,-15120.96,30m,train,0.6,7792
1.5,1.5,4723,0.203,-4.3082,-20347.48,30m,train,0.6,7792
1.5,2.0,4723,0.162,-5.2366,-24732.54,30m,train,0.6,7792
2.0,0.25,4723,0.489,-0.544,-2569.17,30m,train,0.6,7792
2.0,0.5,4723,0.406,-1.6626,-7852.5,30m,train,0.6,7792
2.0,0.75,4723,0.345,-2.4929,-11773.88,30m,train,0.6,7792
2.0,1.0,4723,0.303,-3.1738,-14989.74,30m,train,0.6,7792
2.0,1.5,4723,0.23,-4.2942,-20281.3,30m,train,0.6,7792
2.0,2.0,4723,0.186,-5.2311,-24706.71,30m,train,0.6,7792
2.5,0.25,4723,0.478,-0.372,-1757.11,30m,train,0.6,7792
2.5,0.5,4723,0.404,-1.521,-7183.74,30m,train,0.6,7792
2.5,0.75,4723,0.358,-2.3723,-11204.21,30m,train,0.6,7792
2.5,1.0,4723,0.325,-3.0665,-14483.22,30m,train,0.6,7792
2.5,1.5,4723,0.257,-4.2003,-19838.0,30m,train,0.6,7792
2.5,2.0,4723,0.212,-5.1434,-24292.22,30m,train,0.6,7792
3.0,0.25,4723,0.465,-0.2636,-1245.17,30m,train,0.6,7792
3.0,0.5,4723,0.393,-1.4351,-6777.79,30m,train,0.6,7792
3.0,0.75,4723,0.351,-2.2927,-10828.53,30m,train,0.6,7792
3.0,1.0,4723,0.325,-2.9881,-14112.78,30m,train,0.6,7792
3.0,1.5,4723,0.272,-4.1232,-19473.76,30m,train,0.6,7792
3.0,2.0,4723,0.232,-5.0667,-23930.18,30m,train,0.6,7792
3.5,0.25,4723,0.456,-0.1382,-652.61,30m,train,0.6,7792
3.5,0.5,4723,0.381,-1.3282,-6273.11,30m,train,0.6,7792
3.5,0.75,4723,0.342,-2.2121,-10447.81,30m,train,0.6,7792
3.5,1.0,4723,0.317,-2.9147,-13765.92,30m,train,0.6,7792
3.5,1.5,4723,0.279,-4.0554,-19153.83,30m,train,0.6,7792
3.5,2.0,4723,0.245,-5.012,-23671.73,30m,train,0.6,7792
4.0,0.25,4723,0.449,-0.0065,-30.74,30m,train,0.6,7792
4.0,0.5,4723,0.373,-1.1802,-5573.86,30m,train,0.6,7792
4.0,0.75,4723,0.335,-2.0689,-9771.61,30m,train,0.6,7792
4.0,1.0,4723,0.314,-2.7724,-13094.0,30m,train,0.6,7792
4.0,1.5,4723,0.283,-3.9136,-18484.1,30m,train,0.6,7792
4.0,2.0,4723,0.256,-4.8755,-23027.09,30m,train,0.6,7792
4.5,0.25,4723,0.441,0.0464,219.24,30m,train,0.6,7792
4.5,0.5,4723,0.364,-1.1321,-5346.99,30m,train,0.6,7792
4.5,0.75,4723,0.326,-2.0311,-9592.86,30m,train,0.6,7792
4.5,1.0,4723,0.307,-2.7419,-12950.15,30m,train,0.6,7792
4.5,1.5,4723,0.278,-3.8942,-18392.14,30m,train,0.6,7792
4.5,2.0,4723,0.256,-4.8646,-22975.49,30m,train,0.6,7792
5.0,0.25,4723,0.437,0.109,514.65,30m,train,0.6,7792
5.0,0.5,4723,0.356,-1.0668,-5038.47,30m,train,0.6,7792
5.0,0.75,4723,0.317,-1.969,-9299.54,30m,train,0.6,7792
5.0,1.0,4723,0.298,-2.6783,-12649.47,30m,train,0.6,7792
5.0,1.5,4723,0.271,-3.8358,-18116.72,30m,train,0.6,7792
5.0,2.0,4723,0.251,-4.819,-22760.12,30m,train,0.6,7792
7.0,0.25,4723,0.422,0.252,1190.33,30m,train,0.6,7792
7.0,0.5,4723,0.335,-0.8507,-4017.73,30m,train,0.6,7792
7.0,0.75,4723,0.291,-1.7399,-8217.62,30m,train,0.6,7792
7.0,1.0,4723,0.271,-2.4664,-11648.66,30m,train,0.6,7792
7.0,1.5,4723,0.242,-3.638,-17182.41,30m,train,0.6,7792
7.0,2.0,4723,0.228,-4.6232,-21835.38,30m,train,0.6,7792
10.0,0.25,4723,0.416,0.3376,1594.27,30m,train,0.6,7792
10.0,0.5,4723,0.322,-0.6885,-3251.63,30m,train,0.6,7792
10.0,0.75,4723,0.274,-1.538,-7264.13,30m,train,0.6,7792
10.0,1.0,4723,0.249,-2.2576,-10662.66,30m,train,0.6,7792
10.0,1.5,4723,0.214,-3.4432,-16262.18,30m,train,0.6,7792
10.0,2.0,4723,0.197,-4.4642,-21084.34,30m,train,0.6,7792
1.5,0.25,4701,0.5,-0.6504,-3057.52,30m,train,0.625,7792
1.5,0.5,4701,0.396,-1.7263,-8115.3,30m,train,0.625,7792
1.5,0.75,4701,0.322,-2.5332,-11908.56,30m,train,0.625,7792
1.5,1.0,4701,0.273,-3.193,-15010.33,30m,train,0.625,7792
1.5,1.5,4701,0.204,-4.2962,-20196.3,30m,train,0.625,7792
1.5,2.0,4701,0.161,-5.2237,-24556.81,30m,train,0.625,7792
2.0,0.25,4701,0.492,-0.5313,-2497.47,30m,train,0.625,7792
2.0,0.5,4701,0.408,-1.6318,-7671.23,30m,train,0.625,7792
2.0,0.75,4701,0.347,-2.4615,-11571.51,30m,train,0.625,7792
2.0,1.0,4701,0.302,-3.1398,-14760.04,30m,train,0.625,7792
2.0,1.5,4701,0.232,-4.258,-20016.66,30m,train,0.625,7792
2.0,2.0,4701,0.183,-5.1931,-24412.73,30m,train,0.625,7792
2.5,0.25,4701,0.482,-0.3793,-1783.28,30m,train,0.625,7792
2.5,0.5,4701,0.406,-1.5221,-7155.25,30m,train,0.625,7792
2.5,0.75,4701,0.359,-2.3704,-11143.07,30m,train,0.625,7792
2.5,1.0,4701,0.325,-3.0596,-14383.39,30m,train,0.625,7792
2.5,1.5,4701,0.257,-4.1906,-19700.09,30m,train,0.625,7792
2.5,2.0,4701,0.21,-5.1326,-24128.24,30m,train,0.625,7792
3.0,0.25,4701,0.468,-0.2722,-1279.72,30m,train,0.625,7792
3.0,0.5,4701,0.395,-1.4246,-6696.94,30m,train,0.625,7792
3.0,0.75,4701,0.354,-2.281,-10722.89,30m,train,0.625,7792
3.0,1.0,4701,0.324,-2.9736,-13978.66,30m,train,0.625,7792
3.0,1.5,4701,0.272,-4.1071,-19307.56,30m,train,0.625,7792
3.0,2.0,4701,0.229,-5.0501,-23740.56,30m,train,0.625,7792
3.5,0.25,4701,0.46,-0.1301,-611.78,30m,train,0.625,7792
3.5,0.5,4701,0.384,-1.311,-6162.87,30m,train,0.625,7792
3.5,0.75,4701,0.346,-2.1905,-10297.57,30m,train,0.625,7792
3.5,1.0,4701,0.319,-2.8902,-13586.67,30m,train,0.625,7792
3.5,1.5,4701,0.281,-4.0291,-18940.74,30m,train,0.625,7792
3.5,2.0,4701,0.244,-4.9851,-23435.01,30m,train,0.625,7792
4.0,0.25,4701,0.451,-0.0332,-156.08,30m,train,0.625,7792
4.0,0.5,4701,0.374,-1.2079,-5678.22,30m,train,0.625,7792
4.0,0.75,4701,0.335,-2.0979,-9862.34,30m,train,0.625,7792
