tf,depth_frac,r_target,expiry_days,avg_pnl_holdout,avg_pnl_train,avg_pnl_validation,n_holdout,n_train,n_validation
30m,0.675,3.0,1.5,2.543,1.7651,2.7552,271,652,348
30m,0.375,2.5,0.25,2.8485,1.7636,2.7422,287,691,363
30m,0.7,2.0,1.0,2.2744,1.7626,2.8159,271,648,346
30m,0.65,2.0,0.25,2.1742,1.7607,2.5349,271,657,351
30m,0.65,2.5,0.75,2.1715,1.7592,2.5777,271,657,351
30m,0.325,3.0,0.25,3.3919,1.7582,2.4464,288,701,364
30m,0.575,3.5,0.5,2.8995,1.7575,2.8852,277,672,352
30m,0.45,5.0,0.75,4.0481,1.7561,2.8787,286,685,358
30m,0.325,5.0,0.75,4.0923,1.755,2.6157,288,701,364
30m,0.6,3.0,0.5,2.5744,1.7541,2.7177,274,670,352
30m,0.7,2.0,1.5,2.2976,1.7538,2.8455,271,648,346
30m,0.675,2.5,1.0,2.3663,1.7536,2.6722,271,652,348
30m,0.625,5.0,0.75,3.3616,1.7508,2.7957,272,664,352
30m,0.7,2.0,2.0,2.3097,1.7493,2.8628,271,648,346
30m,0.6,2.5,0.25,2.4872,1.7484,2.6791,274,670,352
30m,0.6,3.5,0.75,2.7506,1.7465,3.0422,274,670,352
30m,0.625,4.0,2.0,2.7872,1.7456,3.052,272,664,352
30m,0.675,3.0,2.0,2.5478,1.7453,2.7582,271,652,348
30m,0.5,5.0,0.5,4.0,1.7431,2.9426,283,679,358
30m,0.675,2.0,0.5,2.1823,1.7409,2.5942,271,652,348
30m,0.7,2.5,1.5,2.4496,1.7387,2.8876,271,648,346
30m,0.425,5.0,0.75,4.0306,1.7378,2.8049,287,686,361
30m,0.6,4.5,0.5,3.1575,1.7375,2.6722,274,670,352
30m,0.65,3.0,1.5,2.3253,1.7352,2.7498,271,657,351
30m,0.65,2.5,1.0,2.1709,1.7345,2.589,271,657,351
30m,0.625,4.5,0.75,3.0249,1.7337,2.7628,272,664,352
30m,0.525,2.5,0.25,2.6448,1.7333,2.6497,282,676,356
30m,0.6,5.0,1.0,3.3004,1.7319,2.6944,274,670,352
30m,0.575,5.0,0.75,3.613,1.7317,2.7232,277,672,352
30m,0.625,2.5,0.5,2.3403,1.7284,2.685,272,664,352
30m,0.675,2.5,1.5,2.3864,1.728,2.691,271,652,348
30m,0.6,3.5,1.0,2.6911,1.7278,3.0413,274,670,352
30m,0.7,2.5,2.0,2.4722,1.7255,2.9003,271,648,346
30m,0.35,5.0,1.0,3.7697,1.7238,2.5589,288,698,363
30m,0.4,5.0,0.75,4.0942,1.7194,2.9125,287,689,362
30m,0.65,3.0,2.0,2.3265,1.7186,2.7539,271,657,351
30m,0.575,2.5,0.25,2.5546,1.7182,2.7693,277,672,352
30m,0.675,2.0,0.75,2.2066,1.7165,2.6278,271,652,348
30m,0.675,2.5,2.0,2.406,1.7155,2.702,271,652,348
30m,0.6,3.0,0.75,2.4889,1.7135,2.7242,274,670,352
30m,0.6,5.0,1.5,3.2506,1.7133,2.652,274,670,352
30m,0.55,3.0,0.25,2.8079,1.7102,2.8273,278,673,354
30m,0.625,5.0,1.0,3.3032,1.7102,2.7551,272,664,352
30m,0.45,5.0,1.0,3.8752,1.7063,2.7394,286,685,358
30m,0.625,2.0,0.5,2.1419,1.706,2.6149,272,664,352
30m,0.65,2.5,1.5,2.1863,1.7056,2.6036,271,657,351
30m,0.675,2.0,1.0,2.2311,1.7045,2.6493,271,652,348
30m,0.375,5.0,0.75,4.0209,1.7039,2.8443,287,691,363
30m,0.625,4.5,1.0,2.9739,1.7031,2.7333,272,664,352
30m,0.475,5.0,0.75,3.9881,1.7013,2.9371,285,683,358
30m,0.6,3.5,1.5,2.6497,1.701,3.0441,274,670,352
30m,0.3,4.5,0.5,3.8619,1.7008,2.6982,288,704,366
30m,0.625,2.5,0.75,2.2966,1.6982,2.697,272,664,352
30m,0.4,3.0,0.25,3.1444,1.6971,2.5502,287,689,362
30m,0.575,2.0,0.25,2.2004,1.6959,2.5893,277,672,352
30m,0.575,5.0,1.0,3.5198,1.6959,2.693,277,672,352
30m,0.575,3.5,0.75,2.7536,1.6944,2.845,277,672,352
30m,0.65,1.5,0.25,1.9697,1.6927,2.376,271,657,351
30m,0.3,5.0,0.75,4.0997,1.6924,2.7163,288,704,366
30m,0.675,2.0,1.5,2.274,1.6921,2.6752,271,652,348
30m,0.65,2.5,2.0,2.2028,1.6911,2.6123,271,657,351
30m,0.35,4.5,0.75,3.7803,1.69,2.5906,288,698,363
30m,0.6,4.0,0.75,2.7508,1.6878,2.8645,274,670,352
30m,0.6,2.0,0.25,2.1854,1.6864,2.5983,274,670,352
30m,0.6,3.0,1.0,2.4547,1.6859,2.7319,274,670,352
30m,0.675,2.0,2.0,2.3064,1.6857,2.6902,271,652,348
30m,0.375,4.5,0.5,3.9128,1.6854,2.7385,287,691,363
30m,0.425,3.0,0.25,3.2087,1.6852,2.5992,287,686,361
30m,0.3,3.0,0.25,3.5589,1.6848,2.4205,288,704,366
30m,0.525,4.5,0.75,3.3569,1.6844,2.7622,282,676,356
30m,0.5,2.5,0.25,2.8076,1.682,2.6823,283,679,358
30m,0.525,5.0,0.75,3.7366,1.6818,2.7771,282,676,356
30m,0.55,5.0,0.75,3.7236,1.6817,2.7287,278,673,354
30m,0.425,5.0,1.0,3.7863,1.6813,2.7049,287,686,361
30m,0.625,2.0,0.75,2.1469,1.6809,2.645,272,664,352
30m,0.575,4.5,0.5,3.3831,1.6769,2.536,277,672,352
30m,0.325,5.0,1.0,3.7057,1.6764,2.508,288,701,364
30m,0.575,5.0,1.5,3.4442,1.6764,2.6532,277,672,352
30m,0.45,5.0,1.5,3.8662,1.6757,2.6721,286,685,358
30m,0.6,3.5,2.0,2.6398,1.6755,3.0466,274,670,352
30m,0.55,4.5,0.5,3.4349,1.6741,2.5661,278,673,354
30m,0.625,2.5,1.0,2.2864,1.6716,2.7064,272,664,352
30m,0.4,4.5,0.5,3.8937,1.6712,2.6673,287,689,362
30m,0.425,4.5,0.5,3.9059,1.6712,2.6212,287,686,361
30m,0.625,4.5,1.5,2.9461,1.6711,2.7052,272,664,352
30m,0.625,1.5,0.25,2.0026,1.6704,2.3744,272,664,352
30m,0.55,2.0,0.25,2.2117,1.6698,2.5404,278,673,354
30m,0.675,1.5,0.25,2.0784,1.6693,2.3515,271,652,348
30m,0.625,2.0,1.0,2.1603,1.6691,2.6645,272,664,352
30m,0.425,2.5,0.25,2.9169,1.669,2.794,287,686,361
30m,0.625,5.0,1.5,3.2643,1.6681,2.7132,272,664,352
30m,0.65,2.0,0.5,2.1672,1.6681,2.593,271,657,351
30m,0.575,3.5,1.0,2.6966,1.6675,2.8318,277,672,352
30m,0.35,5.0,1.5,3.8041,1.667,2.5079,288,698,363
30m,0.4,2.5,0.25,2.9032,1.6665,2.8442,287,689,362
30m,0.55,2.5,0.25,2.5702,1.6641,2.6907,278,673,354
30m,0.525,3.0,0.5,2.7196,1.6622,2.8842,282,676,356
30m,0.7,1.5,0.25,2.0886,1.6605,2.4614,271,648,346
30m,0.6,4.0,1.0,2.6872,1.6604,2.8512,274,670,352
30m,0.4,5.0,1.0,3.8305,1.6585,2.7989,287,689,362
30m,0.475,5.0,1.0,3.8309,1.6579,2.7888,285,683,358
30m,0.625,2.0,1.5,2.1897,1.6579,2.6881,272,664,352
30m,0.5,4.5,0.5,3.7761,1.6576,2.7715,283,679,358
30m,0.6,3.0,1.5,2.4378,1.655,2.7432,274,670,352
30m,0.525,4.5,1.0,3.2763,1.6537,2.6102,282,676,356
30m,0.6,4.5,0.75,3.0098,1.6531,2.6041,274,670,352
30m,0.625,2.0,2.0,2.2131,1.6524,2.7018,272,664,352
30m,0.425,5.0,1.5,3.7881,1.6511,2.6606,287,686,361
30m,0.55,5.0,1.0,3.6294,1.6504,2.5783,278,673,354
30m,0.5,5.0,0.75,3.8387,1.6477,2.9032,283,679,358
30m,0.375,5.0,1.0,3.6992,1.6471,2.726,287,691,363
30m,0.65,1.5,0.5,2.0136,1.6467,2.4627,271,657,351
30m,0.575,3.5,1.5,2.6562,1.6462,2.8202,277,672,352
30m,0.45,4.5,0.5,4.0363,1.6439,2.8273,286,685,358
30m,0.475,4.5,0.5,3.9566,1.6436,2.8272,285,683,358
30m,0.35,4.5,1.0,3.479,1.642,2.4691,288,698,363
30m,0.625,2.5,1.5,2.2903,1.6405,2.7185,272,664,352
30m,0.325,4.5,0.75,3.6968,1.6396,2.6013,288,701,364
30m,0.6,3.0,2.0,2.4395,1.6396,2.7502,274,670,352
30m,0.65,2.0,0.75,2.1902,1.6395,2.6269,271,657,351
30m,0.525,4.5,1.5,3.2156,1.6392,2.5619,282,676,356
30m,0.525,5.0,1.0,3.6416,1.6384,2.6213,282,676,356
30m,0.55,5.0,1.5,3.5543,1.6362,2.5197,278,673,354
30m,0.7,1.5,0.5,2.1339,1.6358,2.5519,271,648,346
30m,0.575,4.0,0.5,3.0037,1.6347,2.6611,277,672,352
30m,0.475,5.0,1.5,3.7783,1.6345,2.7234,285,683,358
30m,0.65,1.5,0.75,2.0496,1.6344,2.5084,271,657,351
30m,0.525,3.0,0.75,2.6358,1.6328,2.8563,282,676,356
30m,0.6,2.5,0.5,2.3188,1.6322,2.6758,274,670,352
30m,0.6,4.0,1.5,2.6421,1.6319,2.8395,274,670,352
30m,0.45,2.5,0.25,2.9653,1.6318,2.8261,286,685,358
30m,0.7,1.5,0.75,2.1606,1.6318,2.5991,271,648,346
30m,0.7,1.5,2.0,2.2059,1.6317,2.6846,271,648,346
30m,0.625,4.5,2.0,2.9466,1.6311,2.6904,272,664,352
30m,0.7,1.5,1.5,2.195,1.6311,2.6639,271,648,346
30m,0.7,1.5,1.0,2.1764,1.6309,2.6285,271,648,346
30m,0.675,1.5,0.5,2.1232,1.6306,2.4382,271,652,348
30m,0.65,1.5,1.0,2.0719,1.6288,2.5372,271,657,351
30m,0.625,1.5,0.5,2.0188,1.6263,2.4605,272,664,352
30m,0.65,2.0,1.0,2.2139,1.6251,2.6486,271,657,351
30m,0.625,2.5,2.0,2.2994,1.6248,2.7256,272,664,352
30m,0.4,5.0,1.5,3.8657,1.624,2.7414,287,689,362
30m,0.6,4.5,1.0,2.956,1.6238,2.5754,274,670,352
30m,0.65,1.5,1.5,2.0976,1.6236,2.5718,271,657,351
30m,0.525,2.5,0.5,2.4888,1.6228,2.627,282,676,356
30m,0.675,1.5,0.75,2.1554,1.6214,2.4837,271,652,348
30m,0.65,1.5,2.0,2.1124,1.6212,2.5921,271,657,351
30m,0.525,4.0,0.5,3.1805,1.6208,2.6483,282,676,356
30m,0.55,3.5,0.5,2.8821,1.6202,2.8587,278,673,354
30m,0.3,5.0,1.0,3.7375,1.6194,2.6298,288,704,366
30m,0.575,3.5,2.0,2.6462,1.6193,2.8142,277,672,352
30m,0.325,5.0,1.5,3.7481,1.6184,2.4813,288,701,364
30m,0.675,1.5,1.0,2.1752,1.6176,2.512,271,652,348
30m,0.6,5.0,2.0,3.2382,1.6171,2.6286,274,670,352
30m,0.525,3.0,1.0,2.604,1.6161,2.8486,282,676,356
30m,0.625,1.5,0.75,2.0456,1.615,2.5057,272,664,352
30m,0.525,5.0,1.5,3.5673,1.6147,2.5591,282,676,356
30m,0.35,4.5,1.5,3.5635,1.6146,2.4202,288,698,363
30m,0.675,1.5,1.5,2.1987,1.6144,2.5461,271,652,348
30m,0.375,5.0,1.5,3.7217,1.6134,2.6828,287,691,363
30m,0.675,1.5,2.0,2.2126,1.6132,2.5661,271,652,348
30m,0.65,2.0,1.5,2.2556,1.6102,2.675,271,657,351
30m,0.625,1.5,1.0,2.061,1.6101,2.5339,272,664,352
30m,0.525,2.0,0.25,2.3254,1.6069,2.6399,282,676,356
30m,0.625,1.5,1.5,2.0743,1.6058,2.5678,272,664,352
30m,0.625,1.5,2.0,2.0804,1.6039,2.5877,272,664,352
30m,0.65,2.0,2.0,2.2868,1.6024,2.6903,271,657,351
30m,0.6,2.0,0.5,2.0833,1.6018,2.6302,274,670,352
30m,0.625,5.0,2.0,3.2582,1.5994,2.6901,272,664,352
30m,0.6,2.5,0.75,2.2648,1.5987,2.6883,274,670,352
30m,0.575,3.0,0.5,2.6689,1.598,2.787,277,672,352
30m,0.35,5.0,2.0,3.7393,1.5978,2.4501,288,698,363
30m,0.525,2.5,0.75,2.4293,1.5965,2.6373,282,676,356
30m,0.6,4.0,2.0,2.631,1.5938,2.8332,274,670,352
30m,0.6,4.5,1.5,2.9247,1.5936,2.5484,274,670,352
30m,0.575,2.0,0.5,2.1235,1.5927,2.6251,277,672,352
30m,0.35,4.0,0.5,3.7673,1.5918,2.6123,288,698,363
30m,0.325,4.5,1.0,3.3756,1.5907,2.4935,288,701,364
30m,0.55,2.0,0.5,2.1447,1.5903,2.5689,278,673,354
30m,0.525,3.0,1.5,2.5891,1.59,2.8429,282,676,356
30m,0.575,2.5,0.5,2.4497,1.59,2.776,277,672,352
30m,0.575,4.5,0.75,3.2594,1.5897,2.4591,277,672,352
30m,0.55,4.5,0.75,3.3026,1.5892,2.5144,278,673,354
30m,0.5,5.0,1.0,3.7264,1.5891,2.7704,283,679,358
30m,0.475,2.5,0.25,2.8536,1.5877,2.7656,285,683,358
30m,0.425,4.0,0.5,3.6375,1.5843,2.5784,287,686,361
30m,0.55,4.0,0.5,3.1428,1.5832,2.6177,278,673,354
30m,0.35,2.0,0.25,2.6635,1.583,2.3902,288,698,363
30m,0.6,1.5,0.25,1.8961,1.5796,2.3688,274,670,352
30m,0.45,2.0,0.25,2.6496,1.5791,2.6799,286,685,358
30m,0.575,5.0,2.0,3.4246,1.5783,2.6295,277,672,352
30m,0.4,4.0,0.5,3.6405,1.578,2.5458,287,689,362
30m,0.6,2.0,0.75,2.0633,1.5774,2.6555,274,670,352
30m,0.45,4.0,0.5,3.619,1.5747,2.7306,286,685,358
30m,0.375,4.0,0.5,3.7521,1.5716,2.6185,287,691,363
30m,0.525,2.5,1.0,2.4101,1.5715,2.6463,282,676,356
30m,0.6,2.5,1.0,2.249,1.5704,2.6979,274,670,352
30m,0.575,2.0,0.75,2.1122,1.5703,2.652,277,672,352
30m,0.425,4.5,0.75,3.735,1.5701,2.6031,287,686,361
30m,0.55,2.0,0.75,2.1387,1.5697,2.5916,278,673,354
30m,0.3,5.0,1.5,3.7334,1.5685,2.6211,288,704,366
30m,0.55,2.5,0.5,2.4381,1.5665,2.6628,278,673,354
30m,0.575,3.0,0.75,2.5689,1.5665,2.7941,277,672,352
30m,0.6,2.0,1.0,2.0643,1.566,2.6723,274,670,352
30m,0.525,3.0,2.0,2.5928,1.5647,2.8401,282,676,356
30m,0.575,2.5,0.75,2.4072,1.5641,2.7932,277,672,352
30m,0.325,4.5,1.5,3.4738,1.5631,2.4447,288,701,364
30m,0.475,2.0,0.25,2.628,1.5622,2.6576,285,683,358
30m,0.4,5.0,2.0,3.8343,1.562,2.6846,287,689,362
30m,0.5,5.0,1.5,3.6375,1.5618,2.7207,283,679,358
30m,0.45,5.0,2.0,3.8564,1.5598,2.6134,286,685,358
30m,0.5,4.5,0.75,3.6443,1.5595,2.7136,283,679,358
30m,0.55,4.5,1.0,3.2227,1.5593,2.3597,278,673,354
30m,0.3,4.5,0.75,3.6906,1.5592,2.7481,288,704,366
30m,0.575,4.5,1.0,3.185,1.5585,2.4237,277,672,352
30m,0.525,3.5,0.5,2.8533,1.5583,2.8004,282,676,356
30m,0.55,3.0,0.5,2.7017,1.5577,2.7972,278,673,354
30m,0.4,4.5,0.75,3.7487,1.5553,2.6018,287,689,362
30m,0.6,2.0,1.5,2.0799,1.5552,2.6929,274,670,352
30m,0.475,4.5,0.75,3.8379,1.5547,2.7692,285,683,358
30m,0.55,3.5,0.75,2.745,1.554,2.8104,278,673,354
30m,0.375,2.0,0.25,2.6619,1.5536,2.3978,287,691,363
30m,0.45,4.5,0.75,3.878,1.5531,2.7992,286,685,358
30m,0.35,4.5,2.0,3.5245,1.5522,2.3704,288,698,363
30m,0.375,5.0,2.0,3.6709,1.5514,2.6295,287,691,363
30m,0.6,2.0,2.0,2.0949,1.55,2.7049,274,670,352
30m,0.325,4.0,0.5,3.7504,1.5499,2.4529,288,701,364
30m,0.5,4.0,0.5,3.4098,1.5499,2.6839,283,679,358
30m,0.575,3.0,1.0,2.5326,1.5481,2.802,277,672,352
30m,0.575,2.0,1.0,2.1183,1.548,2.6698,277,672,352
30m,0.55,2.0,1.0,2.148,1.5478,2.6068,278,673,354
30m,0.5,2.0,0.25,2.5723,1.5468,2.6437,283,679,358
30m,0.55,2.5,0.75,2.389,1.5452,2.6708,278,673,354
30m,0.4,2.0,0.25,2.641,1.5446,2.3346,287,689,362
30m,0.575,4.0,0.75,2.8837,1.5431,2.614,277,672,352
30m,0.525,2.5,1.5,2.4048,1.542,2.6585,282,676,356
30m,0.525,4.5,2.0,3.2031,1.5412,2.5369,282,676,356
30m,0.575,2.5,1.0,2.3975,1.54,2.8056,277,672,352
30m,0.425,2.0,0.25,2.5819,1.5399,2.6571,287,686,361
30m,0.5,3.0,0.5,2.9172,1.5384,3.0929,283,679,358
30m,0.6,2.5,1.5,2.2462,1.5377,2.7103,274,670,352
30m,0.425,5.0,2.0,3.7574,1.5364,2.6114,287,686,361
30m,0.525,4.0,0.75,3.08,1.5357,2.6066,282,676,356
30m,0.55,5.0,2.0,3.5347,1.5343,2.4869,278,673,354
30m,0.55,3.0,0.75,2.6116,1.5332,2.7854,278,673,354
30m,0.325,2.0,0.25,2.9026,1.5331,2.389,288,701,364
30m,0.6,1.5,0.5,1.8882,1.5329,2.4533,274,670,352
30m,0.325,5.0,2.0,3.6705,1.5322,2.4257,288,701,364
30m,0.6,4.5,2.0,2.9232,1.5304,2.5342,274,670,352
30m,0.55,4.5,1.5,3.1609,1.5276,2.3068,278,673,354
30m,0.525,2.5,2.0,2.4112,1.5267,2.6658,282,676,356
30m,0.575,4.5,1.5,3.1268,1.5258,2.3886,277,672,352
30m,0.375,4.5,0.75,3.7924,1.5257,2.7057,287,691,363
30m,0.55,3.5,1.0,2.6567,1.5245,2.7891,278,673,354
30m,0.55,2.5,1.0,2.3759,1.5228,2.6782,278,673,354
30m,0.425,4.5,1.0,3.546,1.5226,2.4728,287,686,361
30m,0.475,5.0,2.0,3.7496,1.5226,2.6661,285,683,358
30m,0.475,3.0,0.5,2.9659,1.5223,3.0114,285,683,358
30m,0.55,2.0,1.5,2.1729,1.5223,2.6254,278,673,354
30m,0.575,2.0,1.5,2.1393,1.5223,2.6917,277,672,352
30m,0.6,1.5,0.75,1.91,1.5214,2.4977,274,670,352
30m,0.6,2.5,2.0,2.2508,1.5211,2.7175,274,670,352
30m,0.5,2.5,0.5,2.705,1.5203,2.6741,283,679,358
30m,0.55,3.0,1.0,2.5766,1.5193,2.7873,278,673,354
30m,0.575,3.0,1.5,2.5141,1.5193,2.8133,277,672,352
30m,0.5,3.0,0.75,2.8096,1.5169,3.0826,283,679,358
30m,0.6,1.5,1.0,1.9327,1.5165,2.5254,274,670,352
30m,0.425,4.5,1.5,3.5619,1.5151,2.4247,287,686,361
30m,0.575,4.0,1.0,2.8088,1.5127,2.5968,277,672,352
30m,0.6,1.5,1.5,1.9723,1.5124,2.5587,274,670,352
30m,0.45,4.0,0.75,3.4523,1.512,2.6895,286,685,358
30m,0.575,2.5,1.5,2.4012,1.5116,2.8215,277,672,352
30m,0.6,1.5,2.0,2.0011,1.5106,2.5783,274,670,352
30m,0.55,2.0,2.0,2.1924,1.5097,2.6362,278,673,354
30m,0.575,2.0,2.0,2.1569,1.5096,2.7045,277,672,352
30m,0.5,4.5,1.0,3.5567,1.5085,2.56,283,679,358
30m,0.475,4.5,1.0,3.7163,1.5082,2.6122,285,683,358
30m,0.3,4.5,1.0,3.3749,1.5081,2.6607,288,704,366
30m,0.525,5.0,2.0,3.5477,1.5066,2.5245,282,676,356
30m,0.45,4.5,1.0,3.718,1.5043,2.655,286,685,358
30m,0.525,2.0,0.5,2.2448,1.5041,2.6605,282,676,356
30m,0.525,4.0,1.0,3.0144,1.5039,2.4561,282,676,356
30m,0.4,4.5,1.0,3.5494,1.5009,2.4616,287,689,362
30m,0.5,3.0,1.0,2.7661,1.5009,3.082,283,679,358
30m,0.325,4.5,2.0,3.423,1.4999,2.3925,288,701,364
30m,0.55,3.5,1.5,2.5882,1.4999,2.7682,278,673,354
30m,0.3,4.0,0.5,3.8184,1.4994,2.5463,288,704,366
30m,0.475,4.0,0.5,3.5558,1.499,2.7036,285,683,358
30m,0.45,2.0,0.5,2.5824,1.4984,2.6503,286,685,358
30m,0.475,3.0,0.75,2.8259,1.4976,2.9812,285,683,358
30m,0.575,2.5,2.0,2.4089,1.4971,2.8308,277,672,352
30m,0.55,4.0,0.75,3.0398,1.497,2.5988,278,673,354
30m,0.55,3.0,1.5,2.5588,1.4968,2.7927,278,673,354
30m,0.55,2.5,1.5,2.3779,1.4962,2.6882,278,673,354
30m,0.5,2.5,0.75,2.6606,1.4927,2.6904,283,679,358
30m,0.45,4.5,1.5,3.7141,1.492,2.6032,286,685,358
30m,0.575,3.0,2.0,2.5155,1.4915,2.8203,277,672,352
30m,0.325,1.5,0.25,2.3059,1.4909,2.3383,288,701,364
30m,0.4,4.0,0.75,3.481,1.4902,2.514,287,689,362
30m,0.5,3.0,1.5,2.7386,1.4897,3.084,283,679,358
30m,0.475,4.5,1.5,3.6969,1.4892,2.5529,285,683,358
30m,0.375,4.0,0.75,3.5836,1.4889,2.6221,287,691,363
30m,0.45,1.5,0.25,1.9877,1.4889,2.5122,286,685,358
30m,0.35,4.0,0.75,3.5848,1.4885,2.6226,288,698,363
30m,0.35,3.5,0.5,3.2827,1.4874,2.4948,288,698,363
30m,0.4,4.5,1.5,3.6186,1.4869,2.4038,287,689,362
30m,0.425,4.0,0.75,3.482,1.4861,2.5534,287,686,361
30m,0.45,3.0,0.5,3.0171,1.4857,2.7948,286,685,358
30m,0.5,4.5,1.5,3.4906,1.4851,2.5022,283,679,358
30m,0.55,2.5,2.0,2.389,1.4826,2.6941,278,673,354
30m,0.575,4.0,1.5,2.7558,1.4803,2.5807,277,672,352
30m,0.3,5.0,2.0,3.6495,1.4798,2.5741,288,704,366
30m,0.3,4.5,1.5,3.411,1.478,2.6493,288,704,366
30m,0.5,4.0,0.75,3.2804,1.4779,2.6446,283,679,358
30m,0.5,1.5,0.25,2.0231,1.4774,2.6171,283,679,358
30m,0.45,2.0,0.75,2.5515,1.4768,2.6591,286,685,358
30m,0.475,3.0,1.0,2.6931,1.4767,2.9696,285,683,358
30m,0.45,2.5,0.5,2.9334,1.476,2.8083,286,685,358
30m,0.35,2.5,0.5,2.8448,1.474,2.5478,288,698,363
30m,0.55,3.0,2.0,2.5611,1.4736,2.7964,278,673,354
30m,0.525,2.0,0.75,2.2322,1.473,2.6778,282,676,356
30m,0.525,3.5,0.75,2.7139,1.473,2.7548,282,676,356
30m,0.55,3.5,2.0,2.5708,1.4706,2.7567,278,673,354
30m,0.475,2.0,0.5,2.5315,1.47,2.6873,285,683,358
30m,0.525,4.0,1.5,2.9704,1.4691,2.4103,282,676,356
30m,0.55,4.0,1.0,2.9696,1.4687,2.4561,278,673,354
30m,0.375,2.5,0.5,2.7883,1.4684,2.732,287,691,363
30m,0.325,2.5,0.5,2.7391,1.4679,2.2625,288,701,364
30m,0.5,2.5,1.0,2.6443,1.4676,2.7032,283,679,358
30m,0.5,3.0,2.0,2.735,1.4672,3.0857,283,679,358
30m,0.3,1.5,0.25,2.3991,1.467,2.3903,288,704,366
30m,0.575,1.5,0.25,1.8717,1.4669,2.3662,277,672,352
30m,0.3,2.0,0.25,3.0314,1.4653,2.3954,288,704,366
30m,0.475,1.5,0.25,1.9918,1.4619,2.6017,285,683,358
30m,0.45,2.5,0.75,2.867,1.4616,2.8009,286,685,358
30m,0.55,4.5,2.0,3.1482,1.4608,2.2793,278,673,354
30m,0.45,4.0,1.0,3.2889,1.4607,2.5295,286,685,358
30m,0.575,4.5,2.0,3.1163,1.46,2.3696,277,672,352
30m,0.425,1.5,0.25,2.0824,1.4596,2.4258,287,686,361
30m,0.475,3.0,1.5,2.6638,1.4595,2.9601,285,683,358
30m,0.45,3.0,0.75,2.8777,1.4593,2.7526,286,685,358
30m,0.325,3.5,0.5,3.3148,1.4592,2.4556,288,701,364
30m,0.375,3.5,0.5,3.3073,1.4588,2.458,287,691,363
30m,0.35,1.5,0.25,2.0992,1.4586,2.4492,288,698,363
30m,0.5,2.0,0.5,2.447,1.4585,2.6726,283,679,358
30m,0.375,4.5,1.0,3.5751,1.4577,2.5793,287,691,363
30m,0.45,2.0,1.0,2.482,1.4537,2.6667,286,685,358
30m,0.475,3.5,0.5,3.1034,1.4536,2.6062,285,683,358
30m,0.5,3.5,0.5,3.0557,1.4526,2.7596,283,679,358
30m,0.5,5.0,2.0,3.61,1.4514,2.6721,283,679,358
30m,0.425,2.0,0.5,2.4941,1.4512,2.6339,287,686,361
30m,0.525,3.5,1.0,2.6226,1.4496,2.7342,282,676,356
30m,0.375,2.5,0.75,2.6851,1.4492,2.7147,287,691,363
30m,0.35,2.5,0.75,2.739,1.4485,2.5233,288,698,363
30m,0.525,1.5,0.25,1.8679,1.448,2.6111,282,676,356
30m,0.5,4.0,1.0,3.1996,1.4474,2.4936,283,679,358
30m,0.55,1.5,0.25,1.8301,1.4473,2.287,278,673,354
30m,0.45,2.5,1.0,2.7802,1.447,2.8036,286,685,358
30m,0.375,1.5,0.25,2.0556,1.4467,2.5348,287,691,363
30m,0.525,2.0,1.0,2.2374,1.445,2.6896,282,676,356
30m,0.4,3.5,0.5,3.3137,1.4443,2.3766,287,689,362
30m,0.4,4.0,1.0,3.273,1.4438,2.3574,287,689,362
30m,0.4,2.0,0.5,2.6117,1.4429,2.2978,287,689,362
30m,0.475,2.5,0.5,2.8192,1.4421,2.7429,285,683,358
30m,0.35,4.0,1.0,3.3302,1.4408,2.4864,288,698,363
30m,0.375,4.0,1.0,3.3545,1.4405,2.4826,287,691,363
30m,0.425,2.5,0.5,2.8652,1.4399,2.7629,287,686,361
30m,0.575,4.0,2.0,2.749,1.4395,2.5719,277,672,352
30m,0.5,2.5,1.5,2.6407,1.4394,2.7199,283,679,358
30m,0.55,4.0,1.5,2.9248,1.439,2.4153,278,673,354
30m,0.325,2.5,0.75,2.6016,1.4387,2.2531,288,701,364
30m,0.325,4.0,0.75,3.5366,1.4381,2.4406,288,701,364
30m,0.4,2.5,0.5,2.8725,1.4378,2.8099,287,689,362
30m,0.45,3.0,1.0,2.7186,1.4368,2.7339,286,685,358
30m,0.375,4.5,1.5,3.6527,1.435,2.5232,287,691,363
30m,0.35,4.0,1.5,3.4147,1.434,2.4403,288,698,363
30m,0.475,2.0,0.75,2.5037,1.4338,2.7104,285,683,358
30m,0.475,3.0,2.0,2.6458,1.4333,2.9554,285,683,358
30m,0.425,4.0,1.0,3.3024,1.4322,2.4063,287,686,361
30m,0.375,2.5,1.0,2.4777,1.4306,2.71,287,691,363
30m,0.425,3.5,0.5,3.3337,1.4289,2.4092,287,686,361
30m,0.5,2.0,0.75,2.4194,1.4287,2.6944,283,679,358
30m,0.475,4.0,0.75,3.4249,1.4285,2.6591,285,683,358
30m,0.475,2.5,0.75,2.7548,1.4283,2.7544,285,683,358
30m,0.375,4.0,1.5,3.4143,1.4282,2.4391,287,691,363
30m,0.4,4.5,2.0,3.6244,1.4276,2.3479,287,689,362
30m,0.45,2.0,1.5,2.5546,1.4264,2.6767,286,685,358
30m,0.35,2.5,1.0,2.5076,1.4262,2.514,288,698,363
30m,0.4,4.0,1.5,3.32,1.4262,2.3031,287,689,362
30m,0.425,2.0,0.75,2.4587,1.4259,2.6463,287,686,361
