depth_frac,r_target,expiry_days,avg_pnl_holdout,avg_pnl_train,avg_pnl_validation,n_holdout,n_train,n_validation
0.7,3.0,6.0,3.01,1.4605,2.7252,175,431,217
0.475,4.5,5.0,3.3765,1.4589,3.0341,184,460,227
0.5,5.0,7.0,3.9908,1.4582,3.0194,181,459,226
0.525,3.5,2.0,2.2171,1.4575,3.0698,180,455,224
0.7,3.0,5.0,2.925,1.4572,2.7259,175,431,217
0.325,5.0,1.0,2.5968,1.4565,3.2641,189,465,235
0.4,4.0,4.0,2.6513,1.4563,3.378,186,463,230
0.55,3.5,1.0,1.9168,1.4553,3.0125,178,453,222
0.525,3.5,3.0,2.4061,1.4548,3.0679,180,455,224
0.425,3.5,4.0,2.3813,1.4542,3.3261,186,463,229
0.475,3.0,7.0,2.521,1.453,2.4318,184,460,227
0.7,3.0,4.0,2.8198,1.4528,2.7263,175,431,217
0.475,3.0,6.0,2.4291,1.4512,2.4316,184,460,227
0.45,3.5,3.0,2.4411,1.4511,2.6828,185,460,228
0.475,3.0,5.0,2.5451,1.4496,2.4314,184,460,227
0.475,3.0,3.0,2.2822,1.4495,2.4325,184,460,227
0.4,4.0,1.0,1.9695,1.4495,3.5164,186,463,230
0.475,3.0,2.0,2.0921,1.4493,2.4375,184,460,227
0.425,3.5,5.0,2.5019,1.4491,3.3346,186,463,229
0.475,3.0,4.0,2.4271,1.4487,2.4315,184,460,227
0.525,3.5,4.0,2.5513,1.4484,3.0689,180,455,224
0.475,4.5,6.0,3.2761,1.4481,3.0362,184,460,227
0.425,3.5,2.0,1.9502,1.448,3.2976,186,463,229
0.55,3.5,2.0,2.1312,1.4471,2.9507,178,453,222
0.425,3.5,6.0,2.2624,1.4466,3.3411,186,463,229
0.7,3.0,3.0,2.6847,1.4466,2.7264,175,431,217
0.525,3.5,1.0,2.0101,1.4457,3.1026,180,455,224
0.425,3.5,7.0,2.3555,1.4454,3.3462,186,463,229
0.45,3.5,4.0,2.5941,1.4452,2.6834,185,460,228
0.525,3.5,5.0,2.67,1.4451,3.0703,180,455,224
0.525,3.5,6.0,2.6819,1.4434,3.0717,180,455,224
0.4,5.0,4.0,2.8413,1.4433,3.0972,186,463,230
0.625,5.0,2.0,2.2275,1.4433,3.5877,176,442,220
0.45,3.5,5.0,2.7153,1.4426,2.6844,185,460,228
0.525,3.5,7.0,2.775,1.4426,3.073,180,455,224
0.45,3.5,7.0,2.6325,1.4425,2.6864,185,460,228
0.475,4.5,7.0,3.3806,1.4422,3.0385,184,460,227
0.45,3.5,6.0,2.5387,1.4421,2.6855,185,460,228
0.4,4.0,3.0,2.4781,1.441,3.3671,186,463,230
0.625,4.5,1.0,2.035,1.4385,3.3973,176,442,220
0.425,3.5,1.0,1.597,1.4384,3.2881,186,463,229
0.55,3.0,1.0,1.9992,1.4383,2.6873,178,453,222
0.7,3.0,2.0,2.5009,1.4376,2.7259,175,431,217
0.5,4.0,1.0,2.1169,1.4367,3.3508,181,459,226
0.475,3.0,1.0,1.8802,1.4367,2.4764,184,460,227
0.45,3.0,3.0,2.0674,1.4357,2.1086,185,460,228
0.55,3.5,3.0,2.3246,1.4354,2.9357,178,453,222
0.475,3.5,3.0,2.8513,1.4331,3.0509,184,460,227
0.45,3.0,2.0,1.8806,1.4322,2.1205,185,460,228
0.55,3.0,2.0,2.3525,1.4308,2.6821,178,453,222
0.55,3.5,4.0,2.4733,1.4307,2.9288,178,453,222
0.45,3.0,4.0,2.2097,1.4296,2.1036,185,460,228
0.45,3.5,2.0,2.1707,1.4289,2.6851,185,460,228
0.55,3.5,5.0,2.595,1.4284,2.9249,178,453,222
0.625,5.0,3.0,2.4238,1.428,3.6011,176,442,220
0.475,3.5,4.0,3.0047,1.4275,3.0638,184,460,227
0.55,3.5,6.0,2.675,1.4273,2.9223,178,453,222
0.7,3.0,1.0,2.2203,1.4272,2.7284,175,431,217
0.5,4.0,3.0,2.7433,1.4271,3.33,181,459,226
0.45,3.0,5.0,2.3256,1.4271,2.1009,185,460,228
0.55,3.5,7.0,2.7704,1.4268,2.9204,178,453,222
0.425,5.0,5.0,3.1024,1.4266,2.6266,186,463,229
0.5,4.0,2.0,2.4665,1.4262,3.3245,181,459,226
0.45,3.0,6.0,2.1449,1.4262,2.0993,185,460,228
0.45,3.0,7.0,2.2352,1.4261,2.0982,185,460,228
0.475,3.5,5.0,3.1285,1.425,3.073,184,460,227
0.475,3.5,7.0,3.1136,1.4244,3.0855,184,460,227
0.475,3.5,6.0,3.0175,1.4243,3.08,184,460,227
0.55,3.0,3.0,2.5717,1.4237,2.6842,178,453,222
0.45,5.0,4.0,3.1031,1.4236,2.4037,185,460,228
0.5,4.0,4.0,2.9016,1.4217,3.3364,181,459,226
0.55,3.0,4.0,2.7344,1.4214,2.6865,178,453,222
0.35,5.0,1.0,2.5657,1.4213,3.314,189,464,233
0.55,3.0,5.0,2.8655,1.4206,2.6886,178,453,222
0.55,3.0,7.0,3.0532,1.4205,2.6921,178,453,222
0.55,3.0,6.0,2.9524,1.4204,2.6905,178,453,222
0.5,4.0,5.0,3.0238,1.4196,3.3421,181,459,226
0.5,4.0,7.0,3.067,1.4195,3.3514,181,459,226
0.5,4.0,6.0,2.9726,1.4191,3.3471,181,459,226
0.7,5.0,2.0,2.5682,1.4168,3.6116,175,431,217
0.4,4.0,2.0,2.2035,1.4158,3.36,186,463,230
0.625,4.5,2.0,2.2778,1.4142,3.4129,176,442,220
0.45,5.0,3.0,2.8908,1.4133,2.4114,185,460,228
0.45,4.5,1.0,2.3563,1.413,3.0209,185,460,228
0.625,5.0,4.0,2.5753,1.412,3.6103,176,442,220
0.45,2.0,7.0,1.8485,1.4111,1.8189,185,460,228
0.575,1.5,7.0,2.0905,1.4104,2.3561,178,450,222
0.475,3.5,2.0,2.5889,1.4098,3.0318,184,460,227
0.45,2.0,6.0,1.7567,1.4093,1.8154,185,460,228
0.45,3.0,1.0,1.6749,1.4071,2.1755,185,460,228
0.45,2.0,5.0,1.9355,1.407,1.8111,185,460,228
0.525,3.0,1.0,1.7867,1.4069,2.8172,180,455,224
0.425,5.0,6.0,2.8912,1.4066,2.599,186,463,229
0.575,1.5,6.0,2.0407,1.4066,2.353,178,450,222
0.7,4.5,1.0,2.5248,1.4064,3.4366,175,431,217
0.4,4.0,5.0,2.7824,1.4054,3.3876,186,463,230
0.45,2.0,4.0,1.8168,1.4039,1.8054,185,460,228
0.45,5.0,2.0,2.6106,1.4033,2.3817,185,460,228
0.45,3.5,1.0,1.8062,1.4028,2.7219,185,460,228
0.625,5.0,5.0,2.6993,1.402,3.617,176,442,220
0.575,1.5,5.0,1.9792,1.4018,2.3487,178,450,222
0.525,4.0,3.0,2.7869,1.4014,3.5815,180,455,224
0.525,4.0,7.0,3.1698,1.4006,3.621,180,455,224
0.425,3.0,2.0,1.6962,1.3995,2.5839,186,463,229
0.45,2.0,3.0,1.6699,1.3995,1.7974,185,460,228
0.525,4.0,6.0,3.0742,1.3994,3.6144,180,455,224
0.525,4.0,4.0,2.9375,1.3991,3.5958,180,455,224
0.525,4.0,5.0,3.0596,1.3988,3.6063,180,455,224
0.375,4.5,1.0,2.8262,1.3963,3.2051,187,464,231
0.6,2.5,7.0,2.3587,1.3956,2.0768,177,446,221
0.625,5.0,6.0,2.6852,1.3954,3.6222,176,442,220
0.625,4.5,3.0,2.4867,1.3953,3.4243,176,442,220
0.575,1.5,4.0,1.8997,1.3952,2.3424,178,450,222
0.425,3.0,3.0,1.8756,1.3951,2.5856,186,463,229
0.4,4.0,6.0,2.4871,1.3948,3.3957,186,463,230
0.425,5.0,7.0,3.0078,1.3947,2.5785,186,463,229
0.7,5.0,3.0,2.7742,1.3943,3.6094,175,431,217
0.6,2.5,6.0,2.2921,1.3938,2.0759,177,446,221
0.425,3.0,1.0,1.5083,1.3937,2.6053,186,463,229
0.45,2.0,2.0,1.4728,1.3937,1.7846,185,460,228
0.375,5.0,2.0,2.7379,1.3929,3.0135,187,464,231
0.525,4.0,2.0,2.5292,1.3924,3.5612,180,455,224
0.45,2.0,1.0,1.1656,1.3918,1.7581,185,460,228
0.6,2.5,5.0,2.213,1.3916,2.0749,177,446,221
0.625,5.0,7.0,2.8983,1.3907,3.6265,176,442,220
0.6,2.5,4.0,2.1166,1.3887,2.0734,177,446,221
0.4,4.0,7.0,2.5867,1.3886,3.4025,186,463,230
0.575,1.5,3.0,1.7903,1.3859,2.3327,178,450,222
0.525,3.0,2.0,1.9898,1.3855,2.8302,180,455,224
0.6,2.5,3.0,1.9956,1.3849,2.0714,177,446,221
0.7,5.0,4.0,2.9315,1.3842,3.6089,175,431,217
0.425,4.5,1.0,2.2985,1.384,3.0551,186,463,229
0.425,3.0,4.0,2.0134,1.3839,2.5881,186,463,229
0.475,5.0,1.0,2.8786,1.382,3.0686,184,460,227
0.475,3.5,1.0,2.2105,1.381,3.012,184,460,227
0.6,2.5,1.0,1.613,1.3806,2.0681,177,446,221
0.6,2.5,2.0,1.8374,1.3802,2.0686,177,446,221
0.425,1.5,7.0,1.8588,1.3801,1.8983,186,463,229
0.4,4.5,1.0,2.476,1.3795,3.4577,186,463,230
0.625,4.5,4.0,2.6457,1.3795,3.4322,176,442,220
0.7,5.0,5.0,3.0595,1.3785,3.6087,175,431,217
0.425,1.5,6.0,1.7977,1.3778,1.8957,186,463,229
0.425,3.0,5.0,2.1261,1.3775,2.5902,186,463,229
0.7,5.0,6.0,3.1684,1.375,3.6086,175,431,217
0.425,1.5,5.0,1.7234,1.3747,1.892,186,463,229
0.425,3.0,6.0,1.8809,1.3735,2.5918,186,463,229
0.7,5.0,7.0,3.2638,1.3727,3.6085,175,431,217
0.45,5.0,5.0,3.2614,1.3716,2.3913,185,460,228
0.575,1.5,2.0,1.6236,1.3715,2.3158,178,450,222
0.425,3.0,7.0,1.9694,1.3709,2.593,186,463,229
0.425,1.5,4.0,1.6299,1.3704,1.8862,186,463,229
0.625,4.5,5.0,2.7749,1.3695,3.438,176,442,220
0.525,3.0,3.0,2.1775,1.3694,2.8403,180,455,224
0.4,5.0,5.0,2.981,1.3673,3.0682,186,463,230
0.4,2.0,7.0,1.9056,1.367,2.1289,186,463,230
0.4,2.0,6.0,1.8146,1.3649,2.1264,186,463,230
0.425,1.5,3.0,1.5075,1.3642,1.8768,186,463,229
0.625,4.5,6.0,2.7647,1.3626,3.4424,176,442,220
0.525,3.0,4.0,2.3219,1.3626,2.8475,180,455,224
0.4,2.0,5.0,2.1201,1.3623,2.1233,186,463,230
0.525,4.0,1.0,2.1665,1.3611,3.5475,180,455,224
0.45,5.0,6.0,3.1139,1.3595,2.382,185,460,228
0.375,4.5,3.0,2.8418,1.3592,3.1375,187,464,231
0.525,3.0,5.0,2.4402,1.3592,2.8528,180,455,224
0.4,2.0,4.0,2.0026,1.3588,2.1194,186,463,230
0.3,5.0,1.0,2.7117,1.3587,3.3056,190,469,236
0.625,4.5,7.0,2.9808,1.3577,3.446,176,442,220
0.7,4.5,2.0,2.7849,1.3575,3.4293,175,431,217
0.525,3.0,6.0,2.4517,1.3573,2.8571,180,455,224
0.325,5.0,2.0,2.3786,1.3564,3.2936,189,465,235
0.525,3.0,7.0,2.5445,1.3561,2.8606,180,455,224
0.425,1.5,2.0,1.3378,1.3548,1.8599,186,463,229
0.4,2.0,3.0,1.8569,1.3539,2.114,186,463,230
0.45,4.5,4.0,3.1466,1.3534,2.7793,185,460,228
0.425,2.0,7.0,1.9043,1.3527,2.0273,186,463,229
0.45,5.0,7.0,3.2319,1.3525,2.3751,185,460,228
0.425,2.0,6.0,1.8132,1.3518,2.0235,186,463,229
0.425,2.0,5.0,2.0549,1.3504,2.0188,186,463,229
0.425,2.0,4.0,1.9371,1.3485,2.0123,186,463,229
0.475,2.0,7.0,2.2282,1.3484,1.8048,184,460,227
0.4,2.0,2.0,1.6614,1.3471,2.1061,186,463,230
0.475,2.0,6.0,2.1345,1.347,1.8022,184,460,227
0.575,1.5,1.0,1.3263,1.3468,2.2775,178,450,222
0.425,2.0,3.0,1.7912,1.3455,2.003,186,463,229
0.475,2.0,5.0,2.2481,1.3452,1.799,184,460,227
0.55,2.0,7.0,2.3722,1.345,2.1884,178,453,222
0.55,2.0,6.0,2.3098,1.3439,2.1887,178,453,222
0.4,5.0,6.0,2.6939,1.3436,3.0488,186,463,230
0.425,1.5,1.0,1.0801,1.3429,1.822,186,463,229
0.65,3.0,1.0,1.8816,1.3427,2.3935,176,438,220
0.475,2.0,4.0,2.1267,1.3427,1.7947,184,460,227
0.55,2.0,5.0,2.2338,1.3424,2.1886,178,453,222
0.425,2.0,1.0,1.2903,1.3422,1.9565,186,463,229
0.55,2.0,1.0,1.5733,1.3422,2.1714,178,453,222
0.425,2.0,2.0,1.5956,1.3416,1.9879,186,463,229
0.375,4.5,2.0,2.6017,1.3414,3.0701,187,464,231
0.7,4.5,3.0,2.9976,1.3409,3.4314,175,431,217
0.55,2.0,4.0,2.1381,1.3406,2.1878,178,453,222
0.4,2.0,1.0,1.3506,1.3402,2.094,186,463,230
0.475,2.0,3.0,1.9761,1.3394,1.789,184,460,227
0.55,2.0,3.0,2.0124,1.3384,2.1857,178,453,222
0.475,2.0,1.0,1.457,1.3374,1.7686,184,460,227
0.45,4.5,3.0,2.9554,1.337,2.775,185,460,228
0.55,2.0,2.0,1.8374,1.3362,2.1812,178,453,222
0.475,2.0,2.0,1.7738,1.3352,1.7805,184,460,227
0.7,4.5,4.0,3.1587,1.3339,3.4337,175,431,217
0.375,4.5,4.0,3.032,1.3325,3.1508,187,464,231
0.375,3.0,3.0,2.1917,1.3315,3.0437,187,464,231
0.7,4.5,5.0,3.2894,1.3302,3.4355,175,431,217
0.4,5.0,7.0,2.8012,1.3288,3.0347,186,463,230
0.7,4.5,6.0,3.4002,1.3278,3.437,175,431,217
0.7,4.5,7.0,3.4972,1.3263,3.4381,175,431,217
0.375,5.0,3.0,2.9737,1.3246,2.9869,187,464,231
0.65,3.0,2.0,2.134,1.3245,2.3928,176,438,220
0.375,3.0,4.0,2.3236,1.3209,3.0418,187,464,231
0.325,4.5,1.0,2.444,1.3205,3.4598,189,465,235
0.65,3.0,3.0,2.3062,1.3204,2.3949,176,438,220
0.475,5.0,4.0,3.517,1.3189,2.7522,184,460,227
0.65,3.0,4.0,2.4369,1.3186,2.3963,176,438,220
0.65,3.0,5.0,2.5411,1.3173,2.3972,176,438,220
0.65,3.0,6.0,2.627,1.3162,2.3977,176,438,220
0.45,4.5,2.0,2.6534,1.3153,2.7837,185,460,228
0.65,3.0,7.0,2.6994,1.3152,2.398,176,438,220
0.375,3.0,5.0,2.4331,1.3151,3.0405,187,464,231
0.375,3.0,2.0,1.9655,1.3146,3.0491,187,464,231
0.625,3.0,1.0,1.8281,1.3124,2.4142,176,442,220
0.4,2.5,1.0,1.1237,1.3122,2.3807,186,463,230
0.375,3.0,6.0,2.0614,1.3119,3.0394,187,464,231
0.375,3.0,7.0,2.1491,1.3101,3.0384,187,464,231
0.475,5.0,3.0,3.3222,1.3072,2.7554,184,460,227
0.4,2.5,2.0,1.3051,1.3061,2.3163,186,463,230
0.375,4.0,1.0,2.4085,1.3057,3.6002,187,464,231
0.45,4.5,5.0,3.29,1.3053,2.7855,185,460,228
0.5,2.0,7.0,2.7754,1.3044,1.7542,181,459,226
0.425,4.5,4.0,3.14,1.3031,2.7703,186,463,229
0.5,2.0,6.0,2.7023,1.3025,1.7524,181,459,226
0.4,4.5,4.0,2.9885,1.3015,3.4486,186,463,230
0.4,3.0,3.0,1.9514,1.3007,3.0036,186,463,230
0.5,2.0,5.0,2.6135,1.3002,1.7503,181,459,226
0.375,3.5,4.0,2.4817,1.2991,3.4292,187,464,231
0.4,3.5,4.0,2.1223,1.2982,3.3431,186,463,230
0.5,2.0,4.0,2.5024,1.2974,1.7476,181,459,226
0.45,4.5,6.0,3.1299,1.296,2.7916,185,460,228
0.7,3.5,1.0,2.3944,1.2958,3.0091,175,431,217
0.475,5.0,2.0,3.0201,1.2957,2.7766,184,460,227
0.4,3.0,2.0,1.738,1.2956,2.9927,186,463,230
0.425,4.5,3.0,2.9384,1.2954,2.7725,186,463,229
0.4,3.0,1.0,1.4634,1.2952,2.9904,186,463,230
0.4,4.5,3.0,2.7875,1.2942,3.4289,186,463,230
0.4,2.5,3.0,1.4825,1.2939,2.2984,186,463,230
0.5,2.0,3.0,2.3573,1.2939,1.744,181,459,226
0.5,2.0,1.0,1.8415,1.2939,1.736,181,459,226
0.625,3.0,2.0,2.1153,1.2911,2.405,176,442,220
0.45,4.5,7.0,3.2367,1.291,2.7974,185,460,228
0.35,5.0,2.0,2.4105,1.2908,3.2852,189,464,233
0.5,2.0,2.0,2.1562,1.29,1.7392,181,459,226
0.4,3.5,3.0,1.9815,1.2893,3.3347,186,463,230
0.3,5.0,2.0,2.528,1.2893,3.3559,190,469,236
0.425,4.5,2.0,2.6178,1.2891,2.7917,186,463,229
0.375,3.5,3.0,2.3298,1.2888,3.4153,187,464,231
0.4,4.5,2.0,2.5121,1.2871,3.3516,186,463,230
0.375,3.0,1.0,1.6693,1.2859,3.0891,187,464,231
0.4,2.5,4.0,1.6187,1.2844,2.2893,186,463,230
0.375,5.0,4.0,3.16,1.2828,2.9514,187,464,231
0.4,3.0,4.0,2.0746,1.2825,3.0114,186,463,230
0.7,3.5,7.0,3.2973,1.282,3.0598,175,431,217
0.7,3.5,6.0,3.2246,1.2816,3.057,175,431,217
0.7,3.5,5.0,3.1369,1.2811,3.0533,175,431,217
0.7,3.5,2.0,2.6948,1.2807,3.0293,175,431,217
0.7,3.5,4.0,3.0281,1.2805,3.0482,175,431,217
0.625,3.0,3.0,2.3075,1.2803,2.4039,176,442,220
0.7,3.5,3.0,2.8875,1.28,3.0409,175,431,217
0.4,2.5,5.0,1.7302,1.2791,2.2834,186,463,230
0.55,1.5,7.0,1.9747,1.277,2.2856,178,453,222
0.4,2.5,6.0,1.4202,1.2758,2.2791,186,463,230
0.375,2.5,2.0,1.8291,1.2754,2.3857,187,464,231
0.4,3.5,1.0,1.4451,1.2747,3.338,186,463,230
0.55,1.5,6.0,1.9171,1.2747,2.2832,178,453,222
0.625,3.0,4.0,2.4509,1.2745,2.4038,176,442,220
0.4,2.5,7.0,1.5076,1.2735,2.2757,186,463,230
0.55,1.5,5.0,1.8465,1.2717,2.2797,178,453,222
0.4,3.0,5.0,2.1776,1.2711,3.017,186,463,230
0.4,3.5,2.0,1.7313,1.2711,3.3248,186,463,230
0.375,2.5,1.0,1.635,1.2706,2.4366,187,464,231
0.625,3.0,5.0,2.564,1.2705,2.4038,176,442,220
0.475,5.0,5.0,3.6665,1.2687,2.7532,184,460,227
0.375,3.5,2.0,2.0712,1.2679,3.3993,187,464,231
0.55,1.5,4.0,1.7564,1.2676,2.2747,178,453,222
0.625,3.0,6.0,2.6563,1.2676,2.4039,176,442,220
0.375,2.5,3.0,2.0121,1.2655,2.374,187,464,231
0.625,3.0,7.0,2.7336,1.2653,2.4039,176,442,220
0.4,3.0,6.0,1.8622,1.2635,3.0212,186,463,230
0.325,3.5,4.0,2.4056,1.2621,3.6652,189,465,235
0.35,4.5,1.0,2.472,1.262,3.2608,189,464,233
0.55,1.5,3.0,1.6352,1.2618,2.267,178,453,222
0.325,4.5,3.0,2.4724,1.2594,3.2728,189,465,235
0.4,3.0,7.0,1.9459,1.2582,3.0244,186,463,230
0.375,2.5,4.0,2.1513,1.2577,2.3685,187,464,231
0.375,4.5,5.0,3.1759,1.2575,3.153,187,464,231
0.475,5.0,6.0,3.5758,1.2571,2.7555,184,460,227
0.525,2.5,1.0,1.8089,1.2545,2.4292,180,455,224
0.375,3.5,1.0,1.8115,1.2537,3.4252,187,464,231
0.375,2.5,5.0,2.2646,1.2536,2.3651,187,464,231
0.55,1.5,2.0,1.4594,1.253,2.2535,178,453,222
0.375,2.5,6.0,1.8945,1.2512,2.3627,187,464,231
0.475,5.0,7.0,3.6887,1.2504,2.7583,184,460,227
0.375,4.0,4.0,2.9503,1.2501,3.5129,187,464,231
0.375,2.5,7.0,1.9827,1.2497,2.3607,187,464,231
0.425,4.5,5.0,3.2935,1.2486,2.7717,186,463,229
0.325,3.5,3.0,2.241,1.248,3.6503,189,465,235
0.375,3.5,5.0,2.5996,1.2477,3.44,187,464,231
0.4,3.5,5.0,2.233,1.2467,3.3497,186,463,230
0.4,4.5,5.0,3.1352,1.2457,3.455,186,463,230
0.55,1.5,1.0,1.1742,1.2409,2.2235,178,453,222
0.325,4.5,2.0,2.2463,1.239,3.3206,189,465,235
0.375,3.5,6.0,2.2337,1.2385,3.4487,187,464,231
0.375,4.0,3.0,2.7859,1.2376,3.4912,187,464,231
0.325,3.5,1.0,1.7314,1.2373,3.7816,189,465,235
0.4,3.5,6.0,1.9226,1.2369,3.355,186,463,230
0.425,4.5,6.0,3.08,1.2348,2.7741,186,463,229
0.375,4.5,6.0,2.831,1.2347,3.1544,187,464,231
0.375,3.5,7.0,2.3258,1.2338,3.4558,187,464,231
0.525,2.5,2.0,2.1196,1.2335,2.4547,180,455,224
0.325,4.5,4.0,2.6514,1.2327,3.2271,189,465,235
0.4,3.5,7.0,2.01,1.2319,3.3594,186,463,230
0.4,4.5,6.0,2.8514,1.2317,3.4596,186,463,230
0.325,3.5,2.0,1.9792,1.2268,3.6369,189,465,235
0.425,4.5,7.0,3.1944,1.2263,2.7768,186,463,229
0.325,5.0,3.0,2.5565,1.2251,3.263,189,465,235
0.525,2.5,3.0,2.3208,1.2233,2.4688,180,455,224
0.4,4.5,7.0,2.9599,1.223,3.4635,186,463,230
0.375,4.5,7.0,2.941,1.2204,3.1556,187,464,231
0.375,4.0,2.0,2.5318,1.2188,3.4677,187,464,231
0.525,2.5,4.0,2.4717,1.2182,2.4779,180,455,224
0.525,2.5,5.0,2.594,1.2153,2.4845,180,455,224
0.3,4.5,1.0,2.6253,1.214,3.2023,190,469,236
0.525,2.5,6.0,2.6082,1.2133,2.4895,180,455,224
0.525,2.5,7.0,2.7031,1.2118,2.4935,180,455,224
0.325,3.5,5.0,2.5312,1.2103,3.6775,189,465,235
0.525,2.0,1.0,1.5645,1.2093,1.9736,180,455,224
0.325,3.5,6.0,2.0505,1.2016,3.6877,189,465,235
0.375,5.0,5.0,3.3009,1.2002,2.9311,187,464,231
0.325,3.5,7.0,2.147,1.1973,3.6962,189,465,235
0.375,4.0,5.0,3.0766,1.1969,3.5303,187,464,231
0.525,2.0,7.0,2.3877,1.1928,2.0253,180,455,224
0.525,2.0,2.0,1.8289,1.1924,1.9962,180,455,224
0.525,2.0,6.0,2.3196,1.192,2.023,180,455,224
0.525,2.0,5.0,2.2375,1.1913,2.0197,180,455,224
0.525,2.0,4.0,2.136,1.1906,2.0151,180,455,224
0.525,2.0,3.0,2.0054,1.1905,2.008,180,455,224
0.375,4.0,6.0,2.7171,1.1853,3.5443,187,464,231
0.4,1.5,7.0,1.5621,1.1836,2.095,186,463,230
0.4,1.5,6.0,1.5016,1.1827,2.0924,186,463,230
0.35,3.5,4.0,2.2516,1.1824,3.6358,189,464,233
0.4,1.5,5.0,1.4279,1.1815,2.0887,186,463,230
0.4,1.5,4.0,1.3348,1.1799,2.0832,186,463,230
0.325,3.0,4.0,2.039,1.1785,3.7919,189,465,235
0.375,4.0,7.0,2.8145,1.1783,3.5558,187,464,231
0.4,1.5,3.0,1.2123,1.1775,2.0745,186,463,230
0.3,5.0,3.0,2.678,1.1762,3.3331,190,469,236
0.325,5.0,4.0,2.7173,1.1752,3.223,189,465,235
0.4,1.5,2.0,1.041,1.1743,2.0593,186,463,230
0.4,1.5,1.0,0.777,1.174,2.0262,186,463,230
0.375,5.0,6.0,2.9536,1.1728,2.9182,187,464,231
0.325,3.0,3.0,1.8962,1.1697,3.7728,189,465,235
0.3,4.5,3.0,2.5919,1.1684,3.0692,190,469,236
0.325,2.0,2.0,1.4562,1.1673,1.8891,189,465,235
0.35,3.5,3.0,2.0957,1.1671,3.6175,189,464,233
0.575,2.5,1.0,1.7466,1.167,2.4159,178,450,222
0.325,4.5,5.0,2.7867,1.158,3.2005,189,465,235
0.325,2.0,3.0,1.6391,1.1576,1.8712,189,465,235
0.375,5.0,7.0,3.0617,1.1553,2.9092,187,464,231
0.35,3.0,3.0,1.953,1.1545,3.2615,189,464,233
0.325,2.0,1.0,1.2158,1.1524,1.9507,189,465,235
0.35,3.5,1.0,1.5387,1.1514,3.6045,189,464,233
0.325,2.0,4.0,1.7783,1.1511,1.8619,189,465,235
0.35,4.5,3.0,2.511,1.1507,3.0967,189,464,233
0.325,3.0,2.0,1.6409,1.15,3.7427,189,465,235
0.325,2.0,5.0,1.8912,1.1478,1.8558,189,465,235
0.3,4.5,2.0,2.4408,1.1474,3.1028,190,469,236
0.325,2.0,6.0,1.4002,1.1459,1.8513,189,465,235
0.325,2.0,7.0,1.4878,1.1446,1.8478,189,465,235
0.55,2.5,1.0,1.6947,1.1442,2.5082,178,453,222
0.35,3.5,2.0,1.834,1.144,3.5946,189,464,233
0.325,4.0,4.0,3.0733,1.1437,3.5572,189,465,235
0.35,4.5,2.0,2.2786,1.1433,3.1412,189,464,233
0.35,3.0,2.0,1.7092,1.1425,3.2574,189,464,233
0.35,3.0,4.0,2.0902,1.1412,3.2652,189,464,233
0.3,4.5,4.0,2.7496,1.1407,3.0325,190,469,236
0.325,4.5,6.0,2.3147,1.137,3.1831,189,465,235
0.3,5.0,4.0,2.8384,1.136,3.3302,190,469,236
0.35,5.0,3.0,2.6435,1.1349,3.2763,189,464,233
0.35,3.0,5.0,2.2011,1.1337,3.2679,189,464,233
0.35,3.5,5.0,2.3732,1.132,3.6501,189,464,233
0.575,2.5,2.0,2.0563,1.1309,2.439,178,450,222
0.35,3.0,6.0,1.7722,1.1294,3.2699,189,464,233
0.325,4.0,1.0,2.3188,1.1284,3.5649,189,465,235
0.35,3.0,7.0,1.8599,1.1268,3.2713,189,464,233
0.325,4.0,3.0,2.8537,1.1267,3.5368,189,465,235
0.325,3.0,1.0,1.2909,1.1257,3.6964,189,465,235
0.35,3.0,1.0,1.3634,1.1246,3.2726,189,464,233
0.325,3.0,5.0,2.1517,1.1245,3.8051,189,465,235
0.325,4.5,7.0,2.4191,1.1243,3.1709,189,465,235
0.375,2.0,1.0,1.6629,1.1239,2.1126,187,464,231
0.35,3.5,6.0,1.9526,1.1237,3.6615,189,464,233
0.55,2.5,2.0,1.9942,1.1225,2.5336,178,453,222
0.575,2.5,3.0,2.2584,1.121,2.4533,178,450,222
0.35,3.5,7.0,2.0473,1.1195,3.6709,189,464,233
0.35,4.5,4.0,2.6955,1.118,3.0513,189,464,233
0.575,2.5,4.0,2.4069,1.1162,2.4629,178,450,222
0.325,3.0,6.0,1.6612,1.1146,3.8149,189,465,235
0.575,2.5,5.0,2.5226,1.1132,2.4699,178,450,222
0.375,1.5,7.0,1.9107,1.1122,1.5302,187,464,231
0.55,2.5,3.0,2.1927,1.112,2.5489,178,453,222
0.375,1.5,6.0,1.8183,1.1117,1.5294,187,464,231
0.575,2.5,6.0,2.6162,1.1112,2.4753,178,450,222
0.375,2.0,2.0,1.9994,1.1109,2.1281,187,464,231
0.375,1.5,5.0,2.183,1.1109,1.5281,187,464,231
0.375,1.5,4.0,2.0626,1.1097,1.5259,187,464,231
0.575,2.5,7.0,2.694,1.1096,2.4797,178,450,222
0.325,3.0,7.0,1.7498,1.1093,3.8223,189,465,235
0.375,2.0,3.0,2.2058,1.1091,2.1367,187,464,231
0.375,2.0,4.0,2.3575,1.1087,2.1422,187,464,231
0.375,2.0,5.0,2.479,1.1086,2.1461,187,464,231
0.375,2.0,6.0,2.1149,1.1085,2.149,187,464,231
0.375,2.0,7.0,2.2078,1.1083,2.1512,187,464,231
