r_target,expiry_days,n,win_rate,avg_gross,avg_net,total_net,tf,split,depth_frac,n_zones
5.0,2.0,6013,0.229,0.5671,-0.7927,-4766.79,5m,train,0.3,8347
1.5,0.25,6001,0.442,0.5277,-0.8306,-4984.59,5m,train,0.325,8347
1.5,0.5,6001,0.433,0.4412,-0.9183,-5510.75,5m,train,0.325,8347
1.5,0.75,6001,0.429,0.4077,-0.9519,-5712.08,5m,train,0.325,8347
1.5,1.0,6001,0.428,0.3885,-0.971,-5827.02,5m,train,0.325,8347
1.5,1.5,6001,0.427,0.3663,-0.9932,-5960.13,5m,train,0.325,8347
1.5,2.0,6001,0.427,0.3533,-1.0062,-6038.32,5m,train,0.325,8347
2.0,0.25,6001,0.396,0.6251,-0.7302,-4381.88,5m,train,0.325,8347
2.0,0.5,6001,0.382,0.4848,-0.8746,-5248.56,5m,train,0.325,8347
2.0,0.75,6001,0.376,0.4327,-0.9268,-5561.88,5m,train,0.325,8347
2.0,1.0,6001,0.375,0.4038,-0.9558,-5735.46,5m,train,0.325,8347
2.0,1.5,6001,0.372,0.3706,-0.9889,-5934.43,5m,train,0.325,8347
2.0,2.0,6001,0.372,0.3513,-1.0083,-6050.55,5m,train,0.325,8347
2.5,0.25,6001,0.362,0.73,-0.6206,-3724.25,5m,train,0.325,8347
2.5,0.5,6001,0.342,0.5477,-0.8115,-4869.86,5m,train,0.325,8347
2.5,0.75,6001,0.335,0.479,-0.8804,-5283.35,5m,train,0.325,8347
2.5,1.0,6001,0.333,0.4404,-0.9191,-5515.44,5m,train,0.325,8347
2.5,1.5,6001,0.33,0.3947,-0.9649,-5790.07,5m,train,0.325,8347
2.5,2.0,6001,0.329,0.3688,-0.9908,-5945.69,5m,train,0.325,8347
3.0,0.25,6001,0.338,0.8187,-0.525,-3150.6,5m,train,0.325,8347
3.0,0.5,6001,0.315,0.6059,-0.7526,-4516.52,5m,train,0.325,8347
3.0,0.75,6001,0.307,0.5199,-0.8395,-5037.75,5m,train,0.325,8347
3.0,1.0,6001,0.303,0.4749,-0.8845,-5307.9,5m,train,0.325,8347
3.0,1.5,6001,0.299,0.4215,-0.938,-5628.95,5m,train,0.325,8347
3.0,2.0,6001,0.297,0.3911,-0.9685,-5811.94,5m,train,0.325,8347
3.5,0.25,6001,0.322,0.9137,-0.4213,-2528.45,5m,train,0.325,8347
3.5,0.5,6001,0.296,0.6817,-0.6756,-4054.15,5m,train,0.325,8347
3.5,0.75,6001,0.285,0.5788,-0.7805,-4683.67,5m,train,0.325,8347
3.5,1.0,6001,0.28,0.5252,-0.8342,-5006.33,5m,train,0.325,8347
3.5,1.5,6001,0.274,0.4627,-0.8968,-5381.9,5m,train,0.325,8347
3.5,2.0,6001,0.272,0.4272,-0.9324,-5595.05,5m,train,0.325,8347
4.0,0.25,6001,0.313,1.0207,-0.3037,-1822.5,5m,train,0.325,8347
4.0,0.5,6001,0.284,0.7798,-0.5752,-3451.69,5m,train,0.325,8347
4.0,0.75,6001,0.271,0.6663,-0.6923,-4154.25,5m,train,0.325,8347
4.0,1.0,6001,0.265,0.6043,-0.7549,-4530.02,5m,train,0.325,8347
4.0,1.5,6001,0.257,0.5298,-0.8298,-4979.61,5m,train,0.325,8347
4.0,2.0,6001,0.254,0.488,-0.8715,-5230.08,5m,train,0.325,8347
4.5,0.25,6001,0.306,1.0884,-0.2263,-1358.12,5m,train,0.325,8347
4.5,0.5,6001,0.274,0.8591,-0.4928,-2957.49,5m,train,0.325,8347
4.5,0.75,6001,0.26,0.738,-0.6198,-3719.13,5m,train,0.325,8347
4.5,1.0,6001,0.253,0.6688,-0.6899,-4140.05,5m,train,0.325,8347
4.5,1.5,6001,0.244,0.586,-0.7734,-4640.89,5m,train,0.325,8347
4.5,2.0,6001,0.24,0.5359,-0.8237,-4942.78,5m,train,0.325,8347
5.0,0.25,6001,0.301,1.1345,-0.1715,-1029.1,5m,train,0.325,8347
5.0,0.5,6001,0.267,0.9095,-0.4391,-2635.3,5m,train,0.325,8347
5.0,0.75,6001,0.252,0.7794,-0.5769,-3461.69,5m,train,0.325,8347
5.0,1.0,6001,0.244,0.7032,-0.6549,-3929.76,5m,train,0.325,8347
5.0,1.5,6001,0.233,0.6095,-0.7497,-4499.13,5m,train,0.325,8347
5.0,2.0,6001,0.229,0.5539,-0.8055,-4833.84,5m,train,0.325,8347
1.5,0.25,5986,0.442,0.5258,-0.8322,-4981.7,5m,train,0.35,8347
1.5,0.5,5986,0.434,0.4453,-0.9138,-5469.92,5m,train,0.35,8347
1.5,0.75,5986,0.43,0.4129,-0.9462,-5663.85,5m,train,0.35,8347
1.5,1.0,5986,0.429,0.3944,-0.9647,-5774.48,5m,train,0.35,8347
1.5,1.5,5986,0.428,0.373,-0.9861,-5902.51,5m,train,0.35,8347
1.5,2.0,5986,0.427,0.3604,-0.9986,-5977.65,5m,train,0.35,8347
2.0,0.25,5986,0.397,0.6222,-0.7332,-4388.67,5m,train,0.35,8347
2.0,0.5,5986,0.383,0.4915,-0.8674,-5192.45,5m,train,0.35,8347
2.0,0.75,5986,0.378,0.4414,-0.9177,-5493.25,5m,train,0.35,8347
2.0,1.0,5986,0.377,0.4135,-0.9456,-5660.22,5m,train,0.35,8347
2.0,1.5,5986,0.374,0.3815,-0.9776,-5851.81,5m,train,0.35,8347
2.0,2.0,5986,0.374,0.3628,-0.9963,-5963.69,5m,train,0.35,8347
2.5,0.25,5986,0.363,0.7312,-0.6196,-3709.06,5m,train,0.35,8347
2.5,0.5,5986,0.344,0.5567,-0.802,-4800.62,5m,train,0.35,8347
2.5,0.75,5986,0.337,0.4911,-0.8678,-5194.85,5m,train,0.35,8347
2.5,1.0,5986,0.334,0.4541,-0.9049,-5416.74,5m,train,0.35,8347
2.5,1.5,5986,0.331,0.4102,-0.9489,-5680.09,5m,train,0.35,8347
2.5,2.0,5986,0.331,0.3852,-0.9738,-5829.26,5m,train,0.35,8347
3.0,0.25,5986,0.338,0.8126,-0.5313,-3180.39,5m,train,0.35,8347
3.0,0.5,5986,0.316,0.6027,-0.7554,-4521.54,5m,train,0.35,8347
3.0,0.75,5986,0.307,0.5193,-0.8396,-5026.12,5m,train,0.35,8347
3.0,1.0,5986,0.304,0.4748,-0.8841,-5292.21,5m,train,0.35,8347
3.0,1.5,5986,0.299,0.422,-0.937,-5609.13,5m,train,0.35,8347
3.0,2.0,5986,0.298,0.3918,-0.9672,-5789.84,5m,train,0.35,8347
3.5,0.25,5986,0.322,0.9047,-0.4312,-2581.45,5m,train,0.35,8347
3.5,0.5,5986,0.297,0.6741,-0.6829,-4087.57,5m,train,0.35,8347
3.5,0.75,5986,0.285,0.575,-0.7839,-4692.45,5m,train,0.35,8347
3.5,1.0,5986,0.281,0.5225,-0.8365,-5007.14,5m,train,0.35,8347
3.5,1.5,5986,0.274,0.4612,-0.8979,-5374.71,5m,train,0.35,8347
3.5,2.0,5986,0.273,0.4263,-0.9328,-5583.44,5m,train,0.35,8347
4.0,0.25,5986,0.313,1.0167,-0.3089,-1849.0,5m,train,0.35,8347
4.0,0.5,5986,0.284,0.7665,-0.589,-3525.78,5m,train,0.35,8347
4.0,0.75,5986,0.272,0.6555,-0.7029,-4207.27,5m,train,0.35,8347
4.0,1.0,5986,0.265,0.5951,-0.7636,-4571.15,5m,train,0.35,8347
4.0,1.5,5986,0.258,0.5226,-0.8365,-5007.29,5m,train,0.35,8347
4.0,2.0,5986,0.255,0.4818,-0.8773,-5251.73,5m,train,0.35,8347
4.5,0.25,5986,0.306,1.0797,-0.2362,-1413.8,5m,train,0.35,8347
4.5,0.5,5986,0.275,0.848,-0.5041,-3017.54,5m,train,0.35,8347
4.5,0.75,5986,0.261,0.7264,-0.6313,-3778.66,5m,train,0.35,8347
4.5,1.0,5986,0.254,0.6558,-0.7028,-4206.8,5m,train,0.35,8347
4.5,1.5,5986,0.244,0.5759,-0.7831,-4687.44,5m,train,0.35,8347
4.5,2.0,5986,0.241,0.5274,-0.8317,-4978.64,5m,train,0.35,8347
5.0,0.25,5986,0.301,1.1329,-0.1738,-1040.36,5m,train,0.35,8347
5.0,0.5,5986,0.268,0.9051,-0.4438,-2656.74,5m,train,0.35,8347
5.0,0.75,5986,0.253,0.7804,-0.5755,-3445.14,5m,train,0.35,8347
5.0,1.0,5986,0.245,0.7044,-0.6533,-3910.72,5m,train,0.35,8347
5.0,1.5,5986,0.234,0.6116,-0.7472,-4472.56,5m,train,0.35,8347
5.0,2.0,5986,0.23,0.5565,-0.8025,-4803.73,5m,train,0.35,8347
1.5,0.25,5973,0.443,0.5228,-0.8346,-4985.09,5m,train,0.375,8347
1.5,0.5,5973,0.435,0.4438,-0.9145,-5462.21,5m,train,0.375,8347
1.5,0.75,5973,0.431,0.4123,-0.946,-5650.36,5m,train,0.375,8347
1.5,1.0,5973,0.43,0.3945,-0.9638,-5756.73,5m,train,0.375,8347
1.5,1.5,5973,0.429,0.3741,-0.9842,-5878.54,5m,train,0.375,8347
1.5,2.0,5973,0.429,0.3623,-0.996,-5949.23,5m,train,0.375,8347
2.0,0.25,5973,0.398,0.6019,-0.7533,-4499.54,5m,train,0.375,8347
2.0,0.5,5973,0.386,0.4808,-0.8774,-5240.79,5m,train,0.375,8347
2.0,0.75,5973,0.38,0.4332,-0.9251,-5525.72,5m,train,0.375,8347
2.0,1.0,5973,0.378,0.4068,-0.9515,-5683.27,5m,train,0.375,8347
2.0,1.5,5973,0.376,0.3767,-0.9816,-5863.13,5m,train,0.375,8347
2.0,2.0,5973,0.376,0.3592,-0.9991,-5967.54,5m,train,0.375,8347
2.5,0.25,5973,0.363,0.7099,-0.6406,-3826.56,5m,train,0.375,8347
2.5,0.5,5973,0.346,0.5388,-0.8192,-4892.97,5m,train,0.375,8347
2.5,0.75,5973,0.338,0.474,-0.8842,-5281.46,5m,train,0.375,8347
2.5,1.0,5973,0.335,0.4382,-0.9201,-5495.63,5m,train,0.375,8347
2.5,1.5,5973,0.333,0.3957,-0.9626,-5749.52,5m,train,0.375,8347
2.5,2.0,5973,0.332,0.3718,-0.9865,-5892.55,5m,train,0.375,8347
3.0,0.25,5973,0.338,0.7941,-0.5497,-3283.34,5m,train,0.375,8347
3.0,0.5,5973,0.317,0.5836,-0.7739,-4622.55,5m,train,0.375,8347
3.0,0.75,5973,0.308,0.5013,-0.8569,-5118.03,5m,train,0.375,8347
3.0,1.0,5973,0.305,0.4575,-0.9006,-5379.56,5m,train,0.375,8347
3.0,1.5,5973,0.3,0.4057,-0.9526,-5690.16,5m,train,0.375,8347
3.0,2.0,5973,0.299,0.3762,-0.9822,-5866.46,5m,train,0.375,8347
3.5,0.25,5973,0.322,0.885,-0.4509,-2693.26,5m,train,0.375,8347
3.5,0.5,5973,0.298,0.6606,-0.6957,-4155.66,5m,train,0.375,8347
3.5,0.75,5973,0.286,0.5639,-0.7943,-4744.21,5m,train,0.375,8347
3.5,1.0,5973,0.281,0.5127,-0.8455,-5050.13,5m,train,0.375,8347
3.5,1.5,5973,0.275,0.4531,-0.9053,-5407.08,5m,train,0.375,8347
3.5,2.0,5973,0.273,0.4193,-0.9391,-5609.05,5m,train,0.375,8347
4.0,0.25,5973,0.314,0.9967,-0.3297,-1969.35,5m,train,0.375,8347
4.0,0.5,5973,0.286,0.7486,-0.6066,-3623.31,5m,train,0.375,8347
4.0,0.75,5973,0.273,0.6382,-0.7196,-4298.41,5m,train,0.375,8347
4.0,1.0,5973,0.267,0.5798,-0.7782,-4648.22,5m,train,0.375,8347
4.0,1.5,5973,0.26,0.5099,-0.8485,-5067.83,5m,train,0.375,8347
4.0,2.0,5973,0.256,0.4707,-0.8877,-5302.0,5m,train,0.375,8347
4.5,0.25,5973,0.306,1.0629,-0.2535,-1514.05,5m,train,0.375,8347
4.5,0.5,5973,0.276,0.8324,-0.5196,-3103.47,5m,train,0.375,8347
4.5,0.75,5973,0.262,0.715,-0.6421,-3835.13,5m,train,0.375,8347
4.5,1.0,5973,0.255,0.6472,-0.7106,-4244.52,5m,train,0.375,8347
4.5,1.5,5973,0.245,0.5705,-0.7877,-4705.14,5m,train,0.375,8347
4.5,2.0,5973,0.242,0.5238,-0.8345,-4984.74,5m,train,0.375,8347
5.0,0.25,5973,0.302,1.117,-0.1902,-1136.01,5m,train,0.375,8347
5.0,0.5,5973,0.269,0.89,-0.4589,-2741.06,5m,train,0.375,8347
5.0,0.75,5973,0.253,0.7697,-0.5858,-3499.19,5m,train,0.375,8347
5.0,1.0,5973,0.246,0.6963,-0.6608,-3946.87,5m,train,0.375,8347
5.0,1.5,5973,0.235,0.6065,-0.7515,-4488.74,5m,train,0.375,8347
5.0,2.0,5973,0.231,0.5532,-0.805,-4808.44,5m,train,0.375,8347
1.5,0.25,5963,0.443,0.5269,-0.8303,-4951.32,5m,train,0.4,8347
1.5,0.5,5963,0.436,0.4493,-0.9087,-5418.58,5m,train,0.4,8347
1.5,0.75,5963,0.432,0.4187,-0.9393,-5601.32,5m,train,0.4,8347
1.5,1.0,5963,0.431,0.4013,-0.9567,-5704.94,5m,train,0.4,8347
1.5,1.5,5963,0.43,0.3814,-0.9766,-5823.75,5m,train,0.4,8347
1.5,2.0,5963,0.429,0.3698,-0.9882,-5892.74,5m,train,0.4,8347
2.0,0.25,5963,0.4,0.6131,-0.7422,-4425.83,5m,train,0.4,8347
2.0,0.5,5963,0.388,0.4961,-0.8619,-5139.22,5m,train,0.4,8347
2.0,0.75,5963,0.383,0.45,-0.908,-5414.53,5m,train,0.4,8347
2.0,1.0,5963,0.381,0.4245,-0.9336,-5566.86,5m,train,0.4,8347
2.0,1.5,5963,0.379,0.3953,-0.9627,-5740.83,5m,train,0.4,8347
2.0,2.0,5963,0.378,0.3784,-0.9797,-5841.86,5m,train,0.4,8347
2.5,0.25,5963,0.365,0.7171,-0.6335,-3777.38,5m,train,0.4,8347
2.5,0.5,5963,0.348,0.5505,-0.8072,-4813.15,5m,train,0.4,8347
2.5,0.75,5963,0.34,0.4874,-0.8706,-5191.23,5m,train,0.4,8347
2.5,1.0,5963,0.337,0.4524,-0.9056,-5399.89,5m,train,0.4,8347
2.5,1.5,5963,0.335,0.4109,-0.9471,-5647.71,5m,train,0.4,8347
2.5,2.0,5963,0.334,0.3875,-0.9705,-5787.36,5m,train,0.4,8347
3.0,0.25,5963,0.338,0.7827,-0.5619,-3350.39,5m,train,0.4,8347
3.0,0.5,5963,0.317,0.5727,-0.7849,-4680.45,5m,train,0.4,8347
3.0,0.75,5963,0.308,0.4937,-0.8642,-5153.31,5m,train,0.4,8347
3.0,1.0,5963,0.305,0.4504,-0.9075,-5411.58,5m,train,0.4,8347
3.0,1.5,5963,0.301,0.3991,-0.959,-5718.41,5m,train,0.4,8347
3.0,2.0,5963,0.299,0.3699,-0.9882,-5892.67,5m,train,0.4,8347
3.5,0.25,5963,0.321,0.8864,-0.4502,-2684.5,5m,train,0.4,8347
3.5,0.5,5963,0.297,0.6596,-0.6968,-4154.97,5m,train,0.4,8347
3.5,0.75,5963,0.285,0.564,-0.794,-4734.43,5m,train,0.4,8347
3.5,1.0,5963,0.281,0.513,-0.8449,-5038.28,5m,train,0.4,8347
3.5,1.5,5963,0.275,0.4536,-0.9045,-5393.26,5m,train,0.4,8347
3.5,2.0,5963,0.273,0.4199,-0.9382,-5594.23,5m,train,0.4,8347
4.0,0.25,5963,0.314,0.9922,-0.3353,-1999.26,5m,train,0.4,8347
4.0,0.5,5963,0.286,0.7438,-0.6117,-3647.46,5m,train,0.4,8347
4.0,0.75,5963,0.273,0.6344,-0.7234,-4313.54,5m,train,0.4,8347
4.0,1.0,5963,0.267,0.5763,-0.7817,-4661.01,5m,train,0.4,8347
4.0,1.5,5963,0.261,0.5093,-0.8488,-5061.15,5m,train,0.4,8347
4.0,2.0,5963,0.257,0.4715,-0.8866,-5287.05,5m,train,0.4,8347
4.5,0.25,5963,0.307,1.0604,-0.2574,-1534.76,5m,train,0.4,8347
4.5,0.5,5963,0.276,0.8298,-0.5223,-3114.23,5m,train,0.4,8347
4.5,0.75,5963,0.262,0.7132,-0.6437,-3838.52,5m,train,0.4,8347
4.5,1.0,5963,0.255,0.6489,-0.7087,-4225.9,5m,train,0.4,8347
4.5,1.5,5963,0.246,0.5733,-0.7847,-4678.94,5m,train,0.4,8347
4.5,2.0,5963,0.242,0.5273,-0.8308,-4954.32,5m,train,0.4,8347
5.0,0.25,5963,0.302,1.1104,-0.1979,-1180.3,5m,train,0.4,8347
5.0,0.5,5963,0.269,0.882,-0.4674,-2786.82,5m,train,0.4,8347
5.0,0.75,5963,0.254,0.7667,-0.5889,-3511.32,5m,train,0.4,8347
5.0,1.0,5963,0.246,0.696,-0.6609,-3940.85,5m,train,0.4,8347
5.0,1.5,5963,0.236,0.6091,-0.7487,-4464.7,5m,train,0.4,8347
5.0,2.0,5963,0.231,0.5571,-0.801,-4776.07,5m,train,0.4,8347
1.5,0.25,5948,0.444,0.5306,-0.8269,-4918.56,5m,train,0.425,8347
1.5,0.5,5948,0.437,0.4552,-0.9031,-5371.71,5m,train,0.425,8347
1.5,0.75,5948,0.433,0.4254,-0.9329,-5548.78,5m,train,0.425,8347
1.5,1.0,5948,0.432,0.4086,-0.9498,-5649.14,5m,train,0.425,8347
1.5,1.5,5948,0.431,0.3892,-0.9691,-5764.17,5m,train,0.425,8347
1.5,2.0,5948,0.431,0.378,-0.9803,-5830.93,5m,train,0.425,8347
2.0,0.25,5948,0.401,0.6126,-0.7431,-4419.78,5m,train,0.425,8347
2.0,0.5,5948,0.389,0.4972,-0.8611,-5122.11,5m,train,0.425,8347
2.0,0.75,5948,0.384,0.4533,-0.905,-5382.98,5m,train,0.425,8347
2.0,1.0,5948,0.382,0.4286,-0.9297,-5529.76,5m,train,0.425,8347
2.0,1.5,5948,0.38,0.4004,-0.9579,-5697.69,5m,train,0.425,8347
2.0,2.0,5948,0.38,0.384,-0.9743,-5795.21,5m,train,0.425,8347
2.5,0.25,5948,0.366,0.7184,-0.6331,-3765.84,5m,train,0.425,8347
2.5,0.5,5948,0.349,0.5562,-0.8017,-4768.7,5m,train,0.425,8347
2.5,0.75,5948,0.341,0.494,-0.8644,-5141.23,5m,train,0.425,8347
2.5,1.0,5948,0.339,0.4594,-0.899,-5347.12,5m,train,0.425,8347
2.5,1.5,5948,0.336,0.4202,-0.9381,-5579.83,5m,train,0.425,8347
2.5,2.0,5948,0.335,0.3976,-0.9607,-5714.23,5m,train,0.425,8347
3.0,0.25,5948,0.338,0.7781,-0.5674,-3374.64,5m,train,0.425,8347
3.0,0.5,5948,0.318,0.5718,-0.7861,-4675.46,5m,train,0.425,8347
3.0,0.75,5948,0.309,0.4946,-0.8636,-5136.71,5m,train,0.425,8347
3.0,1.0,5948,0.306,0.4522,-0.906,-5388.71,5m,train,0.425,8347
3.0,1.5,5948,0.301,0.402,-0.9564,-5688.42,5m,train,0.425,8347
3.0,2.0,5948,0.299,0.3734,-0.985,-5858.58,5m,train,0.425,8347
3.5,0.25,5948,0.322,0.8789,-0.4584,-2726.84,5m,train,0.425,8347
3.5,0.5,5948,0.298,0.6549,-0.7017,-4173.9,5m,train,0.425,8347
3.5,0.75,5948,0.286,0.5598,-0.7984,-4748.77,5m,train,0.425,8347
3.5,1.0,5948,0.282,0.5092,-0.8489,-5049.53,5m,train,0.425,8347
3.5,1.5,5948,0.276,0.4503,-0.908,-5400.94,5m,train,0.425,8347
3.5,2.0,5948,0.274,0.4169,-0.9415,-5599.8,5m,train,0.425,8347
4.0,0.25,5948,0.314,0.9881,-0.3408,-2027.12,5m,train,0.425,8347
4.0,0.5,5948,0.287,0.7373,-0.6187,-3680.03,5m,train,0.425,8347
4.0,0.75,5948,0.274,0.6299,-0.7282,-4331.43,5m,train,0.425,8347
4.0,1.0,5948,0.268,0.5728,-0.7854,-4671.5,5m,train,0.425,8347
4.0,1.5,5948,0.261,0.507,-0.8514,-5063.92,5m,train,0.425,8347
4.0,2.0,5948,0.258,0.4697,-0.8886,-5285.54,5m,train,0.425,8347
4.5,0.25,5948,0.307,1.0605,-0.259,-1540.59,5m,train,0.425,8347
4.5,0.5,5948,0.277,0.8238,-0.5293,-3148.34,5m,train,0.425,8347
4.5,0.75,5948,0.262,0.7074,-0.6499,-3865.6,5m,train,0.425,8347
4.5,1.0,5948,0.256,0.6434,-0.7146,-4250.22,5m,train,0.425,8347
4.5,1.5,5948,0.247,0.5679,-0.7904,-4701.54,5m,train,0.425,8347
4.5,2.0,5948,0.243,0.5257,-0.8326,-4952.45,5m,train,0.425,8347
5.0,0.25,5948,0.302,1.1072,-0.2031,-1207.84,5m,train,0.425,8347
5.0,0.5,5948,0.269,0.8789,-0.471,-2801.71,5m,train,0.425,8347
5.0,0.75,5948,0.254,0.7658,-0.5902,-3510.22,5m,train,0.425,8347
5.0,1.0,5948,0.247,0.6968,-0.6604,-3927.95,5m,train,0.425,8347
5.0,1.5,5948,0.237,0.6116,-0.7464,-4439.8,5m,train,0.425,8347
5.0,2.0,5948,0.232,0.5607,-0.7976,-4744.41,5m,train,0.425,8347
1.5,0.25,5941,0.444,0.5299,-0.8278,-4917.87,5m,train,0.45,8347
1.5,0.5,5941,0.437,0.4569,-0.9014,-5355.46,5m,train,0.45,8347
1.5,0.75,5941,0.434,0.428,-0.9303,-5526.98,5m,train,0.45,8347
1.5,1.0,5941,0.432,0.4117,-0.9467,-5624.16,5m,train,0.45,8347
1.5,1.5,5941,0.432,0.3929,-0.9654,-5735.5,5m,train,0.45,8347
1.5,2.0,5941,0.431,0.3821,-0.9763,-5800.09,5m,train,0.45,8347
2.0,0.25,5941,0.402,0.6119,-0.744,-4420.03,5m,train,0.45,8347
2.0,0.5,5941,0.39,0.5012,-0.8572,-5092.37,5m,train,0.45,8347
2.0,0.75,5941,0.386,0.4587,-0.8996,-5344.75,5m,train,0.45,8347
2.0,1.0,5941,0.384,0.4348,-0.9236,-5486.84,5m,train,0.45,8347
2.0,1.5,5941,0.382,0.4074,-0.9509,-5649.44,5m,train,0.45,8347
2.0,2.0,5941,0.381,0.3916,-0.9668,-5743.84,5m,train,0.45,8347
2.5,0.25,5941,0.366,0.7066,-0.6454,-3834.36,5m,train,0.45,8347
2.5,0.5,5941,0.35,0.548,-0.8101,-4813.02,5m,train,0.45,8347
2.5,0.75,5941,0.343,0.4869,-0.8715,-5177.32,5m,train,0.45,8347
2.5,1.0,5941,0.34,0.453,-0.9054,-5379.1,5m,train,0.45,8347
2.5,1.5,5941,0.338,0.4145,-0.9438,-5607.32,5m,train,0.45,8347
2.5,2.0,5941,0.337,0.3923,-0.966,-5739.2,5m,train,0.45,8347
3.0,0.25,5941,0.34,0.7871,-0.5593,-3323.09,5m,train,0.45,8347
3.0,0.5,5941,0.32,0.5921,-0.7658,-4549.63,5m,train,0.45,8347
3.0,0.75,5941,0.312,0.5177,-0.8405,-4993.68,5m,train,0.45,8347
3.0,1.0,5941,0.308,0.4761,-0.8822,-5241.01,5m,train,0.45,8347
3.0,1.5,5941,0.304,0.4273,-0.9311,-5531.63,5m,train,0.45,8347
3.0,2.0,5941,0.303,0.3997,-0.9587,-5695.7,5m,train,0.45,8347
3.5,0.25,5941,0.322,0.8669,-0.4718,-2802.71,5m,train,0.45,8347
3.5,0.5,5941,0.298,0.6405,-0.7166,-4257.26,5m,train,0.45,8347
3.5,0.75,5941,0.287,0.5469,-0.8113,-4820.02,5m,train,0.45,8347
3.5,1.0,5941,0.282,0.4971,-0.8611,-5115.83,5m,train,0.45,8347
3.5,1.5,5941,0.277,0.439,-0.9194,-5461.94,5m,train,0.45,8347
