r_target,expiry_days,n,win_rate,avg_gross,avg_net,total_net,tf,split,depth_frac,n_zones
3.5,2.0,5941,0.274,0.406,-0.9523,-5657.85,5m,train,0.45,8347
4.0,0.25,5941,0.314,0.9827,-0.347,-2061.26,5m,train,0.45,8347
4.0,0.5,5941,0.287,0.7375,-0.6185,-3674.65,5m,train,0.45,8347
4.0,0.75,5941,0.275,0.6323,-0.7259,-4312.28,5m,train,0.45,8347
4.0,1.0,5941,0.269,0.5764,-0.7818,-4644.9,5m,train,0.45,8347
4.0,1.5,5941,0.262,0.5119,-0.8465,-5029.24,5m,train,0.45,8347
4.0,2.0,5941,0.259,0.4753,-0.8831,-5246.26,5m,train,0.45,8347
4.5,0.25,5941,0.307,1.0516,-0.2694,-1600.26,5m,train,0.45,8347
4.5,0.5,5941,0.277,0.8117,-0.5419,-3219.3,5m,train,0.45,8347
4.5,0.75,5941,0.263,0.6951,-0.6624,-3935.5,5m,train,0.45,8347
4.5,1.0,5941,0.256,0.6316,-0.7264,-4315.59,5m,train,0.45,8347
4.5,1.5,5941,0.248,0.557,-0.8014,-4761.36,5m,train,0.45,8347
4.5,2.0,5941,0.244,0.5152,-0.8432,-5009.54,5m,train,0.45,8347
5.0,0.25,5941,0.301,1.0969,-0.2151,-1278.14,5m,train,0.45,8347
5.0,0.5,5941,0.27,0.879,-0.4714,-2800.88,5m,train,0.45,8347
5.0,0.75,5941,0.255,0.7665,-0.5897,-3503.28,5m,train,0.45,8347
5.0,1.0,5941,0.248,0.6974,-0.6598,-3920.0,5m,train,0.45,8347
5.0,1.5,5941,0.238,0.6132,-0.7449,-4425.53,5m,train,0.45,8347
5.0,2.0,5941,0.233,0.563,-0.7954,-4725.57,5m,train,0.45,8347
1.5,0.25,5927,0.442,0.5004,-0.857,-5079.31,5m,train,0.475,8347
1.5,0.5,5927,0.435,0.4316,-0.9264,-5490.97,5m,train,0.475,8347
1.5,0.75,5927,0.432,0.4048,-0.9533,-5650.05,5m,train,0.475,8347
1.5,1.0,5927,0.43,0.3898,-0.9683,-5739.07,5m,train,0.475,8347
1.5,1.5,5927,0.43,0.3728,-0.9853,-5839.74,5m,train,0.475,8347
1.5,2.0,5927,0.429,0.363,-0.995,-5897.39,5m,train,0.475,8347
2.0,0.25,5927,0.401,0.5931,-0.7627,-4520.81,5m,train,0.475,8347
2.0,0.5,5927,0.39,0.488,-0.8701,-5156.79,5m,train,0.475,8347
2.0,0.75,5927,0.385,0.4472,-0.9109,-5398.85,5m,train,0.475,8347
2.0,1.0,5927,0.384,0.4244,-0.9337,-5534.01,5m,train,0.475,8347
2.0,1.5,5927,0.382,0.3985,-0.9596,-5687.38,5m,train,0.475,8347
2.0,2.0,5927,0.381,0.3836,-0.9745,-5775.68,5m,train,0.475,8347
2.5,0.25,5927,0.366,0.686,-0.6663,-3949.06,5m,train,0.475,8347
2.5,0.5,5927,0.35,0.5354,-0.8225,-4874.75,5m,train,0.475,8347
2.5,0.75,5927,0.343,0.4775,-0.8806,-5219.26,5m,train,0.475,8347
2.5,1.0,5927,0.34,0.4454,-0.9126,-5409.25,5m,train,0.475,8347
2.5,1.5,5927,0.338,0.4094,-0.9487,-5622.69,5m,train,0.475,8347
2.5,2.0,5927,0.337,0.3887,-0.9693,-5745.16,5m,train,0.475,8347
3.0,0.25,5927,0.339,0.7465,-0.6009,-3561.4,5m,train,0.475,8347
3.0,0.5,5927,0.319,0.5581,-0.7995,-4738.84,5m,train,0.475,8347
3.0,0.75,5927,0.311,0.4868,-0.8712,-5163.87,5m,train,0.475,8347
3.0,1.0,5927,0.307,0.4475,-0.9105,-5396.6,5m,train,0.475,8347
3.0,1.5,5927,0.304,0.4014,-0.9566,-5670.05,5m,train,0.475,8347
3.0,2.0,5927,0.302,0.3755,-0.9826,-5823.62,5m,train,0.475,8347
3.5,0.25,5927,0.321,0.8406,-0.4985,-2954.7,5m,train,0.475,8347
3.5,0.5,5927,0.298,0.6179,-0.739,-4380.1,5m,train,0.475,8347
3.5,0.75,5927,0.287,0.5269,-0.831,-4925.54,5m,train,0.475,8347
3.5,1.0,5927,0.281,0.4786,-0.8794,-5211.99,5m,train,0.475,8347
3.5,1.5,5927,0.276,0.4223,-0.9358,-5546.48,5m,train,0.475,8347
3.5,2.0,5927,0.275,0.3905,-0.9676,-5735.03,5m,train,0.475,8347
4.0,0.25,5927,0.314,0.9605,-0.3701,-2193.65,5m,train,0.475,8347
4.0,0.5,5927,0.288,0.7149,-0.6412,-3800.2,5m,train,0.475,8347
4.0,0.75,5927,0.275,0.612,-0.7459,-4421.1,5m,train,0.475,8347
4.0,1.0,5927,0.269,0.5575,-0.8004,-4743.95,5m,train,0.475,8347
4.0,1.5,5927,0.262,0.4948,-0.8633,-5116.79,5m,train,0.475,8347
4.0,2.0,5927,0.259,0.4594,-0.8987,-5326.6,5m,train,0.475,8347
4.5,0.25,5927,0.307,1.0219,-0.3006,-1781.66,5m,train,0.475,8347
4.5,0.5,5927,0.278,0.7826,-0.5714,-3386.51,5m,train,0.475,8347
4.5,0.75,5927,0.263,0.6644,-0.693,-4107.64,5m,train,0.475,8347
4.5,1.0,5927,0.256,0.6011,-0.7567,-4484.85,5m,train,0.475,8347
4.5,1.5,5927,0.248,0.5268,-0.8313,-4927.0,5m,train,0.475,8347
4.5,2.0,5927,0.244,0.4855,-0.8726,-5172.02,5m,train,0.475,8347
5.0,0.25,5927,0.301,1.073,-0.2402,-1423.45,5m,train,0.475,8347
5.0,0.5,5927,0.27,0.8514,-0.4997,-2961.45,5m,train,0.475,8347
5.0,0.75,5927,0.254,0.7356,-0.6208,-3679.47,5m,train,0.475,8347
5.0,1.0,5927,0.247,0.6718,-0.6854,-4062.1,5m,train,0.475,8347
5.0,1.5,5927,0.237,0.5942,-0.7636,-4526.12,5m,train,0.475,8347
5.0,2.0,5927,0.232,0.5471,-0.811,-4806.66,5m,train,0.475,8347
1.5,0.25,5920,0.443,0.4964,-0.8607,-5095.44,5m,train,0.5,8347
1.5,0.5,5920,0.436,0.429,-0.9289,-5498.88,5m,train,0.5,8347
1.5,0.75,5920,0.433,0.4026,-0.9552,-5654.71,5m,train,0.5,8347
1.5,1.0,5920,0.431,0.3879,-0.9699,-5741.87,5m,train,0.5,8347
1.5,1.5,5920,0.431,0.3713,-0.9866,-5840.44,5m,train,0.5,8347
1.5,2.0,5920,0.43,0.3617,-0.9961,-5896.9,5m,train,0.5,8347
2.0,0.25,5920,0.402,0.6,-0.7557,-4473.86,5m,train,0.5,8347
2.0,0.5,5920,0.391,0.497,-0.8609,-5096.32,5m,train,0.5,8347
2.0,0.75,5920,0.387,0.4572,-0.9007,-5331.96,5m,train,0.5,8347
2.0,1.0,5920,0.385,0.4349,-0.9229,-5463.54,5m,train,0.5,8347
2.0,1.5,5920,0.383,0.4097,-0.9481,-5612.82,5m,train,0.5,8347
2.0,2.0,5920,0.383,0.3952,-0.9626,-5698.74,5m,train,0.5,8347
2.5,0.25,5920,0.368,0.685,-0.6676,-3952.21,5m,train,0.5,8347
2.5,0.5,5920,0.352,0.5418,-0.8157,-4829.23,5m,train,0.5,8347
2.5,0.75,5920,0.346,0.4862,-0.8716,-5160.04,5m,train,0.5,8347
2.5,1.0,5920,0.343,0.4554,-0.9025,-5342.66,5m,train,0.5,8347
2.5,1.5,5920,0.341,0.4207,-0.9371,-5547.83,5m,train,0.5,8347
2.5,2.0,5920,0.34,0.4008,-0.957,-5665.56,5m,train,0.5,8347
3.0,0.25,5920,0.339,0.741,-0.6069,-3592.87,5m,train,0.5,8347
3.0,0.5,5920,0.32,0.5604,-0.797,-4718.12,5m,train,0.5,8347
3.0,0.75,5920,0.312,0.4917,-0.866,-5126.93,5m,train,0.5,8347
3.0,1.0,5920,0.308,0.4539,-0.9039,-5350.9,5m,train,0.5,8347
3.0,1.5,5920,0.305,0.4095,-0.9484,-5614.49,5m,train,0.5,8347
3.0,2.0,5920,0.303,0.3845,-0.9734,-5762.43,5m,train,0.5,8347
3.5,0.25,5920,0.321,0.8215,-0.5188,-3071.18,5m,train,0.5,8347
3.5,0.5,5920,0.298,0.601,-0.7559,-4475.04,5m,train,0.5,8347
3.5,0.75,5920,0.288,0.5109,-0.8467,-5012.74,5m,train,0.5,8347
3.5,1.0,5920,0.283,0.4637,-0.894,-5292.29,5m,train,0.5,8347
3.5,1.5,5920,0.278,0.4086,-0.9493,-5619.57,5m,train,0.5,8347
3.5,2.0,5920,0.276,0.3774,-0.9804,-5804.14,5m,train,0.5,8347
4.0,0.25,5920,0.313,0.94,-0.392,-2320.7,5m,train,0.5,8347
4.0,0.5,5920,0.287,0.7038,-0.652,-3859.98,5m,train,0.5,8347
4.0,0.75,5920,0.275,0.6031,-0.7546,-4467.35,5m,train,0.5,8347
4.0,1.0,5920,0.269,0.5498,-0.8079,-4782.67,5m,train,0.5,8347
4.0,1.5,5920,0.263,0.4884,-0.8695,-5147.34,5m,train,0.5,8347
4.0,2.0,5920,0.26,0.4537,-0.9041,-5352.53,5m,train,0.5,8347
4.5,0.25,5920,0.307,1.0138,-0.3094,-1831.45,5m,train,0.5,8347
4.5,0.5,5920,0.278,0.7791,-0.5748,-3403.0,5m,train,0.5,8347
4.5,0.75,5920,0.264,0.6635,-0.6937,-4106.94,5m,train,0.5,8347
4.5,1.0,5920,0.257,0.6031,-0.7544,-4465.9,5m,train,0.5,8347
4.5,1.5,5920,0.249,0.531,-0.8268,-4894.78,5m,train,0.5,8347
4.5,2.0,5920,0.245,0.4908,-0.8671,-5133.11,5m,train,0.5,8347
5.0,0.25,5920,0.301,1.0694,-0.2445,-1447.72,5m,train,0.5,8347
5.0,0.5,5920,0.27,0.8448,-0.5066,-2999.03,5m,train,0.5,8347
5.0,0.75,5920,0.255,0.7269,-0.6295,-3726.73,5m,train,0.5,8347
5.0,1.0,5920,0.247,0.6616,-0.6956,-4117.68,5m,train,0.5,8347
5.0,1.5,5920,0.238,0.5818,-0.776,-4594.09,5m,train,0.5,8347
5.0,2.0,5920,0.233,0.5378,-0.8201,-4854.97,5m,train,0.5,8347
1.5,0.25,5910,0.444,0.5084,-0.8491,-5018.15,5m,train,0.525,8347
1.5,0.5,5910,0.438,0.4429,-0.9153,-5409.18,5m,train,0.525,8347
1.5,0.75,5910,0.435,0.4174,-0.9408,-5559.99,5m,train,0.525,8347
1.5,1.0,5910,0.433,0.4031,-0.955,-5644.22,5m,train,0.525,8347
1.5,1.5,5910,0.432,0.387,-0.9711,-5739.32,5m,train,0.525,8347
1.5,2.0,5910,0.432,0.3778,-0.9803,-5793.71,5m,train,0.525,8347
2.0,0.25,5910,0.401,0.6026,-0.7536,-4453.77,5m,train,0.525,8347
2.0,0.5,5910,0.392,0.5027,-0.8554,-5055.59,5m,train,0.525,8347
2.0,0.75,5910,0.388,0.4641,-0.894,-5283.84,5m,train,0.525,8347
2.0,1.0,5910,0.386,0.4425,-0.9156,-5411.29,5m,train,0.525,8347
2.0,1.5,5910,0.384,0.4181,-0.9401,-5555.84,5m,train,0.525,8347
2.0,2.0,5910,0.384,0.404,-0.9542,-5639.03,5m,train,0.525,8347
2.5,0.25,5910,0.367,0.6894,-0.6636,-3921.8,5m,train,0.525,8347
2.5,0.5,5910,0.353,0.5479,-0.8101,-4787.74,5m,train,0.525,8347
2.5,0.75,5910,0.347,0.493,-0.8651,-5112.92,5m,train,0.525,8347
2.5,1.0,5910,0.344,0.4627,-0.8955,-5292.16,5m,train,0.525,8347
2.5,1.5,5910,0.341,0.4286,-0.9295,-5493.55,5m,train,0.525,8347
2.5,2.0,5910,0.34,0.4091,-0.9491,-5609.05,5m,train,0.525,8347
3.0,0.25,5910,0.338,0.7354,-0.6133,-3624.62,5m,train,0.525,8347
3.0,0.5,5910,0.319,0.557,-0.8007,-4732.42,5m,train,0.525,8347
3.0,0.75,5910,0.312,0.4893,-0.8688,-5134.71,5m,train,0.525,8347
3.0,1.0,5910,0.309,0.4519,-0.9062,-5355.55,5m,train,0.525,8347
3.0,1.5,5910,0.305,0.408,-0.9502,-5615.74,5m,train,0.525,8347
3.0,2.0,5910,0.304,0.3832,-0.9749,-5761.77,5m,train,0.525,8347
3.5,0.25,5910,0.321,0.8227,-0.5186,-3064.64,5m,train,0.525,8347
3.5,0.5,5910,0.298,0.6065,-0.7508,-4437.47,5m,train,0.525,8347
3.5,0.75,5910,0.289,0.518,-0.8401,-4964.76,5m,train,0.525,8347
3.5,1.0,5910,0.284,0.471,-0.8871,-5243.0,5m,train,0.525,8347
3.5,1.5,5910,0.278,0.4165,-0.9416,-5565.14,5m,train,0.525,8347
3.5,2.0,5910,0.277,0.3859,-0.9722,-5745.9,5m,train,0.525,8347
4.0,0.25,5910,0.312,0.9285,-0.4045,-2390.48,5m,train,0.525,8347
4.0,0.5,5910,0.286,0.6963,-0.66,-3900.67,5m,train,0.525,8347
4.0,0.75,5910,0.274,0.5969,-0.7611,-4498.24,5m,train,0.525,8347
4.0,1.0,5910,0.269,0.5444,-0.8137,-4808.69,5m,train,0.525,8347
4.0,1.5,5910,0.262,0.4837,-0.8744,-5167.91,5m,train,0.525,8347
4.0,2.0,5910,0.26,0.4495,-0.9086,-5369.98,5m,train,0.525,8347
4.5,0.25,5910,0.306,1.0108,-0.3138,-1854.58,5m,train,0.525,8347
4.5,0.5,5910,0.278,0.7757,-0.5788,-3420.64,5m,train,0.525,8347
4.5,0.75,5910,0.265,0.6637,-0.6938,-4100.26,5m,train,0.525,8347
4.5,1.0,5910,0.258,0.6038,-0.754,-4456.14,5m,train,0.525,8347
4.5,1.5,5910,0.25,0.5324,-0.8258,-4880.47,5m,train,0.525,8347
4.5,2.0,5910,0.246,0.4925,-0.8656,-5115.92,5m,train,0.525,8347
5.0,0.25,5910,0.3,1.0656,-0.2503,-1479.52,5m,train,0.525,8347
5.0,0.5,5910,0.27,0.8427,-0.5093,-3009.69,5m,train,0.525,8347
5.0,0.75,5910,0.255,0.7255,-0.6313,-3730.92,5m,train,0.525,8347
5.0,1.0,5910,0.248,0.6603,-0.6971,-4120.15,5m,train,0.525,8347
5.0,1.5,5910,0.239,0.5808,-0.7774,-4594.16,5m,train,0.525,8347
5.0,2.0,5910,0.234,0.5369,-0.8213,-4853.62,5m,train,0.525,8347
1.5,0.25,5899,0.444,0.5047,-0.8532,-5033.19,5m,train,0.55,8347
1.5,0.5,5899,0.438,0.4396,-0.9192,-5422.19,5m,train,0.55,8347
1.5,0.75,5899,0.435,0.4143,-0.9444,-5571.12,5m,train,0.55,8347
1.5,1.0,5899,0.433,0.4003,-0.9585,-5654.18,5m,train,0.55,8347
1.5,1.5,5899,0.432,0.3844,-0.9744,-5747.89,5m,train,0.55,8347
1.5,2.0,5899,0.432,0.3753,-0.9835,-5801.47,5m,train,0.55,8347
2.0,0.25,5899,0.403,0.5949,-0.7617,-4493.49,5m,train,0.55,8347
2.0,0.5,5899,0.393,0.4976,-0.8612,-5080.09,5m,train,0.55,8347
2.0,0.75,5899,0.389,0.4598,-0.8989,-5302.67,5m,train,0.55,8347
2.0,1.0,5899,0.388,0.4388,-0.92,-5426.81,5m,train,0.55,8347
2.0,1.5,5899,0.386,0.415,-0.9438,-5567.49,5m,train,0.55,8347
2.0,2.0,5899,0.385,0.4012,-0.9575,-5648.4,5m,train,0.55,8347
2.5,0.25,5899,0.369,0.6868,-0.6671,-3935.22,5m,train,0.55,8347
2.5,0.5,5899,0.354,0.5476,-0.8111,-4784.42,5m,train,0.55,8347
2.5,0.75,5899,0.349,0.4937,-0.8651,-5103.12,5m,train,0.55,8347
2.5,1.0,5899,0.346,0.4643,-0.8945,-5276.63,5m,train,0.55,8347
2.5,1.5,5899,0.344,0.4311,-0.9277,-5472.3,5m,train,0.55,8347
2.5,2.0,5899,0.343,0.412,-0.9467,-5584.62,5m,train,0.55,8347
3.0,0.25,5899,0.34,0.736,-0.6138,-3620.52,5m,train,0.55,8347
3.0,0.5,5899,0.321,0.5639,-0.7945,-4686.7,5m,train,0.55,8347
3.0,0.75,5899,0.314,0.498,-0.8607,-5077.14,5m,train,0.55,8347
3.0,1.0,5899,0.311,0.4617,-0.897,-5291.49,5m,train,0.55,8347
3.0,1.5,5899,0.307,0.4189,-0.9399,-5544.28,5m,train,0.55,8347
3.0,2.0,5899,0.305,0.3949,-0.9639,-5686.02,5m,train,0.55,8347
3.5,0.25,5899,0.323,0.8157,-0.5279,-3114.25,5m,train,0.55,8347
3.5,0.5,5899,0.3,0.6115,-0.7465,-4403.55,5m,train,0.55,8347
3.5,0.75,5899,0.291,0.5274,-0.8312,-4903.52,5m,train,0.55,8347
3.5,1.0,5899,0.286,0.4826,-0.8761,-5168.23,5m,train,0.55,8347
3.5,1.5,5899,0.281,0.4306,-0.9282,-5475.42,5m,train,0.55,8347
3.5,2.0,5899,0.279,0.4014,-0.9574,-5647.68,5m,train,0.55,8347
4.0,0.25,5899,0.313,0.9261,-0.4084,-2409.14,5m,train,0.55,8347
4.0,0.5,5899,0.287,0.7006,-0.6565,-3872.83,5m,train,0.55,8347
4.0,0.75,5899,0.276,0.603,-0.7556,-4457.48,5m,train,0.55,8347
4.0,1.0,5899,0.271,0.5514,-0.8072,-4761.51,5m,train,0.55,8347
4.0,1.5,5899,0.265,0.4919,-0.8668,-5113.48,5m,train,0.55,8347
4.0,2.0,5899,0.262,0.4584,-0.9004,-5311.4,5m,train,0.55,8347
4.5,0.25,5899,0.308,1.023,-0.303,-1787.21,5m,train,0.55,8347
4.5,0.5,5899,0.28,0.7924,-0.5628,-3320.25,5m,train,0.55,8347
4.5,0.75,5899,0.267,0.6806,-0.6777,-3997.79,5m,train,0.55,8347
4.5,1.0,5899,0.26,0.6211,-0.7374,-4350.07,5m,train,0.55,8347
4.5,1.5,5899,0.252,0.5511,-0.8077,-4764.64,5m,train,0.55,8347
4.5,2.0,5899,0.248,0.5122,-0.8465,-4993.72,5m,train,0.55,8347
5.0,0.25,5899,0.302,1.0693,-0.2487,-1467.29,5m,train,0.55,8347
5.0,0.5,5899,0.271,0.8481,-0.5048,-2977.88,5m,train,0.55,8347
5.0,0.75,5899,0.257,0.7323,-0.6252,-3687.89,5m,train,0.55,8347
5.0,1.0,5899,0.25,0.6681,-0.6901,-4070.62,5m,train,0.55,8347
5.0,1.5,5899,0.241,0.5899,-0.7689,-4535.61,5m,train,0.55,8347
5.0,2.0,5899,0.237,0.5468,-0.812,-4789.96,5m,train,0.55,8347
1.5,0.25,5884,0.445,0.507,-0.8511,-5007.76,5m,train,0.575,8347
1.5,0.5,5884,0.439,0.4441,-0.9148,-5382.46,5m,train,0.575,8347
1.5,0.75,5884,0.436,0.4195,-0.9393,-5526.77,5m,train,0.575,8347
1.5,1.0,5884,0.434,0.4059,-0.953,-5607.29,5m,train,0.575,8347
1.5,1.5,5884,0.434,0.3904,-0.9684,-5698.12,5m,train,0.575,8347
1.5,2.0,5884,0.433,0.3816,-0.9772,-5750.04,5m,train,0.575,8347
2.0,0.25,5884,0.404,0.5972,-0.7597,-4470.05,5m,train,0.575,8347
2.0,0.5,5884,0.394,0.5005,-0.8583,-5050.44,5m,train,0.575,8347
2.0,0.75,5884,0.391,0.4631,-0.8958,-5270.64,5m,train,0.575,8347
2.0,1.0,5884,0.389,0.4422,-0.9167,-5393.58,5m,train,0.575,8347
2.0,1.5,5884,0.387,0.4185,-0.9403,-5532.94,5m,train,0.575,8347
2.0,2.0,5884,0.386,0.4049,-0.954,-5613.1,5m,train,0.575,8347
2.5,0.25,5884,0.371,0.6934,-0.661,-3889.36,5m,train,0.575,8347
2.5,0.5,5884,0.356,0.5643,-0.7944,-4674.23,5m,train,0.575,8347
2.5,0.75,5884,0.35,0.5121,-0.8467,-4981.97,5m,train,0.575,8347
2.5,1.0,5884,0.348,0.4836,-0.8752,-5149.69,5m,train,0.575,8347
2.5,1.5,5884,0.345,0.4514,-0.9074,-5338.96,5m,train,0.575,8347
2.5,2.0,5884,0.344,0.433,-0.9258,-5447.66,5m,train,0.575,8347
3.0,0.25,5884,0.343,0.7589,-0.5913,-3479.27,5m,train,0.575,8347
3.0,0.5,5884,0.324,0.5905,-0.768,-4518.78,5m,train,0.575,8347
3.0,0.75,5884,0.316,0.5263,-0.8325,-4898.3,5m,train,0.575,8347
3.0,1.0,5884,0.313,0.4908,-0.8679,-5106.87,5m,train,0.575,8347
3.0,1.5,5884,0.309,0.449,-0.9098,-5353.2,5m,train,0.575,8347
3.0,2.0,5884,0.308,0.4256,-0.9332,-5491.23,5m,train,0.575,8347
3.5,0.25,5884,0.324,0.8168,-0.5278,-3105.53,5m,train,0.575,8347
3.5,0.5,5884,0.302,0.6149,-0.7431,-4372.5,5m,train,0.575,8347
3.5,0.75,5884,0.291,0.5325,-0.8263,-4861.93,5m,train,0.575,8347
3.5,1.0,5884,0.287,0.4889,-0.8699,-5118.52,5m,train,0.575,8347
3.5,1.5,5884,0.282,0.4382,-0.9207,-5417.29,5m,train,0.575,8347
3.5,2.0,5884,0.28,0.4097,-0.9492,-5584.98,5m,train,0.575,8347
4.0,0.25,5884,0.315,0.9424,-0.3934,-2314.5,5m,train,0.575,8347
4.0,0.5,5884,0.289,0.7176,-0.6399,-3765.22,5m,train,0.575,8347
4.0,0.75,5884,0.278,0.6219,-0.7368,-4335.26,5m,train,0.575,8347
4.0,1.0,5884,0.272,0.5713,-0.7874,-4633.15,5m,train,0.575,8347
4.0,1.5,5884,0.266,0.5127,-0.8461,-4978.59,5m,train,0.575,8347
4.0,2.0,5884,0.264,0.4797,-0.8792,-5172.96,5m,train,0.575,8347
4.5,0.25,5884,0.308,1.0346,-0.2924,-1720.25,5m,train,0.575,8347
4.5,0.5,5884,0.281,0.805,-0.5502,-3237.53,5m,train,0.575,8347
4.5,0.75,5884,0.268,0.6933,-0.665,-3913.04,5m,train,0.575,8347
4.5,1.0,5884,0.261,0.6339,-0.7247,-4263.91,5m,train,0.575,8347
4.5,1.5,5884,0.254,0.5639,-0.7949,-4677.31,5m,train,0.575,8347
4.5,2.0,5884,0.25,0.5251,-0.8338,-4905.83,5m,train,0.575,8347
5.0,0.25,5884,0.303,1.0845,-0.2349,-1382.07,5m,train,0.575,8347
5.0,0.5,5884,0.274,0.8613,-0.4919,-2894.2,5m,train,0.575,8347
5.0,0.75,5884,0.259,0.7463,-0.6112,-3596.14,5m,train,0.575,8347
5.0,1.0,5884,0.252,0.6795,-0.6787,-3993.58,5m,train,0.575,8347
5.0,1.5,5884,0.243,0.5987,-0.7601,-4472.64,5m,train,0.575,8347
5.0,2.0,5884,0.238,0.5545,-0.8044,-4732.85,5m,train,0.575,8347
1.5,0.25,5871,0.444,0.4981,-0.8602,-5050.34,5m,train,0.6,8347
1.5,0.5,5871,0.439,0.4377,-0.9212,-5408.61,5m,train,0.6,8347
1.5,0.75,5871,0.436,0.4142,-0.9448,-5547.07,5m,train,0.6,8347
1.5,1.0,5871,0.434,0.401,-0.958,-5624.26,5m,train,0.6,8347
1.5,1.5,5871,0.433,0.3862,-0.9728,-5711.27,5m,train,0.6,8347
1.5,2.0,5871,0.433,0.3777,-0.9813,-5760.95,5m,train,0.6,8347
2.0,0.25,5871,0.405,0.5929,-0.7642,-4486.6,5m,train,0.6,8347
2.0,0.5,5871,0.394,0.4977,-0.8612,-5056.37,5m,train,0.6,8347
2.0,0.75,5871,0.391,0.4612,-0.8978,-5271.1,5m,train,0.6,8347
2.0,1.0,5871,0.389,0.4408,-0.9182,-5390.95,5m,train,0.6,8347
2.0,1.5,5871,0.388,0.4176,-0.9414,-5526.74,5m,train,0.6,8347
2.0,2.0,5871,0.387,0.4043,-0.9547,-5604.78,5m,train,0.6,8347
2.5,0.25,5871,0.371,0.6841,-0.6706,-3937.3,5m,train,0.6,8347
2.5,0.5,5871,0.357,0.5569,-0.802,-4708.28,5m,train,0.6,8347
2.5,0.75,5871,0.351,0.5054,-0.8536,-5011.32,5m,train,0.6,8347
2.5,1.0,5871,0.348,0.4773,-0.8817,-5176.4,5m,train,0.6,8347
2.5,1.5,5871,0.346,0.4456,-0.9134,-5362.65,5m,train,0.6,8347
2.5,2.0,5871,0.345,0.4274,-0.9316,-5469.6,5m,train,0.6,8347
3.0,0.25,5871,0.344,0.7582,-0.5931,-3482.18,5m,train,0.6,8347
3.0,0.5,5871,0.326,0.5952,-0.7635,-4482.33,5m,train,0.6,8347
3.0,0.75,5871,0.318,0.5334,-0.8256,-4846.87,5m,train,0.6,8347
3.0,1.0,5871,0.315,0.4992,-0.8598,-5047.64,5m,train,0.6,8347
3.0,1.5,5871,0.311,0.4588,-0.9002,-5285.23,5m,train,0.6,8347
3.0,2.0,5871,0.31,0.4361,-0.9229,-5418.22,5m,train,0.6,8347
3.5,0.25,5871,0.325,0.8258,-0.5198,-3051.47,5m,train,0.6,8347
3.5,0.5,5871,0.304,0.6279,-0.7303,-4287.45,5m,train,0.6,8347
3.5,0.75,5871,0.293,0.5468,-0.8121,-4767.67,5m,train,0.6,8347
3.5,1.0,5871,0.289,0.504,-0.8549,-5019.04,5m,train,0.6,8347
3.5,1.5,5871,0.284,0.4543,-0.9047,-5311.73,5m,train,0.6,8347
3.5,2.0,5871,0.282,0.4263,-0.9327,-5475.78,5m,train,0.6,8347
4.0,0.25,5871,0.314,0.9275,-0.4093,-2403.05,5m,train,0.6,8347
4.0,0.5,5871,0.29,0.7045,-0.6533,-3835.34,5m,train,0.6,8347
4.0,0.75,5871,0.278,0.6093,-0.7496,-4400.8,5m,train,0.6,8347
4.0,1.0,5871,0.273,0.5583,-0.8007,-4700.75,5m,train,0.6,8347
4.0,1.5,5871,0.267,0.4996,-0.8594,-5045.26,5m,train,0.6,8347
4.0,2.0,5871,0.265,0.4668,-0.8922,-5238.23,5m,train,0.6,8347
4.5,0.25,5871,0.308,1.0241,-0.3045,-1787.74,5m,train,0.6,8347
4.5,0.5,5871,0.282,0.7963,-0.5597,-3285.75,5m,train,0.6,8347
4.5,0.75,5871,0.268,0.6891,-0.6695,-3930.74,5m,train,0.6,8347
4.5,1.0,5871,0.262,0.6319,-0.7268,-4267.06,5m,train,0.6,8347
4.5,1.5,5871,0.254,0.5641,-0.7949,-4667.08,5m,train,0.6,8347
4.5,2.0,5871,0.251,0.5263,-0.8327,-4888.63,5m,train,0.6,8347
5.0,0.25,5871,0.304,1.0875,-0.233,-1367.81,5m,train,0.6,8347
5.0,0.5,5871,0.275,0.8638,-0.4896,-2874.64,5m,train,0.6,8347
5.0,0.75,5871,0.26,0.7481,-0.6096,-3579.13,5m,train,0.6,8347
5.0,1.0,5871,0.252,0.6816,-0.6767,-3973.06,5m,train,0.6,8347
5.0,1.5,5871,0.243,0.6013,-0.7578,-4448.82,5m,train,0.6,8347
5.0,2.0,5871,0.239,0.5573,-0.8018,-4707.14,5m,train,0.6,8347
1.5,0.25,5862,0.445,0.504,-0.8543,-5007.87,5m,train,0.625,8347
1.5,0.5,5862,0.439,0.4455,-0.9135,-5355.03,5m,train,0.625,8347
1.5,0.75,5862,0.437,0.4226,-0.9364,-5489.3,5m,train,0.625,8347
1.5,1.0,5862,0.435,0.4098,-0.9492,-5564.11,5m,train,0.625,8347
1.5,1.5,5862,0.435,0.3954,-0.9636,-5648.36,5m,train,0.625,8347
1.5,2.0,5862,0.434,0.3872,-0.9718,-5696.41,5m,train,0.625,8347
2.0,0.25,5862,0.406,0.5931,-0.7644,-4481.16,5m,train,0.625,8347
2.0,0.5,5862,0.395,0.4999,-0.8591,-5036.09,5m,train,0.625,8347
2.0,0.75,5862,0.392,0.4641,-0.8949,-5245.91,5m,train,0.625,8347
2.0,1.0,5862,0.391,0.4441,-0.9149,-5363.08,5m,train,0.625,8347
2.0,1.5,5862,0.389,0.4214,-0.9375,-5495.84,5m,train,0.625,8347
