kind,tf,depth_frac,r_target,expiry_days,avg_pnl_holdout,avg_pnl_train,avg_pnl_validation,n_holdout,n_train,n_validation
FVG,30m,0.65,3.0,0.083,1.854,1.9038,2.3487,1678,4188,1738
FVG,30m,0.575,5.0,0.167,1.8873,1.9008,2.2985,1682,4246,1759
FVG,30m,0.45,10.0,0.25,1.4553,1.9003,1.7662,1714,4269,1785
FVG,30m,0.6,3.0,0.125,1.8988,1.8989,2.2751,1680,4231,1754
FVG,30m,0.6,5.0,0.167,1.8144,1.8979,2.2267,1680,4231,1754
FVG,30m,0.375,3.0,0.167,1.6358,1.8928,1.9968,1712,4290,1803
FVG,30m,0.475,10.0,0.25,1.4595,1.8928,1.6819,1710,4255,1775
FVG,30m,0.5,4.0,0.167,1.7291,1.8899,2.125,1703,4254,1768
FVG,30m,0.7,5.0,0.167,1.6719,1.8893,2.2737,1667,4149,1717
FVG,30m,0.65,5.0,0.167,1.7804,1.8878,2.2389,1678,4188,1738
FVG,30m,0.6,3.0,0.083,1.8745,1.8875,2.348,1680,4231,1754
FVG,30m,0.675,3.0,0.083,1.8903,1.883,2.3188,1669,4174,1734
FVG,30m,0.375,2.0,0.125,1.7843,1.8724,1.9893,1712,4290,1803
FVG,30m,0.425,7.0,0.25,1.5346,1.8715,1.8517,1713,4280,1795
FVG,30m,0.375,2.0,0.083,1.7622,1.8621,2.2059,1712,4290,1803
FVG,30m,0.7,3.0,0.083,1.8578,1.8591,2.3549,1667,4149,1717
FVG,30m,0.65,3.0,0.125,1.8658,1.856,2.2551,1678,4188,1738
FVG,30m,0.525,4.0,0.167,1.7239,1.8526,2.1399,1695,4260,1770
FVG,30m,0.4,2.0,0.125,1.8164,1.846,1.9866,1710,4288,1807
FVG,30m,0.425,3.0,0.167,1.603,1.8456,2.122,1713,4280,1795
FVG,30m,0.4,2.0,0.083,1.8031,1.8362,2.2046,1710,4288,1807
FVG,30m,0.675,3.0,0.125,1.8495,1.8362,2.1778,1669,4174,1734
FVG,30m,0.55,4.0,0.167,1.7498,1.8339,2.1779,1691,4251,1765
FVG,30m,0.5,10.0,0.25,1.518,1.8239,1.6596,1703,4254,1768
FVG,30m,0.425,2.0,0.125,1.7667,1.8232,1.9843,1713,4280,1795
FVG,30m,0.575,4.0,0.167,1.7575,1.8191,2.2626,1682,4246,1759
FVG,30m,0.45,7.0,0.25,1.5404,1.8175,1.7982,1714,4269,1785
FVG,30m,0.625,4.0,0.167,1.6147,1.8165,2.129,1684,4203,1742
FVG,30m,0.475,7.0,0.25,1.5652,1.8144,1.7397,1710,4255,1775
FVG,30m,0.6,4.0,0.167,1.7016,1.8115,2.2079,1680,4231,1754
FVG,30m,0.7,3.0,0.125,1.7213,1.8039,2.1934,1667,4149,1717
FVG,30m,0.55,10.0,0.25,1.5328,1.7993,1.7302,1691,4251,1765
FVG,30m,0.525,10.0,0.25,1.4955,1.7992,1.7036,1695,4260,1770
FVG,30m,0.425,2.0,0.083,1.8113,1.7982,2.2413,1713,4280,1795
FVG,30m,0.575,10.0,0.25,1.5763,1.7966,1.7386,1682,4246,1759
FVG,30m,0.675,10.0,0.25,1.5334,1.796,1.8576,1669,4174,1734
FVG,30m,0.3,5.0,0.25,1.5973,1.7867,1.7747,1721,4311,1812
FVG,30m,0.625,10.0,0.25,1.4114,1.7837,1.6765,1684,4203,1742
FVG,30m,0.45,3.0,0.167,1.5652,1.7788,2.0838,1714,4269,1785
FVG,30m,0.675,4.0,0.167,1.7329,1.7723,2.2043,1669,4174,1734
FVG,30m,0.65,10.0,0.25,1.4986,1.7716,1.764,1678,4188,1738
FVG,30m,0.7,4.0,0.167,1.6465,1.7614,2.2448,1667,4149,1717
FVG,30m,0.45,2.0,0.125,1.8275,1.7603,1.9393,1714,4269,1785
FVG,30m,0.45,2.0,0.083,1.7775,1.7565,2.1835,1714,4269,1785
FVG,30m,0.7,10.0,0.25,1.4864,1.756,1.8653,1667,4149,1717
FVG,30m,0.325,5.0,0.25,1.5916,1.7524,1.7214,1723,4311,1815
FVG,30m,0.65,4.0,0.167,1.7192,1.7514,2.2217,1678,4188,1738
FVG,30m,0.6,10.0,0.25,1.5094,1.7469,1.7002,1680,4231,1754
FVG,30m,0.5,7.0,0.25,1.596,1.745,1.723,1703,4254,1768
FVG,30m,0.475,2.0,0.083,1.6403,1.74,2.1253,1710,4255,1775
FVG,30m,0.35,5.0,0.25,1.5518,1.7376,1.6491,1713,4305,1807
FVG,30m,0.375,5.0,0.25,1.467,1.7345,1.6323,1712,4290,1803
FVG,30m,0.625,2.0,0.083,1.69,1.7317,1.9818,1684,4203,1742
FVG,30m,0.4,5.0,0.25,1.5095,1.7291,1.6122,1710,4288,1807
FVG,30m,0.475,3.0,0.167,1.5015,1.7246,1.9543,1710,4255,1775
FVG,30m,0.475,2.0,0.125,1.6659,1.7154,1.8207,1710,4255,1775
FVG,30m,0.55,7.0,0.25,1.5721,1.7132,1.7913,1691,4251,1765
FVG,30m,0.525,7.0,0.25,1.5458,1.7115,1.7908,1695,4260,1770
FVG,30m,0.5,2.0,0.083,1.6736,1.7089,2.1752,1703,4254,1768
FVG,30m,0.55,2.0,0.083,1.7629,1.7083,2.118,1691,4251,1765
FVG,30m,0.525,2.0,0.083,1.6693,1.7044,2.1765,1695,4260,1770
FVG,30m,0.575,2.0,0.083,1.7968,1.7034,2.1379,1682,4246,1759
FVG,30m,0.575,7.0,0.25,1.5981,1.6947,1.8014,1682,4246,1759
FVG,30m,0.675,7.0,0.25,1.5094,1.6847,1.8379,1669,4174,1734
FVG,30m,0.6,2.0,0.083,1.7824,1.6801,2.0792,1680,4231,1754
FVG,30m,0.65,2.0,0.083,1.736,1.6725,2.077,1678,4188,1738
FVG,30m,0.625,7.0,0.25,1.4289,1.6685,1.6993,1684,4203,1742
FVG,30m,0.425,5.0,0.25,1.3639,1.6681,1.667,1713,4280,1795
FVG,30m,0.5,3.0,0.167,1.5066,1.6679,1.9782,1703,4254,1768
FVG,30m,0.675,2.0,0.083,1.7822,1.6641,2.0495,1669,4174,1734
FVG,30m,0.65,7.0,0.25,1.4828,1.6634,1.7316,1678,4188,1738
FVG,30m,0.5,2.0,0.125,1.6773,1.6525,1.8883,1703,4254,1768
FVG,30m,0.7,7.0,0.25,1.3971,1.6515,1.8491,1667,4149,1717
FVG,30m,0.7,2.0,0.083,1.7174,1.6463,2.0745,1667,4149,1717
FVG,30m,0.3,2.0,0.167,1.438,1.6331,1.6993,1721,4311,1812
FVG,30m,0.3,4.0,0.25,1.4833,1.6331,1.689,1721,4311,1812
FVG,30m,0.6,7.0,0.25,1.5354,1.6303,1.7259,1680,4231,1754
FVG,30m,0.525,3.0,0.167,1.506,1.6302,1.9967,1695,4260,1770
FVG,30m,0.55,3.0,0.167,1.5987,1.617,1.9719,1691,4251,1765
FVG,30m,0.45,5.0,0.25,1.3459,1.6108,1.6143,1714,4269,1785
FVG,30m,0.525,2.0,0.125,1.6655,1.6074,1.8706,1695,4260,1770
FVG,30m,0.35,4.0,0.25,1.4643,1.6007,1.5995,1713,4305,1807
FVG,30m,0.475,5.0,0.25,1.3926,1.5984,1.5585,1710,4255,1775
FVG,30m,0.35,2.0,0.167,1.4667,1.5897,1.5977,1713,4305,1807
FVG,30m,0.325,4.0,0.25,1.5041,1.587,1.6419,1723,4311,1815
FVG,30m,0.575,3.0,0.167,1.6355,1.5859,2.0152,1682,4246,1759
FVG,30m,0.375,4.0,0.25,1.3662,1.585,1.6197,1712,4290,1803
FVG,30m,0.325,2.0,0.167,1.4291,1.5783,1.6421,1723,4311,1815
FVG,30m,0.625,3.0,0.167,1.4877,1.5726,1.8479,1684,4203,1742
FVG,30m,0.4,4.0,0.25,1.4439,1.5708,1.631,1710,4288,1807
FVG,30m,0.55,2.0,0.125,1.739,1.5667,1.791,1691,4251,1765
FVG,30m,0.575,2.0,0.125,1.7738,1.5646,1.8394,1682,4246,1759
FVG,30m,0.6,3.0,0.167,1.5507,1.5537,1.9525,1680,4231,1754
FVG,30m,0.375,2.0,0.167,1.4373,1.5523,1.654,1712,4290,1803
FVG,30m,0.5,5.0,0.25,1.4201,1.5385,1.5481,1703,4254,1768
FVG,30m,0.625,2.0,0.125,1.5782,1.5366,1.7157,1684,4203,1742
FVG,30m,0.425,4.0,0.25,1.3332,1.5239,1.6228,1713,4280,1795
FVG,30m,0.675,3.0,0.167,1.5115,1.5208,1.8092,1669,4174,1734
FVG,30m,0.65,3.0,0.167,1.5325,1.5206,1.8922,1678,4188,1738
FVG,30m,0.6,2.0,0.125,1.6865,1.5177,1.7927,1680,4231,1754
FVG,30m,0.4,2.0,0.167,1.4797,1.5152,1.6795,1710,4288,1807
FVG,30m,0.525,5.0,0.25,1.3622,1.5049,1.6049,1695,4260,1770
FVG,30m,0.55,5.0,0.25,1.3911,1.4845,1.6576,1691,4251,1765
FVG,30m,0.7,3.0,0.167,1.3958,1.4822,1.8086,1667,4149,1717
FVG,30m,0.65,2.0,0.125,1.5647,1.4821,1.7906,1678,4188,1738
FVG,30m,0.625,5.0,0.25,1.2153,1.4766,1.4947,1684,4203,1742
FVG,30m,0.45,4.0,0.25,1.2706,1.4731,1.5439,1714,4269,1785
FVG,30m,0.675,2.0,0.125,1.6096,1.4688,1.772,1669,4174,1734
FVG,30m,0.575,5.0,0.25,1.3835,1.4681,1.6185,1682,4246,1759
FVG,30m,0.675,5.0,0.25,1.2302,1.4632,1.6479,1669,4174,1734
FVG,30m,0.7,2.0,0.125,1.4838,1.4601,1.7863,1667,4149,1717
FVG,30m,0.425,2.0,0.167,1.4143,1.4556,1.6824,1713,4280,1795
FVG,30m,0.475,4.0,0.25,1.2855,1.4486,1.4336,1710,4255,1775
FVG,30m,0.3,3.0,0.25,1.3574,1.4464,1.4694,1721,4311,1812
FVG,30m,0.65,5.0,0.25,1.2359,1.4464,1.5633,1678,4188,1738
FVG,30m,0.6,5.0,0.25,1.3115,1.4437,1.5506,1680,4231,1754
FVG,30m,0.7,5.0,0.25,1.1536,1.4273,1.6292,1667,4149,1717
FVG,30m,0.45,2.0,0.167,1.4708,1.4158,1.6267,1714,4269,1785
FVG,30m,0.325,3.0,0.25,1.2841,1.3981,1.3514,1723,4311,1815
FVG,30m,0.5,4.0,0.25,1.2647,1.3915,1.4099,1703,4254,1768
FVG,30m,0.35,3.0,0.25,1.2919,1.386,1.2654,1713,4305,1807
FVG,30m,0.4,3.0,0.25,1.1597,1.3819,1.2646,1710,4288,1807
FVG,30m,0.525,4.0,0.25,1.2023,1.3705,1.4286,1695,4260,1770
FVG,30m,0.375,3.0,0.25,1.1432,1.3678,1.265,1712,4290,1803
FVG,30m,0.475,2.0,0.167,1.3174,1.3626,1.4835,1710,4255,1775
FVG,30m,0.55,4.0,0.25,1.2109,1.3578,1.4804,1691,4251,1765
FVG,30m,0.575,4.0,0.25,1.2268,1.3484,1.5491,1682,4246,1759
FVG,30m,0.625,4.0,0.25,1.0571,1.3374,1.4724,1684,4203,1742
FVG,30m,0.425,3.0,0.25,1.0997,1.3342,1.3258,1713,4280,1795
FVG,30m,0.6,4.0,0.25,1.1624,1.3256,1.5012,1680,4231,1754
FVG,30m,0.5,2.0,0.167,1.3341,1.2974,1.5429,1703,4254,1768
FVG,30m,0.675,4.0,0.25,1.202,1.2765,1.5471,1669,4174,1734
FVG,30m,0.65,4.0,0.25,1.167,1.2749,1.5309,1678,4188,1738
FVG,30m,0.45,3.0,0.25,1.0426,1.255,1.3107,1714,4269,1785
FVG,30m,0.525,2.0,0.167,1.3339,1.251,1.5494,1695,4260,1770
FVG,30m,0.7,4.0,0.25,1.0981,1.2502,1.5533,1667,4149,1717
FVG,30m,0.55,2.0,0.167,1.4018,1.2229,1.46,1691,4251,1765
FVG,30m,0.575,2.0,0.167,1.451,1.2172,1.4859,1682,4246,1759
FVG,30m,0.625,2.0,0.167,1.2629,1.216,1.3383,1684,4203,1742
FVG,30m,0.475,3.0,0.25,0.9978,1.1883,1.2214,1710,4255,1775
FVG,30m,0.6,2.0,0.167,1.3802,1.1779,1.4466,1680,4231,1754
FVG,30m,0.65,2.0,0.167,1.2678,1.1593,1.4037,1678,4188,1738
FVG,30m,0.675,2.0,0.167,1.3165,1.1561,1.402,1669,4174,1734
FVG,30m,0.7,2.0,0.167,1.196,1.1561,1.4096,1667,4149,1717
FVG,30m,0.5,3.0,0.25,0.9676,1.1506,1.2139,1703,4254,1768
FVG,30m,0.525,3.0,0.25,0.9477,1.1463,1.2507,1695,4260,1770
FVG,30m,0.55,3.0,0.25,1.0448,1.1295,1.2385,1691,4251,1765
FVG,30m,0.3,2.0,0.25,0.901,1.1253,1.125,1721,4311,1812
FVG,30m,0.575,3.0,0.25,1.0837,1.0945,1.2744,1682,4246,1759
FVG,30m,0.625,3.0,0.25,0.948,1.0722,1.1349,1684,4203,1742
FVG,30m,0.325,2.0,0.25,0.9071,1.0709,1.0482,1723,4311,1815
FVG,30m,0.35,2.0,0.25,0.935,1.0591,0.9932,1713,4305,1807
FVG,30m,0.6,3.0,0.25,1.0089,1.0462,1.2035,1680,4231,1754
FVG,30m,0.3,10.0,0.5,0.7898,1.0253,0.5605,1721,4311,1812
FVG,30m,0.65,3.0,0.25,0.9533,1.0235,1.1646,1678,4188,1738
FVG,30m,0.375,2.0,0.25,0.9258,1.0227,0.9672,1712,4290,1803
FVG,30m,0.675,3.0,0.25,0.9433,1.0099,1.1323,1669,4174,1734
FVG,30m,0.4,10.0,0.5,0.6413,0.9995,0.4958,1710,4288,1807
FVG,30m,0.325,10.0,0.5,0.7775,0.9897,0.4973,1723,4311,1815
FVG,30m,0.4,2.0,0.25,0.9801,0.9831,0.9427,1710,4288,1807
FVG,30m,0.375,10.0,0.5,0.5836,0.983,0.4201,1712,4290,1803
FVG,30m,0.35,10.0,0.5,0.657,0.9777,0.419,1713,4305,1807
FVG,30m,0.7,3.0,0.25,0.8652,0.9586,1.1169,1667,4149,1717
FVG,30m,0.425,2.0,0.25,0.9131,0.95,0.9785,1713,4280,1795
FVG,30m,0.3,7.0,0.5,0.765,0.9376,0.5042,1721,4311,1812
FVG,30m,0.425,10.0,0.5,0.5384,0.9238,0.5217,1713,4280,1795
FVG,30m,0.45,2.0,0.25,0.9645,0.9001,0.9811,1714,4269,1785
FVG,30m,0.325,7.0,0.5,0.7578,0.888,0.3902,1723,4311,1815
FVG,30m,0.45,10.0,0.5,0.4778,0.882,0.4415,1714,4269,1785
FVG,30m,0.35,7.0,0.5,0.6731,0.8725,0.3265,1713,4305,1807
FVG,30m,0.475,10.0,0.5,0.4527,0.8719,0.4208,1710,4255,1775
FVG,30m,0.4,7.0,0.5,0.6696,0.8569,0.4473,1710,4288,1807
FVG,30m,0.375,7.0,0.5,0.5622,0.8553,0.3589,1712,4290,1803
FVG,30m,0.475,2.0,0.25,0.8133,0.8402,0.8435,1710,4255,1775
FVG,30m,0.5,10.0,0.5,0.539,0.8229,0.3834,1703,4254,1768
FVG,30m,0.525,10.0,0.5,0.5521,0.7897,0.4365,1695,4260,1770
FVG,30m,0.5,2.0,0.25,0.8053,0.789,0.8689,1703,4254,1768
FVG,30m,0.55,10.0,0.5,0.5859,0.7848,0.4321,1691,4251,1765
FVG,30m,0.425,7.0,0.5,0.5439,0.7826,0.4419,1713,4280,1795
FVG,30m,0.525,2.0,0.25,0.8022,0.7719,0.9042,1695,4260,1770
FVG,30m,0.575,10.0,0.5,0.5999,0.7716,0.3983,1682,4246,1759
FVG,30m,0.675,10.0,0.5,0.5193,0.7467,0.494,1669,4174,1734
FVG,30m,0.625,10.0,0.5,0.3961,0.7426,0.2321,1684,4203,1742
FVG,30m,0.55,2.0,0.25,0.8706,0.7337,0.8443,1691,4251,1765
FVG,30m,0.65,10.0,0.5,0.4983,0.731,0.4209,1678,4188,1738
FVG,30m,0.45,7.0,0.5,0.5412,0.7251,0.4117,1714,4269,1785
FVG,30m,0.575,2.0,0.25,0.9501,0.7221,0.8597,1682,4246,1759
FVG,30m,0.475,7.0,0.5,0.5187,0.7135,0.3701,1710,4255,1775
FVG,30m,0.7,10.0,0.5,0.4915,0.7135,0.5032,1667,4149,1717
FVG,30m,0.6,10.0,0.5,0.5108,0.7125,0.31,1680,4231,1754
FVG,30m,0.625,2.0,0.25,0.755,0.7064,0.7699,1684,4203,1742
FVG,30m,0.5,7.0,0.5,0.5909,0.6694,0.4147,1703,4254,1768
FVG,30m,0.65,2.0,0.25,0.7539,0.6666,0.779,1678,4188,1738
FVG,30m,0.6,2.0,0.25,0.8653,0.6639,0.8446,1680,4231,1754
FVG,30m,0.7,2.0,0.25,0.709,0.657,0.7768,1667,4149,1717
FVG,30m,0.675,2.0,0.25,0.817,0.6565,0.7751,1669,4174,1734
FVG,30m,0.3,5.0,0.5,0.5349,0.6449,0.3397,1721,4311,1812
FVG,30m,0.55,7.0,0.5,0.5696,0.6389,0.4272,1691,4251,1765
FVG,30m,0.525,7.0,0.5,0.5582,0.6384,0.4771,1695,4260,1770
FVG,30m,0.325,5.0,0.5,0.5252,0.5977,0.2909,1723,4311,1815
FVG,30m,0.575,7.0,0.5,0.5632,0.5922,0.414,1682,4246,1759
FVG,30m,0.4,5.0,0.5,0.4276,0.5619,0.1758,1710,4288,1807
FVG,30m,0.375,5.0,0.5,0.3626,0.5616,0.1801,1712,4290,1803
FVG,30m,0.35,5.0,0.5,0.4325,0.5549,0.1815,1713,4305,1807
FVG,30m,0.625,7.0,0.5,0.341,0.5394,0.2169,1684,4203,1742
FVG,30m,0.675,7.0,0.5,0.4152,0.5355,0.4093,1669,4174,1734
FVG,30m,0.65,7.0,0.5,0.4081,0.5264,0.3072,1678,4188,1738
FVG,30m,0.6,7.0,0.5,0.4708,0.517,0.3143,1680,4231,1754
FVG,30m,0.7,7.0,0.5,0.2853,0.5019,0.4092,1667,4149,1717
FVG,30m,0.425,5.0,0.5,0.2631,0.4841,0.1912,1713,4280,1795
FVG,30m,0.3,4.0,0.5,0.376,0.4693,0.1467,1721,4311,1812
FVG,30m,0.45,5.0,0.5,0.2358,0.448,0.1405,1714,4269,1785
FVG,30m,0.4,4.0,0.5,0.2985,0.4295,0.1782,1710,4288,1807
FVG,30m,0.35,4.0,0.5,0.2883,0.4239,0.0312,1713,4305,1807
FVG,30m,0.375,4.0,0.5,0.1998,0.4233,0.076,1712,4290,1803
FVG,30m,0.475,5.0,0.5,0.2264,0.4125,0.0987,1710,4255,1775
FVG,30m,0.325,4.0,0.5,0.3866,0.4067,0.0943,1723,4311,1815
FVG,30m,0.5,5.0,0.5,0.2778,0.3611,0.0955,1703,4254,1768
FVG,30m,0.425,4.0,0.5,0.2303,0.3381,0.1234,1713,4280,1795
FVG,30m,0.525,5.0,0.5,0.2466,0.3125,0.1725,1695,4260,1770
FVG,30m,0.55,5.0,0.5,0.2888,0.3001,0.2043,1691,4251,1765
FVG,30m,0.575,5.0,0.5,0.2619,0.2659,0.1067,1682,4246,1759
FVG,30m,0.6,5.0,0.5,0.1444,0.2324,0.029,1680,4231,1754
FVG,30m,0.65,5.0,0.5,0.0431,0.2242,0.0302,1678,4188,1738
FVG,30m,0.575,4.0,0.5,0.0352,0.1573,0.0452,1682,4246,1759
OB,15m,0.3,7.0,0.125,1.4903,1.8356,1.4496,553,1386,610
OB,15m,0.3,10.0,0.125,1.4955,1.8262,1.4565,553,1386,610
OB,15m,0.3,5.0,0.125,1.4404,1.822,1.3944,553,1386,610
OB,15m,0.35,7.0,0.125,1.3327,1.8084,1.5301,554,1391,602
OB,15m,0.325,7.0,0.125,1.4176,1.7994,1.4797,553,1390,608
OB,15m,0.35,5.0,0.125,1.3295,1.7924,1.427,554,1391,602
OB,15m,0.35,10.0,0.125,1.3662,1.7898,1.5238,554,1391,602
OB,15m,0.375,7.0,0.125,1.4292,1.7823,1.5919,553,1387,600
OB,15m,0.375,10.0,0.125,1.4665,1.7785,1.5953,553,1387,600
OB,15m,0.325,10.0,0.125,1.4434,1.7776,1.4655,553,1390,608
OB,15m,0.325,5.0,0.125,1.4115,1.7697,1.3916,553,1390,608
OB,15m,0.3,4.0,0.125,1.4285,1.7643,1.2917,553,1386,610
OB,15m,0.45,10.0,0.125,1.3122,1.7624,1.724,556,1367,603
OB,15m,0.4,7.0,0.125,1.3909,1.7585,1.6017,554,1388,604
OB,15m,0.4,10.0,0.125,1.4313,1.7574,1.6041,554,1388,604
OB,15m,0.475,10.0,0.125,1.2258,1.7574,1.7083,557,1360,598
OB,15m,0.45,7.0,0.125,1.2522,1.756,1.7007,556,1367,603
OB,15m,0.375,5.0,0.125,1.3851,1.7536,1.5136,553,1387,600
OB,15m,0.475,7.0,0.125,1.163,1.7506,1.6755,557,1360,598
OB,15m,0.425,10.0,0.125,1.3455,1.748,1.6884,557,1381,606
OB,15m,0.3,4.0,0.083,1.6459,1.7477,1.1956,553,1386,610
OB,15m,0.3,5.0,0.083,1.6009,1.7469,1.2757,553,1386,610
OB,15m,0.425,7.0,0.125,1.3094,1.746,1.6782,557,1381,606
OB,15m,0.5,10.0,0.125,1.2437,1.7405,1.7615,556,1353,599
OB,15m,0.45,5.0,0.125,1.1942,1.7397,1.6209,556,1367,603
OB,15m,0.525,10.0,0.125,1.2295,1.7359,1.6306,552,1359,599
OB,15m,0.55,10.0,0.125,1.2038,1.7334,1.6994,550,1356,599
OB,15m,0.4,5.0,0.125,1.3389,1.7292,1.4999,554,1388,604
OB,15m,0.35,4.0,0.125,1.3005,1.7244,1.4046,554,1391,602
OB,15m,0.5,7.0,0.125,1.1776,1.7238,1.7216,556,1353,599
OB,15m,0.475,5.0,0.125,1.1096,1.7211,1.6278,557,1360,598
OB,15m,0.325,4.0,0.125,1.3637,1.7199,1.2972,553,1390,608
OB,15m,0.425,5.0,0.125,1.2598,1.7176,1.5741,557,1381,606
OB,15m,0.525,7.0,0.125,1.169,1.7176,1.5858,552,1359,599
OB,15m,0.3,7.0,0.083,1.6237,1.7169,1.2393,553,1386,610
OB,15m,0.55,7.0,0.125,1.14,1.7097,1.6329,550,1356,599
OB,15m,0.5,5.0,0.125,1.1591,1.7077,1.6428,556,1353,599
OB,15m,0.35,5.0,0.083,1.5267,1.7056,1.3051,554,1391,602
OB,15m,0.35,4.0,0.083,1.5481,1.7035,1.234,554,1391,602
OB,15m,0.3,10.0,0.083,1.6416,1.699,1.2432,553,1386,610
OB,15m,0.4,4.0,0.125,1.2864,1.6989,1.4617,554,1388,604
OB,15m,0.7,10.0,0.125,1.3568,1.6969,1.843,538,1326,584
OB,15m,0.375,4.0,0.125,1.3377,1.6961,1.4426,553,1387,600
OB,15m,0.45,4.0,0.083,1.4323,1.6956,1.2942,556,1367,603
OB,15m,0.325,4.0,0.083,1.61,1.6922,1.1716,553,1390,608
OB,15m,0.525,5.0,0.125,1.1535,1.6917,1.5078,552,1359,599
OB,15m,0.425,4.0,0.125,1.1846,1.6911,1.5111,557,1381,606
OB,15m,0.45,5.0,0.083,1.3819,1.69,1.3812,556,1367,603
OB,15m,0.45,4.0,0.125,1.1376,1.6895,1.4738,556,1367,603
OB,15m,0.325,5.0,0.083,1.602,1.6878,1.2568,553,1390,608
OB,15m,0.7,7.0,0.125,1.3069,1.6797,1.8362,538,1326,584
OB,15m,0.475,4.0,0.125,1.0417,1.6794,1.4789,557,1360,598
OB,15m,0.35,7.0,0.083,1.5092,1.6776,1.2894,554,1391,602
OB,15m,0.375,5.0,0.083,1.5714,1.6768,1.3601,553,1387,600
OB,15m,0.375,4.0,0.083,1.5997,1.6764,1.2812,553,1387,600
OB,15m,0.325,7.0,0.083,1.5838,1.6667,1.2396,553,1390,608
OB,15m,0.55,5.0,0.125,1.1325,1.665,1.5448,550,1356,599
OB,15m,0.475,4.0,0.083,1.345,1.6645,1.3285,557,1360,598
OB,15m,0.425,4.0,0.083,1.4166,1.6641,1.3602,557,1381,606
OB,15m,0.6,10.0,0.125,1.3332,1.6637,1.7536,542,1347,597
OB,15m,0.675,10.0,0.125,1.3954,1.6618,1.7308,538,1330,589
OB,15m,0.4,5.0,0.083,1.4757,1.6584,1.3686,554,1388,604
OB,15m,0.4,4.0,0.083,1.5022,1.6574,1.2999,554,1388,604
OB,15m,0.425,5.0,0.083,1.3782,1.6566,1.4303,557,1381,606
OB,15m,0.375,7.0,0.083,1.5956,1.6557,1.3626,553,1387,600
OB,15m,0.45,7.0,0.083,1.4134,1.6557,1.4284,556,1367,603
OB,15m,0.475,5.0,0.083,1.2916,1.6504,1.4163,557,1360,598
OB,15m,0.575,10.0,0.125,1.5091,1.6499,1.7014,547,1356,599
OB,15m,0.35,10.0,0.083,1.5288,1.6455,1.2782,554,1391,602
OB,15m,0.6,7.0,0.125,1.3018,1.64,1.6773,542,1347,597
OB,15m,0.5,4.0,0.125,1.0668,1.6393,1.5289,556,1353,599
OB,15m,0.675,7.0,0.125,1.36,1.6372,1.7382,538,1330,589
OB,15m,0.4,7.0,0.083,1.5064,1.6358,1.3823,554,1388,604
OB,15m,0.425,7.0,0.083,1.4086,1.6357,1.4466,557,1381,606
OB,15m,0.3,10.0,0.167,1.2935,1.6351,1.1075,553,1386,610
OB,15m,0.325,10.0,0.083,1.6011,1.6335,1.2258,553,1390,608
OB,15m,0.65,10.0,0.125,1.3299,1.6263,1.801,539,1334,589
OB,15m,0.5,4.0,0.083,1.3624,1.6254,1.4258,556,1353,599
OB,15m,0.475,7.0,0.083,1.3236,1.6252,1.4377,557,1360,598
OB,15m,0.5,5.0,0.083,1.3517,1.6239,1.4856,556,1353,599
OB,15m,0.525,5.0,0.083,1.3543,1.6239,1.354,552,1359,599
OB,15m,0.575,7.0,0.125,1.4665,1.6224,1.6251,547,1356,599
OB,15m,0.625,10.0,0.125,1.3524,1.6193,1.7512,540,1345,599
OB,15m,0.3,7.0,0.167,1.2774,1.6185,1.0791,553,1386,610
OB,15m,0.45,10.0,0.083,1.4436,1.6185,1.3904,556,1367,603
OB,15m,0.375,10.0,0.083,1.6159,1.6181,1.3539,553,1387,600
OB,15m,0.3,3.0,0.083,1.601,1.6175,1.1699,553,1386,610
OB,15m,0.7,7.0,0.083,1.2327,1.6168,1.7034,538,1326,584
OB,15m,0.525,4.0,0.083,1.3458,1.6139,1.3036,552,1359,599
OB,15m,0.55,5.0,0.083,1.3512,1.6083,1.3991,550,1356,599
OB,15m,0.65,7.0,0.125,1.3015,1.6076,1.8129,539,1334,589
OB,15m,0.525,4.0,0.125,1.033,1.6066,1.3787,552,1359,599
OB,15m,0.7,5.0,0.125,1.2486,1.6004,1.6985,538,1326,584
OB,15m,0.525,7.0,0.083,1.344,1.5987,1.3969,552,1359,599
OB,15m,0.425,10.0,0.083,1.4323,1.5985,1.4372,557,1381,606
OB,15m,0.4,10.0,0.083,1.5272,1.5981,1.3735,554,1388,604
OB,15m,0.5,7.0,0.083,1.3444,1.5967,1.5214,556,1353,599
OB,15m,0.625,7.0,0.125,1.3223,1.5948,1.7713,540,1345,599
OB,15m,0.35,10.0,0.167,1.2457,1.5921,1.2209,554,1391,602
OB,15m,0.675,5.0,0.083,1.3172,1.5914,1.5273,538,1330,589
OB,15m,0.7,5.0,0.083,1.2783,1.5905,1.6972,538,1326,584
OB,15m,0.55,7.0,0.083,1.3355,1.5899,1.4457,550,1356,599
OB,15m,0.475,10.0,0.083,1.3541,1.5874,1.4022,557,1360,598
OB,15m,0.675,7.0,0.083,1.2725,1.587,1.5986,538,1330,589
OB,15m,0.675,5.0,0.125,1.2983,1.5861,1.5189,538,1330,589
OB,15m,0.55,4.0,0.083,1.3379,1.5836,1.3717,550,1356,599
OB,15m,0.35,7.0,0.167,1.1866,1.5814,1.2019,554,1391,602
OB,15m,0.3,5.0,0.167,1.1753,1.5781,0.9679,553,1386,610
