kind,tf,depth_frac,r_target,expiry_days,avg_pnl_holdout,avg_pnl_train,avg_pnl_validation,n_holdout,n_train,n_validation
FVG,15m,0.3,10.0,0.125,1.798,1.9279,2.1525,3721,9625,3931
FVG,15m,0.375,10.0,0.125,1.7516,1.8998,2.0422,3713,9580,3915
FVG,15m,0.3,7.0,0.125,1.7967,1.8934,2.1905,3721,9625,3931
FVG,15m,0.325,10.0,0.125,1.7601,1.8931,2.0791,3714,9628,3929
FVG,15m,0.35,10.0,0.125,1.7749,1.8772,2.0423,3715,9603,3924
FVG,15m,0.4,10.0,0.125,1.7305,1.8683,2.0563,3708,9587,3900
FVG,15m,0.375,7.0,0.125,1.7405,1.8613,2.0999,3713,9580,3915
FVG,15m,0.325,7.0,0.125,1.759,1.8568,2.1174,3714,9628,3929
FVG,15m,0.45,10.0,0.125,1.7082,1.8527,2.0123,3691,9539,3884
FVG,15m,0.425,10.0,0.125,1.7689,1.8485,2.0707,3689,9564,3892
FVG,15m,0.5,10.0,0.125,1.6787,1.8453,2.0228,3673,9490,3876
FVG,15m,0.35,7.0,0.125,1.7628,1.8431,2.0876,3715,9603,3924
FVG,15m,0.475,10.0,0.125,1.6845,1.838,1.989,3675,9521,3882
FVG,15m,0.4,7.0,0.125,1.7196,1.8281,2.1294,3708,9587,3900
FVG,15m,0.525,10.0,0.125,1.6518,1.8266,1.9921,3666,9467,3859
FVG,15m,0.55,10.0,0.125,1.6841,1.8242,1.9738,3651,9435,3858
FVG,15m,0.3,10.0,0.083,1.7343,1.8153,2.1052,3721,9625,3931
FVG,15m,0.45,7.0,0.125,1.7061,1.8138,2.0887,3691,9539,3884
FVG,15m,0.3,7.0,0.083,1.7463,1.8112,2.1288,3721,9625,3931
FVG,15m,0.425,7.0,0.125,1.7666,1.8094,2.1498,3689,9564,3892
FVG,15m,0.5,7.0,0.125,1.6836,1.8067,2.0771,3673,9490,3876
FVG,15m,0.375,10.0,0.083,1.6802,1.8056,2.0127,3713,9580,3915
FVG,15m,0.475,7.0,0.125,1.689,1.8032,2.0543,3675,9521,3882
FVG,15m,0.375,7.0,0.083,1.6862,1.7968,2.0377,3713,9580,3915
FVG,15m,0.3,5.0,0.125,1.763,1.7938,2.1808,3721,9625,3931
FVG,15m,0.575,10.0,0.125,1.6778,1.7896,1.9668,3647,9416,3846
FVG,15m,0.6,10.0,0.125,1.6712,1.7887,1.929,3642,9409,3841
FVG,15m,0.35,10.0,0.083,1.7262,1.7877,2.0045,3715,9603,3924
FVG,15m,0.325,10.0,0.083,1.7195,1.7853,2.0316,3714,9628,3929
FVG,15m,0.525,7.0,0.125,1.6571,1.7853,2.0571,3666,9467,3859
FVG,15m,0.3,5.0,0.083,1.7593,1.7851,2.1789,3721,9625,3931
FVG,15m,0.35,7.0,0.083,1.7309,1.783,2.0309,3715,9603,3924
FVG,15m,0.325,7.0,0.083,1.7328,1.7816,2.0526,3714,9628,3929
FVG,15m,0.55,7.0,0.125,1.6857,1.7814,2.0303,3651,9435,3858
FVG,15m,0.4,10.0,0.083,1.6524,1.7797,2.0124,3708,9587,3900
FVG,15m,0.625,10.0,0.125,1.6934,1.7781,1.9534,3631,9372,3835
FVG,15m,0.375,5.0,0.083,1.6932,1.7731,2.0873,3713,9580,3915
FVG,15m,0.4,7.0,0.083,1.6607,1.7697,2.0524,3708,9587,3900
FVG,15m,0.5,10.0,0.083,1.6356,1.7662,2.0241,3673,9490,3876
FVG,15m,0.375,5.0,0.125,1.6958,1.7639,2.0666,3713,9580,3915
FVG,15m,0.5,7.0,0.083,1.6497,1.7625,2.0546,3673,9490,3876
FVG,15m,0.65,10.0,0.125,1.6787,1.76,2.0008,3616,9348,3817
FVG,15m,0.325,5.0,0.125,1.7144,1.7575,2.1083,3714,9628,3929
FVG,15m,0.35,5.0,0.083,1.7364,1.7574,2.081,3715,9603,3924
FVG,15m,0.55,10.0,0.083,1.6488,1.7553,1.9781,3651,9435,3858
FVG,15m,0.325,5.0,0.083,1.7417,1.755,2.1092,3714,9628,3929
FVG,15m,0.45,10.0,0.083,1.6584,1.7544,1.9916,3691,9539,3884
FVG,15m,0.475,10.0,0.083,1.635,1.7536,1.9773,3675,9521,3882
FVG,15m,0.475,7.0,0.083,1.6496,1.7518,2.015,3675,9521,3882
FVG,15m,0.425,10.0,0.083,1.7127,1.7503,2.0534,3689,9564,3892
FVG,15m,0.525,10.0,0.083,1.6133,1.7492,1.9839,3666,9467,3859
FVG,15m,0.3,4.0,0.083,1.7253,1.7487,2.1441,3721,9625,3931
FVG,15m,0.55,7.0,0.083,1.658,1.7479,2.0066,3651,9435,3858
FVG,15m,0.45,7.0,0.083,1.6651,1.7464,2.0354,3691,9539,3884
FVG,15m,0.575,7.0,0.125,1.6735,1.7464,2.01,3647,9416,3846
FVG,15m,0.35,5.0,0.125,1.7156,1.7462,2.0648,3715,9603,3924
FVG,15m,0.6,7.0,0.125,1.67,1.7443,1.9685,3642,9409,3841
FVG,15m,0.525,7.0,0.083,1.6231,1.7439,2.0179,3666,9467,3859
FVG,15m,0.425,7.0,0.083,1.7192,1.7425,2.1004,3689,9564,3892
FVG,15m,0.4,5.0,0.083,1.6749,1.741,2.0861,3708,9587,3900
FVG,15m,0.625,7.0,0.125,1.6966,1.7378,1.9974,3631,9372,3835
FVG,15m,0.5,5.0,0.083,1.6409,1.7342,2.1239,3673,9490,3876
FVG,15m,0.375,4.0,0.083,1.6591,1.7331,2.0565,3713,9580,3915
FVG,15m,0.575,10.0,0.083,1.6156,1.7312,1.9733,3647,9416,3846
FVG,15m,0.625,10.0,0.083,1.6455,1.731,1.9708,3631,9372,3835
FVG,15m,0.55,5.0,0.083,1.6563,1.73,2.0866,3651,9435,3858
FVG,15m,0.6,10.0,0.083,1.624,1.7297,1.938,3642,9409,3841
FVG,15m,0.525,5.0,0.083,1.6202,1.7275,2.0973,3666,9467,3859
FVG,15m,0.4,5.0,0.125,1.6754,1.7271,2.072,3708,9587,3900
FVG,15m,0.625,7.0,0.083,1.6647,1.7257,2.0011,3631,9372,3835
FVG,15m,0.675,10.0,0.125,1.6025,1.7239,1.9887,3613,9351,3809
FVG,15m,0.575,7.0,0.083,1.6238,1.7237,1.9962,3647,9416,3846
FVG,15m,0.65,10.0,0.083,1.6247,1.7237,1.993,3616,9348,3817
FVG,15m,0.7,10.0,0.125,1.6027,1.722,1.967,3612,9341,3796
FVG,15m,0.6,7.0,0.083,1.6415,1.7218,1.9626,3642,9409,3841
FVG,15m,0.475,5.0,0.083,1.6456,1.7207,2.0906,3675,9521,3882
FVG,15m,0.325,4.0,0.083,1.707,1.7199,2.0652,3714,9628,3929
FVG,15m,0.35,4.0,0.083,1.7108,1.7197,2.0472,3715,9603,3924
FVG,15m,0.65,7.0,0.125,1.6932,1.7185,2.0275,3616,9348,3817
FVG,15m,0.45,5.0,0.083,1.6719,1.7168,2.0581,3691,9539,3884
FVG,15m,0.425,5.0,0.083,1.7274,1.7159,2.127,3689,9564,3892
FVG,15m,0.65,7.0,0.083,1.6515,1.7147,2.0223,3616,9348,3817
FVG,15m,0.45,5.0,0.125,1.6477,1.7101,2.0121,3691,9539,3884
FVG,15m,0.3,4.0,0.125,1.6446,1.7079,2.047,3721,9625,3931
FVG,15m,0.425,5.0,0.125,1.708,1.7071,2.0823,3689,9564,3892
FVG,15m,0.575,5.0,0.083,1.6228,1.705,2.0797,3647,9416,3846
FVG,15m,0.5,5.0,0.125,1.6013,1.7042,2.0296,3673,9490,3876
FVG,15m,0.4,4.0,0.083,1.6473,1.7031,2.0602,3708,9587,3900
FVG,15m,0.6,5.0,0.083,1.6401,1.6998,2.034,3642,9409,3841
FVG,15m,0.475,5.0,0.125,1.6135,1.6993,2.0222,3675,9521,3882
FVG,15m,0.625,5.0,0.083,1.6665,1.6989,2.067,3631,9372,3835
FVG,15m,0.675,10.0,0.083,1.5598,1.698,1.9911,3613,9351,3809
FVG,15m,0.7,10.0,0.083,1.5495,1.698,1.9873,3612,9341,3796
FVG,15m,0.525,5.0,0.125,1.569,1.6947,2.0174,3666,9467,3859
FVG,15m,0.3,10.0,0.167,1.5652,1.6937,1.9212,3721,9625,3931
FVG,15m,0.675,7.0,0.083,1.5918,1.6921,2.0163,3613,9351,3809
FVG,15m,0.55,5.0,0.125,1.5996,1.6919,1.9889,3651,9435,3858
FVG,15m,0.7,7.0,0.083,1.5802,1.6885,2.0153,3612,9341,3796
FVG,15m,0.375,10.0,0.167,1.5291,1.6881,1.8175,3713,9580,3915
FVG,15m,0.675,7.0,0.125,1.6235,1.6835,2.0083,3613,9351,3809
FVG,15m,0.65,5.0,0.083,1.6429,1.6833,2.1509,3616,9348,3817
FVG,15m,0.425,4.0,0.083,1.7151,1.6782,2.0953,3689,9564,3892
FVG,15m,0.7,7.0,0.125,1.6163,1.6775,1.9888,3612,9341,3796
FVG,15m,0.5,4.0,0.083,1.6321,1.6761,2.0309,3673,9490,3876
FVG,15m,0.325,10.0,0.167,1.5289,1.674,1.8501,3714,9628,3929
FVG,15m,0.45,4.0,0.083,1.6677,1.6715,2.0213,3691,9539,3884
FVG,15m,0.325,4.0,0.125,1.5991,1.6698,1.9716,3714,9628,3929
FVG,15m,0.475,4.0,0.083,1.6412,1.6679,1.9925,3675,9521,3882
FVG,15m,0.35,10.0,0.167,1.5538,1.6665,1.8212,3715,9603,3924
FVG,15m,0.675,5.0,0.083,1.5815,1.661,2.1401,3613,9351,3809
FVG,15m,0.575,5.0,0.125,1.5869,1.6603,1.9771,3647,9416,3846
FVG,15m,0.55,4.0,0.083,1.6259,1.6594,1.9812,3651,9435,3858
FVG,15m,0.375,4.0,0.125,1.588,1.6592,1.9328,3713,9580,3915
FVG,15m,0.7,5.0,0.083,1.5713,1.6575,2.1422,3612,9341,3796
FVG,15m,0.525,4.0,0.083,1.6038,1.655,1.9894,3666,9467,3859
FVG,15m,0.6,5.0,0.125,1.5951,1.6522,1.9484,3642,9409,3841
FVG,15m,0.4,10.0,0.167,1.5043,1.6465,1.8268,3708,9587,3900
FVG,15m,0.35,4.0,0.125,1.6061,1.6458,1.9358,3715,9603,3924
FVG,15m,0.625,5.0,0.125,1.6163,1.6393,1.9633,3631,9372,3835
FVG,15m,0.3,7.0,0.167,1.5453,1.6381,1.9278,3721,9625,3931
FVG,15m,0.5,10.0,0.167,1.4584,1.6341,1.7833,3673,9490,3876
FVG,15m,0.575,4.0,0.083,1.6082,1.632,1.9649,3647,9416,3846
FVG,15m,0.3,3.0,0.083,1.6684,1.6303,1.9516,3721,9625,3931
FVG,15m,0.625,4.0,0.083,1.6454,1.6301,1.9907,3631,9372,3835
FVG,15m,0.6,4.0,0.083,1.6121,1.6249,1.9781,3642,9409,3841
FVG,15m,0.4,4.0,0.125,1.5787,1.6247,1.9436,3708,9587,3900
FVG,15m,0.425,10.0,0.167,1.539,1.6244,1.8573,3689,9564,3892
FVG,15m,0.525,10.0,0.167,1.4233,1.6234,1.7491,3666,9467,3859
FVG,15m,0.475,10.0,0.167,1.4636,1.6219,1.7417,3675,9521,3882
FVG,15m,0.375,7.0,0.167,1.4941,1.6216,1.8369,3713,9580,3915
FVG,15m,0.55,10.0,0.167,1.4554,1.618,1.741,3651,9435,3858
FVG,15m,0.45,10.0,0.167,1.4748,1.6179,1.7801,3691,9539,3884
FVG,15m,0.65,4.0,0.083,1.6112,1.6179,2.0203,3616,9348,3817
FVG,15m,0.325,7.0,0.167,1.5074,1.6165,1.8531,3714,9628,3929
FVG,15m,0.425,4.0,0.125,1.6289,1.6108,1.9489,3689,9564,3892
FVG,15m,0.65,5.0,0.125,1.597,1.6092,2.0634,3616,9348,3817
FVG,15m,0.35,7.0,0.167,1.5208,1.608,1.8306,3715,9603,3924
FVG,15m,0.375,3.0,0.083,1.5913,1.608,1.8454,3713,9580,3915
FVG,15m,0.45,4.0,0.125,1.5664,1.6045,1.8803,3691,9539,3884
FVG,15m,0.35,3.0,0.083,1.6431,1.5944,1.8517,3715,9603,3924
FVG,15m,0.675,4.0,0.083,1.5551,1.5939,2.0144,3613,9351,3809
FVG,15m,0.7,4.0,0.083,1.5243,1.5914,2.0237,3612,9341,3796
FVG,15m,0.325,3.0,0.083,1.6467,1.5906,1.8644,3714,9628,3929
FVG,15m,0.5,4.0,0.125,1.527,1.5834,1.8674,3673,9490,3876
FVG,15m,0.475,4.0,0.125,1.5353,1.5833,1.8338,3675,9521,3882
FVG,15m,0.7,5.0,0.125,1.5237,1.5815,2.0174,3612,9341,3796
FVG,15m,0.575,10.0,0.167,1.4331,1.5811,1.7415,3647,9416,3846
FVG,15m,0.675,5.0,0.125,1.526,1.5788,2.0452,3613,9351,3809
FVG,15m,0.6,10.0,0.167,1.4329,1.5784,1.6924,3642,9409,3841
FVG,15m,0.4,7.0,0.167,1.4667,1.578,1.8633,3708,9587,3900
FVG,15m,0.4,3.0,0.083,1.5741,1.5766,1.8375,3708,9587,3900
FVG,15m,0.625,10.0,0.167,1.4344,1.5743,1.7165,3631,9372,3835
FVG,15m,0.5,7.0,0.167,1.4503,1.5653,1.7934,3673,9490,3876
FVG,15m,0.5,3.0,0.083,1.5231,1.56,1.8194,3673,9490,3876
FVG,15m,0.65,10.0,0.167,1.4299,1.5585,1.7591,3616,9348,3817
FVG,15m,0.475,7.0,0.167,1.4453,1.5575,1.7611,3675,9521,3882
FVG,15m,0.425,7.0,0.167,1.5099,1.5567,1.8877,3689,9564,3892
FVG,15m,0.525,4.0,0.125,1.5014,1.5564,1.8373,3666,9467,3859
FVG,15m,0.525,7.0,0.167,1.4161,1.5538,1.7692,3666,9467,3859
FVG,15m,0.55,4.0,0.125,1.5073,1.5514,1.8221,3651,9435,3858
FVG,15m,0.45,7.0,0.167,1.4555,1.5512,1.8117,3691,9539,3884
FVG,15m,0.45,3.0,0.083,1.5498,1.5492,1.8127,3691,9539,3884
FVG,15m,0.425,3.0,0.083,1.6061,1.549,1.8707,3689,9564,3892
FVG,15m,0.55,7.0,0.167,1.4381,1.5482,1.75,3651,9435,3858
FVG,15m,0.475,3.0,0.083,1.5098,1.5481,1.7954,3675,9521,3882
FVG,15m,0.525,3.0,0.083,1.5111,1.5378,1.8032,3666,9467,3859
FVG,15m,0.55,3.0,0.083,1.542,1.5331,1.7897,3651,9435,3858
FVG,15m,0.675,10.0,0.167,1.3318,1.5181,1.7562,3613,9351,3809
FVG,15m,0.7,10.0,0.167,1.3403,1.5177,1.7304,3612,9341,3796
FVG,15m,0.6,4.0,0.125,1.5146,1.516,1.822,3642,9409,3841
FVG,15m,0.575,4.0,0.125,1.5115,1.5131,1.8121,3647,9416,3846
FVG,15m,0.575,7.0,0.167,1.4216,1.5098,1.7325,3647,9416,3846
FVG,15m,0.625,4.0,0.125,1.5413,1.5052,1.8207,3631,9372,3835
FVG,15m,0.3,5.0,0.167,1.4849,1.5043,1.8313,3721,9625,3931
FVG,15m,0.6,7.0,0.167,1.422,1.5011,1.6857,3642,9409,3841
FVG,15m,0.625,7.0,0.167,1.4272,1.4988,1.712,3631,9372,3835
FVG,15m,0.575,3.0,0.083,1.5104,1.496,1.7695,3647,9416,3846
FVG,15m,0.3,3.0,0.125,1.5172,1.4928,1.7496,3721,9625,3931
FVG,15m,0.6,3.0,0.083,1.4991,1.4878,1.7652,3642,9409,3841
FVG,15m,0.375,5.0,0.167,1.4149,1.4806,1.7131,3713,9580,3915
FVG,15m,0.65,4.0,0.125,1.4997,1.4791,1.8575,3616,9348,3817
FVG,15m,0.625,3.0,0.083,1.5157,1.4789,1.791,3631,9372,3835
FVG,15m,0.65,7.0,0.167,1.4333,1.4778,1.7291,3616,9348,3817
FVG,15m,0.325,5.0,0.167,1.4355,1.473,1.7545,3714,9628,3929
FVG,15m,0.35,5.0,0.167,1.4412,1.4678,1.7119,3715,9603,3924
FVG,15m,0.65,3.0,0.083,1.4899,1.4635,1.791,3616,9348,3817
FVG,15m,0.675,4.0,0.125,1.4368,1.4439,1.8457,3613,9351,3809
FVG,15m,0.325,3.0,0.125,1.4738,1.4424,1.6608,3714,9628,3929
FVG,15m,0.375,3.0,0.125,1.4539,1.442,1.6266,3713,9580,3915
FVG,15m,0.7,4.0,0.125,1.4174,1.44,1.8081,3612,9341,3796
FVG,15m,0.675,7.0,0.167,1.3465,1.4396,1.7175,3613,9351,3809
FVG,15m,0.4,5.0,0.167,1.3939,1.4322,1.7217,3708,9587,3900
FVG,15m,0.7,7.0,0.167,1.3433,1.4313,1.6919,3612,9341,3796
FVG,15m,0.675,3.0,0.083,1.4201,1.4289,1.7658,3613,9351,3809
FVG,15m,0.35,3.0,0.125,1.4765,1.4275,1.6328,3715,9603,3924
FVG,15m,0.425,5.0,0.167,1.4198,1.413,1.739,3689,9564,3892
FVG,15m,0.7,3.0,0.083,1.4064,1.4083,1.7559,3612,9341,3796
FVG,15m,0.5,5.0,0.167,1.3231,1.405,1.6712,3673,9490,3876
FVG,15m,0.4,3.0,0.125,1.4342,1.4029,1.6161,3708,9587,3900
FVG,15m,0.525,5.0,0.167,1.2786,1.4019,1.6544,3666,9467,3859
FVG,15m,0.45,5.0,0.167,1.3521,1.4017,1.651,3691,9539,3884
FVG,15m,0.55,5.0,0.167,1.3121,1.3992,1.6351,3651,9435,3858
FVG,15m,0.475,5.0,0.167,1.3252,1.3982,1.649,3675,9521,3882
FVG,15m,0.3,2.0,0.083,1.4327,1.3928,1.6917,3721,9625,3931
FVG,15m,0.3,4.0,0.167,1.3275,1.385,1.6496,3721,9625,3931
FVG,15m,0.45,3.0,0.125,1.3924,1.3809,1.5847,3691,9539,3884
FVG,15m,0.425,3.0,0.125,1.4556,1.377,1.627,3689,9564,3892
FVG,15m,0.5,3.0,0.125,1.3522,1.3708,1.5703,3673,9490,3876
FVG,15m,0.475,3.0,0.125,1.3443,1.3657,1.5528,3675,9521,3882
FVG,15m,0.575,5.0,0.167,1.2813,1.3633,1.6209,3647,9416,3846
FVG,15m,0.325,2.0,0.083,1.3984,1.3593,1.6011,3714,9628,3929
FVG,15m,0.375,2.0,0.083,1.315,1.3589,1.5546,3713,9580,3915
FVG,15m,0.325,4.0,0.167,1.2851,1.3513,1.5669,3714,9628,3929
FVG,15m,0.35,2.0,0.083,1.3643,1.3511,1.5728,3715,9603,3924
FVG,15m,0.6,5.0,0.167,1.2858,1.3501,1.5791,3642,9409,3841
FVG,15m,0.625,5.0,0.167,1.2923,1.342,1.591,3631,9372,3835
FVG,15m,0.375,4.0,0.167,1.2869,1.3419,1.5285,3713,9580,3915
FVG,15m,0.525,3.0,0.125,1.3453,1.3387,1.5495,3666,9467,3859
FVG,15m,0.35,4.0,0.167,1.3102,1.3339,1.5346,3715,9603,3924
FVG,15m,0.4,2.0,0.083,1.3051,1.3177,1.5574,3708,9587,3900
FVG,15m,0.55,3.0,0.125,1.3828,1.3151,1.526,3651,9435,3858
FVG,15m,0.65,5.0,0.167,1.2794,1.3111,1.6961,3616,9348,3817
FVG,15m,0.4,4.0,0.167,1.2752,1.2968,1.5404,3708,9587,3900
FVG,15m,0.425,2.0,0.083,1.3444,1.2945,1.6106,3689,9564,3892
FVG,15m,0.45,2.0,0.083,1.297,1.2871,1.5309,3691,9539,3884
FVG,15m,0.3,10.0,0.25,1.125,1.2859,1.5175,3721,9625,3931
FVG,15m,0.5,2.0,0.083,1.3029,1.2844,1.5059,3673,9490,3876
FVG,15m,0.425,4.0,0.167,1.3185,1.2842,1.5507,3689,9564,3892
FVG,15m,0.7,5.0,0.167,1.1948,1.2798,1.6464,3612,9341,3796
FVG,15m,0.675,5.0,0.167,1.1929,1.2757,1.6793,3613,9351,3809
FVG,15m,0.475,2.0,0.083,1.2802,1.2743,1.4943,3675,9521,3882
FVG,15m,0.375,10.0,0.25,1.061,1.273,1.4119,3713,9580,3915
FVG,15m,0.575,3.0,0.125,1.3535,1.2694,1.4797,3647,9416,3846
FVG,15m,0.45,4.0,0.167,1.2408,1.2681,1.4645,3691,9539,3884
FVG,15m,0.55,2.0,0.083,1.3146,1.2677,1.4688,3651,9435,3858
FVG,15m,0.6,3.0,0.125,1.3391,1.2666,1.4714,3642,9409,3841
FVG,15m,0.525,2.0,0.083,1.2961,1.265,1.4792,3666,9467,3859
FVG,15m,0.325,10.0,0.25,1.0713,1.2615,1.452,3714,9628,3929
FVG,15m,0.5,4.0,0.167,1.2227,1.2534,1.4651,3673,9490,3876
FVG,15m,0.475,4.0,0.167,1.2226,1.2526,1.4171,3675,9521,3882
FVG,15m,0.35,10.0,0.25,1.0759,1.2497,1.4283,3715,9603,3924
FVG,15m,0.625,3.0,0.125,1.3568,1.2464,1.4844,3631,9372,3835
FVG,15m,0.525,4.0,0.167,1.1899,1.2305,1.441,3666,9467,3859
FVG,15m,0.575,2.0,0.083,1.2629,1.2287,1.4439,3647,9416,3846
FVG,15m,0.4,10.0,0.25,1.0247,1.2286,1.4059,3708,9587,3900
FVG,15m,0.5,10.0,0.25,0.9929,1.2273,1.3208,3673,9490,3876
FVG,15m,0.55,4.0,0.167,1.1853,1.2267,1.4252,3651,9435,3858
FVG,15m,0.65,3.0,0.125,1.3197,1.2226,1.4764,3616,9348,3817
FVG,15m,0.6,2.0,0.083,1.2459,1.2215,1.4385,3642,9409,3841
FVG,15m,0.625,2.0,0.083,1.253,1.2189,1.4307,3631,9372,3835
FVG,15m,0.525,10.0,0.25,0.9575,1.2182,1.2852,3666,9467,3859
FVG,15m,0.55,10.0,0.25,0.9915,1.2128,1.2912,3651,9435,3858
FVG,15m,0.475,10.0,0.25,1.0036,1.2114,1.28,3675,9521,3882
FVG,15m,0.425,10.0,0.25,1.0745,1.2087,1.4267,3689,9564,3892
FVG,15m,0.45,10.0,0.25,1.009,1.2038,1.3373,3691,9539,3884
FVG,15m,0.3,7.0,0.25,1.0381,1.1952,1.4535,3721,9625,3931
FVG,15m,0.65,2.0,0.083,1.2375,1.1838,1.4246,3616,9348,3817
FVG,15m,0.575,4.0,0.167,1.1744,1.1828,1.4225,3647,9416,3846
FVG,15m,0.675,3.0,0.125,1.2402,1.1823,1.4387,3613,9351,3809
FVG,15m,0.6,4.0,0.167,1.1877,1.1795,1.4161,3642,9409,3841
FVG,15m,0.575,10.0,0.25,0.9568,1.172,1.2769,3647,9416,3846
FVG,15m,0.6,10.0,0.25,0.943,1.1718,1.2214,3642,9409,3841
FVG,15m,0.625,4.0,0.167,1.1982,1.1718,1.4254,3631,9372,3835
FVG,15m,0.325,7.0,0.25,0.9854,1.1714,1.3824,3714,9628,3929
FVG,15m,0.7,3.0,0.125,1.2182,1.1649,1.4015,3612,9341,3796
FVG,15m,0.375,7.0,0.25,0.9592,1.1625,1.3582,3713,9580,3915
FVG,15m,0.625,10.0,0.25,0.9554,1.1611,1.2434,3631,9372,3835
FVG,15m,0.35,7.0,0.25,0.9777,1.1546,1.3712,3715,9603,3924
FVG,15m,0.65,4.0,0.167,1.1717,1.1479,1.4482,3616,9348,3817
FVG,15m,0.675,2.0,0.083,1.2092,1.1472,1.4152,3613,9351,3809
FVG,15m,0.65,10.0,0.25,0.9609,1.1444,1.2833,3616,9348,3817
FVG,15m,0.7,2.0,0.083,1.154,1.1358,1.4174,3612,9341,3796
FVG,15m,0.3,2.0,0.125,1.2036,1.1279,1.4157,3721,9625,3931
FVG,15m,0.3,3.0,0.167,1.2056,1.1243,1.3305,3721,9625,3931
FVG,15m,0.4,7.0,0.25,0.923,1.1164,1.38,3708,9587,3900
FVG,15m,0.5,7.0,0.25,0.9265,1.1125,1.235,3673,9490,3876
FVG,15m,0.525,7.0,0.25,0.8955,1.1068,1.2159,3666,9467,3859
FVG,15m,0.675,4.0,0.167,1.0917,1.1046,1.4524,3613,9351,3809
FVG,15m,0.475,7.0,0.25,0.9161,1.1043,1.2183,3675,9521,3882
FVG,15m,0.7,4.0,0.167,1.0766,1.1042,1.3969,3612,9341,3796
FVG,15m,0.55,7.0,0.25,0.9098,1.1019,1.2227,3651,9435,3858
FVG,15m,0.45,7.0,0.25,0.9218,1.0995,1.2923,3691,9539,3884
FVG,15m,0.425,7.0,0.25,0.9704,1.0987,1.3792,3689,9564,3892
FVG,15m,0.675,10.0,0.25,0.8759,1.0936,1.2786,3613,9351,3809
FVG,15m,0.7,10.0,0.25,0.8946,1.0931,1.2508,3612,9341,3796
FVG,15m,0.325,2.0,0.125,1.1491,1.0848,1.3051,3714,9628,3929
FVG,15m,0.375,3.0,0.167,1.1339,1.0847,1.2054,3713,9580,3915
FVG,15m,0.325,3.0,0.167,1.1562,1.0781,1.2333,3714,9628,3929
FVG,15m,0.375,2.0,0.125,1.1061,1.0756,1.2162,3713,9580,3915
FVG,15m,0.35,3.0,0.167,1.1601,1.0736,1.2095,3715,9603,3924
FVG,15m,0.35,2.0,0.125,1.1125,1.0596,1.2732,3715,9603,3924
FVG,15m,0.575,7.0,0.25,0.8814,1.059,1.1823,3647,9416,3846
FVG,15m,0.6,7.0,0.25,0.8805,1.0393,1.1251,3642,9409,3841
FVG,15m,0.4,3.0,0.167,1.1145,1.0375,1.207,3708,9587,3900
FVG,15m,0.625,7.0,0.25,0.8929,1.0325,1.1488,3631,9372,3835
FVG,15m,0.4,2.0,0.125,1.0913,1.0297,1.2247,3708,9587,3900
FVG,15m,0.425,2.0,0.125,1.124,1.0158,1.2469,3689,9564,3892
FVG,15m,0.45,2.0,0.125,1.0624,1.0125,1.1761,3691,9539,3884
FVG,15m,0.65,7.0,0.25,0.9092,1.011,1.1613,3616,9348,3817
FVG,15m,0.425,3.0,0.167,1.13,1.0108,1.2143,3689,9564,3892
FVG,15m,0.5,3.0,0.167,1.027,1.0066,1.1457,3673,9490,3876
FVG,15m,0.45,3.0,0.167,1.0632,1.0025,1.1637,3691,9539,3884
FVG,15m,0.3,5.0,0.25,0.9452,0.9983,1.2764,3721,9625,3931
FVG,15m,0.475,3.0,0.167,1.0227,0.9972,1.1219,3675,9521,3882
FVG,15m,0.5,2.0,0.125,1.0554,0.995,1.1179,3673,9490,3876
FVG,15m,0.475,2.0,0.125,1.039,0.9917,1.1144,3675,9521,3882
FVG,15m,0.525,3.0,0.167,1.0089,0.9831,1.1243,3666,9467,3859
FVG,15m,0.525,2.0,0.125,1.0381,0.9686,1.0963,3666,9467,3859
FVG,15m,0.55,3.0,0.167,1.0449,0.967,1.0973,3651,9435,3858
FVG,15m,0.675,7.0,0.25,0.8356,0.9622,1.1409,3613,9351,3809
FVG,15m,0.325,5.0,0.25,0.8787,0.9616,1.2033,3714,9628,3929
FVG,15m,0.375,5.0,0.25,0.8321,0.9596,1.1405,3713,9580,3915
FVG,15m,0.55,2.0,0.125,1.0431,0.9514,1.0817,3651,9435,3858
FVG,15m,0.7,7.0,0.25,0.8332,0.9493,1.1077,3612,9341,3796
FVG,15m,0.35,5.0,0.25,0.8634,0.9456,1.1537,3715,9603,3924
FVG,15m,0.575,2.0,0.125,0.9933,0.9123,1.0373,3647,9416,3846
FVG,15m,0.575,3.0,0.167,1.0021,0.9116,1.0646,3647,9416,3846
FVG,15m,0.4,5.0,0.25,0.7991,0.9076,1.1391,3708,9587,3900
FVG,15m,0.6,2.0,0.125,0.9685,0.9056,1.0249,3642,9409,3841
FVG,15m,0.6,3.0,0.167,0.9936,0.9037,1.0471,3642,9409,3841
FVG,15m,0.625,2.0,0.125,0.9625,0.8998,1.0094,3631,9372,3835
FVG,15m,0.425,5.0,0.25,0.836,0.8942,1.1141,3689,9564,3892
FVG,15m,0.625,3.0,0.167,1.0047,0.8843,1.0601,3631,9372,3835
FVG,15m,0.5,5.0,0.25,0.7481,0.8802,1.0039,3673,9490,3876
FVG,15m,0.525,5.0,0.25,0.7081,0.8801,1.002,3666,9467,3859
FVG,15m,0.45,5.0,0.25,0.7826,0.8788,1.0273,3691,9539,3884
