kind,tf,depth_frac,r_target,expiry_days,avg_pnl_holdout,avg_pnl_train,avg_pnl_validation,n_holdout,n_train,n_validation
BB,15m,0.575,5.0,0.25,0.5977,1.4177,2.8055,132,397,191
BB,15m,0.475,3.0,0.25,1.0177,1.4131,2.5827,136,395,189
BB,15m,0.7,5.0,0.25,0.4807,1.4017,2.8092,129,374,191
BB,15m,0.375,4.0,0.25,2.0471,1.3976,3.1373,130,401,194
BB,15m,0.55,7.0,0.25,0.7632,1.3877,2.6003,132,395,191
BB,15m,0.675,4.0,0.25,0.6826,1.3875,2.4673,128,379,191
BB,15m,0.6,7.0,0.25,0.5589,1.3819,2.0581,131,392,191
BB,15m,0.65,10.0,0.25,0.4157,1.3725,2.2723,132,383,190
BB,15m,0.575,4.0,0.25,0.4515,1.367,2.5131,132,397,191
BB,15m,0.525,4.0,0.25,0.6408,1.3591,3.2012,134,392,189
BB,15m,0.55,5.0,0.25,0.5734,1.3585,2.8852,132,395,191
BB,15m,0.3,2.0,0.25,2.3412,1.3557,2.0564,134,402,199
BB,15m,0.65,7.0,0.25,0.3427,1.351,2.5369,132,383,190
BB,15m,0.7,7.0,0.25,0.6488,1.3367,2.9094,129,374,191
BB,15m,0.55,4.0,0.25,0.4355,1.3361,2.6262,132,395,191
BB,15m,0.5,4.0,0.25,0.8455,1.3316,3.1023,134,397,190
BB,15m,0.325,2.0,0.25,1.3625,1.3162,2.2005,132,403,197
BB,15m,0.6,10.0,0.25,0.6471,1.3159,2.0628,131,392,191
BB,15m,0.675,3.0,0.25,0.571,1.3137,1.4786,128,379,191
BB,15m,0.35,3.0,0.25,0.6303,1.3127,3.0514,134,403,195
BB,15m,0.6,5.0,0.25,0.2897,1.304,2.6774,131,392,191
BB,15m,0.625,10.0,0.25,0.1312,1.3002,2.0834,132,388,189
BB,15m,0.65,5.0,0.25,0.0557,1.298,2.7599,132,383,190
BB,15m,0.625,7.0,0.25,0.0639,1.2865,2.3455,132,388,189
BB,15m,0.5,5.0,0.25,1.3366,1.2768,2.8631,134,397,190
BB,15m,0.35,4.0,0.25,1.2478,1.26,3.3588,134,403,195
BB,15m,0.525,5.0,0.25,1.0285,1.2472,3.4151,134,392,189
BB,15m,0.45,2.0,0.25,0.5435,1.2353,1.5984,137,394,190
BB,15m,0.6,4.0,0.25,0.291,1.2313,2.1713,131,392,191
BB,15m,0.65,4.0,0.25,0.3166,1.2237,2.3034,132,383,190
BB,15m,0.7,4.0,0.25,0.5915,1.2085,2.5359,129,374,191
BB,15m,0.425,2.0,0.25,0.5022,1.2032,1.794,135,400,191
BB,15m,0.475,2.0,0.25,0.8798,1.2011,1.4258,136,395,189
BB,15m,0.4,2.0,0.25,0.7744,1.1795,2.0796,133,402,191
BB,15m,0.375,2.0,0.25,1.7989,1.1574,1.8385,130,401,194
BB,15m,0.675,2.0,0.25,0.3211,1.1354,1.4279,128,379,191
BB,15m,0.525,3.0,0.25,0.7538,1.11,2.6277,134,392,189
BB,15m,0.5,3.0,0.25,1.1076,1.0941,2.5342,134,397,190
BB,15m,0.35,2.0,0.25,0.8776,1.0705,1.9782,134,403,195
BB,15m,0.575,3.0,0.25,0.6831,1.0683,1.978,132,397,191
BB,15m,0.55,3.0,0.25,0.5944,1.0292,2.0734,132,395,191
BB,15m,0.6,3.0,0.25,0.243,1.013,1.7598,131,392,191
BB,15m,0.65,2.0,0.25,0.1827,0.997,1.4638,132,383,190
BB,15m,0.625,2.0,0.25,0.1731,0.9735,1.4092,132,388,189
BB,15m,0.7,3.0,0.25,0.8078,0.9704,1.8682,129,374,191
BB,15m,0.65,3.0,0.25,0.2423,0.9693,1.5247,132,383,190
BB,15m,0.575,2.0,0.25,0.8452,0.9554,1.4181,132,397,191
BB,15m,0.5,2.0,0.25,1.2719,0.9491,1.2408,134,397,190
BB,15m,0.55,2.0,0.25,0.7162,0.9171,1.0601,132,395,191
BB,15m,0.6,2.0,0.25,0.3039,0.9124,1.4926,131,392,191
BB,15m,0.525,2.0,0.25,0.851,0.8762,1.4596,134,392,189
BB,15m,0.7,2.0,0.25,0.3751,0.8588,1.7006,129,374,191
BB,15m,0.625,3.0,0.25,0.094,0.8479,1.4811,132,388,189
BB,15m,0.425,7.0,0.5,1.4471,0.8242,1.5156,135,400,191
BB,15m,0.675,10.0,0.5,0.6055,0.8161,0.7644,128,379,191
BB,15m,0.325,7.0,0.5,2.4099,0.735,2.1716,132,403,197
BB,15m,0.325,5.0,0.5,2.2423,0.6921,1.9061,132,403,197
BB,15m,0.6,10.0,0.5,0.9127,0.6909,0.6193,131,392,191
BB,15m,0.65,10.0,0.5,0.5238,0.6774,0.6997,132,383,190
BB,15m,0.575,7.0,0.5,0.8992,0.6708,0.7556,132,397,191
BB,15m,0.55,10.0,0.5,1.2566,0.6692,1.3125,132,395,191
BB,15m,0.575,10.0,0.5,1.2055,0.6641,0.8162,132,397,191
BB,15m,0.525,10.0,0.5,1.7322,0.6628,1.8076,134,392,189
BB,15m,0.475,7.0,0.5,1.4694,0.6483,1.4583,136,395,189
BB,15m,0.6,7.0,0.5,0.585,0.635,0.4539,131,392,191
BB,15m,0.45,7.0,0.5,1.2511,0.6307,1.2572,137,394,190
BB,15m,0.5,7.0,0.5,1.4163,0.6089,1.3886,134,397,190
BB,15m,0.375,7.0,0.5,3.0277,0.6043,1.3017,130,401,194
BB,15m,0.7,10.0,0.5,0.5891,0.6031,1.1619,129,374,191
BB,15m,0.4,7.0,0.5,1.8252,0.5968,1.6315,133,402,191
BB,15m,0.525,7.0,0.5,1.4077,0.5965,1.8444,134,392,189
BB,15m,0.5,10.0,0.5,1.8302,0.5779,1.3317,134,397,190
BB,15m,0.55,7.0,0.5,1.0085,0.5774,1.2415,132,395,191
BB,15m,0.425,10.0,0.5,1.6074,0.5752,1.6417,135,400,191
BB,15m,0.625,10.0,0.5,0.3701,0.5747,0.6016,132,388,189
BB,15m,0.325,10.0,0.5,2.6353,0.5563,2.2384,132,403,197
BB,15m,0.425,5.0,0.5,1.2233,0.5555,1.4999,135,400,191
BB,15m,0.3,7.0,0.5,3.1648,0.5526,2.2604,134,402,199
BB,15m,0.3,5.0,0.5,2.8965,0.5457,1.9545,134,402,199
BB,15m,0.4,5.0,0.5,1.6179,0.5415,1.6736,133,402,191
BB,15m,0.375,5.0,0.5,2.86,0.5335,1.0163,130,401,194
BB,15m,0.675,7.0,0.5,0.5207,0.5206,0.9109,128,379,191
BB,15m,0.35,7.0,0.5,2.3068,0.4905,1.6883,134,403,195
BB,15m,0.425,3.0,0.5,0.3115,0.4644,0.7033,135,400,191
BB,15m,0.35,5.0,0.5,2.0272,0.459,1.5517,134,403,195
BB,15m,0.575,5.0,0.5,0.3894,0.4582,1.1415,132,397,191
BB,15m,0.4,10.0,0.5,1.9554,0.4432,1.7373,133,402,191
BB,15m,0.45,10.0,0.5,1.5303,0.4224,1.4122,137,394,190
BB,15m,0.45,4.0,0.5,0.2733,0.4212,1.6004,137,394,190
BB,15m,0.575,4.0,0.5,0.0254,0.4109,0.9005,132,397,191
BB,15m,0.45,5.0,0.5,1.1395,0.4105,1.1964,137,394,190
BB,15m,0.55,5.0,0.5,0.4328,0.398,1.3785,132,395,191
BB,15m,0.65,7.0,0.5,0.1811,0.3972,0.9618,132,383,190
BB,15m,0.425,4.0,0.5,0.5353,0.3829,1.6825,135,400,191
BB,15m,0.3,10.0,0.5,3.4189,0.3691,2.3271,134,402,199
BB,15m,0.45,3.0,0.5,0.2309,0.3389,0.4627,137,394,190
BB,15m,0.475,10.0,0.5,1.8068,0.3386,1.6615,136,395,189
BB,15m,0.625,7.0,0.5,0.03,0.3315,0.7595,132,388,189
BB,15m,0.375,10.0,0.5,3.2593,0.3148,1.3908,130,401,194
BB,15m,0.55,4.0,0.5,0.1024,0.2942,1.036,132,395,191
BB,15m,0.325,4.0,0.5,2.0473,0.289,1.9507,132,403,197
BB,15m,0.7,7.0,0.5,0.4983,0.2667,1.2076,129,374,191
BB,15m,0.4,4.0,0.5,1.0036,0.2589,1.6841,133,402,191
BB,15m,0.525,5.0,0.5,0.8961,0.2506,1.9053,134,392,189
BB,15m,0.4,3.0,0.5,0.5663,0.246,1.1006,133,402,191
BB,15m,0.3,2.0,0.5,1.8274,0.2267,0.236,134,402,199
BB,15m,0.5,5.0,0.5,1.3512,0.2162,1.3002,134,397,190
BB,15m,0.3,4.0,0.5,2.6045,0.2072,1.8976,134,402,199
BB,15m,0.475,3.0,0.5,0.5336,0.2018,0.7565,136,395,189
BB,15m,0.375,3.0,0.5,1.589,0.1909,1.0175,130,401,194
BB,15m,0.325,3.0,0.5,0.8312,0.1847,1.8123,132,403,197
BB,15m,0.475,5.0,0.5,1.3828,0.1844,1.6056,136,395,189
BB,15m,0.35,10.0,0.5,2.5227,0.1813,1.8015,134,403,195
BB,15m,0.375,4.0,0.5,2.2941,0.1789,1.4396,130,401,194
BB,15m,0.325,2.0,0.5,0.7133,0.1723,0.343,132,403,197
BB,15m,0.475,4.0,0.5,0.552,0.1672,1.692,136,395,189
BB,15m,0.525,4.0,0.5,0.3485,0.1558,1.6322,134,392,189
BB,15m,0.5,4.0,0.5,0.4941,0.135,1.4138,134,397,190
BB,15m,0.35,4.0,0.5,1.6625,0.0959,1.8706,134,403,195
BB,15m,0.575,3.0,0.5,0.0955,0.0916,0.1771,132,397,191
BB,15m,0.525,3.0,0.5,0.1285,0.0687,0.775,134,392,189
BB,15m,0.4,2.0,0.5,0.4457,0.0291,0.1322,133,402,191
BB,15m,0.5,3.0,0.5,0.5506,0.0242,0.7134,134,397,190
MB,15m,0.425,7.0,0.125,1.7727,3.1847,2.0692,487,1274,607
MB,15m,0.425,5.0,0.125,1.762,3.1832,2.1027,487,1274,607
MB,15m,0.425,10.0,0.125,1.7508,3.183,2.0698,487,1274,607
MB,15m,0.425,4.0,0.125,1.8067,3.1768,2.1288,487,1274,607
MB,15m,0.3,4.0,0.125,2.1656,3.1628,2.4239,486,1280,609
MB,15m,0.425,3.0,0.125,1.8152,3.1444,2.1214,487,1274,607
MB,15m,0.3,5.0,0.125,2.1682,3.1437,2.4293,486,1280,609
MB,15m,0.3,10.0,0.125,2.1613,3.1419,2.3749,486,1280,609
MB,15m,0.3,7.0,0.125,2.161,3.1389,2.3749,486,1280,609
MB,15m,0.45,5.0,0.125,1.7761,3.085,2.3808,484,1273,596
MB,15m,0.3,3.0,0.125,2.1925,3.0746,2.4275,486,1280,609
MB,15m,0.35,4.0,0.125,2.0318,3.0553,2.103,484,1286,613
MB,15m,0.45,7.0,0.125,1.7898,3.0501,2.3336,484,1273,596
MB,15m,0.45,10.0,0.125,1.7694,3.0497,2.3341,484,1273,596
MB,15m,0.4,10.0,0.125,2.0615,3.0488,2.0806,484,1270,606
MB,15m,0.35,10.0,0.125,2.0104,3.0479,2.0291,484,1286,613
MB,15m,0.35,5.0,0.125,2.0454,3.047,2.0784,484,1286,613
MB,15m,0.425,5.0,0.167,1.5284,3.047,1.5161,487,1274,607
MB,15m,0.4,4.0,0.125,2.1013,3.0454,2.1518,484,1270,606
MB,15m,0.4,7.0,0.125,2.0832,3.0438,2.08,484,1270,606
MB,15m,0.35,7.0,0.125,2.0103,3.0437,2.0291,484,1286,613
MB,15m,0.425,7.0,0.167,1.5315,3.0436,1.2795,487,1274,607
MB,15m,0.45,4.0,0.125,1.8532,3.0399,2.3843,484,1273,596
MB,15m,0.3,5.0,0.167,1.9424,3.0397,1.8273,486,1280,609
MB,15m,0.3,4.0,0.167,1.9234,3.034,1.8241,486,1280,609
MB,15m,0.3,7.0,0.167,1.9204,3.0332,1.5962,486,1280,609
MB,15m,0.4,5.0,0.125,2.0809,3.0329,2.1177,484,1270,606
MB,15m,0.4,7.0,0.167,1.8935,3.032,1.2823,484,1270,606
MB,15m,0.425,10.0,0.167,1.4108,3.0298,1.2841,487,1274,607
MB,15m,0.4,10.0,0.167,1.7711,3.0276,1.2867,484,1270,606
MB,15m,0.35,5.0,0.167,1.9668,3.024,1.503,484,1286,613
MB,15m,0.3,10.0,0.167,1.817,3.0232,1.597,486,1280,609
MB,15m,0.4,5.0,0.167,1.903,3.0222,1.5252,484,1270,606
MB,15m,0.35,7.0,0.167,1.9062,3.0106,1.2829,484,1286,613
MB,15m,0.45,3.0,0.125,1.7641,3.007,2.381,484,1273,596
MB,15m,0.35,10.0,0.167,1.8041,3.0036,1.2837,484,1286,613
MB,15m,0.375,10.0,0.125,2.0128,2.9985,2.0599,485,1289,609
MB,15m,0.425,4.0,0.167,1.5743,2.9973,1.5236,487,1274,607
MB,15m,0.375,7.0,0.125,2.035,2.9937,2.0599,485,1289,609
MB,15m,0.375,4.0,0.125,2.0564,2.9932,2.1273,485,1289,609
MB,15m,0.375,5.0,0.125,2.045,2.9915,2.1071,485,1289,609
MB,15m,0.35,4.0,0.167,1.93,2.9898,1.5267,484,1286,613
MB,15m,0.4,4.0,0.167,1.9216,2.9855,1.5457,484,1270,606
MB,15m,0.35,3.0,0.125,2.0412,2.9851,2.0651,484,1286,613
MB,15m,0.325,4.0,0.125,2.129,2.9668,2.1942,485,1289,606
MB,15m,0.325,10.0,0.125,2.1104,2.9533,2.1148,485,1289,606
MB,15m,0.325,5.0,0.125,2.1442,2.9502,2.1663,485,1289,606
MB,15m,0.325,7.0,0.125,2.1102,2.9494,2.1148,485,1289,606
MB,15m,0.4,3.0,0.125,2.1373,2.9491,2.1595,484,1270,606
MB,15m,0.325,7.0,0.167,1.9096,2.9312,1.3527,485,1289,606
MB,15m,0.325,5.0,0.167,1.9687,2.931,1.5788,485,1289,606
MB,15m,0.45,5.0,0.167,1.4666,2.9309,1.8517,484,1273,596
MB,15m,0.375,5.0,0.167,1.8386,2.9302,1.586,485,1289,609
MB,15m,0.375,7.0,0.167,1.8066,2.9256,1.3311,485,1289,609
MB,15m,0.325,4.0,0.167,1.9324,2.9236,1.6082,485,1289,606
MB,15m,0.325,10.0,0.167,1.8065,2.9229,1.3535,485,1289,606
MB,15m,0.375,10.0,0.167,1.6822,2.9203,1.3316,485,1289,609
MB,15m,0.325,3.0,0.125,2.1181,2.909,2.1594,485,1289,606
MB,15m,0.375,3.0,0.125,2.0757,2.9002,2.1303,485,1289,609
MB,15m,0.425,3.0,0.167,1.5479,2.8964,1.526,487,1274,607
MB,15m,0.3,2.0,0.125,2.1578,2.8935,2.2061,486,1280,609
MB,15m,0.45,7.0,0.167,1.4762,2.8926,1.5804,484,1273,596
MB,15m,0.4,7.0,0.25,1.6188,2.8841,0.958,484,1270,606
MB,15m,0.45,10.0,0.167,1.3581,2.8821,1.5842,484,1273,596
MB,15m,0.375,4.0,0.167,1.8404,2.882,1.5972,485,1289,609
MB,15m,0.3,3.0,0.167,1.9386,2.8754,1.8361,486,1280,609
MB,15m,0.4,10.0,0.25,1.4671,2.8647,0.9807,484,1270,606
MB,15m,0.35,3.0,0.167,1.8995,2.8492,1.4667,484,1286,613
MB,15m,0.3,5.0,0.25,1.6293,2.8458,1.4893,486,1280,609
MB,15m,0.45,4.0,0.167,1.5404,2.8429,1.8034,484,1273,596
MB,15m,0.4,5.0,0.25,1.5966,2.8418,1.2236,484,1270,606
MB,15m,0.35,5.0,0.25,1.6504,2.8339,1.0847,484,1286,613
MB,15m,0.425,2.0,0.125,1.8006,2.8327,1.6121,487,1274,607
MB,15m,0.425,7.0,0.25,1.4111,2.8302,0.8253,487,1274,607
MB,15m,0.4,3.0,0.167,1.9249,2.8292,1.5832,484,1270,606
MB,15m,0.35,7.0,0.25,1.6044,2.8284,0.8262,484,1286,613
MB,15m,0.3,7.0,0.25,1.6333,2.8161,1.3017,486,1280,609
MB,15m,0.575,4.0,0.125,1.5921,2.8113,1.8557,464,1248,574
MB,15m,0.575,5.0,0.125,1.5589,2.808,1.8292,464,1248,574
MB,15m,0.3,4.0,0.25,1.5855,2.8056,1.5937,486,1280,609
MB,15m,0.5,5.0,0.167,1.7236,2.8043,1.7128,471,1276,586
MB,15m,0.3,10.0,0.25,1.4826,2.803,1.2951,486,1280,609
MB,15m,0.5,5.0,0.125,1.8398,2.8012,2.1106,471,1276,586
MB,15m,0.475,5.0,0.125,1.7084,2.7965,2.2226,483,1275,592
MB,15m,0.425,5.0,0.25,1.371,2.7942,1.121,487,1274,607
MB,15m,0.35,10.0,0.25,1.4545,2.7935,0.8252,484,1286,613
MB,15m,0.425,10.0,0.25,1.2621,2.7917,0.8516,487,1274,607
MB,15m,0.4,4.0,0.25,1.6048,2.7909,1.2082,484,1270,606
MB,15m,0.325,3.0,0.167,1.8819,2.7889,1.5294,485,1289,606
MB,15m,0.5,4.0,0.125,1.8919,2.7728,2.0841,471,1276,586
MB,15m,0.575,10.0,0.125,1.5396,2.7725,1.8532,464,1248,574
MB,15m,0.575,7.0,0.125,1.5558,2.7671,1.8498,464,1248,574
MB,15m,0.35,4.0,0.25,1.6013,2.7664,1.1322,484,1286,613
MB,15m,0.525,5.0,0.125,1.829,2.7657,1.9602,471,1271,588
MB,15m,0.425,4.0,0.25,1.412,2.7628,1.0897,487,1274,607
MB,15m,0.475,4.0,0.125,1.7586,2.7593,2.1885,483,1275,592
MB,15m,0.375,7.0,0.25,1.5359,2.7583,0.8827,485,1289,609
MB,15m,0.475,7.0,0.125,1.6998,2.7563,2.1336,483,1275,592
MB,15m,0.375,5.0,0.25,1.5376,2.7562,1.16,485,1289,609
MB,15m,0.475,10.0,0.125,1.6801,2.7559,2.1342,483,1275,592
MB,15m,0.525,4.0,0.125,1.8415,2.7483,1.9133,471,1271,588
MB,15m,0.5,10.0,0.125,1.7966,2.7398,2.066,471,1276,586
MB,15m,0.425,3.0,0.083,1.8902,2.7397,2.1195,487,1274,607
MB,15m,0.5,7.0,0.167,1.7048,2.7396,1.6257,471,1276,586
MB,15m,0.5,7.0,0.125,1.8152,2.7387,2.0654,471,1276,586
MB,15m,0.425,5.0,0.083,1.8768,2.7368,2.1488,487,1274,607
MB,15m,0.5,4.0,0.167,1.7494,2.7355,1.6319,471,1276,586
MB,15m,0.375,10.0,0.25,1.3787,2.7346,0.883,485,1289,609
MB,15m,0.475,5.0,0.167,1.5407,2.7318,1.7584,483,1275,592
MB,15m,0.5,10.0,0.167,1.6651,2.7309,1.5842,471,1276,586
MB,15m,0.45,3.0,0.167,1.4378,2.7305,1.7367,484,1273,596
MB,15m,0.375,3.0,0.167,1.8236,2.7284,1.6305,485,1289,609
MB,15m,0.325,5.0,0.25,1.6077,2.7249,1.204,485,1289,606
MB,15m,0.425,10.0,0.083,1.8865,2.7244,2.1486,487,1274,607
MB,15m,0.525,10.0,0.125,1.7644,2.724,1.9209,471,1271,588
MB,15m,0.425,7.0,0.083,1.8873,2.7239,2.1486,487,1274,607
MB,15m,0.525,7.0,0.125,1.7983,2.7229,1.9195,471,1271,588
MB,15m,0.425,4.0,0.083,1.8632,2.7223,2.1483,487,1274,607
MB,15m,0.5,3.0,0.125,1.9435,2.7196,2.0075,471,1276,586
MB,15m,0.45,3.0,0.083,1.8658,2.7163,2.3445,484,1273,596
MB,15m,0.6,5.0,0.125,1.478,2.7131,2.0705,455,1239,556
MB,15m,0.325,7.0,0.25,1.5641,2.7096,1.0296,485,1289,606
MB,15m,0.6,4.0,0.125,1.4743,2.7064,2.1003,455,1239,556
MB,15m,0.475,3.0,0.125,1.6881,2.7057,2.1389,483,1275,592
MB,15m,0.45,5.0,0.083,1.9003,2.7034,2.374,484,1273,596
MB,15m,0.35,2.0,0.125,1.9152,2.7009,1.7205,484,1286,613
MB,15m,0.4,2.0,0.125,1.9924,2.6983,1.5855,484,1270,606
MB,15m,0.325,10.0,0.25,1.4128,2.6974,1.0259,485,1289,606
MB,15m,0.575,5.0,0.167,1.4273,2.6942,1.4067,464,1248,574
MB,15m,0.45,10.0,0.083,1.9104,2.693,2.3737,484,1273,596
MB,15m,0.45,7.0,0.083,1.911,2.6922,2.3737,484,1273,596
MB,15m,0.45,4.0,0.083,1.8906,2.6888,2.3626,484,1273,596
MB,15m,0.325,4.0,0.25,1.5657,2.688,1.3443,485,1289,606
MB,15m,0.475,7.0,0.167,1.5427,2.6867,1.5694,483,1275,592
MB,15m,0.525,3.0,0.125,1.8661,2.6867,1.8926,471,1271,588
MB,15m,0.55,5.0,0.125,1.8509,2.6865,2.0483,466,1260,581
MB,15m,0.375,4.0,0.25,1.544,2.6852,1.1204,485,1289,609
MB,15m,0.45,2.0,0.125,1.7788,2.6852,1.917,484,1273,596
MB,15m,0.4,10.0,0.083,2.0488,2.6837,2.2793,484,1270,606
MB,15m,0.4,5.0,0.083,2.0417,2.6834,2.2794,484,1270,606
MB,15m,0.4,7.0,0.083,2.0488,2.6829,2.2793,484,1270,606
MB,15m,0.4,4.0,0.083,2.0483,2.6812,2.2845,484,1270,606
MB,15m,0.575,7.0,0.167,1.443,2.6788,1.3977,464,1248,574
MB,15m,0.475,10.0,0.167,1.4028,2.6761,1.5732,483,1275,592
MB,15m,0.3,2.0,0.167,1.909,2.6741,1.6019,486,1280,609
MB,15m,0.55,4.0,0.125,1.8783,2.6741,2.0424,466,1260,581
MB,15m,0.6,10.0,0.125,1.4672,2.6705,2.1074,455,1239,556
MB,15m,0.6,7.0,0.125,1.4836,2.6649,2.1038,455,1239,556
MB,15m,0.575,10.0,0.167,1.4101,2.6608,1.3648,464,1248,574
MB,15m,0.525,5.0,0.167,1.6543,2.6582,1.7191,471,1271,588
MB,15m,0.575,3.0,0.125,1.5192,2.6539,1.6876,464,1248,574
MB,15m,0.325,2.0,0.125,1.9717,2.6538,1.8644,485,1289,606
MB,15m,0.55,10.0,0.125,1.781,2.6526,2.0168,466,1260,581
MB,15m,0.575,4.0,0.167,1.4358,2.6516,1.364,464,1248,574
MB,15m,0.55,7.0,0.125,1.7968,2.6498,2.0162,466,1260,581
MB,15m,0.4,3.0,0.083,2.0757,2.6484,2.251,484,1270,606
MB,15m,0.475,4.0,0.167,1.5718,2.6471,1.6635,483,1275,592
MB,15m,0.5,4.0,0.083,2.0133,2.6438,2.1699,471,1276,586
MB,15m,0.375,2.0,0.125,1.9874,2.6424,1.6147,485,1289,609
MB,15m,0.475,5.0,0.083,1.8426,2.6385,2.2189,483,1275,592
MB,15m,0.475,4.0,0.083,1.8204,2.6376,2.2107,483,1275,592
MB,15m,0.5,5.0,0.083,2.0128,2.6357,2.1722,471,1276,586
MB,15m,0.525,7.0,0.167,1.6413,2.6333,1.6417,471,1271,588
MB,15m,0.475,10.0,0.083,1.8311,2.6289,2.2167,483,1275,592
MB,15m,0.475,7.0,0.083,1.8316,2.6281,2.2167,483,1275,592
MB,15m,0.55,3.0,0.125,1.8392,2.6153,1.9469,466,1260,581
MB,15m,0.525,10.0,0.167,1.5748,2.6144,1.6033,471,1271,588
MB,15m,0.525,4.0,0.167,1.6515,2.6122,1.6297,471,1271,588
MB,15m,0.45,5.0,0.25,1.186,2.6093,1.4552,484,1273,596
MB,15m,0.5,3.0,0.167,1.8068,2.6054,1.4687,471,1276,586
MB,15m,0.3,4.0,0.083,1.9568,2.6042,2.5434,486,1280,609
MB,15m,0.45,7.0,0.25,1.2448,2.6042,1.1266,484,1273,596
MB,15m,0.5,10.0,0.083,2.0065,2.6026,2.1785,471,1276,586
MB,15m,0.3,5.0,0.083,1.9683,2.6016,2.5452,486,1280,609
MB,15m,0.5,7.0,0.083,2.0069,2.6013,2.1785,471,1276,586
MB,15m,0.525,4.0,0.083,1.9279,2.5943,2.1122,471,1271,588
MB,15m,0.3,10.0,0.083,1.9734,2.5899,2.5403,486,1280,609
MB,15m,0.35,5.0,0.083,1.8929,2.5893,2.229,484,1286,613
MB,15m,0.3,7.0,0.083,1.9734,2.5892,2.5403,486,1280,609
MB,15m,0.525,5.0,0.083,1.9312,2.588,2.1313,471,1271,588
MB,15m,0.35,4.0,0.083,1.8773,2.587,2.2203,484,1286,613
MB,15m,0.475,3.0,0.083,1.7998,2.5837,2.1605,483,1275,592
MB,15m,0.55,5.0,0.167,1.6881,2.5833,1.634,466,1260,581
MB,15m,0.3,3.0,0.083,1.9717,2.5832,2.5454,486,1280,609
MB,15m,0.3,3.0,0.25,1.5446,2.58,1.5107,486,1280,609
MB,15m,0.35,10.0,0.083,1.8964,2.58,2.2249,484,1286,613
MB,15m,0.35,7.0,0.083,1.8964,2.5792,2.2249,484,1286,613
MB,15m,0.6,5.0,0.167,1.2874,2.5786,1.5525,455,1239,556
MB,15m,0.55,7.0,0.167,1.6472,2.5765,1.5651,466,1260,581
MB,15m,0.45,10.0,0.25,1.0999,2.5732,1.1528,484,1273,596
MB,15m,0.35,3.0,0.083,1.9175,2.5722,2.2298,484,1286,613
MB,15m,0.525,10.0,0.083,1.9229,2.5666,2.1382,471,1271,588
MB,15m,0.5,3.0,0.083,2.0472,2.5661,2.102,471,1276,586
MB,15m,0.525,7.0,0.083,1.9232,2.5656,2.1382,471,1271,588
MB,15m,0.375,5.0,0.083,1.9504,2.562,2.3712,485,1289,609
MB,15m,0.425,3.0,0.25,1.4098,2.5617,1.1091,487,1274,607
MB,15m,0.425,2.0,0.083,1.9764,2.5593,1.8917,487,1274,607
MB,15m,0.375,4.0,0.083,1.9541,2.559,2.3625,485,1289,609
MB,15m,0.375,10.0,0.083,1.9541,2.559,2.3674,485,1289,609
MB,15m,0.375,7.0,0.083,1.9541,2.5582,2.3674,485,1289,609
MB,15m,0.55,10.0,0.167,1.6137,2.5579,1.5245,466,1260,581
MB,15m,0.625,5.0,0.125,1.5323,2.5563,2.1372,453,1227,548
MB,15m,0.7,5.0,0.125,1.4621,2.5548,2.3955,433,1193,527
MB,15m,0.45,2.0,0.083,1.9853,2.5534,2.2083,484,1273,596
MB,15m,0.6,7.0,0.167,1.2934,2.549,1.5642,455,1239,556
MB,15m,0.4,3.0,0.25,1.6393,2.5478,1.2983,484,1270,606
MB,15m,0.55,4.0,0.167,1.6928,2.5419,1.5801,466,1260,581
MB,15m,0.7,7.0,0.125,1.4429,2.5418,2.3459,433,1193,527
MB,15m,0.35,2.0,0.167,1.7745,2.5401,1.1439,484,1286,613
MB,15m,0.475,3.0,0.167,1.4903,2.5387,1.5218,483,1275,592
MB,15m,0.45,4.0,0.25,1.2564,2.5375,1.3934,484,1273,596
MB,15m,0.35,3.0,0.25,1.4652,2.5339,1.0907,484,1286,613
MB,15m,0.6,10.0,0.167,1.2606,2.5334,1.5316,455,1239,556
MB,15m,0.3,2.0,0.083,1.9663,2.5319,2.4013,486,1280,609
MB,15m,0.6,3.0,0.125,1.4409,2.5307,1.8542,455,1239,556
MB,15m,0.375,3.0,0.083,1.9733,2.5288,2.3317,485,1289,609
MB,15m,0.625,4.0,0.125,1.5588,2.5244,2.1363,453,1227,548
MB,15m,0.575,5.0,0.083,1.6257,2.5235,1.9637,464,1248,574
MB,15m,0.4,2.0,0.083,2.01,2.5231,1.9796,484,1270,606
MB,15m,0.425,2.0,0.167,1.4925,2.521,1.0556,487,1274,607
MB,15m,0.525,3.0,0.083,1.9525,2.5082,2.0432,471,1271,588
MB,15m,0.575,4.0,0.083,1.6866,2.5065,1.9602,464,1248,574
MB,15m,0.6,4.0,0.167,1.3066,2.5055,1.51,455,1239,556
MB,15m,0.625,7.0,0.125,1.5403,2.5052,2.169,453,1227,548
MB,15m,0.4,2.0,0.167,1.7475,2.503,0.9838,484,1270,606
MB,15m,0.575,10.0,0.083,1.6367,2.5024,1.9821,464,1248,574
MB,15m,0.575,7.0,0.083,1.6396,2.5008,1.9819,464,1248,574
MB,15m,0.325,3.0,0.25,1.4196,2.4967,1.2204,485,1289,606
MB,15m,0.625,10.0,0.125,1.5498,2.4928,2.1718,453,1227,548
MB,15m,0.55,5.0,0.083,1.8662,2.4915,2.0903,466,1260,581
