r_target,expiry_days,n,win_rate,avg_pnl,total_pnl,kind,tf,split,depth_frac,n_zones
2.0,0.25,1217,0.561,0.8413,1023.87,MB,15m,train,0.675,1929
2.0,0.5,1217,0.51,-0.4131,-502.75,MB,15m,train,0.675,1929
2.0,1.0,1217,0.443,-2.0631,-2510.85,MB,15m,train,0.675,1929
2.0,2.0,1217,0.313,-4.3,-5233.11,MB,15m,train,0.675,1929
2.0,5.0,1217,0.146,-8.5601,-10417.7,MB,15m,train,0.675,1929
3.0,0.083,1217,0.649,2.0668,2515.33,MB,15m,train,0.675,1929
3.0,0.125,1217,0.586,2.2284,2711.99,MB,15m,train,0.675,1929
3.0,0.167,1217,0.552,1.9411,2362.35,MB,15m,train,0.675,1929
3.0,0.25,1217,0.504,1.2565,1529.1,MB,15m,train,0.675,1929
3.0,0.5,1217,0.439,-0.0678,-82.48,MB,15m,train,0.675,1929
3.0,1.0,1217,0.392,-1.7907,-2179.28,MB,15m,train,0.675,1929
3.0,2.0,1217,0.334,-4.1627,-5066.0,MB,15m,train,0.675,1929
3.0,5.0,1217,0.215,-8.4976,-10341.58,MB,15m,train,0.675,1929
4.0,0.083,1217,0.642,2.1092,2566.96,MB,15m,train,0.675,1929
4.0,0.125,1217,0.577,2.3863,2904.16,MB,15m,train,0.675,1929
4.0,0.167,1217,0.536,2.1105,2568.48,MB,15m,train,0.675,1929
4.0,0.25,1217,0.481,1.4742,1794.11,MB,15m,train,0.675,1929
4.0,0.5,1217,0.402,0.1936,235.57,MB,15m,train,0.675,1929
4.0,1.0,1217,0.343,-1.5878,-1932.35,MB,15m,train,0.675,1929
4.0,2.0,1217,0.309,-3.9849,-4849.67,MB,15m,train,0.675,1929
4.0,5.0,1217,0.251,-8.4148,-10240.85,MB,15m,train,0.675,1929
5.0,0.083,1217,0.641,2.1787,2651.49,MB,15m,train,0.675,1929
5.0,0.125,1217,0.573,2.4893,3029.53,MB,15m,train,0.675,1929
5.0,0.167,1217,0.529,2.245,2732.12,MB,15m,train,0.675,1929
5.0,0.25,1217,0.47,1.6598,2019.99,MB,15m,train,0.675,1929
5.0,0.5,1217,0.383,0.4394,534.79,MB,15m,train,0.675,1929
5.0,1.0,1217,0.314,-1.3689,-1665.99,MB,15m,train,0.675,1929
5.0,2.0,1217,0.277,-3.7928,-4615.87,MB,15m,train,0.675,1929
5.0,5.0,1217,0.251,-8.209,-9990.41,MB,15m,train,0.675,1929
7.0,0.083,1217,0.64,2.1685,2639.05,MB,15m,train,0.675,1929
7.0,0.125,1217,0.569,2.4624,2996.76,MB,15m,train,0.675,1929
7.0,0.167,1217,0.523,2.2414,2727.81,MB,15m,train,0.675,1929
7.0,0.25,1217,0.461,1.7145,2086.54,MB,15m,train,0.675,1929
7.0,0.5,1217,0.365,0.6957,846.68,MB,15m,train,0.675,1929
7.0,1.0,1217,0.282,-0.9898,-1204.59,MB,15m,train,0.675,1929
7.0,2.0,1217,0.235,-3.3779,-4110.92,MB,15m,train,0.675,1929
7.0,5.0,1217,0.214,-8.047,-9793.2,MB,15m,train,0.675,1929
10.0,0.083,1217,0.638,2.1404,2604.89,MB,15m,train,0.675,1929
10.0,0.125,1217,0.566,2.4039,2925.49,MB,15m,train,0.675,1929
10.0,0.167,1217,0.52,2.1888,2663.79,MB,15m,train,0.675,1929
10.0,0.25,1217,0.457,1.675,2038.45,MB,15m,train,0.675,1929
10.0,0.5,1217,0.357,0.7816,951.18,MB,15m,train,0.675,1929
10.0,1.0,1217,0.265,-0.9279,-1129.31,MB,15m,train,0.675,1929
10.0,2.0,1217,0.205,-3.323,-4044.1,MB,15m,train,0.675,1929
10.0,5.0,1217,0.166,-8.0624,-9811.98,MB,15m,train,0.675,1929
2.0,0.083,1193,0.683,2.1029,2508.81,MB,15m,train,0.7,1929
2.0,0.125,1193,0.63,1.9756,2356.84,MB,15m,train,0.7,1929
2.0,0.167,1193,0.598,1.5795,1884.35,MB,15m,train,0.7,1929
2.0,0.25,1193,0.562,0.8991,1072.58,MB,15m,train,0.7,1929
2.0,0.5,1193,0.505,-0.318,-379.4,MB,15m,train,0.7,1929
2.0,1.0,1193,0.443,-1.9519,-2328.65,MB,15m,train,0.7,1929
2.0,2.0,1193,0.315,-4.1733,-4978.8,MB,15m,train,0.7,1929
2.0,5.0,1193,0.141,-8.4373,-10065.65,MB,15m,train,0.7,1929
3.0,0.083,1193,0.658,2.3463,2799.18,MB,15m,train,0.7,1929
3.0,0.125,1193,0.592,2.3576,2812.64,MB,15m,train,0.7,1929
3.0,0.167,1193,0.552,2.0059,2393.0,MB,15m,train,0.7,1929
3.0,0.25,1193,0.509,1.3593,1621.69,MB,15m,train,0.7,1929
3.0,0.5,1193,0.447,0.0262,31.28,MB,15m,train,0.7,1929
3.0,1.0,1193,0.402,-1.6757,-1999.11,MB,15m,train,0.7,1929
3.0,2.0,1193,0.349,-4.0355,-4814.38,MB,15m,train,0.7,1929
3.0,5.0,1193,0.21,-8.3791,-9996.28,MB,15m,train,0.7,1929
4.0,0.083,1193,0.646,2.3229,2771.18,MB,15m,train,0.7,1929
4.0,0.125,1193,0.578,2.4658,2941.75,MB,15m,train,0.7,1929
4.0,0.167,1193,0.531,2.1199,2529.02,MB,15m,train,0.7,1929
4.0,0.25,1193,0.479,1.4665,1749.57,MB,15m,train,0.7,1929
4.0,0.5,1193,0.402,0.1702,203.01,MB,15m,train,0.7,1929
4.0,1.0,1193,0.348,-1.5394,-1836.52,MB,15m,train,0.7,1929
4.0,2.0,1193,0.313,-3.9271,-4685.07,MB,15m,train,0.7,1929
4.0,5.0,1193,0.249,-8.3364,-9945.3,MB,15m,train,0.7,1929
5.0,0.083,1193,0.645,2.3987,2861.6,MB,15m,train,0.7,1929
5.0,0.125,1193,0.573,2.5548,3047.89,MB,15m,train,0.7,1929
5.0,0.167,1193,0.523,2.2412,2673.79,MB,15m,train,0.7,1929
5.0,0.25,1193,0.465,1.6211,1933.94,MB,15m,train,0.7,1929
5.0,0.5,1193,0.382,0.424,505.79,MB,15m,train,0.7,1929
5.0,1.0,1193,0.319,-1.353,-1614.14,MB,15m,train,0.7,1929
5.0,2.0,1193,0.286,-3.775,-4503.6,MB,15m,train,0.7,1929
5.0,5.0,1193,0.254,-8.2191,-9805.42,MB,15m,train,0.7,1929
7.0,0.083,1193,0.645,2.3856,2846.03,MB,15m,train,0.7,1929
7.0,0.125,1193,0.568,2.5418,3032.4,MB,15m,train,0.7,1929
7.0,0.167,1193,0.516,2.2613,2697.73,MB,15m,train,0.7,1929
7.0,0.25,1193,0.457,1.7635,2103.85,MB,15m,train,0.7,1929
7.0,0.5,1193,0.365,0.7212,860.38,MB,15m,train,0.7,1929
7.0,1.0,1193,0.285,-0.8982,-1071.57,MB,15m,train,0.7,1929
7.0,2.0,1193,0.241,-3.2771,-3909.53,MB,15m,train,0.7,1929
7.0,5.0,1193,0.224,-7.793,-9297.07,MB,15m,train,0.7,1929
10.0,0.083,1193,0.643,2.3591,2814.41,MB,15m,train,0.7,1929
10.0,0.125,1193,0.565,2.4782,2956.53,MB,15m,train,0.7,1929
10.0,0.167,1193,0.512,2.1829,2604.19,MB,15m,train,0.7,1929
10.0,0.25,1193,0.451,1.6705,1992.88,MB,15m,train,0.7,1929
10.0,0.5,1193,0.354,0.7292,869.89,MB,15m,train,0.7,1929
10.0,1.0,1193,0.263,-0.9495,-1132.79,MB,15m,train,0.7,1929
10.0,2.0,1193,0.207,-3.312,-3951.27,MB,15m,train,0.7,1929
10.0,5.0,1193,0.167,-8.0648,-9621.34,MB,15m,train,0.7,1929
2.0,0.083,609,0.704,2.4013,1462.4,MB,15m,validation,0.3,717
2.0,0.125,609,0.639,2.2061,1343.51,MB,15m,validation,0.3,717
2.0,0.167,609,0.594,1.6019,975.53,MB,15m,validation,0.3,717
2.0,0.25,609,0.558,1.2222,744.35,MB,15m,validation,0.3,717
2.0,0.5,609,0.494,-0.2875,-175.11,MB,15m,validation,0.3,717
2.0,1.0,609,0.463,-2.2804,-1388.74,MB,15m,validation,0.3,717
2.0,2.0,609,0.422,-4.7994,-2922.84,MB,15m,validation,0.3,717
2.0,5.0,609,0.304,-10.4184,-6344.81,MB,15m,validation,0.3,717
3.0,0.083,609,0.7,2.5454,1550.12,MB,15m,validation,0.3,717
3.0,0.125,609,0.624,2.4275,1478.35,MB,15m,validation,0.3,717
3.0,0.167,609,0.567,1.8361,1118.2,MB,15m,validation,0.3,717
3.0,0.25,609,0.519,1.5107,919.99,MB,15m,validation,0.3,717
3.0,0.5,609,0.432,0.2349,143.03,MB,15m,validation,0.3,717
3.0,1.0,609,0.383,-1.8322,-1115.78,MB,15m,validation,0.3,717
3.0,2.0,609,0.361,-4.348,-2647.91,MB,15m,validation,0.3,717
3.0,5.0,609,0.31,-10.1024,-6152.35,MB,15m,validation,0.3,717
4.0,0.083,609,0.696,2.5434,1548.94,MB,15m,validation,0.3,717
4.0,0.125,609,0.614,2.4239,1476.18,MB,15m,validation,0.3,717
4.0,0.167,609,0.555,1.8241,1110.86,MB,15m,validation,0.3,717
4.0,0.25,609,0.504,1.5937,970.55,MB,15m,validation,0.3,717
4.0,0.5,609,0.409,0.5137,312.85,MB,15m,validation,0.3,717
4.0,1.0,609,0.342,-1.5904,-968.54,MB,15m,validation,0.3,717
4.0,2.0,609,0.307,-4.0792,-2484.21,MB,15m,validation,0.3,717
4.0,5.0,609,0.278,-9.7219,-5920.66,MB,15m,validation,0.3,717
5.0,0.083,609,0.696,2.5452,1550.05,MB,15m,validation,0.3,717
5.0,0.125,609,0.614,2.4293,1479.46,MB,15m,validation,0.3,717
5.0,0.167,609,0.553,1.8273,1112.81,MB,15m,validation,0.3,717
5.0,0.25,609,0.496,1.4893,906.97,MB,15m,validation,0.3,717
5.0,0.5,609,0.397,0.498,303.27,MB,15m,validation,0.3,717
5.0,1.0,609,0.317,-1.6314,-993.51,MB,15m,validation,0.3,717
5.0,2.0,609,0.266,-4.1038,-2499.23,MB,15m,validation,0.3,717
5.0,5.0,609,0.24,-9.651,-5877.45,MB,15m,validation,0.3,717
7.0,0.083,609,0.696,2.5403,1547.06,MB,15m,validation,0.3,717
7.0,0.125,609,0.612,2.3749,1446.31,MB,15m,validation,0.3,717
7.0,0.167,609,0.547,1.5962,972.07,MB,15m,validation,0.3,717
7.0,0.25,609,0.489,1.3017,792.74,MB,15m,validation,0.3,717
7.0,0.5,609,0.389,0.4404,268.23,MB,15m,validation,0.3,717
7.0,1.0,609,0.3,-1.5799,-962.16,MB,15m,validation,0.3,717
7.0,2.0,609,0.241,-4.0164,-2445.98,MB,15m,validation,0.3,717
7.0,5.0,609,0.19,-9.7001,-5907.35,MB,15m,validation,0.3,717
10.0,0.083,609,0.696,2.5403,1547.06,MB,15m,validation,0.3,717
10.0,0.125,609,0.612,2.3749,1446.33,MB,15m,validation,0.3,717
10.0,0.167,609,0.547,1.597,972.55,MB,15m,validation,0.3,717
10.0,0.25,609,0.489,1.2951,788.73,MB,15m,validation,0.3,717
10.0,0.5,609,0.388,0.4581,279.0,MB,15m,validation,0.3,717
10.0,1.0,609,0.296,-1.7134,-1043.43,MB,15m,validation,0.3,717
10.0,2.0,609,0.23,-3.9472,-2403.87,MB,15m,validation,0.3,717
10.0,5.0,609,0.169,-9.5464,-5813.76,MB,15m,validation,0.3,717
2.0,0.083,606,0.685,2.13,1290.77,MB,15m,validation,0.325,717
2.0,0.125,606,0.624,1.8644,1129.84,MB,15m,validation,0.325,717
2.0,0.167,606,0.586,1.2867,779.75,MB,15m,validation,0.325,717
2.0,0.25,606,0.55,0.9513,576.49,MB,15m,validation,0.325,717
2.0,0.5,606,0.49,-0.4665,-282.71,MB,15m,validation,0.325,717
2.0,1.0,606,0.465,-2.3943,-1450.94,MB,15m,validation,0.325,717
2.0,2.0,606,0.419,-4.9284,-2986.62,MB,15m,validation,0.325,717
2.0,5.0,606,0.302,-10.5594,-6398.99,MB,15m,validation,0.325,717
3.0,0.083,606,0.68,2.3162,1403.63,MB,15m,validation,0.325,717
3.0,0.125,606,0.609,2.1594,1308.58,MB,15m,validation,0.325,717
3.0,0.167,606,0.558,1.5294,926.83,MB,15m,validation,0.325,717
3.0,0.25,606,0.512,1.2204,739.54,MB,15m,validation,0.325,717
3.0,0.5,606,0.431,0.0894,54.16,MB,15m,validation,0.325,717
3.0,1.0,606,0.384,-1.8531,-1123.0,MB,15m,validation,0.325,717
3.0,2.0,606,0.368,-4.3207,-2618.32,MB,15m,validation,0.325,717
3.0,5.0,606,0.314,-10.0668,-6100.46,MB,15m,validation,0.325,717
4.0,0.083,606,0.677,2.3172,1404.22,MB,15m,validation,0.325,717
4.0,0.125,606,0.601,2.1942,1329.67,MB,15m,validation,0.325,717
4.0,0.167,606,0.548,1.6082,974.54,MB,15m,validation,0.325,717
4.0,0.25,606,0.493,1.3443,814.66,MB,15m,validation,0.325,717
4.0,0.5,606,0.408,0.4981,301.87,MB,15m,validation,0.325,717
4.0,1.0,606,0.343,-1.5419,-934.39,MB,15m,validation,0.325,717
4.0,2.0,606,0.314,-3.9217,-2376.53,MB,15m,validation,0.325,717
4.0,5.0,606,0.287,-9.5497,-5787.11,MB,15m,validation,0.325,717
5.0,0.083,606,0.677,2.3251,1409.03,MB,15m,validation,0.325,717
5.0,0.125,606,0.599,2.1663,1312.8,MB,15m,validation,0.325,717
5.0,0.167,606,0.545,1.5788,956.74,MB,15m,validation,0.325,717
5.0,0.25,606,0.483,1.204,729.65,MB,15m,validation,0.325,717
5.0,0.5,606,0.394,0.41,248.45,MB,15m,validation,0.325,717
5.0,1.0,606,0.317,-1.6744,-1014.66,MB,15m,validation,0.325,717
5.0,2.0,606,0.271,-4.1683,-2525.98,MB,15m,validation,0.325,717
5.0,5.0,606,0.248,-9.814,-5947.28,MB,15m,validation,0.325,717
7.0,0.083,606,0.677,2.3207,1406.37,MB,15m,validation,0.325,717
7.0,0.125,606,0.597,2.1148,1281.55,MB,15m,validation,0.325,717
7.0,0.167,606,0.538,1.3527,819.72,MB,15m,validation,0.325,717
7.0,0.25,606,0.477,1.0296,623.95,MB,15m,validation,0.325,717
7.0,0.5,606,0.386,0.3814,231.11,MB,15m,validation,0.325,717
7.0,1.0,606,0.297,-1.6821,-1019.34,MB,15m,validation,0.325,717
7.0,2.0,606,0.239,-4.0713,-2467.21,MB,15m,validation,0.325,717
7.0,5.0,606,0.195,-9.8551,-5972.18,MB,15m,validation,0.325,717
10.0,0.083,606,0.677,2.3207,1406.37,MB,15m,validation,0.325,717
10.0,0.125,606,0.597,2.1148,1281.57,MB,15m,validation,0.325,717
10.0,0.167,606,0.538,1.3535,820.25,MB,15m,validation,0.325,717
10.0,0.25,606,0.477,1.0259,621.69,MB,15m,validation,0.325,717
10.0,0.5,606,0.384,0.4067,246.47,MB,15m,validation,0.325,717
10.0,1.0,606,0.292,-1.7887,-1083.94,MB,15m,validation,0.325,717
10.0,2.0,606,0.226,-4.0456,-2451.65,MB,15m,validation,0.325,717
10.0,5.0,606,0.173,-9.6112,-5824.38,MB,15m,validation,0.325,717
2.0,0.083,613,0.675,1.9956,1223.29,MB,15m,validation,0.35,717
2.0,0.125,613,0.613,1.7205,1054.68,MB,15m,validation,0.35,717
2.0,0.167,613,0.568,1.1439,701.23,MB,15m,validation,0.35,717
2.0,0.25,613,0.533,0.6923,424.35,MB,15m,validation,0.35,717
2.0,0.5,613,0.478,-0.7667,-469.99,MB,15m,validation,0.35,717
2.0,1.0,613,0.452,-2.7592,-1691.41,MB,15m,validation,0.35,717
2.0,2.0,613,0.409,-5.4103,-3316.49,MB,15m,validation,0.35,717
2.0,5.0,613,0.29,-10.9692,-6724.1,MB,15m,validation,0.35,717
3.0,0.083,613,0.672,2.2298,1366.84,MB,15m,validation,0.35,717
3.0,0.125,613,0.6,2.0651,1265.94,MB,15m,validation,0.35,717
3.0,0.167,613,0.543,1.4667,899.11,MB,15m,validation,0.35,717
3.0,0.25,613,0.502,1.0907,668.6,MB,15m,validation,0.35,717
3.0,0.5,613,0.424,-0.0621,-38.05,MB,15m,validation,0.35,717
3.0,1.0,613,0.383,-2.0047,-1228.86,MB,15m,validation,0.35,717
3.0,2.0,613,0.37,-4.5297,-2776.71,MB,15m,validation,0.35,717
3.0,5.0,613,0.315,-10.2939,-6310.18,MB,15m,validation,0.35,717
4.0,0.083,613,0.667,2.2203,1361.02,MB,15m,validation,0.35,717
4.0,0.125,613,0.591,2.103,1289.16,MB,15m,validation,0.35,717
4.0,0.167,613,0.53,1.5267,935.88,MB,15m,validation,0.35,717
4.0,0.25,613,0.48,1.1322,694.06,MB,15m,validation,0.35,717
4.0,0.5,613,0.395,0.2748,168.46,MB,15m,validation,0.35,717
4.0,1.0,613,0.334,-1.8006,-1103.78,MB,15m,validation,0.35,717
4.0,2.0,613,0.31,-4.2299,-2592.95,MB,15m,validation,0.35,717
4.0,5.0,613,0.284,-9.997,-6128.17,MB,15m,validation,0.35,717
5.0,0.083,613,0.667,2.229,1366.38,MB,15m,validation,0.35,717
5.0,0.125,613,0.589,2.0784,1274.04,MB,15m,validation,0.35,717
5.0,0.167,613,0.527,1.503,921.32,MB,15m,validation,0.35,717
5.0,0.25,613,0.473,1.0847,664.95,MB,15m,validation,0.35,717
5.0,0.5,613,0.387,0.3161,193.76,MB,15m,validation,0.35,717
5.0,1.0,613,0.315,-1.76,-1078.87,MB,15m,validation,0.35,717
5.0,2.0,613,0.272,-4.2028,-2576.3,MB,15m,validation,0.35,717
5.0,5.0,613,0.246,-9.8805,-6056.72,MB,15m,validation,0.35,717
7.0,0.083,613,0.667,2.2249,1363.88,MB,15m,validation,0.35,717
7.0,0.125,613,0.587,2.0291,1243.83,MB,15m,validation,0.35,717
7.0,0.167,613,0.52,1.2829,786.41,MB,15m,validation,0.35,717
7.0,0.25,613,0.463,0.8262,506.49,MB,15m,validation,0.35,717
7.0,0.5,613,0.375,0.2084,127.78,MB,15m,validation,0.35,717
7.0,1.0,613,0.295,-1.7464,-1070.57,MB,15m,validation,0.35,717
7.0,2.0,613,0.237,-4.113,-2521.27,MB,15m,validation,0.35,717
7.0,5.0,613,0.194,-9.9943,-6126.48,MB,15m,validation,0.35,717
10.0,0.083,613,0.667,2.2249,1363.88,MB,15m,validation,0.35,717
10.0,0.125,613,0.587,2.0291,1243.84,MB,15m,validation,0.35,717
10.0,0.167,613,0.52,1.2837,786.94,MB,15m,validation,0.35,717
10.0,0.25,613,0.463,0.8252,505.82,MB,15m,validation,0.35,717
10.0,0.5,613,0.374,0.2399,147.03,MB,15m,validation,0.35,717
10.0,1.0,613,0.289,-1.8756,-1149.72,MB,15m,validation,0.35,717
10.0,2.0,613,0.222,-4.2047,-2577.48,MB,15m,validation,0.35,717
10.0,5.0,613,0.17,-9.8862,-6060.23,MB,15m,validation,0.35,717
2.0,0.083,609,0.677,2.0305,1236.57,MB,15m,validation,0.375,717
2.0,0.125,609,0.604,1.6147,983.33,MB,15m,validation,0.375,717
2.0,0.167,609,0.563,1.1132,677.97,MB,15m,validation,0.375,717
2.0,0.25,609,0.529,0.5977,363.97,MB,15m,validation,0.375,717
2.0,0.5,609,0.475,-0.8241,-501.87,MB,15m,validation,0.375,717
2.0,1.0,609,0.445,-2.7814,-1693.84,MB,15m,validation,0.375,717
2.0,2.0,609,0.394,-5.4554,-3322.36,MB,15m,validation,0.375,717
2.0,5.0,609,0.279,-11.0205,-6711.48,MB,15m,validation,0.375,717
3.0,0.083,609,0.673,2.3317,1419.98,MB,15m,validation,0.375,717
3.0,0.125,609,0.594,2.1303,1297.37,MB,15m,validation,0.375,717
3.0,0.167,609,0.545,1.6305,992.98,MB,15m,validation,0.375,717
3.0,0.25,609,0.502,1.195,727.75,MB,15m,validation,0.375,717
3.0,0.5,609,0.425,0.085,51.79,MB,15m,validation,0.375,717
3.0,1.0,609,0.384,-1.8634,-1134.81,MB,15m,validation,0.375,717
3.0,2.0,609,0.376,-4.3905,-2673.83,MB,15m,validation,0.375,717
3.0,5.0,609,0.315,-10.1309,-6169.72,MB,15m,validation,0.375,717
4.0,0.083,609,0.67,2.3625,1438.77,MB,15m,validation,0.375,717
4.0,0.125,609,0.583,2.1273,1295.52,MB,15m,validation,0.375,717
4.0,0.167,609,0.527,1.5972,972.68,MB,15m,validation,0.375,717
4.0,0.25,609,0.476,1.1204,682.33,MB,15m,validation,0.375,717
4.0,0.5,609,0.392,0.1796,109.38,MB,15m,validation,0.375,717
4.0,1.0,609,0.328,-1.8892,-1150.53,MB,15m,validation,0.375,717
4.0,2.0,609,0.307,-4.3148,-2627.73,MB,15m,validation,0.375,717
4.0,5.0,609,0.281,-10.083,-6140.52,MB,15m,validation,0.375,717
5.0,0.083,609,0.67,2.3712,1444.05,MB,15m,validation,0.375,717
5.0,0.125,609,0.581,2.1071,1283.23,MB,15m,validation,0.375,717
5.0,0.167,609,0.524,1.586,965.87,MB,15m,validation,0.375,717
5.0,0.25,609,0.471,1.16,706.45,MB,15m,validation,0.375,717
5.0,0.5,609,0.388,0.4385,267.07,MB,15m,validation,0.375,717
5.0,1.0,609,0.315,-1.6727,-1018.67,MB,15m,validation,0.375,717
5.0,2.0,609,0.274,-4.1712,-2540.29,MB,15m,validation,0.375,717
5.0,5.0,609,0.246,-9.8997,-6028.9,MB,15m,validation,0.375,717
7.0,0.083,609,0.67,2.3674,1441.74,MB,15m,validation,0.375,717
7.0,0.125,609,0.58,2.0599,1254.46,MB,15m,validation,0.375,717
7.0,0.167,609,0.516,1.3311,810.62,MB,15m,validation,0.375,717
7.0,0.25,609,0.461,0.8827,537.59,MB,15m,validation,0.375,717
7.0,0.5,609,0.374,0.2783,169.5,MB,15m,validation,0.375,717
7.0,1.0,609,0.291,-1.6553,-1008.06,MB,15m,validation,0.375,717
7.0,2.0,609,0.238,-4.0999,-2496.82,MB,15m,validation,0.375,717
7.0,5.0,609,0.199,-9.816,-5977.92,MB,15m,validation,0.375,717
10.0,0.083,609,0.67,2.3674,1441.74,MB,15m,validation,0.375,717
10.0,0.125,609,0.58,2.0599,1254.47,MB,15m,validation,0.375,717
10.0,0.167,609,0.516,1.3316,810.96,MB,15m,validation,0.375,717
10.0,0.25,609,0.461,0.883,537.76,MB,15m,validation,0.375,717
10.0,0.5,609,0.373,0.3211,195.54,MB,15m,validation,0.375,717
10.0,1.0,609,0.284,-1.7804,-1084.24,MB,15m,validation,0.375,717
10.0,2.0,609,0.222,-4.1979,-2556.5,MB,15m,validation,0.375,717
10.0,5.0,609,0.167,-9.8637,-6007.01,MB,15m,validation,0.375,717
2.0,0.083,606,0.678,1.9796,1199.62,MB,15m,validation,0.4,717
2.0,0.125,606,0.614,1.5855,960.84,MB,15m,validation,0.4,717
2.0,0.167,606,0.559,0.9838,596.2,MB,15m,validation,0.4,717
2.0,0.25,606,0.531,0.5777,350.06,MB,15m,validation,0.4,717
2.0,0.5,606,0.482,-0.8657,-524.61,MB,15m,validation,0.4,717
2.0,1.0,606,0.45,-2.7998,-1696.7,MB,15m,validation,0.4,717
2.0,2.0,606,0.394,-5.4807,-3321.31,MB,15m,validation,0.4,717
2.0,5.0,606,0.267,-11.0274,-6682.59,MB,15m,validation,0.4,717
3.0,0.083,606,0.673,2.251,1364.13,MB,15m,validation,0.4,717
3.0,0.125,606,0.602,2.1595,1308.65,MB,15m,validation,0.4,717
3.0,0.167,606,0.541,1.5832,959.44,MB,15m,validation,0.4,717
3.0,0.25,606,0.502,1.2983,786.79,MB,15m,validation,0.4,717
3.0,0.5,606,0.424,0.0268,16.23,MB,15m,validation,0.4,717
3.0,1.0,606,0.384,-1.9628,-1189.44,MB,15m,validation,0.4,717
3.0,2.0,606,0.378,-4.4858,-2718.39,MB,15m,validation,0.4,717
3.0,5.0,606,0.315,-10.2709,-6224.18,MB,15m,validation,0.4,717
4.0,0.083,606,0.672,2.2845,1384.41,MB,15m,validation,0.4,717
4.0,0.125,606,0.592,2.1518,1303.98,MB,15m,validation,0.4,717
4.0,0.167,606,0.523,1.5457,936.69,MB,15m,validation,0.4,717
4.0,0.25,606,0.477,1.2082,732.19,MB,15m,validation,0.4,717
4.0,0.5,606,0.391,0.1204,72.97,MB,15m,validation,0.4,717
4.0,1.0,606,0.328,-1.9859,-1203.48,MB,15m,validation,0.4,717
4.0,2.0,606,0.31,-4.5289,-2744.53,MB,15m,validation,0.4,717
4.0,5.0,606,0.279,-10.3212,-6254.63,MB,15m,validation,0.4,717
5.0,0.083,606,0.67,2.2794,1381.31,MB,15m,validation,0.4,717
5.0,0.125,606,0.589,2.1177,1283.35,MB,15m,validation,0.4,717
5.0,0.167,606,0.518,1.5252,924.25,MB,15m,validation,0.4,717
5.0,0.25,606,0.47,1.2236,741.5,MB,15m,validation,0.4,717
5.0,0.5,606,0.381,0.2838,172.01,MB,15m,validation,0.4,717
5.0,1.0,606,0.307,-1.8881,-1144.21,MB,15m,validation,0.4,717
5.0,2.0,606,0.274,-4.3738,-2650.52,MB,15m,validation,0.4,717
5.0,5.0,606,0.244,-10.0797,-6108.31,MB,15m,validation,0.4,717
7.0,0.083,606,0.67,2.2793,1381.25,MB,15m,validation,0.4,717
7.0,0.125,606,0.587,2.08,1260.46,MB,15m,validation,0.4,717
7.0,0.167,606,0.51,1.2823,777.08,MB,15m,validation,0.4,717
7.0,0.25,606,0.46,0.958,580.58,MB,15m,validation,0.4,717
7.0,0.5,606,0.37,0.1862,112.84,MB,15m,validation,0.4,717
7.0,1.0,606,0.287,-1.734,-1050.83,MB,15m,validation,0.4,717
7.0,2.0,606,0.241,-4.133,-2504.62,MB,15m,validation,0.4,717
7.0,5.0,606,0.2,-9.7957,-5936.2,MB,15m,validation,0.4,717
10.0,0.083,606,0.67,2.2793,1381.25,MB,15m,validation,0.4,717
10.0,0.125,606,0.587,2.0806,1260.83,MB,15m,validation,0.4,717
10.0,0.167,606,0.51,1.2867,779.77,MB,15m,validation,0.4,717
10.0,0.25,606,0.46,0.9807,594.33,MB,15m,validation,0.4,717
10.0,0.5,606,0.368,0.2632,159.52,MB,15m,validation,0.4,717
10.0,1.0,606,0.281,-1.7652,-1069.72,MB,15m,validation,0.4,717
10.0,2.0,606,0.226,-3.9955,-2421.28,MB,15m,validation,0.4,717
10.0,5.0,606,0.17,-9.6226,-5831.27,MB,15m,validation,0.4,717
2.0,0.083,607,0.682,1.8917,1148.25,MB,15m,validation,0.425,717
2.0,0.125,607,0.616,1.6121,978.52,MB,15m,validation,0.425,717
2.0,0.167,607,0.563,1.0556,640.76,MB,15m,validation,0.425,717
2.0,0.25,607,0.532,0.5099,309.5,MB,15m,validation,0.425,717
2.0,0.5,607,0.481,-0.951,-577.27,MB,15m,validation,0.425,717
2.0,1.0,607,0.446,-2.9912,-1815.68,MB,15m,validation,0.425,717
2.0,2.0,607,0.387,-5.6819,-3448.89,MB,15m,validation,0.425,717
2.0,5.0,607,0.26,-11.2268,-6814.66,MB,15m,validation,0.425,717
3.0,0.083,607,0.675,2.1195,1286.55,MB,15m,validation,0.425,717
3.0,0.125,607,0.601,2.1214,1287.68,MB,15m,validation,0.425,717
3.0,0.167,607,0.539,1.526,926.29,MB,15m,validation,0.425,717
3.0,0.25,607,0.496,1.1091,673.2,MB,15m,validation,0.425,717
3.0,0.5,607,0.417,-0.2163,-131.31,MB,15m,validation,0.425,717
3.0,1.0,607,0.377,-2.2865,-1387.93,MB,15m,validation,0.425,717
3.0,2.0,607,0.371,-4.9051,-2977.4,MB,15m,validation,0.425,717
3.0,5.0,607,0.3,-10.7329,-6514.85,MB,15m,validation,0.425,717
4.0,0.083,607,0.671,2.1483,1304.02,MB,15m,validation,0.425,717
4.0,0.125,607,0.588,2.1288,1292.19,MB,15m,validation,0.425,717
