r_target,expiry_days,n,win_rate,avg_gross,avg_net,total_net,tf,split,depth_frac,n_zones
1.5,1.5,1164,0.469,0.7655,-1.008,-1173.31,10m,validation,0.5,1381
1.5,2.0,1164,0.468,0.7663,-1.0072,-1172.35,10m,validation,0.5,1381
2.0,0.25,1164,0.454,0.8213,-0.9466,-1101.86,10m,validation,0.5,1381
2.0,0.5,1164,0.444,0.7667,-1.0067,-1171.86,10m,validation,0.5,1381
2.0,0.75,1164,0.442,0.7518,-1.0217,-1189.21,10m,validation,0.5,1381
2.0,1.0,1164,0.44,0.7446,-1.0289,-1197.62,10m,validation,0.5,1381
2.0,1.5,1164,0.438,0.7375,-1.0359,-1205.79,10m,validation,0.5,1381
2.0,2.0,1164,0.438,0.7341,-1.0394,-1209.82,10m,validation,0.5,1381
2.5,0.25,1164,0.416,0.8335,-0.9307,-1083.31,10m,validation,0.5,1381
2.5,0.5,1164,0.401,0.7276,-1.0452,-1216.62,10m,validation,0.5,1381
2.5,0.75,1164,0.398,0.6861,-1.0873,-1265.63,10m,validation,0.5,1381
2.5,1.0,1164,0.394,0.6684,-1.105,-1286.22,10m,validation,0.5,1381
2.5,1.5,1164,0.39,0.6503,-1.1231,-1307.29,10m,validation,0.5,1381
2.5,2.0,1164,0.39,0.6407,-1.1327,-1318.48,10m,validation,0.5,1381
3.0,0.25,1164,0.392,0.9759,-0.7807,-908.75,10m,validation,0.5,1381
3.0,0.5,1164,0.373,0.8285,-0.9438,-1098.6,10m,validation,0.5,1381
3.0,0.75,1164,0.367,0.7767,-0.9967,-1160.21,10m,validation,0.5,1381
3.0,1.0,1164,0.361,0.7533,-1.0202,-1187.54,10m,validation,0.5,1381
3.0,1.5,1164,0.357,0.7285,-1.045,-1216.41,10m,validation,0.5,1381
3.0,2.0,1164,0.357,0.7149,-1.0586,-1232.24,10m,validation,0.5,1381
3.5,0.25,1164,0.374,1.1042,-0.643,-748.49,10m,validation,0.5,1381
3.5,0.5,1164,0.351,0.9209,-0.8513,-990.9,10m,validation,0.5,1381
3.5,0.75,1164,0.341,0.8579,-0.9155,-1065.62,10m,validation,0.5,1381
3.5,1.0,1164,0.335,0.8284,-0.945,-1099.99,10m,validation,0.5,1381
3.5,1.5,1164,0.329,0.7969,-0.9765,-1136.68,10m,validation,0.5,1381
3.5,2.0,1164,0.329,0.7795,-0.9939,-1156.88,10m,validation,0.5,1381
4.0,0.25,1164,0.361,1.178,-0.56,-651.84,10m,validation,0.5,1381
4.0,0.5,1164,0.333,0.9462,-0.8253,-960.67,10m,validation,0.5,1381
4.0,0.75,1164,0.324,0.8659,-0.9069,-1055.67,10m,validation,0.5,1381
4.0,1.0,1164,0.316,0.8251,-0.9483,-1103.8,10m,validation,0.5,1381
4.0,1.5,1164,0.31,0.7811,-0.9923,-1155.05,10m,validation,0.5,1381
4.0,2.0,1164,0.309,0.7567,-1.0167,-1183.41,10m,validation,0.5,1381
4.5,0.25,1164,0.353,1.3282,-0.3949,-459.64,10m,validation,0.5,1381
4.5,0.5,1164,0.325,1.1062,-0.6615,-769.96,10m,validation,0.5,1381
4.5,0.75,1164,0.314,1.0246,-0.7472,-869.74,10m,validation,0.5,1381
4.5,1.0,1164,0.306,0.9832,-0.7901,-919.66,10m,validation,0.5,1381
4.5,1.5,1164,0.299,0.9387,-0.8346,-971.52,10m,validation,0.5,1381
4.5,2.0,1164,0.298,0.9142,-0.8592,-1000.11,10m,validation,0.5,1381
5.0,0.25,1164,0.346,1.3767,-0.3322,-386.67,10m,validation,0.5,1381
5.0,0.5,1164,0.314,1.16,-0.6038,-702.78,10m,validation,0.5,1381
5.0,0.75,1164,0.304,1.072,-0.699,-813.67,10m,validation,0.5,1381
5.0,1.0,1164,0.296,1.0281,-0.745,-867.17,10m,validation,0.5,1381
5.0,1.5,1164,0.287,0.9812,-0.7923,-922.18,10m,validation,0.5,1381
5.0,2.0,1164,0.285,0.9554,-0.818,-952.18,10m,validation,0.5,1381
1.5,0.25,1161,0.488,0.8096,-0.9617,-1116.54,10m,validation,0.525,1381
1.5,0.5,1161,0.478,0.7945,-0.979,-1136.59,10m,validation,0.525,1381
1.5,0.75,1161,0.475,0.7915,-0.982,-1140.06,10m,validation,0.525,1381
1.5,1.0,1161,0.474,0.7909,-0.9825,-1140.72,10m,validation,0.525,1381
1.5,1.5,1161,0.472,0.7914,-0.982,-1140.14,10m,validation,0.525,1381
1.5,2.0,1161,0.471,0.7923,-0.9812,-1139.16,10m,validation,0.525,1381
2.0,0.25,1161,0.457,0.824,-0.9447,-1096.82,10m,validation,0.525,1381
2.0,0.5,1161,0.447,0.7683,-1.0051,-1166.9,10m,validation,0.525,1381
2.0,0.75,1161,0.444,0.754,-1.0195,-1183.59,10m,validation,0.525,1381
2.0,1.0,1161,0.444,0.747,-1.0264,-1191.7,10m,validation,0.525,1381
2.0,1.5,1161,0.441,0.7402,-1.0333,-1199.62,10m,validation,0.525,1381
2.0,2.0,1161,0.439,0.7368,-1.0367,-1203.58,10m,validation,0.525,1381
2.5,0.25,1161,0.42,0.8651,-0.8999,-1044.84,10m,validation,0.525,1381
2.5,0.5,1161,0.406,0.7686,-1.0043,-1165.94,10m,validation,0.525,1381
2.5,0.75,1161,0.401,0.738,-1.0355,-1202.21,10m,validation,0.525,1381
2.5,1.0,1161,0.401,0.722,-1.0515,-1220.78,10m,validation,0.525,1381
2.5,1.5,1161,0.396,0.705,-1.0685,-1240.52,10m,validation,0.525,1381
2.5,2.0,1161,0.394,0.6957,-1.0778,-1251.27,10m,validation,0.525,1381
3.0,0.25,1161,0.397,0.958,-0.8007,-929.58,10m,validation,0.525,1381
3.0,0.5,1161,0.377,0.8075,-0.9651,-1120.49,10m,validation,0.525,1381
3.0,0.75,1161,0.37,0.7542,-1.0193,-1183.44,10m,validation,0.525,1381
3.0,1.0,1161,0.368,0.7298,-1.0437,-1211.71,10m,validation,0.525,1381
3.0,1.5,1161,0.361,0.7039,-1.0695,-1241.74,10m,validation,0.525,1381
3.0,2.0,1161,0.359,0.6897,-1.0838,-1258.28,10m,validation,0.525,1381
3.5,0.25,1161,0.376,1.0938,-0.6539,-759.15,10m,validation,0.525,1381
3.5,0.5,1161,0.351,0.9097,-0.8624,-1001.3,10m,validation,0.525,1381
3.5,0.75,1161,0.341,0.8459,-0.9275,-1076.85,10m,validation,0.525,1381
3.5,1.0,1161,0.339,0.8158,-0.9576,-1111.74,10m,validation,0.525,1381
3.5,1.5,1161,0.33,0.7836,-0.9898,-1149.13,10m,validation,0.525,1381
3.5,2.0,1161,0.329,0.7658,-1.0076,-1169.8,10m,validation,0.525,1381
4.0,0.25,1161,0.363,1.1657,-0.5738,-666.22,10m,validation,0.525,1381
4.0,0.5,1161,0.335,0.9311,-0.8409,-976.28,10m,validation,0.525,1381
4.0,0.75,1161,0.325,0.8523,-0.9211,-1069.43,10m,validation,0.525,1381
4.0,1.0,1161,0.32,0.8144,-0.959,-1113.44,10m,validation,0.525,1381
4.0,1.5,1161,0.312,0.7736,-0.9998,-1160.83,10m,validation,0.525,1381
4.0,2.0,1161,0.31,0.7509,-1.0225,-1187.13,10m,validation,0.525,1381
4.5,0.25,1161,0.355,1.3024,-0.4245,-492.8,10m,validation,0.525,1381
4.5,0.5,1161,0.326,1.0641,-0.704,-817.38,10m,validation,0.525,1381
4.5,0.75,1161,0.315,0.9757,-0.7961,-924.28,10m,validation,0.525,1381
4.5,1.0,1161,0.309,0.9308,-0.8425,-978.12,10m,validation,0.525,1381
4.5,1.5,1161,0.3,0.8825,-0.8909,-1034.3,10m,validation,0.525,1381
4.5,2.0,1161,0.298,0.8558,-0.9176,-1065.32,10m,validation,0.525,1381
5.0,0.25,1161,0.347,1.3541,-0.3574,-414.97,10m,validation,0.525,1381
5.0,0.5,1161,0.314,1.1141,-0.6518,-756.79,10m,validation,0.525,1381
5.0,0.75,1161,0.304,1.0186,-0.7532,-874.47,10m,validation,0.525,1381
5.0,1.0,1161,0.298,0.9714,-0.8021,-931.18,10m,validation,0.525,1381
5.0,1.5,1161,0.287,0.9208,-0.8527,-989.94,10m,validation,0.525,1381
5.0,2.0,1161,0.284,0.8928,-0.8806,-1022.43,10m,validation,0.525,1381
1.5,0.25,1157,0.493,0.8435,-0.9293,-1075.16,10m,validation,0.55,1381
1.5,0.5,1157,0.481,0.833,-0.9419,-1089.81,10m,validation,0.55,1381
1.5,0.75,1157,0.479,0.8321,-0.9429,-1090.93,10m,validation,0.55,1381
1.5,1.0,1157,0.477,0.8327,-0.9423,-1090.2,10m,validation,0.55,1381
1.5,1.5,1157,0.477,0.8346,-0.9403,-1087.96,10m,validation,0.55,1381
1.5,2.0,1157,0.476,0.8363,-0.9386,-1085.99,10m,validation,0.55,1381
2.0,0.25,1157,0.462,0.8356,-0.9346,-1081.3,10m,validation,0.55,1381
2.0,0.5,1157,0.45,0.7824,-0.9925,-1148.35,10m,validation,0.55,1381
2.0,0.75,1157,0.446,0.7689,-1.006,-1163.96,10m,validation,0.55,1381
2.0,1.0,1157,0.445,0.7625,-1.0125,-1171.45,10m,validation,0.55,1381
2.0,1.5,1157,0.443,0.7562,-1.0187,-1178.66,10m,validation,0.55,1381
2.0,2.0,1157,0.443,0.7532,-1.0218,-1182.2,10m,validation,0.55,1381
2.5,0.25,1157,0.425,0.8643,-0.9032,-1044.96,10m,validation,0.55,1381
2.5,0.5,1157,0.409,0.7708,-1.0037,-1161.3,10m,validation,0.55,1381
2.5,0.75,1157,0.404,0.7409,-1.034,-1196.37,10m,validation,0.55,1381
2.5,1.0,1157,0.404,0.7253,-1.0496,-1214.44,10m,validation,0.55,1381
2.5,1.5,1157,0.399,0.7087,-1.0663,-1233.69,10m,validation,0.55,1381
2.5,2.0,1157,0.398,0.6996,-1.0754,-1244.21,10m,validation,0.55,1381
3.0,0.25,1157,0.399,0.9433,-0.8186,-947.12,10m,validation,0.55,1381
3.0,0.5,1157,0.378,0.7983,-0.9757,-1128.92,10m,validation,0.55,1381
3.0,0.75,1157,0.371,0.747,-1.028,-1189.43,10m,validation,0.55,1381
3.0,1.0,1157,0.368,0.7238,-1.0512,-1216.23,10m,validation,0.55,1381
3.0,1.5,1157,0.363,0.6993,-1.0757,-1244.55,10m,validation,0.55,1381
3.0,2.0,1157,0.362,0.6859,-1.0891,-1260.09,10m,validation,0.55,1381
3.5,0.25,1157,0.38,1.102,-0.6499,-751.92,10m,validation,0.55,1381
3.5,0.5,1157,0.354,0.9245,-0.8491,-982.4,10m,validation,0.55,1381
3.5,0.75,1157,0.343,0.8636,-0.9113,-1054.43,10m,validation,0.55,1381
3.5,1.0,1157,0.34,0.8352,-0.9398,-1087.33,10m,validation,0.55,1381
3.5,1.5,1157,0.331,0.8048,-0.9702,-1122.48,10m,validation,0.55,1381
3.5,2.0,1157,0.331,0.788,-0.9869,-1141.89,10m,validation,0.55,1381
4.0,0.25,1157,0.37,1.2253,-0.5167,-597.88,10m,validation,0.55,1381
4.0,0.5,1157,0.339,1.0161,-0.7573,-876.16,10m,validation,0.55,1381
4.0,0.75,1157,0.328,0.9438,-0.8311,-961.57,10m,validation,0.55,1381
4.0,1.0,1157,0.323,0.9095,-0.8653,-1001.19,10m,validation,0.55,1381
4.0,1.5,1157,0.315,0.873,-0.9019,-1043.52,10m,validation,0.55,1381
4.0,2.0,1157,0.315,0.8528,-0.9221,-1066.85,10m,validation,0.55,1381
4.5,0.25,1157,0.36,1.3511,-0.3786,-438.08,10m,validation,0.55,1381
4.5,0.5,1157,0.328,1.1008,-0.671,-776.33,10m,validation,0.55,1381
4.5,0.75,1157,0.318,1.0066,-0.7678,-888.3,10m,validation,0.55,1381
4.5,1.0,1157,0.311,0.9587,-0.8161,-944.28,10m,validation,0.55,1381
4.5,1.5,1157,0.302,0.9071,-0.8678,-1003.99,10m,validation,0.55,1381
4.5,2.0,1157,0.301,0.8785,-0.8964,-1037.13,10m,validation,0.55,1381
5.0,0.25,1157,0.353,1.3577,-0.3593,-415.74,10m,validation,0.55,1381
5.0,0.5,1157,0.317,1.1241,-0.6433,-744.3,10m,validation,0.55,1381
5.0,0.75,1157,0.307,1.0343,-0.7389,-854.95,10m,validation,0.55,1381
5.0,1.0,1157,0.3,0.9889,-0.7859,-909.29,10m,validation,0.55,1381
5.0,1.5,1157,0.29,0.9401,-0.8348,-965.89,10m,validation,0.55,1381
5.0,2.0,1157,0.288,0.913,-0.8619,-997.21,10m,validation,0.55,1381
1.5,0.25,1153,0.497,0.833,-0.9386,-1082.2,10m,validation,0.575,1381
1.5,0.5,1153,0.487,0.823,-0.9506,-1096.06,10m,validation,0.575,1381
1.5,0.75,1153,0.484,0.8224,-0.9513,-1096.9,10m,validation,0.575,1381
1.5,1.0,1153,0.482,0.8232,-0.9505,-1095.98,10m,validation,0.575,1381
1.5,1.5,1153,0.48,0.8254,-0.9484,-1093.47,10m,validation,0.575,1381
1.5,2.0,1153,0.48,0.8272,-0.9465,-1091.31,10m,validation,0.575,1381
2.0,0.25,1153,0.461,0.7994,-0.9704,-1118.88,10m,validation,0.575,1381
2.0,0.5,1153,0.448,0.7458,-1.0279,-1185.14,10m,validation,0.575,1381
2.0,0.75,1153,0.446,0.7322,-1.0415,-1200.88,10m,validation,0.575,1381
2.0,1.0,1153,0.444,0.7257,-1.048,-1208.4,10m,validation,0.575,1381
2.0,1.5,1153,0.442,0.7194,-1.0543,-1215.61,10m,validation,0.575,1381
2.0,2.0,1153,0.44,0.7164,-1.0573,-1219.11,10m,validation,0.575,1381
2.5,0.25,1153,0.425,0.797,-0.9706,-1119.1,10m,validation,0.575,1381
2.5,0.5,1153,0.407,0.6989,-1.0747,-1239.17,10m,validation,0.575,1381
2.5,0.75,1153,0.404,0.6679,-1.1058,-1275.0,10m,validation,0.575,1381
2.5,1.0,1153,0.403,0.6515,-1.1222,-1293.95,10m,validation,0.575,1381
2.5,1.5,1153,0.4,0.6338,-1.1399,-1314.33,10m,validation,0.575,1381
2.5,2.0,1153,0.397,0.6241,-1.1496,-1325.52,10m,validation,0.575,1381
3.0,0.25,1153,0.402,0.9,-0.8621,-993.95,10m,validation,0.575,1381
3.0,0.5,1153,0.379,0.7498,-1.023,-1179.47,10m,validation,0.575,1381
3.0,0.75,1153,0.373,0.6958,-1.0779,-1242.87,10m,validation,0.575,1381
3.0,1.0,1153,0.37,0.6712,-1.1026,-1271.3,10m,validation,0.575,1381
3.0,1.5,1153,0.365,0.6449,-1.1288,-1301.51,10m,validation,0.575,1381
3.0,2.0,1153,0.363,0.6305,-1.1432,-1318.17,10m,validation,0.575,1381
3.5,0.25,1153,0.379,0.9812,-0.7714,-889.37,10m,validation,0.575,1381
3.5,0.5,1153,0.35,0.7916,-0.9809,-1130.96,10m,validation,0.575,1381
3.5,0.75,1153,0.341,0.7263,-1.0475,-1207.72,10m,validation,0.575,1381
3.5,1.0,1153,0.337,0.6954,-1.0783,-1243.3,10m,validation,0.575,1381
3.5,1.5,1153,0.33,0.6623,-1.1114,-1281.46,10m,validation,0.575,1381
3.5,2.0,1153,0.328,0.644,-1.1298,-1302.61,10m,validation,0.575,1381
4.0,0.25,1153,0.369,1.1393,-0.6037,-696.05,10m,validation,0.575,1381
4.0,0.5,1153,0.337,0.937,-0.8353,-963.1,10m,validation,0.575,1381
4.0,0.75,1153,0.327,0.8636,-0.9101,-1049.34,10m,validation,0.575,1381
4.0,1.0,1153,0.323,0.8285,-0.9451,-1089.76,10m,validation,0.575,1381
4.0,1.5,1153,0.315,0.7909,-0.9828,-1133.16,10m,validation,0.575,1381
4.0,2.0,1153,0.313,0.77,-1.0036,-1157.2,10m,validation,0.575,1381
4.5,0.25,1153,0.362,1.2982,-0.4328,-499.06,10m,validation,0.575,1381
4.5,0.5,1153,0.328,1.0452,-0.7259,-836.94,10m,validation,0.575,1381
4.5,0.75,1153,0.318,0.9492,-0.8245,-950.64,10m,validation,0.575,1381
4.5,1.0,1153,0.312,0.9035,-0.8702,-1003.36,10m,validation,0.575,1381
4.5,1.5,1153,0.304,0.8547,-0.919,-1059.62,10m,validation,0.575,1381
4.5,2.0,1153,0.301,0.8277,-0.946,-1090.73,10m,validation,0.575,1381
5.0,0.25,1153,0.354,1.2983,-0.4221,-486.64,10m,validation,0.575,1381
5.0,0.5,1153,0.317,1.076,-0.6919,-797.78,10m,validation,0.575,1381
5.0,0.75,1153,0.307,0.986,-0.7868,-907.18,10m,validation,0.575,1381
5.0,1.0,1153,0.3,0.9441,-0.8295,-956.37,10m,validation,0.575,1381
5.0,1.5,1153,0.291,0.8999,-0.8738,-1007.5,10m,validation,0.575,1381
5.0,2.0,1153,0.289,0.8756,-0.8981,-1035.49,10m,validation,0.575,1381
1.5,0.25,1150,0.501,0.8663,-0.9043,-1039.95,10m,validation,0.6,1381
1.5,0.5,1150,0.492,0.8569,-0.9158,-1053.13,10m,validation,0.6,1381
1.5,0.75,1150,0.489,0.8565,-0.9163,-1053.71,10m,validation,0.6,1381
1.5,1.0,1150,0.488,0.8574,-0.9154,-1052.67,10m,validation,0.6,1381
1.5,1.5,1150,0.485,0.8596,-0.9131,-1050.09,10m,validation,0.6,1381
1.5,2.0,1150,0.483,0.8615,-0.9112,-1047.93,10m,validation,0.6,1381
2.0,0.25,1150,0.466,0.866,-0.9029,-1038.31,10m,validation,0.6,1381
2.0,0.5,1150,0.456,0.8183,-0.9543,-1097.47,10m,validation,0.6,1381
2.0,0.75,1150,0.451,0.807,-0.9657,-1110.52,10m,validation,0.6,1381
2.0,1.0,1150,0.451,0.8018,-0.9709,-1116.49,10m,validation,0.6,1381
2.0,1.5,1150,0.449,0.7972,-0.9755,-1121.88,10m,validation,0.6,1381
2.0,2.0,1150,0.447,0.795,-0.9777,-1124.3,10m,validation,0.6,1381
2.5,0.25,1150,0.431,0.8669,-0.8998,-1034.75,10m,validation,0.6,1381
2.5,0.5,1150,0.418,0.7767,-0.9959,-1145.31,10m,validation,0.6,1381
2.5,0.75,1150,0.413,0.7488,-1.0239,-1177.47,10m,validation,0.6,1381
2.5,1.0,1150,0.412,0.7342,-1.0385,-1194.29,10m,validation,0.6,1381
2.5,1.5,1150,0.409,0.7186,-1.054,-1212.16,10m,validation,0.6,1381
2.5,2.0,1150,0.407,0.7102,-1.0625,-1221.84,10m,validation,0.6,1381
3.0,0.25,1150,0.403,0.9148,-0.8465,-973.5,10m,validation,0.6,1381
3.0,0.5,1150,0.386,0.7659,-1.006,-1156.92,10m,validation,0.6,1381
3.0,0.75,1150,0.377,0.7122,-1.0605,-1219.55,10m,validation,0.6,1381
3.0,1.0,1150,0.374,0.6879,-1.0848,-1247.57,10m,validation,0.6,1381
3.0,1.5,1150,0.369,0.6621,-1.1106,-1277.22,10m,validation,0.6,1381
3.0,2.0,1150,0.367,0.6479,-1.1248,-1293.49,10m,validation,0.6,1381
3.5,0.25,1150,0.384,1.0476,-0.7054,-811.15,10m,validation,0.6,1381
3.5,0.5,1150,0.361,0.8627,-0.909,-1045.31,10m,validation,0.6,1381
3.5,0.75,1150,0.348,0.799,-0.9737,-1119.74,10m,validation,0.6,1381
3.5,1.0,1150,0.344,0.7692,-1.0035,-1154.05,10m,validation,0.6,1381
3.5,1.5,1150,0.337,0.7373,-1.0354,-1190.73,10m,validation,0.6,1381
3.5,2.0,1150,0.336,0.7196,-1.0531,-1211.03,10m,validation,0.6,1381
4.0,0.25,1150,0.371,1.1329,-0.6103,-701.88,10m,validation,0.6,1381
4.0,0.5,1150,0.343,0.9366,-0.8348,-960.02,10m,validation,0.6,1381
4.0,0.75,1150,0.329,0.8663,-0.9064,-1042.32,10m,validation,0.6,1381
4.0,1.0,1150,0.325,0.8328,-0.9398,-1080.78,10m,validation,0.6,1381
4.0,1.5,1150,0.317,0.7969,-0.9758,-1122.12,10m,validation,0.6,1381
4.0,2.0,1150,0.317,0.777,-0.9957,-1145.05,10m,validation,0.6,1381
4.5,0.25,1150,0.363,1.2787,-0.4542,-522.35,10m,validation,0.6,1381
4.5,0.5,1150,0.335,1.025,-0.7458,-857.73,10m,validation,0.6,1381
4.5,0.75,1150,0.321,0.9413,-0.8314,-956.11,10m,validation,0.6,1381
4.5,1.0,1150,0.316,0.9013,-0.8714,-1002.07,10m,validation,0.6,1381
4.5,1.5,1150,0.306,0.8585,-0.9142,-1051.28,10m,validation,0.6,1381
4.5,2.0,1150,0.305,0.8348,-0.9378,-1078.5,10m,validation,0.6,1381
5.0,0.25,1150,0.358,1.3634,-0.3585,-412.31,10m,validation,0.6,1381
5.0,0.5,1150,0.327,1.1185,-0.6511,-748.73,10m,validation,0.6,1381
5.0,0.75,1150,0.313,1.0187,-0.754,-867.06,10m,validation,0.6,1381
5.0,1.0,1150,0.307,0.9715,-0.8012,-921.38,10m,validation,0.6,1381
5.0,1.5,1150,0.297,0.9212,-0.8515,-979.17,10m,validation,0.6,1381
5.0,2.0,1150,0.297,0.8935,-0.8792,-1011.07,10m,validation,0.6,1381
1.5,0.25,1148,0.501,0.8789,-0.8911,-1022.95,10m,validation,0.625,1381
1.5,0.5,1148,0.493,0.8704,-0.9017,-1035.15,10m,validation,0.625,1381
1.5,0.75,1148,0.49,0.8703,-0.9019,-1035.4,10m,validation,0.625,1381
1.5,1.0,1148,0.489,0.8713,-0.9009,-1034.21,10m,validation,0.625,1381
1.5,1.5,1148,0.486,0.8737,-0.8985,-1031.53,10m,validation,0.625,1381
1.5,2.0,1148,0.486,0.8755,-0.8967,-1029.37,10m,validation,0.625,1381
2.0,0.25,1148,0.472,0.9329,-0.8362,-959.94,10m,validation,0.625,1381
2.0,0.5,1148,0.463,0.9017,-0.8704,-999.26,10m,validation,0.625,1381
2.0,0.75,1148,0.457,0.8918,-0.8804,-1010.7,10m,validation,0.625,1381
2.0,1.0,1148,0.457,0.8872,-0.8849,-1015.88,10m,validation,0.625,1381
2.0,1.5,1148,0.456,0.8832,-0.8889,-1020.5,10m,validation,0.625,1381
2.0,2.0,1148,0.456,0.8814,-0.8907,-1022.54,10m,validation,0.625,1381
2.5,0.25,1148,0.433,0.9019,-0.8646,-992.51,10m,validation,0.625,1381
2.5,0.5,1148,0.419,0.8231,-0.949,-1089.45,10m,validation,0.625,1381
2.5,0.75,1148,0.415,0.7993,-0.9728,-1116.83,10m,validation,0.625,1381
2.5,1.0,1148,0.415,0.7869,-0.9853,-1131.09,10m,validation,0.625,1381
2.5,1.5,1148,0.414,0.7737,-0.9984,-1146.21,10m,validation,0.625,1381
2.5,2.0,1148,0.414,0.7666,-1.0056,-1154.41,10m,validation,0.625,1381
3.0,0.25,1148,0.402,0.9091,-0.8527,-978.9,10m,validation,0.625,1381
3.0,0.5,1148,0.384,0.7655,-1.0063,-1155.22,10m,validation,0.625,1381
3.0,0.75,1148,0.377,0.725,-1.0472,-1202.16,10m,validation,0.625,1381
3.0,1.0,1148,0.375,0.7033,-1.0688,-1227.02,10m,validation,0.625,1381
3.0,1.5,1148,0.372,0.6797,-1.0924,-1254.1,10m,validation,0.625,1381
3.0,2.0,1148,0.371,0.6666,-1.1056,-1269.2,10m,validation,0.625,1381
3.5,0.25,1148,0.384,1.0669,-0.687,-788.69,10m,validation,0.625,1381
3.5,0.5,1148,0.363,0.9004,-0.8706,-999.45,10m,validation,0.625,1381
3.5,0.75,1148,0.352,0.8408,-0.9314,-1069.22,10m,validation,0.625,1381
3.5,1.0,1148,0.348,0.8132,-0.9589,-1100.86,10m,validation,0.625,1381
3.5,1.5,1148,0.342,0.7839,-0.9883,-1134.54,10m,validation,0.625,1381
3.5,2.0,1148,0.341,0.7677,-1.0045,-1153.11,10m,validation,0.625,1381
4.0,0.25,1148,0.37,1.1575,-0.5873,-674.23,10m,validation,0.625,1381
4.0,0.5,1148,0.344,0.9718,-0.7989,-917.14,10m,validation,0.625,1381
4.0,0.75,1148,0.331,0.9056,-0.8665,-994.79,10m,validation,0.625,1381
4.0,1.0,1148,0.328,0.8745,-0.8976,-1030.5,10m,validation,0.625,1381
4.0,1.5,1148,0.321,0.8412,-0.9309,-1068.67,10m,validation,0.625,1381
4.0,2.0,1148,0.32,0.8228,-0.9493,-1089.78,10m,validation,0.625,1381
4.5,0.25,1148,0.363,1.3134,-0.42,-482.17,10m,validation,0.625,1381
4.5,0.5,1148,0.336,1.0953,-0.6749,-774.81,10m,validation,0.625,1381
4.5,0.75,1148,0.322,1.0186,-0.7535,-865.05,10m,validation,0.625,1381
4.5,1.0,1148,0.318,0.9823,-0.7898,-906.74,10m,validation,0.625,1381
4.5,1.5,1148,0.31,0.9434,-0.8287,-951.35,10m,validation,0.625,1381
4.5,2.0,1148,0.309,0.9219,-0.8502,-976.06,10m,validation,0.625,1381
5.0,0.25,1148,0.357,1.3817,-0.3412,-391.7,10m,validation,0.625,1381
5.0,0.5,1148,0.329,1.1442,-0.6248,-717.29,10m,validation,0.625,1381
5.0,0.75,1148,0.314,1.0488,-0.7233,-830.35,10m,validation,0.625,1381
5.0,1.0,1148,0.309,1.0037,-0.7684,-882.07,10m,validation,0.625,1381
5.0,1.5,1148,0.301,0.9559,-0.8162,-936.95,10m,validation,0.625,1381
5.0,2.0,1148,0.3,0.9296,-0.8425,-967.17,10m,validation,0.625,1381
1.5,0.25,1144,0.507,0.95,-0.8189,-936.81,10m,validation,0.65,1381
1.5,0.5,1144,0.499,0.9439,-0.8273,-946.48,10m,validation,0.65,1381
1.5,0.75,1144,0.496,0.9449,-0.8264,-945.45,10m,validation,0.65,1381
1.5,1.0,1144,0.496,0.9466,-0.8247,-943.45,10m,validation,0.65,1381
1.5,1.5,1144,0.493,0.9498,-0.8215,-939.77,10m,validation,0.65,1381
1.5,2.0,1144,0.493,0.9523,-0.819,-936.98,10m,validation,0.65,1381
2.0,0.25,1144,0.476,0.9785,-0.7902,-904.0,10m,validation,0.65,1381
2.0,0.5,1144,0.466,0.9506,-0.8206,-938.81,10m,validation,0.65,1381
2.0,0.75,1144,0.46,0.9427,-0.8286,-947.92,10m,validation,0.65,1381
2.0,1.0,1144,0.459,0.9393,-0.832,-951.78,10m,validation,0.65,1381
2.0,1.5,1144,0.458,0.9366,-0.8347,-954.88,10m,validation,0.65,1381
2.0,2.0,1144,0.458,0.9356,-0.8357,-956.04,10m,validation,0.65,1381
2.5,0.25,1144,0.436,0.9524,-0.8134,-930.53,10m,validation,0.65,1381
2.5,0.5,1144,0.423,0.8754,-0.8959,-1024.89,10m,validation,0.65,1381
2.5,0.75,1144,0.416,0.8525,-0.9188,-1051.07,10m,validation,0.65,1381
2.5,1.0,1144,0.416,0.8407,-0.9306,-1064.6,10m,validation,0.65,1381
2.5,1.5,1144,0.415,0.8283,-0.943,-1078.83,10m,validation,0.65,1381
2.5,2.0,1144,0.415,0.8216,-0.9497,-1086.51,10m,validation,0.65,1381
3.0,0.25,1144,0.406,0.9297,-0.8331,-953.02,10m,validation,0.65,1381
3.0,0.5,1144,0.389,0.8044,-0.9668,-1106.06,10m,validation,0.65,1381
3.0,0.75,1144,0.38,0.7662,-1.0051,-1149.81,10m,validation,0.65,1381
3.0,1.0,1144,0.379,0.7457,-1.0256,-1173.23,10m,validation,0.65,1381
3.0,1.5,1144,0.376,0.7234,-1.0479,-1198.78,10m,validation,0.65,1381
3.0,2.0,1144,0.375,0.711,-1.0603,-1213.02,10m,validation,0.65,1381
3.5,0.25,1144,0.386,1.1062,-0.6495,-743.07,10m,validation,0.65,1381
3.5,0.5,1144,0.367,0.9576,-0.8122,-929.18,10m,validation,0.65,1381
3.5,0.75,1144,0.358,0.9004,-0.8709,-996.33,10m,validation,0.65,1381
3.5,1.0,1144,0.355,0.876,-0.8953,-1024.18,10m,validation,0.65,1381
3.5,1.5,1144,0.348,0.8504,-0.9209,-1053.52,10m,validation,0.65,1381
