r_target,expiry_days,n,win_rate,avg_gross,avg_net,total_net,tf,split,depth_frac,n_zones
3.5,2.0,1144,0.347,0.8363,-0.9349,-1069.56,10m,validation,0.65,1381
4.0,0.25,1144,0.372,1.2356,-0.5094,-582.8,10m,validation,0.65,1381
4.0,0.5,1144,0.348,1.0557,-0.7139,-816.72,10m,validation,0.65,1381
4.0,0.75,1144,0.335,0.9875,-0.7838,-896.61,10m,validation,0.65,1381
4.0,1.0,1144,0.331,0.9572,-0.8141,-931.32,10m,validation,0.65,1381
4.0,1.5,1144,0.324,0.9248,-0.8465,-968.39,10m,validation,0.65,1381
4.0,2.0,1144,0.323,0.9069,-0.8644,-988.87,10m,validation,0.65,1381
4.5,0.25,1144,0.364,1.3586,-0.3752,-429.24,10m,validation,0.65,1381
4.5,0.5,1144,0.337,1.1425,-0.6268,-717.1,10m,validation,0.65,1381
4.5,0.75,1144,0.323,1.0627,-0.7086,-810.64,10m,validation,0.65,1381
4.5,1.0,1144,0.319,1.0267,-0.7446,-851.83,10m,validation,0.65,1381
4.5,1.5,1144,0.312,0.9883,-0.783,-895.75,10m,validation,0.65,1381
4.5,2.0,1144,0.31,0.9671,-0.8042,-920.0,10m,validation,0.65,1381
5.0,0.25,1144,0.358,1.4444,-0.2792,-319.41,10m,validation,0.65,1381
5.0,0.5,1144,0.332,1.2164,-0.5512,-630.61,10m,validation,0.65,1381
5.0,0.75,1144,0.317,1.1201,-0.6511,-744.87,10m,validation,0.65,1381
5.0,1.0,1144,0.313,1.0764,-0.6949,-794.95,10m,validation,0.65,1381
5.0,1.5,1144,0.304,1.0299,-0.7413,-848.04,10m,validation,0.65,1381
5.0,2.0,1144,0.302,1.0044,-0.7668,-877.26,10m,validation,0.65,1381
1.5,0.25,1139,0.505,0.9109,-0.8582,-977.44,10m,validation,0.675,1381
1.5,0.5,1139,0.5,0.9092,-0.8623,-982.16,10m,validation,0.675,1381
1.5,0.75,1139,0.494,0.912,-0.8595,-979.01,10m,validation,0.675,1381
1.5,1.0,1139,0.493,0.9149,-0.8567,-975.79,10m,validation,0.675,1381
1.5,1.5,1139,0.491,0.9193,-0.8522,-970.71,10m,validation,0.675,1381
1.5,2.0,1139,0.491,0.9225,-0.8491,-967.13,10m,validation,0.675,1381
2.0,0.25,1139,0.475,0.9802,-0.7887,-898.36,10m,validation,0.675,1381
2.0,0.5,1139,0.465,0.9556,-0.816,-929.37,10m,validation,0.675,1381
2.0,0.75,1139,0.458,0.9489,-0.8227,-937.01,10m,validation,0.675,1381
2.0,1.0,1139,0.457,0.9462,-0.8254,-940.08,10m,validation,0.675,1381
2.0,1.5,1139,0.456,0.9442,-0.8274,-942.36,10m,validation,0.675,1381
2.0,2.0,1139,0.456,0.9435,-0.828,-943.14,10m,validation,0.675,1381
2.5,0.25,1139,0.445,1.0014,-0.7653,-871.62,10m,validation,0.675,1381
2.5,0.5,1139,0.431,0.9265,-0.845,-962.46,10m,validation,0.675,1381
2.5,0.75,1139,0.423,0.9047,-0.8669,-987.42,10m,validation,0.675,1381
2.5,1.0,1139,0.421,0.8934,-0.8782,-1000.25,10m,validation,0.675,1381
2.5,1.5,1139,0.421,0.8816,-0.89,-1013.69,10m,validation,0.675,1381
2.5,2.0,1139,0.421,0.8752,-0.8963,-1020.94,10m,validation,0.675,1381
3.0,0.25,1139,0.407,0.9306,-0.8332,-949.05,10m,validation,0.675,1381
3.0,0.5,1139,0.391,0.8092,-0.9623,-1096.01,10m,validation,0.675,1381
3.0,0.75,1139,0.382,0.7728,-0.9988,-1137.58,10m,validation,0.675,1381
3.0,1.0,1139,0.379,0.7533,-1.0182,-1159.73,10m,validation,0.675,1381
3.0,1.5,1139,0.377,0.7322,-1.0394,-1183.83,10m,validation,0.675,1381
3.0,2.0,1139,0.377,0.7204,-1.0511,-1197.25,10m,validation,0.675,1381
3.5,0.25,1139,0.39,1.1003,-0.6564,-747.65,10m,validation,0.675,1381
3.5,0.5,1139,0.37,0.9509,-0.8191,-932.9,10m,validation,0.675,1381
3.5,0.75,1139,0.36,0.8937,-0.8778,-999.86,10m,validation,0.675,1381
3.5,1.0,1139,0.356,0.8692,-0.9023,-1027.73,10m,validation,0.675,1381
3.5,1.5,1139,0.349,0.8434,-0.9281,-1057.07,10m,validation,0.675,1381
3.5,2.0,1139,0.349,0.8294,-0.9421,-1073.1,10m,validation,0.675,1381
4.0,0.25,1139,0.379,1.2318,-0.5173,-589.2,10m,validation,0.675,1381
4.0,0.5,1139,0.355,1.0569,-0.7131,-812.26,10m,validation,0.675,1381
4.0,0.75,1139,0.342,0.9914,-0.7801,-888.55,10m,validation,0.675,1381
4.0,1.0,1139,0.337,0.9624,-0.8091,-921.57,10m,validation,0.675,1381
4.0,1.5,1139,0.33,0.9315,-0.84,-956.79,10m,validation,0.675,1381
4.0,2.0,1139,0.329,0.9144,-0.8571,-976.25,10m,validation,0.675,1381
4.5,0.25,1139,0.368,1.4019,-0.3344,-380.87,10m,validation,0.675,1381
4.5,0.5,1139,0.342,1.1853,-0.5843,-665.5,10m,validation,0.675,1381
4.5,0.75,1139,0.328,1.1075,-0.664,-756.32,10m,validation,0.675,1381
4.5,1.0,1139,0.323,1.0723,-0.6992,-796.37,10m,validation,0.675,1381
4.5,1.5,1139,0.316,1.0348,-0.7367,-839.13,10m,validation,0.675,1381
4.5,2.0,1139,0.315,1.014,-0.7575,-862.78,10m,validation,0.675,1381
5.0,0.25,1139,0.362,1.4779,-0.2479,-282.36,10m,validation,0.675,1381
5.0,0.5,1139,0.335,1.2727,-0.4955,-564.42,10m,validation,0.675,1381
5.0,0.75,1139,0.32,1.1849,-0.5866,-668.14,10m,validation,0.675,1381
5.0,1.0,1139,0.315,1.1455,-0.626,-713.07,10m,validation,0.675,1381
5.0,1.5,1139,0.307,1.1037,-0.6678,-760.61,10m,validation,0.675,1381
5.0,2.0,1139,0.306,1.0808,-0.6907,-786.74,10m,validation,0.675,1381
1.5,0.25,1134,0.506,0.9508,-0.8187,-928.38,10m,validation,0.7,1381
1.5,0.5,1134,0.501,0.9533,-0.8191,-928.91,10m,validation,0.7,1381
1.5,0.75,1134,0.496,0.9581,-0.8144,-923.58,10m,validation,0.7,1381
1.5,1.0,1134,0.496,0.9621,-0.8104,-919.02,10m,validation,0.7,1381
1.5,1.5,1134,0.492,0.968,-0.8045,-912.31,10m,validation,0.7,1381
1.5,2.0,1134,0.491,0.972,-0.8005,-907.73,10m,validation,0.7,1381
2.0,0.25,1134,0.477,0.9932,-0.7762,-880.16,10m,validation,0.7,1381
2.0,0.5,1134,0.468,0.9716,-0.8008,-908.11,10m,validation,0.7,1381
2.0,0.75,1134,0.461,0.9664,-0.8061,-914.12,10m,validation,0.7,1381
2.0,1.0,1134,0.46,0.9646,-0.8079,-916.2,10m,validation,0.7,1381
2.0,1.5,1134,0.459,0.9636,-0.8089,-917.31,10m,validation,0.7,1381
2.0,2.0,1134,0.459,0.9635,-0.809,-917.39,10m,validation,0.7,1381
2.5,0.25,1134,0.45,1.0343,-0.7327,-830.89,10m,validation,0.7,1381
2.5,0.5,1134,0.436,0.9681,-0.8043,-912.07,10m,validation,0.7,1381
2.5,0.75,1134,0.429,0.9501,-0.8225,-932.66,10m,validation,0.7,1381
2.5,1.0,1134,0.428,0.941,-0.8315,-942.88,10m,validation,0.7,1381
2.5,1.5,1134,0.425,0.9319,-0.8406,-953.23,10m,validation,0.7,1381
2.5,2.0,1134,0.424,0.9272,-0.8454,-958.63,10m,validation,0.7,1381
3.0,0.25,1134,0.415,1.0245,-0.7398,-838.93,10m,validation,0.7,1381
3.0,0.5,1134,0.399,0.9074,-0.865,-980.93,10m,validation,0.7,1381
3.0,0.75,1134,0.391,0.8741,-0.8985,-1018.87,10m,validation,0.7,1381
3.0,1.0,1134,0.387,0.8564,-0.9161,-1038.87,10m,validation,0.7,1381
3.0,1.5,1134,0.384,0.8374,-0.9352,-1060.48,10m,validation,0.7,1381
3.0,2.0,1134,0.383,0.8268,-0.9457,-1072.47,10m,validation,0.7,1381
3.5,0.25,1134,0.395,1.1121,-0.6461,-732.72,10m,validation,0.7,1381
3.5,0.5,1134,0.373,0.9543,-0.8178,-927.33,10m,validation,0.7,1381
3.5,0.75,1134,0.365,0.91,-0.8624,-977.96,10m,validation,0.7,1381
3.5,1.0,1134,0.36,0.8865,-0.8859,-1004.6,10m,validation,0.7,1381
3.5,1.5,1134,0.354,0.8611,-0.9113,-1033.46,10m,validation,0.7,1381
3.5,2.0,1134,0.351,0.847,-0.9254,-1049.44,10m,validation,0.7,1381
4.0,0.25,1134,0.384,1.2677,-0.4826,-547.21,10m,validation,0.7,1381
4.0,0.5,1134,0.358,1.0955,-0.6754,-765.89,10m,validation,0.7,1381
4.0,0.75,1134,0.347,1.0317,-0.7407,-839.99,10m,validation,0.7,1381
4.0,1.0,1134,0.34,1.0037,-0.7688,-871.81,10m,validation,0.7,1381
4.0,1.5,1134,0.333,0.9739,-0.7985,-905.53,10m,validation,0.7,1381
4.0,2.0,1134,0.33,0.9576,-0.8149,-924.05,10m,validation,0.7,1381
4.5,0.25,1134,0.371,1.4149,-0.3239,-367.25,10m,validation,0.7,1381
4.5,0.5,1134,0.344,1.1953,-0.5753,-652.42,10m,validation,0.7,1381
4.5,0.75,1134,0.332,1.1169,-0.6555,-743.38,10m,validation,0.7,1381
4.5,1.0,1134,0.325,1.0813,-0.6911,-783.69,10m,validation,0.7,1381
4.5,1.5,1134,0.317,1.0435,-0.7289,-826.62,10m,validation,0.7,1381
4.5,2.0,1134,0.314,1.0226,-0.7498,-850.31,10m,validation,0.7,1381
5.0,0.25,1134,0.366,1.5005,-0.2288,-259.4,10m,validation,0.7,1381
5.0,0.5,1134,0.339,1.3093,-0.4599,-521.58,10m,validation,0.7,1381
5.0,0.75,1134,0.326,1.2308,-0.5416,-614.19,10m,validation,0.7,1381
5.0,1.0,1134,0.319,1.1955,-0.5769,-654.22,10m,validation,0.7,1381
5.0,1.5,1134,0.311,1.1582,-0.6143,-696.58,10m,validation,0.7,1381
5.0,2.0,1134,0.308,1.1377,-0.6348,-719.84,10m,validation,0.7,1381
1.5,0.25,1048,0.487,1.0591,-0.6561,-687.55,10m,holdout,0.3,1253
1.5,0.5,1048,0.476,0.9415,-0.7784,-815.74,10m,holdout,0.3,1253
1.5,0.75,1048,0.471,0.9021,-0.8178,-857.01,10m,holdout,0.3,1253
1.5,1.0,1048,0.469,0.8799,-0.84,-880.3,10m,holdout,0.3,1253
1.5,1.5,1048,0.467,0.8542,-0.8656,-907.18,10m,holdout,0.3,1253
1.5,2.0,1048,0.465,0.8391,-0.8808,-923.04,10m,holdout,0.3,1253
2.0,0.25,1048,0.442,1.242,-0.4613,-483.45,10m,holdout,0.3,1253
2.0,0.5,1048,0.428,1.0572,-0.662,-693.79,10m,holdout,0.3,1253
2.0,0.75,1048,0.425,0.9734,-0.7465,-782.29,10m,holdout,0.3,1253
2.0,1.0,1048,0.423,0.932,-0.7878,-825.6,10m,holdout,0.3,1253
2.0,1.5,1048,0.421,0.8857,-0.8341,-874.13,10m,holdout,0.3,1253
2.0,2.0,1048,0.419,0.859,-0.8608,-902.12,10m,holdout,0.3,1253
2.5,0.25,1048,0.417,1.4483,-0.2418,-253.39,10m,holdout,0.3,1253
2.5,0.5,1048,0.402,1.2433,-0.4712,-493.86,10m,holdout,0.3,1253
2.5,0.75,1048,0.396,1.1336,-0.5854,-613.52,10m,holdout,0.3,1253
2.5,1.0,1048,0.394,1.0765,-0.6432,-674.12,10m,holdout,0.3,1253
2.5,1.5,1048,0.388,1.0136,-0.7062,-740.05,10m,holdout,0.3,1253
2.5,2.0,1048,0.385,0.9777,-0.742,-777.64,10m,holdout,0.3,1253
3.0,0.25,1048,0.399,1.6386,-0.0328,-34.32,10m,holdout,0.3,1253
3.0,0.5,1048,0.379,1.4392,-0.2689,-281.76,10m,holdout,0.3,1253
3.0,0.75,1048,0.371,1.2753,-0.4424,-463.64,10m,holdout,0.3,1253
3.0,1.0,1048,0.367,1.1778,-0.5419,-567.95,10m,holdout,0.3,1253
3.0,1.5,1048,0.361,1.086,-0.6337,-664.14,10m,holdout,0.3,1253
3.0,2.0,1048,0.358,1.0349,-0.6848,-717.7,10m,holdout,0.3,1253
3.5,0.25,1048,0.378,1.7096,0.0571,59.84,10m,holdout,0.3,1253
3.5,0.5,1048,0.355,1.4554,-0.2466,-258.38,10m,holdout,0.3,1253
3.5,0.75,1048,0.344,1.2618,-0.454,-475.82,10m,holdout,0.3,1253
3.5,1.0,1048,0.337,1.1144,-0.6053,-634.4,10m,holdout,0.3,1253
3.5,1.5,1048,0.329,0.9856,-0.7342,-769.42,10m,holdout,0.3,1253
3.5,2.0,1048,0.324,0.9164,-0.8033,-841.91,10m,holdout,0.3,1253
4.0,0.25,1048,0.365,1.7032,0.0652,68.37,10m,holdout,0.3,1253
4.0,0.5,1048,0.339,1.4257,-0.272,-285.09,10m,holdout,0.3,1253
4.0,0.75,1048,0.323,1.2079,-0.507,-531.38,10m,holdout,0.3,1253
4.0,1.0,1048,0.316,1.0493,-0.6697,-701.86,10m,holdout,0.3,1253
4.0,1.5,1048,0.307,0.9055,-0.8142,-853.3,10m,holdout,0.3,1253
4.0,2.0,1048,0.301,0.8282,-0.8915,-934.32,10m,holdout,0.3,1253
4.5,0.25,1048,0.36,1.8192,0.1962,205.65,10m,holdout,0.3,1253
4.5,0.5,1048,0.329,1.5546,-0.1355,-142.01,10m,holdout,0.3,1253
4.5,0.75,1048,0.313,1.3327,-0.3797,-397.91,10m,holdout,0.3,1253
4.5,1.0,1048,0.305,1.1828,-0.5341,-559.72,10m,holdout,0.3,1253
4.5,1.5,1048,0.297,1.0388,-0.6806,-713.23,10m,holdout,0.3,1253
4.5,2.0,1048,0.29,0.9584,-0.7614,-797.98,10m,holdout,0.3,1253
5.0,0.25,1048,0.348,1.7921,0.1857,194.57,10m,holdout,0.3,1253
5.0,0.5,1048,0.317,1.6115,-0.0699,-73.25,10m,holdout,0.3,1253
5.0,0.75,1048,0.299,1.4354,-0.2709,-283.9,10m,holdout,0.3,1253
5.0,1.0,1048,0.29,1.2931,-0.4209,-441.14,10m,holdout,0.3,1253
5.0,1.5,1048,0.281,1.1084,-0.6105,-639.77,10m,holdout,0.3,1253
5.0,2.0,1048,0.275,1.0121,-0.7077,-741.72,10m,holdout,0.3,1253
1.5,0.25,1045,0.486,1.0574,-0.6598,-689.49,10m,holdout,0.325,1253
1.5,0.5,1045,0.474,0.9425,-0.7782,-813.17,10m,holdout,0.325,1253
1.5,0.75,1045,0.47,0.9038,-0.8169,-853.69,10m,holdout,0.325,1253
1.5,1.0,1045,0.469,0.8818,-0.8389,-876.66,10m,holdout,0.325,1253
1.5,1.5,1045,0.467,0.8563,-0.8643,-903.23,10m,holdout,0.325,1253
1.5,2.0,1045,0.465,0.8413,-0.8794,-918.93,10m,holdout,0.325,1253
2.0,0.25,1045,0.444,1.2536,-0.452,-472.34,10m,holdout,0.325,1253
2.0,0.5,1045,0.43,1.0727,-0.6473,-676.42,10m,holdout,0.325,1253
2.0,0.75,1045,0.426,0.9901,-0.7305,-763.42,10m,holdout,0.325,1253
2.0,1.0,1045,0.424,0.9494,-0.7712,-805.87,10m,holdout,0.325,1253
2.0,1.5,1045,0.422,0.904,-0.8166,-853.4,10m,holdout,0.325,1253
2.0,2.0,1045,0.42,0.8778,-0.8429,-880.79,10m,holdout,0.325,1253
2.5,0.25,1045,0.417,1.4435,-0.2505,-261.82,10m,holdout,0.325,1253
2.5,0.5,1045,0.4,1.2369,-0.4804,-502.04,10m,holdout,0.325,1253
2.5,0.75,1045,0.395,1.1257,-0.5949,-621.69,10m,holdout,0.325,1253
2.5,1.0,1045,0.393,1.0697,-0.6509,-680.19,10m,holdout,0.325,1253
2.5,1.5,1045,0.39,1.0084,-0.7121,-744.19,10m,holdout,0.325,1253
2.5,2.0,1045,0.387,0.9736,-0.747,-780.61,10m,holdout,0.325,1253
3.0,0.25,1045,0.401,1.7039,0.0294,30.68,10m,holdout,0.325,1253
3.0,0.5,1045,0.379,1.525,-0.1839,-192.16,10m,holdout,0.325,1253
3.0,0.75,1045,0.373,1.37,-0.3486,-364.24,10m,holdout,0.325,1253
3.0,1.0,1045,0.37,1.2772,-0.4433,-463.3,10m,holdout,0.325,1253
3.0,1.5,1045,0.366,1.1908,-0.5298,-553.61,10m,holdout,0.325,1253
3.0,2.0,1045,0.361,1.1428,-0.5778,-603.77,10m,holdout,0.325,1253
3.5,0.25,1045,0.381,1.7418,0.0856,89.46,10m,holdout,0.325,1253
3.5,0.5,1045,0.356,1.4762,-0.2279,-238.1,10m,holdout,0.325,1253
3.5,0.75,1045,0.346,1.2866,-0.4301,-449.45,10m,holdout,0.325,1253
3.5,1.0,1045,0.34,1.1416,-0.579,-605.02,10m,holdout,0.325,1253
3.5,1.5,1045,0.334,1.0153,-0.7053,-737.08,10m,holdout,0.325,1253
3.5,2.0,1045,0.328,0.9475,-0.7731,-807.92,10m,holdout,0.325,1253
4.0,0.25,1045,0.367,1.7077,0.0676,70.67,10m,holdout,0.325,1253
4.0,0.5,1045,0.338,1.4421,-0.2566,-268.1,10m,holdout,0.325,1253
4.0,0.75,1045,0.324,1.2363,-0.4795,-501.04,10m,holdout,0.325,1253
4.0,1.0,1045,0.318,1.0827,-0.6372,-665.85,10m,holdout,0.325,1253
4.0,1.5,1045,0.31,0.9437,-0.7769,-811.86,10m,holdout,0.325,1253
4.0,2.0,1045,0.303,0.869,-0.8517,-889.98,10m,holdout,0.325,1253
4.5,0.25,1045,0.361,1.8252,0.2003,209.36,10m,holdout,0.325,1253
4.5,0.5,1045,0.328,1.5631,-0.1292,-134.97,10m,holdout,0.325,1253
4.5,0.75,1045,0.313,1.3368,-0.3773,-394.3,10m,holdout,0.325,1253
4.5,1.0,1045,0.306,1.1814,-0.5375,-561.68,10m,holdout,0.325,1253
4.5,1.5,1045,0.299,1.0409,-0.6793,-709.87,10m,holdout,0.325,1253
4.5,2.0,1045,0.291,0.963,-0.7577,-791.84,10m,holdout,0.325,1253
5.0,0.25,1045,0.351,1.8103,0.2003,209.36,10m,holdout,0.325,1253
5.0,0.5,1045,0.318,1.6251,-0.0588,-61.44,10m,holdout,0.325,1253
5.0,0.75,1045,0.301,1.4403,-0.269,-281.13,10m,holdout,0.325,1253
5.0,1.0,1045,0.294,1.2859,-0.4312,-450.63,10m,holdout,0.325,1253
5.0,1.5,1045,0.286,1.114,-0.606,-633.29,10m,holdout,0.325,1253
5.0,2.0,1045,0.278,1.0266,-0.694,-725.27,10m,holdout,0.325,1253
1.5,0.25,1044,0.492,1.0556,-0.6624,-691.56,10m,holdout,0.35,1253
1.5,0.5,1044,0.476,0.9463,-0.7751,-809.17,10m,holdout,0.35,1253
1.5,0.75,1044,0.474,0.9099,-0.8115,-847.16,10m,holdout,0.35,1253
1.5,1.0,1044,0.472,0.8893,-0.8321,-868.67,10m,holdout,0.35,1253
1.5,1.5,1044,0.471,0.8655,-0.8559,-893.52,10m,holdout,0.35,1253
1.5,2.0,1044,0.469,0.8515,-0.8699,-908.2,10m,holdout,0.35,1253
2.0,0.25,1044,0.449,1.2358,-0.4714,-492.16,10m,holdout,0.35,1253
2.0,0.5,1044,0.431,1.0627,-0.658,-687.0,10m,holdout,0.35,1253
2.0,0.75,1044,0.427,0.9841,-0.7373,-769.71,10m,holdout,0.35,1253
2.0,1.0,1044,0.426,0.9456,-0.7757,-809.85,10m,holdout,0.35,1253
2.0,1.5,1044,0.425,0.9025,-0.8188,-854.83,10m,holdout,0.35,1253
2.0,2.0,1044,0.422,0.8777,-0.8437,-880.79,10m,holdout,0.35,1253
2.5,0.25,1044,0.42,1.3708,-0.3255,-339.79,10m,holdout,0.35,1253
2.5,0.5,1044,0.399,1.1544,-0.5642,-589.06,10m,holdout,0.35,1253
2.5,0.75,1044,0.394,1.043,-0.6783,-708.09,10m,holdout,0.35,1253
2.5,1.0,1044,0.392,0.9875,-0.7337,-766.0,10m,holdout,0.35,1253
2.5,1.5,1044,0.39,0.9268,-0.7945,-829.43,10m,holdout,0.35,1253
2.5,2.0,1044,0.385,0.8922,-0.829,-865.52,10m,holdout,0.35,1253
3.0,0.25,1044,0.404,1.6489,-0.0279,-29.16,10m,holdout,0.35,1253
3.0,0.5,1044,0.38,1.4591,-0.2518,-262.88,10m,holdout,0.35,1253
3.0,0.75,1044,0.373,1.3113,-0.4085,-426.52,10m,holdout,0.35,1253
3.0,1.0,1044,0.37,1.2383,-0.483,-504.23,10m,holdout,0.35,1253
3.0,1.5,1044,0.367,1.1591,-0.5621,-586.87,10m,holdout,0.35,1253
3.0,2.0,1044,0.36,1.1145,-0.6068,-633.46,10m,holdout,0.35,1253
3.5,0.25,1044,0.383,1.6857,0.0269,28.11,10m,holdout,0.35,1253
3.5,0.5,1044,0.356,1.4167,-0.289,-301.69,10m,holdout,0.35,1253
3.5,0.75,1044,0.346,1.2179,-0.5003,-522.27,10m,holdout,0.35,1253
3.5,1.0,1044,0.339,1.0898,-0.6314,-659.22,10m,holdout,0.35,1253
3.5,1.5,1044,0.335,0.9705,-0.7508,-783.84,10m,holdout,0.35,1253
3.5,2.0,1044,0.329,0.9056,-0.8157,-851.55,10m,holdout,0.35,1253
4.0,0.25,1044,0.371,1.7788,0.1362,142.23,10m,holdout,0.35,1253
4.0,0.5,1044,0.34,1.5136,-0.1861,-194.3,10m,holdout,0.35,1253
4.0,0.75,1044,0.325,1.2995,-0.417,-435.4,10m,holdout,0.35,1253
4.0,1.0,1044,0.318,1.1439,-0.5769,-602.28,10m,holdout,0.35,1253
4.0,1.5,1044,0.313,1.0064,-0.7149,-746.32,10m,holdout,0.35,1253
4.0,2.0,1044,0.305,0.9326,-0.7886,-823.33,10m,holdout,0.35,1253
4.5,0.25,1044,0.366,1.8248,0.1966,205.22,10m,holdout,0.35,1253
4.5,0.5,1044,0.331,1.5502,-0.1444,-150.72,10m,holdout,0.35,1253
4.5,0.75,1044,0.314,1.3166,-0.3986,-416.12,10m,holdout,0.35,1253
4.5,1.0,1044,0.307,1.1602,-0.5596,-584.2,10m,holdout,0.35,1253
4.5,1.5,1044,0.302,1.0187,-0.7023,-733.15,10m,holdout,0.35,1253
4.5,2.0,1044,0.292,0.9401,-0.7813,-815.65,10m,holdout,0.35,1253
5.0,0.25,1044,0.357,1.92,0.3077,321.2,10m,holdout,0.35,1253
5.0,0.5,1044,0.322,1.7374,0.0529,55.23,10m,holdout,0.35,1253
5.0,0.75,1044,0.305,1.5371,-0.1742,-181.89,10m,holdout,0.35,1253
5.0,1.0,1044,0.297,1.3863,-0.3314,-346.0,10m,holdout,0.35,1253
5.0,1.5,1044,0.291,1.2242,-0.4966,-518.45,10m,holdout,0.35,1253
5.0,2.0,1044,0.282,1.1403,-0.5811,-606.67,10m,holdout,0.35,1253
1.5,0.25,1040,0.491,1.0367,-0.6822,-709.51,10m,holdout,0.375,1253
1.5,0.5,1040,0.475,0.929,-0.7929,-824.65,10m,holdout,0.375,1253
1.5,0.75,1040,0.472,0.8941,-0.8278,-860.96,10m,holdout,0.375,1253
1.5,1.0,1040,0.471,0.8744,-0.8476,-881.51,10m,holdout,0.375,1253
1.5,1.5,1040,0.468,0.8515,-0.8705,-905.3,10m,holdout,0.375,1253
1.5,2.0,1040,0.466,0.8379,-0.884,-919.39,10m,holdout,0.375,1253
2.0,0.25,1040,0.449,1.2195,-0.4896,-509.14,10m,holdout,0.375,1253
2.0,0.5,1040,0.432,1.0458,-0.6756,-702.6,10m,holdout,0.375,1253
2.0,0.75,1040,0.428,0.9704,-0.7516,-781.64,10m,holdout,0.375,1253
2.0,1.0,1040,0.426,0.9334,-0.7885,-820.05,10m,holdout,0.375,1253
2.0,1.5,1040,0.424,0.8919,-0.8301,-863.26,10m,holdout,0.375,1253
2.0,2.0,1040,0.421,0.8678,-0.8541,-888.28,10m,holdout,0.375,1253
2.5,0.25,1040,0.42,1.3255,-0.3748,-389.77,10m,holdout,0.375,1253
2.5,0.5,1040,0.401,1.148,-0.5712,-594.08,10m,holdout,0.375,1253
2.5,0.75,1040,0.397,1.0446,-0.6773,-704.35,10m,holdout,0.375,1253
2.5,1.0,1040,0.394,0.9931,-0.7288,-757.93,10m,holdout,0.375,1253
2.5,1.5,1040,0.392,0.9365,-0.7854,-816.81,10m,holdout,0.375,1253
2.5,2.0,1040,0.388,0.9041,-0.8177,-850.44,10m,holdout,0.375,1253
3.0,0.25,1040,0.405,1.6084,-0.0714,-74.27,10m,holdout,0.375,1253
3.0,0.5,1040,0.381,1.4091,-0.3039,-316.09,10m,holdout,0.375,1253
3.0,0.75,1040,0.373,1.2653,-0.4554,-473.62,10m,holdout,0.375,1253
3.0,1.0,1040,0.369,1.1954,-0.5264,-547.46,10m,holdout,0.375,1253
3.0,1.5,1040,0.366,1.1198,-0.602,-626.06,10m,holdout,0.375,1253
3.0,2.0,1040,0.359,1.0773,-0.6446,-670.34,10m,holdout,0.375,1253
3.5,0.25,1040,0.386,1.6977,0.0338,35.12,10m,holdout,0.375,1253
3.5,0.5,1040,0.36,1.4618,-0.245,-254.84,10m,holdout,0.375,1253
3.5,0.75,1040,0.349,1.2673,-0.4524,-470.45,10m,holdout,0.375,1253
3.5,1.0,1040,0.342,1.1528,-0.569,-591.8,10m,holdout,0.375,1253
3.5,1.5,1040,0.339,1.0448,-0.6771,-704.17,10m,holdout,0.375,1253
3.5,2.0,1040,0.333,0.9849,-0.737,-766.46,10m,holdout,0.375,1253
4.0,0.25,1040,0.371,1.7517,0.1063,110.6,10m,holdout,0.375,1253
4.0,0.5,1040,0.341,1.4923,-0.2097,-218.12,10m,holdout,0.375,1253
4.0,0.75,1040,0.326,1.2769,-0.4407,-458.3,10m,holdout,0.375,1253
4.0,1.0,1040,0.318,1.1238,-0.5979,-621.87,10m,holdout,0.375,1253
4.0,1.5,1040,0.314,0.9884,-0.7334,-762.75,10m,holdout,0.375,1253
4.0,2.0,1040,0.305,0.9157,-0.8061,-838.3,10m,holdout,0.375,1253
4.5,0.25,1040,0.365,1.7899,0.1579,164.19,10m,holdout,0.375,1253
4.5,0.5,1040,0.333,1.5193,-0.1773,-184.37,10m,holdout,0.375,1253
4.5,0.75,1040,0.315,1.2834,-0.4332,-450.51,10m,holdout,0.375,1253
4.5,1.0,1040,0.307,1.1239,-0.5973,-621.15,10m,holdout,0.375,1253
4.5,1.5,1040,0.302,0.9787,-0.7432,-772.93,10m,holdout,0.375,1253
4.5,2.0,1040,0.291,0.9007,-0.8213,-854.11,10m,holdout,0.375,1253
5.0,0.25,1040,0.359,1.9256,0.3102,322.6,10m,holdout,0.375,1253
5.0,0.5,1040,0.324,1.7316,0.0436,45.38,10m,holdout,0.375,1253
5.0,0.75,1040,0.307,1.5214,-0.1923,-199.94,10m,holdout,0.375,1253
5.0,1.0,1040,0.297,1.3827,-0.3356,-349.02,10m,holdout,0.375,1253
5.0,1.5,1040,0.292,1.2333,-0.4881,-507.62,10m,holdout,0.375,1253
5.0,2.0,1040,0.282,1.1537,-0.5683,-591.05,10m,holdout,0.375,1253
1.5,0.25,1038,0.491,1.0076,-0.7118,-738.83,10m,holdout,0.4,1253
1.5,0.5,1038,0.475,0.9053,-0.8162,-847.27,10m,holdout,0.4,1253
1.5,0.75,1038,0.473,0.8728,-0.8488,-881.04,10m,holdout,0.4,1253
1.5,1.0,1038,0.472,0.8543,-0.8672,-900.19,10m,holdout,0.4,1253
1.5,1.5,1038,0.468,0.833,-0.8886,-922.35,10m,holdout,0.4,1253
1.5,2.0,1038,0.467,0.8203,-0.9012,-935.47,10m,holdout,0.4,1253
2.0,0.25,1038,0.451,1.2461,-0.4632,-480.85,10m,holdout,0.4,1253
