ts_ms,open,high,low,close,volume,turnover
1655515800000,1083.3,1083.95,1075.35,1076.45,9552.61,10310277.127500001
1655516400000,1076.45,1078.9,1071.45,1077.8,10626.35,11417769.043
1655517000000,1077.8,1079.65,1075.1,1075.55,4211.42,4537294.2485
1655517600000,1075.55,1078.0,1070.8,1075.8,6742.82,7243884.403999999
1655518200000,1075.8,1080.9,1074.65,1075.4,6048.57,6517861.9684999995
1655518800000,1075.4,1077.85,1074.7,1076.35,1955.8,2105514.586
1655519400000,1076.35,1076.35,1072.2,1076.0,3709.67,3984053.701
1655520000000,1076.0,1077.45,1073.3,1075.95,4926.32,5298903.362
1655520600000,1075.95,1082.85,1075.7,1081.6,5333.85,5758216.1715
1655521200000,1081.6,1082.9,1078.35,1078.5,3407.45,3682515.3904999997
1655521800000,1078.5,1078.75,1074.3,1076.3,4038.55,4349286.571
1655522400000,1076.3,1078.95,1076.3,1077.25,1694.6200000000001,1826817.508
1655523000000,1077.25,1080.5,1075.85,1080.05,3137.59,3383887.501
1655523600000,1080.05,1080.05,1074.95,1078.7,5459.96,5879489.771
1655524200000,1078.7,1079.15,1076.0,1078.4,1999.05,2154870.313
1655524800000,1078.4,1079.85,1076.6,1079.8,2432.96,2623560.5755
1655525400000,1079.8,1079.85,1074.0,1075.2,2877.68,3097179.0005
1655526000000,1075.2,1079.4,1074.65,1079.15,3560.8999999999996,3837507.974
1655526600000,1079.15,1079.75,1075.85,1079.45,3650.74,3936944.9195000003
1655527200000,1079.45,1080.1,1077.7,1079.0,2849.4700000000003,3074934.9915
1655527800000,1079.0,1080.2,1076.4,1080.15,2155.19,2324016.943
1655528400000,1080.15,1082.7,1076.55,1076.6,5959.889999999999,6435152.9765
1655529000000,1076.6,1078.7,1075.0,1077.95,2858.02,3077105.0705000004
1655529600000,1077.95,1078.0,1075.15,1076.95,2198.21,2365357.973
1655530200000,1076.95,1077.85,1074.2,1075.3,12809.359999999999,13770345.279
1655530800000,1075.3,1076.8,1074.3,1075.6,2527.16,2718192.2095
1655531400000,1075.6,1078.25,1075.6,1077.0,1865.07,2008415.0175
1655532000000,1077.0,1078.15,1076.05,1078.15,1808.3000000000002,1948353.484
1655532600000,1078.15,1078.65,1077.0,1077.2,1037.94,1118905.7315
1655533200000,1077.2,1077.2,1074.05,1075.15,4675.34,5026233.172499999
1655533800000,1075.15,1076.9,1073.25,1076.2,2341.63,2516616.404
1655534400000,1076.2,1076.7,1070.25,1070.3,4975.68,5341173.65
1655535000000,1070.3,1071.4,993.0,1017.65,168272.79,172428815.855
1655535600000,1017.65,1028.7,1009.25,1021.1,52523.78,53457275.2245
1655536200000,1021.1,1025.9,986.0,1005.05,64120.96000000001,64587057.501
1655536800000,1005.05,1007.2,982.9,999.7,63845.21,63648900.438999996
1655537400000,999.7,1006.95,996.8,1001.25,27968.3,28033200.9015
1655538000000,1001.25,1012.3,995.85,1011.45,34460.3,34532609.437
1655538600000,1011.45,1011.55,1001.65,1001.95,15476.95,15560682.217
1655539200000,1001.95,1003.65,995.3,996.15,21420.47,21401110.81
1655539800000,996.15,1001.4,972.0,976.4,56934.53,56091665.80850001
1655540400000,976.4,1005.85,976.05,998.0,52726.759999999995,52175903.494
1655541000000,998.0,1008.0,987.65,989.8,35210.07,35139639.047
1655541600000,989.8,999.4,986.6,988.95,19765.2,19627986.717
1655542200000,988.95,993.95,988.65,989.9,14510.970000000001,14384473.4555
1655542800000,989.9,993.7,983.15,986.3,14831.14,14659781.802499998
1655543400000,986.3,989.8,983.5,988.55,10709.01,10572281.3785
1655544000000,988.55,997.9,987.6,997.55,16379.16,16262181.105
1655544600000,997.55,1000.9,985.4,987.6,14634.25,14533658.014
1655545200000,987.6,992.3,985.75,988.5,6172.49,6102053.1435
1655545800000,988.5,994.85,987.45,994.15,8434.49,8369643.6855
1655546400000,994.15,1002.2,992.5,999.5,14899.7,14856930.3055
1655547000000,999.5,1005.0,996.0,1001.35,18282.82,18299447.564
1655547600000,1001.35,1017.0,998.4,1008.05,32830.56,33055367.235
1655548200000,1008.05,1011.3,1004.0,1007.25,10775.83,10854329.1775
1655548800000,1007.25,1011.2,1003.3,1004.6,4872.66,4904785.432499999
1655549400000,1004.6,1010.7,1003.3,1005.6,7643.200000000001,7693059.467
1655550000000,1005.6,1006.6,998.1,999.55,12254.039999999999,12275878.8635
1655550600000,999.55,1008.95,998.3,1008.3,11381.93,11430539.1455
1655551200000,1008.3,1014.75,1005.65,1014.05,12401.83,12536411.081500001
1655551800000,1014.05,1014.55,1009.65,1009.65,7686.63,7782233.1445
1655552400000,1009.65,1013.15,1004.35,1005.5,9242.720000000001,9318966.3995
1655553000000,1005.5,1007.25,1003.4,1004.25,5889.450000000001,5919481.479
1655553600000,1004.25,1007.95,1000.55,1002.0,10094.41,10131042.2595
1655554200000,1002.0,1005.95,1000.3,1004.1,4683.25,4695655.4415
1655554800000,1004.1,1005.8,1002.4,1003.45,3624.71,3639953.1075
1655555400000,1003.45,1006.0,994.05,1001.05,10434.14,10430440.384499999
1655556000000,1001.05,1001.05,996.85,999.65,6118.63,6112634.4945
1655556600000,999.65,1001.05,995.85,999.25,5330.889999999999,5323755.9125
1655557200000,999.25,1000.95,993.1,995.35,10318.529999999999,10282067.654
1655557800000,995.35,1004.0,994.65,1001.2,9590.27,9594271.728
1655558400000,1001.2,1002.2,995.6,998.6,5088.26,5078516.468
1655559000000,998.6,1000.5,991.85,994.85,5826.110000000001,5799483.0665
1655559600000,994.85,998.0,992.5,996.5,7193.219999999999,7156946.473
1655560200000,996.5,1001.9,996.5,999.4,12932.32,12925389.201
1655560800000,999.4,1003.95,998.3,1001.45,14577.77,14599675.379500002
1655561400000,1001.45,1002.15,998.05,998.05,5693.59,5694451.885500001
1655562000000,998.05,1000.45,996.85,999.95,3405.3199999999997,3399900.715
1655562600000,999.95,1000.95,996.8,999.8,3856.89,3851596.642
1655563200000,999.8,1000.2,995.0,995.6,5058.27,5047315.2055
1655563800000,995.6,996.7,991.7,992.6,9667.49,9605915.263
1655564400000,992.6,994.0,987.05,991.6,15180.91,15037014.8085
1655565000000,991.6,995.95,988.05,994.05,14900.08,14765418.104
1655565600000,994.05,996.6,991.4,994.05,7243.9,7200956.808
1655566200000,994.05,996.05,993.0,993.8,4685.51,4660906.7595
1655566800000,993.8,994.15,990.8,992.2,3244.08,3220114.113
1655567400000,992.2,992.45,987.7,989.1,5160.99,5107922.6695
1655568000000,989.1,993.4,985.5,991.85,10776.73,10664940.771000002
1655568600000,991.85,995.75,988.25,995.1,7331.790000000001,7279759.392
1655569200000,995.1,999.5,993.45,996.25,9162.82,9129980.0155
1655569800000,996.25,997.9,992.1,993.8,4832.110000000001,4808811.303
1655570400000,993.8,994.85,976.5,979.65,31506.84,30957331.1415
1655571000000,979.65,985.1,978.9,981.25,15521.02,15238973.8405
1655571600000,981.25,987.4,981.25,985.2,7642.4400000000005,7525604.952500001
1655572200000,985.2,985.25,977.7,981.8,9952.439999999999,9758006.6185
1655572800000,981.8,984.7,978.15,982.1,6991.860000000001,6862414.7725
1655573400000,982.1,983.25,977.2,978.7,4435.73,4348277.4265
1655574000000,978.7,979.55,953.5,959.65,83319.34000000001,80323261.8755
1655574600000,959.65,966.45,959.4,961.9,13891.099999999999,13373840.999499999
1655575200000,961.9,963.6,948.1,958.3,31416.620000000003,30065445.9465
1655575800000,958.3,962.0,943.0,951.35,27200.23,25915219.3105
1655576400000,951.35,956.15,940.0,941.55,25862.64,24523285.934
1655577000000,941.55,947.5,932.5,940.1,41644.479999999996,39130448.222
1655577600000,940.1,951.8,940.1,944.2,17820.16,16877861.8615
1655578200000,944.2,946.9,934.5,937.15,22740.15,21387142.6125
1655578800000,937.15,940.95,927.9,935.4,32128.010000000002,29978069.291999996
1655579400000,935.4,943.7,931.7,936.4,19543.3,18305952.647
1655580000000,936.4,942.75,930.5,933.25,24587.35,23017377.331
1655580600000,933.25,936.65,921.55,924.1,20240.03,18782652.0975
1655581200000,924.1,924.1,911.55,913.1,33101.15,30370800.354000002
1655581800000,913.1,922.35,912.3,913.5,21797.510000000002,19974385.7835
1655582400000,913.5,918.45,888.15,890.5,55421.6,50042003.2435
1655583000000,890.5,926.75,877.7,908.35,114423.1,103370802.236
1655583600000,908.35,924.5,898.8,900.7,43654.04,39692553.9915
1655584200000,900.7,909.95,892.15,906.15,36339.6,32780416.857
1655584800000,906.15,907.35,886.1,888.1,25302.55,22694905.404
1655585400000,888.1,903.8,886.55,903.15,30493.03,27263821.111
1655586000000,903.15,914.95,899.45,908.35,25200.85,22843489.393
1655586600000,908.35,910.05,901.4,905.4,11989.89,10852154.2895
1655587200000,905.4,973.8,904.5,949.95,76179.64,71586367.991
1655587800000,949.95,949.95,924.9,937.25,26515.75,24778379.5435
1655588400000,937.25,962.75,936.2,942.65,29659.530000000002,28123394.9765
1655589000000,942.65,948.55,936.95,942.1,15830.82,14929026.0155
1655589600000,942.1,952.95,936.35,950.95,18239.25,17243798.448
1655590200000,950.95,966.0,948.6,955.6,20671.64,19788650.7945
1655590800000,955.6,993.8,952.8,989.5,59956.92,58506054.793
1655591400000,989.5,1014.5,977.5,984.65,66255.57,65912683.302
1655592000000,984.65,985.5,973.85,976.95,15561.02,15241752.013
1655592600000,976.95,993.3,972.9,990.35,21639.96,21256275.039499998
1655593200000,990.35,1005.3,984.0,985.95,33805.59,33566106.0575
1655593800000,985.95,990.2,977.85,982.0,12313.96,12125599.961
1655594400000,982.0,995.4,981.35,993.9,9976.630000000001,9862354.014
1655595000000,993.9,1002.3,991.45,993.35,15820.65,15770403.8485
1655595600000,993.35,996.45,986.7,995.55,13357.15,13247649.4465
1655596200000,995.55,998.75,991.5,994.1,9348.08,9303121.0
1655596800000,994.1,1005.55,986.2,1003.45,30040.09,29939407.046499997
1655597400000,1003.45,1007.0,990.6,998.0,20572.68,20506724.9945
1655598000000,998.0,1008.65,997.2,1003.4,21353.67,21433696.931500003
1655598600000,1003.4,1008.45,996.3,1003.0,14965.46,14988935.556000002
1655599200000,1003.0,1003.1,990.2,991.7,12590.33,12527566.254999999
1655599800000,991.7,993.95,986.95,989.65,11723.2,11610533.706
1655600400000,989.65,995.15,983.25,985.7,10491.71,10377396.565000001
1655601000000,985.7,991.95,984.75,985.35,9530.23,9426312.149999999
1655601600000,985.35,986.6,978.35,982.9,13680.02,13440336.392
1655602200000,982.9,982.9,971.45,975.3,20135.72,19652825.3865
1655602800000,975.3,976.15,963.35,967.95,26314.79,25482451.101499997
1655603400000,967.95,969.3,957.4,961.0,17646.36,16985622.2465
1655604000000,961.0,966.85,957.2,959.85,12156.52,11692177.5055
1655604600000,959.85,962.8,949.25,953.3,19433.49,18575486.046
1655605200000,953.3,954.4,945.0,946.7,17209.06,16355283.605
1655605800000,946.7,952.7,939.65,949.0,26805.32,25301102.1745
1655606400000,949.0,955.75,947.05,952.0,16013.779999999999,15235470.960499998
1655607000000,952.0,958.85,949.6,949.6,9370.34,8934967.039
1655607600000,949.6,968.7,948.95,961.7,17872.28,17154792.656
1655608200000,961.7,977.7,961.0,969.95,31148.66,30249756.5435
1655608800000,969.95,973.45,966.15,967.35,7406.28,7182065.42
1655609400000,967.35,973.0,966.6,967.5,6037.28,5861804.4495
1655610000000,967.5,967.95,960.1,964.2,11706.189999999999,11277520.4115
1655610600000,964.2,965.5,947.05,952.3,17826.149999999998,17012732.3485
1655611200000,952.3,957.25,947.5,956.35,11872.76,11300764.75
1655611800000,956.35,963.1,956.3,957.6,10680.95,10252701.886500001
1655612400000,957.6,961.75,957.2,957.25,5367.57,5152483.2215
1655613000000,957.25,972.4,954.55,966.45,19036.59,18386305.5935
1655613600000,966.45,970.8,964.55,965.3,12482.43,12067513.175
1655614200000,965.3,968.0,960.45,967.15,11070.24,10668070.6825
1655614800000,967.15,969.65,958.8,965.8,11103.29,10709871.7665
1655615400000,965.8,969.25,945.65,948.2,29544.29,28243974.693
1655616000000,948.2,952.95,941.95,949.4,28360.260000000002,26830761.816
1655616600000,949.4,950.0,934.3,937.35,14758.18,13918943.686
1655617200000,937.35,947.3,937.35,946.1,11718.62,11035576.403
1655617800000,946.1,946.95,942.0,945.4,6143.450000000001,5803332.476
1655618400000,945.4,958.55,937.4,954.35,25885.61,24632146.0545
1655619000000,954.35,964.6,952.05,962.0,19927.31,19093658.1725
1655619600000,962.0,963.5,957.45,958.55,9350.67,8970338.1985
1655620200000,958.55,961.35,951.6,952.7,9798.7,9371797.838
1655620800000,952.7,956.75,952.0,953.25,5619.59,5364387.981
1655621400000,953.25,961.1,953.05,954.05,6334.85,6053841.4055
1655622000000,954.05,960.4,951.9,960.2,6521.23,6234473.476
1655622600000,960.2,973.0,958.55,968.3,17880.25,17258414.3625
1655623200000,968.3,968.75,962.6,966.05,8402.33,8114519.9715
1655623800000,966.05,969.25,959.6,962.5,11068.7,10653555.17
1655624400000,962.5,962.85,954.7,956.5,8386.970000000001,8040555.601
1655625000000,956.5,958.25,953.45,954.65,9419.82,8998185.8205
1655625600000,954.65,959.9,952.8,957.7,9453.869999999999,9027224.061999999
1655626200000,957.7,957.7,951.7,955.65,5493.01,5239728.7915
1655626800000,955.65,962.5,955.6,960.9,9018.869999999999,8657307.6635
1655627400000,960.9,969.25,960.9,965.5,13836.42,13364713.824000001
1655628000000,965.5,967.0,962.25,964.2,4653.51,4487714.788
1655628600000,964.2,970.75,962.1,967.45,7450.9400000000005,7201623.3375
1655629200000,967.45,968.95,963.9,968.15,4211.93,4068398.614
1655629800000,968.15,998.0,968.0,990.1,50366.12,49548012.521000005
1655630400000,990.1,994.55,984.0,990.4,15322.09,15146634.1065
1655631000000,990.4,1000.0,988.95,994.85,36895.28,36724985.682
1655631600000,994.85,1012.55,990.75,996.9,35623.65,35692001.1635
1655632200000,996.9,998.05,988.7,991.5,15576.93,15461646.070500001
1655632800000,991.5,995.9,986.1,993.8,12900.58,12791031.631000001
1655633400000,993.8,1045.5,991.5,1032.65,83849.90000000001,85851225.6045
1655634000000,1032.65,1079.05,1032.25,1055.2,98860.56999999999,104685705.049
1655634600000,1055.2,1063.85,1045.9,1049.3,34186.76,36056228.2095
1655635200000,1049.3,1061.15,1046.15,1054.25,26271.95,27671672.998000003
1655635800000,1054.25,1072.8,1048.8,1063.05,36477.68,38725260.9155
1655636400000,1063.05,1066.15,1052.45,1055.4,26258.74,27808023.008
1655637000000,1055.4,1063.65,1050.5,1053.35,20160.03,21277695.748999998
1655637600000,1053.35,1058.9,1050.3,1056.85,9678.689999999999,10211431.338
1655638200000,1056.85,1063.7,1051.05,1051.1,16207.32,17141064.9965
1655638800000,1051.1,1055.45,1046.5,1053.45,15450.849999999999,16235005.427000001
1655639400000,1053.45,1057.4,1052.65,1054.4,5471.99,5771823.0435
1655640000000,1054.4,1062.0,1050.8,1060.0,16133.380000000001,17038016.406
1655640600000,1060.0,1070.6,1056.25,1062.5,17646.19,18760329.8085
1655641200000,1062.5,1064.0,1029.65,1036.6,40593.25,42432988.0415
1655641800000,1036.6,1044.5,1029.05,1040.1,27999.03,29068248.663999997
1655642400000,1040.1,1040.1,1030.25,1034.55,14940.27,15469195.5855
1655643000000,1034.55,1038.3,1026.35,1032.1,19991.91,20629355.4555
1655643600000,1032.1,1039.25,1032.1,1036.45,8096.37,8389988.2125
1655644200000,1036.45,1044.35,1031.95,1038.45,11868.95,12318679.343
1655644800000,1038.45,1043.3,1038.45,1041.9,7350.530000000001,7648849.944
1655645400000,1041.9,1046.5,1036.9,1040.4,11413.689999999999,11888243.0055
1655646000000,1040.4,1042.35,1032.7,1037.75,7769.030000000001,8060608.279000001
1655646600000,1037.75,1038.65,1017.8,1020.55,20967.7,21523649.254
1655647200000,1020.55,1029.25,1019.7,1028.1,17083.16,17533192.294
1655647800000,1028.1,1029.0,1017.7,1026.25,14773.67,15116812.7885
1655648400000,1026.25,1031.8,1024.0,1030.35,5886.1,6049583.246
1655649000000,1030.35,1035.6,1029.3,1032.9,8082.950000000001,8346938.851
1655649600000,1032.9,1039.8,1030.1,1035.0,9762.039999999999,10106377.7995
1655650200000,1035.0,1037.7,1032.6,1037.1,3604.1800000000003,3730730.8375
1655650800000,1037.1,1040.85,1031.75,1032.5,9404.17,9753289.351
1655651400000,1032.5,1034.85,1027.85,1029.55,7760.51,8003152.8265
1655652000000,1029.55,1036.5,1027.1,1034.85,4455.9400000000005,4598211.8149999995
1655652600000,1034.85,1067.0,1034.7,1060.3,43564.26,45924105.473
1655653200000,1060.3,1061.8,1048.55,1060.65,25747.68,27187833.346
1655653800000,1060.65,1078.0,1058.15,1071.2,30580.309999999998,32691418.5075
1655654400000,1071.2,1074.5,1062.95,1064.3,16205.240000000002,17294658.6565
1655655000000,1064.3,1065.9,1055.9,1058.35,9733.32,10324216.1075
1655655600000,1058.35,1063.35,1055.2,1058.85,7696.1900000000005,8149913.639
1655656200000,1058.85,1060.7,1053.5,1057.05,7015.09,7414363.27
1655656800000,1057.05,1066.0,1045.05,1045.65,17399.02,18367674.111
1655657400000,1045.65,1052.95,1045.1,1051.85,6744.54,7082658.8915
1655658000000,1051.85,1056.65,1047.3,1048.05,7220.24,7598060.143999999
1655658600000,1048.05,1049.75,1044.85,1047.25,5254.33,5504032.96
1655659200000,1047.25,1051.7,1045.1,1048.85,5250.17,5504520.083
1655659800000,1048.85,1051.45,1042.5,1046.95,5273.37,5515432.005
1655660400000,1046.95,1049.75,1044.2,1045.65,3997.05,4186043.124
1655661000000,1045.65,1047.85,1041.45,1046.85,3349.17,3499838.8669999996
1655661600000,1046.85,1054.55,1044.45,1052.7,5684.27,5967164.833
1655662200000,1052.7,1066.55,1050.15,1059.95,15988.01,16931349.7525
1655662800000,1059.95,1061.7,1056.1,1060.0,4032.01,4270377.0565
1655663400000,1060.0,1062.05,1057.1,1058.9,3759.22,3984445.0395
1655664000000,1058.9,1060.6,1055.7,1060.4,4007.62,4239210.8155000005
