ts_ms,open,high,low,close,volume,turnover
1655517600000,1075.55,1082.9,1070.8,1078.4,48454.25,52185301.2475
1655524800000,1078.4,1082.7,1074.0,1077.0,45744.65,49268712.93
1655532000000,1077.0,1078.65,982.9,1001.95,441507.18,448199824.01699996
1655539200000,1001.95,1008.0,972.0,994.15,271728.54,269320378.46099997
1655546400000,994.15,1017.0,992.5,1004.25,148161.37,148927429.295
1655553600000,1004.25,1007.95,991.85,999.4,91234.73999999999,91170156.19049999
1655560800000,999.4,1003.95,987.05,989.1,92674.8,92191188.353
1655568000000,989.1,999.5,953.5,961.9,205364.22,200271203.1085
1655575200000,961.9,963.6,911.55,913.5,318081.63,298328641.392
1655582400000,913.5,973.8,877.7,942.1,491010.4,448957315.052
1655589600000,942.1,1014.5,936.35,994.1,296946.42,291824448.71750003
1655596800000,994.1,1008.65,957.4,961.0,209044.25999999998,206371808.331
1655604000000,961.0,977.7,939.65,952.3,192985.35,184833159.1595
1655611200000,952.3,972.4,934.3,945.4,172138.62999999998,164370300.1495
1655618400000,945.4,973.0,937.4,954.65,138596.03,132785874.0515
1655625600000,954.65,1012.55,951.7,991.5,207902.62,204619990.624
1655632800000,991.5,1079.05,986.1,1054.4,385775.06,404226167.9695
1655640000000,1054.4,1070.6,1017.8,1020.55,204770.3,213228151.999
1655647200000,1020.55,1078.0,1017.7,1071.2,180704.97,189041647.1355
1655654400000,1071.2,1074.5,1041.45,1046.85,95137.73,100441411.8585
1655661600000,1046.85,1130.75,1044.45,1099.5,225410.1,246623139.727
1655668800000,1099.5,1160.6,1097.05,1131.0,160717.38,181800625.7245
1655676000000,1131.0,1150.8,1118.05,1127.5,87748.95,99535714.6815
1655683200000,1127.5,1132.9,1065.25,1074.95,146881.44,160216763.336
1655690400000,1074.95,1093.5,1051.55,1079.05,145859.79,156815041.8825
1655697600000,1079.05,1091.5,1059.1,1080.25,82101.74,88193089.9105
1655704800000,1080.25,1093.4,1064.85,1078.75,101472.69,109220803.096
1655712000000,1078.75,1163.25,1075.85,1123.85,224878.96,250950284.1095
1655719200000,1123.85,1172.1,1116.85,1152.55,179894.14,206513965.583
1655726400000,1152.55,1153.8,1105.15,1116.65,168832.75,190585228.2425
1655733600000,1116.65,1153.5,1114.65,1133.95,146642.97,166045902.1065
1655740800000,1133.95,1136.5,1093.35,1096.45,144608.15,160868889.4135
1655748000000,1096.45,1111.9,1082.4,1105.7,116966.76,128273937.355
1655755200000,1105.7,1127.9,1097.1,1102.35,82889.22,92525779.1315
1655762400000,1102.35,1138.5,1090.0,1127.5,101889.94,113163451.10249999
1655769600000,1127.5,1143.75,1108.35,1131.3,97136.65,109394867.055
1655776800000,1131.3,1134.4,1112.95,1130.15,74672.14,83725769.177
1655784000000,1130.15,1158.0,1116.85,1150.0,110305.2,125616671.659
1655791200000,1150.0,1165.0,1137.6,1147.75,107643.51000000001,124219045.1405
1655798400000,1147.75,1179.0,1139.25,1157.05,124840.27,145148988.47149998
1655805600000,1157.05,1166.15,1136.35,1140.6,89279.34,102832772.1895
1655812800000,1140.6,1188.0,1133.6,1184.25,174868.72,202852748.0175
1655820000000,1184.25,1193.3,1165.3,1167.5,107658.25,126970480.94399999
1655827200000,1167.5,1174.6,1147.6,1151.45,66441.02,77283143.2235
1655834400000,1151.45,1154.0,1121.15,1123.75,94690.16,107947873.6795
1655841600000,1123.75,1135.45,1112.1,1129.3,71928.7,80754274.88949999
1655848800000,1129.3,1141.35,1117.45,1125.05,58094.28,65507531.015499994
1655856000000,1125.05,1126.75,1100.9,1100.95,106711.95,119059420.03299999
1655863200000,1100.95,1107.15,1085.9,1088.9,94137.19,103371709.168
1655870400000,1088.9,1106.75,1084.95,1092.7,82002.24,89915497.027
1655877600000,1092.7,1098.15,1066.15,1074.7,132019.14,142351486.7815
1655884800000,1074.7,1097.2,1068.8,1090.8,85310.79,92453098.5365
1655892000000,1090.8,1105.45,1084.05,1096.5,83427.1,91264719.0865
1655899200000,1096.5,1116.8,1069.0,1111.3,184511.71000000002,201080149.3815
1655906400000,1111.3,1124.2,1072.3,1074.3,197040.01,217342826.043
1655913600000,1074.3,1087.3,1052.25,1081.65,199272.97,213186766.925
1655920800000,1081.65,1088.6,1060.05,1069.7,78078.27,83938384.961
1655928000000,1069.7,1074.65,1042.0,1058.35,124780.48999999999,131657611.9365
1655935200000,1058.35,1066.05,1047.6,1049.2,60676.66,64137364.5475
1655942400000,1049.2,1098.0,1044.1,1083.8,127164.13,136881455.4765
1655949600000,1083.8,1093.0,1074.65,1075.45,49598.64,53681835.403
1655956800000,1075.45,1091.65,1071.3,1084.7,46218.93,50058427.0385
1655964000000,1084.7,1110.4,1081.65,1091.0,90054.58,98943739.075
1655971200000,1091.0,1119.0,1090.6,1110.1,103657.73,114150641.5335
1655978400000,1110.1,1116.45,1102.5,1106.25,84724.44,94068860.936
1655985600000,1106.25,1133.0,1099.8,1107.5,171460.19,191451243.202
1655992800000,1107.5,1112.75,1086.1,1093.1,130257.46,143341645.908
1656000000000,1093.1,1098.0,1081.6,1092.75,71671.89,78180855.188
1656007200000,1092.75,1128.5,1088.25,1126.05,113922.45,126491516.017
1656014400000,1126.05,1148.6,1119.4,1121.25,90035.14,102034747.5565
1656021600000,1121.25,1156.75,1120.8,1143.85,130272.33,148715148.5415
1656028800000,1143.85,1164.35,1140.05,1150.4,90421.31999999999,104013130.564
1656036000000,1150.4,1168.25,1147.4,1149.6,63938.520000000004,73909124.7985
1656043200000,1149.6,1160.45,1136.25,1140.7,58178.7,66886738.313
1656050400000,1140.7,1156.45,1131.0,1147.45,80330.95999999999,91779239.266
1656057600000,1147.45,1162.8,1142.15,1145.95,58608.7,67565149.481
1656064800000,1145.95,1205.0,1144.65,1194.75,181855.02,214535549.839
1656072000000,1194.75,1226.2,1191.3,1202.35,166355.94,201724458.47
1656079200000,1202.35,1214.0,1188.05,1197.25,114503.06,137383158.6015
1656086400000,1197.25,1217.8,1183.2,1202.7,118670.62999999999,142773502.8085
1656093600000,1202.7,1233.0,1199.4,1226.95,89600.01,109135403.47
1656100800000,1226.95,1244.0,1213.8,1223.75,95398.31,117175182.2115
1656108000000,1223.75,1246.0,1221.35,1224.25,93305.05,115147649.4065
1656115200000,1224.25,1226.8,1207.6,1223.15,73208.35,89217752.7675
1656122400000,1223.15,1227.0,1203.1,1222.85,59829.55,72660796.8845
1656129600000,1222.85,1229.5,1212.5,1217.45,50999.02,62295489.834
1656136800000,1217.45,1238.85,1209.4,1233.6,80780.34999999999,99049775.8185
1656144000000,1233.6,1242.2,1223.0,1226.5,53276.770000000004,65560025.3555
1656151200000,1226.5,1233.3,1211.55,1216.2,53637.869999999995,65567524.4345
1656158400000,1216.2,1219.0,1187.1,1198.8,132340.92,158675184.466
1656165600000,1198.8,1205.8,1180.35,1183.15,87781.95999999999,104726982.09650001
1656172800000,1183.15,1203.0,1178.1,1195.4,75639.2,90109171.912
1656180000000,1195.4,1214.0,1190.45,1203.8,66989.48,80665538.1385
1656187200000,1203.8,1257.85,1199.75,1247.7,93064.72,114156235.7035
1656194400000,1247.7,1252.2,1238.0,1240.95,51495.3,64062544.2855
1656201600000,1240.95,1245.4,1227.0,1235.45,59843.57,74027589.90599999
1656208800000,1235.45,1236.15,1225.9,1232.5,32511.32,40043386.179
1656216000000,1232.5,1242.35,1231.2,1239.6,36174.17,44749328.2165
1656223200000,1239.6,1251.05,1232.25,1237.6,51395.43,63871657.088
1656230400000,1237.6,1251.45,1233.85,1238.7,51885.56,64431739.691
1656237600000,1238.7,1277.0,1236.3,1268.75,122684.13,154427910.8135
1656244800000,1268.75,1280.6,1221.0,1228.0,205987.64,257518226.907
1656252000000,1228.0,1234.0,1209.3,1222.45,83186.95,101644275.06300001
1656259200000,1222.45,1232.6,1211.5,1221.7,68462.89,83687795.044
1656266400000,1221.7,1228.0,1207.25,1224.75,41165.37,50174422.577
1656273600000,1224.75,1249.85,1222.8,1237.75,66633.59,82482061.48449999
