ts_ms,open,high,low,close,volume
1751256900000,2502.62,2503.74,2498.3,2500.48,8165.85
1751257800000,2500.48,2502.0,2494.76,2495.39,5007.62
1751258700000,2495.39,2498.63,2493.08,2494.67,6895.68
1751259600000,2494.67,2500.43,2490.79,2499.84,16561.24
1751260500000,2499.84,2500.32,2495.5,2496.13,4130.72
1751261400000,2496.13,2501.92,2494.41,2500.92,15664.26
1751262300000,2500.92,2502.64,2499.0,2502.1,6909.29
1751263200000,2502.1,2503.23,2499.32,2499.99,7517.07
1751264100000,2499.99,2499.99,2497.01,2497.29,6369.71
1751265000000,2497.29,2499.0,2480.03,2482.73,33982.87
1751265900000,2482.73,2483.99,2454.29,2462.77,82334.93
1751266800000,2462.77,2470.71,2459.02,2468.31,38536.41
1751267700000,2468.31,2476.49,2466.6,2474.89,29063.61
1751268600000,2474.89,2475.8,2470.56,2473.68,8176.53
1751269500000,2473.68,2482.4,2473.67,2479.34,14368.64
1751270400000,2479.34,2486.18,2476.48,2476.81,15323.38
1751271300000,2476.81,2477.89,2472.1,2475.18,13046.13
1751272200000,2475.18,2475.7,2466.89,2467.57,11861.94
1751273100000,2467.57,2471.4,2464.38,2467.72,11228.21
1751274000000,2467.72,2475.84,2466.6,2473.53,9618.08
1751274900000,2473.53,2475.68,2469.22,2471.29,5509.05
1751275800000,2471.29,2473.22,2454.02,2458.17,24996.07
1751276700000,2458.17,2463.01,2450.01,2450.58,28375.36
1751277600000,2450.58,2453.91,2446.0,2448.31,33701.7
1751278500000,2448.31,2452.8,2445.3,2451.19,20949.05
1751279400000,2451.19,2456.55,2448.37,2455.16,15977.44
1751280300000,2455.16,2456.49,2453.39,2454.71,7856.43
1751281200000,2454.71,2458.85,2451.54,2458.54,13970.94
1751282100000,2458.54,2466.6,2455.08,2462.34,24969.67
1751283000000,2462.34,2465.42,2459.5,2461.55,10455.75
1751283900000,2461.55,2464.05,2455.18,2457.01,8934.2
1751284800000,2457.01,2463.99,2456.59,2460.79,7298.24
1751285700000,2460.79,2463.96,2458.09,2461.96,10041.57
1751286600000,2461.96,2464.28,2456.03,2461.7,9618.13
1751287500000,2461.7,2461.75,2455.45,2458.71,9914.88
1751288400000,2458.71,2463.56,2458.45,2462.9,6815.1
1751289300000,2462.9,2473.34,2461.92,2471.74,28247.11
1751290200000,2471.74,2473.43,2457.85,2462.11,29790.39
1751291100000,2462.11,2466.45,2457.06,2461.35,18738.32
1751292000000,2461.35,2466.17,2448.19,2464.42,40779.63
1751292900000,2464.42,2468.52,2450.62,2457.29,50582.91
1751293800000,2457.29,2462.62,2453.52,2458.12,18030.54
1751294700000,2458.12,2460.01,2431.99,2437.63,88353.76
1751295600000,2437.63,2446.74,2434.06,2444.53,41753.19
1751296500000,2444.53,2464.97,2438.36,2461.39,45548.5
1751297400000,2461.39,2465.3,2456.4,2462.27,51550.53
1751298300000,2462.27,2487.89,2461.25,2473.33,74819.17
1751299200000,2473.33,2481.15,2466.89,2476.1,33241.66
1751300100000,2476.1,2477.89,2459.53,2462.19,32791.16
1751301000000,2462.19,2472.6,2461.24,2471.48,14902.11
1751301900000,2471.48,2476.79,2467.42,2474.28,17732.01
1751302800000,2474.28,2485.41,2472.52,2482.74,19774.81
1751303700000,2482.74,2483.77,2474.74,2479.89,25869.29
1751304600000,2479.89,2488.72,2475.34,2483.91,24058.85
1751305500000,2483.91,2496.91,2480.18,2486.71,34034.4
1751306400000,2486.71,2495.08,2481.84,2482.85,18172.04
1751307300000,2482.85,2498.41,2482.45,2491.2,28039.24
1751308200000,2491.2,2491.71,2477.79,2482.01,31906.32
1751309100000,2482.01,2488.46,2481.86,2485.13,13358.76
1751310000000,2485.13,2495.9,2484.0,2495.04,23784.01
1751310900000,2495.04,2517.5,2493.84,2508.9,61233.0
1751311800000,2508.9,2514.95,2505.13,2510.37,19128.05
1751312700000,2510.37,2517.75,2503.78,2514.91,20926.77
1751313600000,2514.91,2515.67,2503.92,2510.4,21105.65
1751314500000,2510.4,2521.69,2510.4,2512.72,36665.56
1751315400000,2512.72,2515.0,2505.0,2506.08,15157.88
1751316300000,2506.08,2509.75,2500.88,2502.41,13692.36
1751317200000,2502.41,2504.1,2496.88,2501.15,17019.25
1751318100000,2501.15,2501.41,2492.91,2494.8,13455.36
1751319000000,2494.8,2500.13,2490.96,2494.91,16706.03
1751319900000,2494.91,2494.91,2481.31,2486.75,20759.54
1751320800000,2486.75,2493.91,2483.95,2485.44,20808.79
1751321700000,2485.44,2490.61,2482.92,2489.92,15078.18
1751322600000,2489.92,2495.27,2489.91,2493.8,14960.82
1751323500000,2493.8,2493.8,2486.54,2489.25,13837.28
1751324400000,2489.25,2493.73,2486.8,2492.05,4416.34
1751325300000,2492.05,2492.21,2487.62,2489.23,2858.58
1751326200000,2489.23,2489.8,2485.47,2488.99,5136.24
1751327100000,2488.99,2489.0,2483.22,2484.0,11982.49
1751328000000,2484.0,2493.7,2483.33,2491.39,10486.35
1751328900000,2491.39,2495.82,2483.03,2483.28,10125.3
1751329800000,2483.28,2487.91,2475.79,2487.3,26937.66
1751330700000,2487.3,2493.78,2487.05,2491.68,8803.79
1751331600000,2491.68,2497.37,2488.65,2497.04,16244.0
1751332500000,2497.04,2497.6,2490.53,2491.88,10246.06
1751333400000,2491.88,2499.44,2490.48,2491.28,14132.34
1751334300000,2491.28,2494.29,2485.41,2487.4,9643.89
1751335200000,2487.4,2492.27,2483.91,2489.81,9131.86
1751336100000,2489.81,2493.78,2488.2,2493.63,5419.23
1751337000000,2493.63,2494.77,2485.54,2486.19,5438.74
1751337900000,2486.19,2486.19,2480.86,2482.28,10963.79
1751338800000,2482.28,2484.94,2477.57,2482.6,7045.18
1751339700000,2482.6,2486.89,2482.39,2486.44,4579.45
1751340600000,2486.44,2486.72,2481.45,2482.38,3385.15
1751341500000,2482.38,2485.11,2480.26,2484.29,4659.15
1751342400000,2484.29,2484.68,2480.39,2482.22,2865.38
1751343300000,2482.22,2482.7,2474.57,2476.0,14251.09
1751344200000,2476.0,2478.62,2472.21,2473.58,15445.76
1751345100000,2473.58,2474.38,2458.42,2459.75,32459.32
1751346000000,2459.75,2465.5,2456.01,2457.94,29737.6
1751346900000,2457.94,2461.33,2451.44,2453.74,21552.21
1751347800000,2453.74,2458.82,2450.0,2454.45,19087.43
1751348700000,2454.45,2460.22,2451.65,2459.71,17968.95
1751349600000,2459.71,2459.71,2455.0,2457.0,10812.02
1751350500000,2457.0,2460.59,2455.74,2456.72,8411.05
1751351400000,2456.72,2461.6,2456.11,2460.3,5452.27
1751352300000,2460.3,2461.52,2457.29,2458.19,6872.16
1751353200000,2458.19,2462.24,2456.5,2456.5,8140.32
1751354100000,2456.5,2461.6,2443.18,2460.31,43009.83
1751355000000,2460.31,2467.24,2459.31,2460.77,22738.06
1751355900000,2460.77,2466.29,2460.0,2463.79,12894.5
1751356800000,2463.79,2463.79,2455.2,2455.61,14659.45
1751357700000,2455.61,2460.45,2455.55,2458.55,10062.27
1751358600000,2458.55,2459.61,2451.7,2453.0,10638.02
1751359500000,2453.0,2454.97,2449.65,2452.0,11302.86
1751360400000,2452.0,2457.3,2450.77,2454.45,10596.55
1751361300000,2454.45,2457.74,2451.75,2455.04,8164.68
1751362200000,2455.04,2455.05,2448.65,2452.21,12248.57
1751363100000,2452.21,2457.22,2449.71,2455.82,8223.63
1751364000000,2455.82,2460.84,2454.48,2457.13,10639.72
1751364900000,2457.13,2459.39,2452.71,2452.72,7214.92
1751365800000,2452.72,2457.69,2446.13,2451.58,18184.38
1751366700000,2451.58,2455.69,2448.29,2454.84,7825.76
1751367600000,2454.84,2458.6,2446.45,2447.04,12558.11
1751368500000,2447.04,2452.12,2445.97,2449.65,13493.89
1751369400000,2449.65,2453.78,2446.51,2446.74,13887.48
1751370300000,2446.74,2449.4,2440.44,2448.19,31845.76
1751371200000,2448.19,2452.45,2445.22,2447.04,16043.44
1751372100000,2447.04,2447.52,2434.79,2440.25,37423.68
1751373000000,2440.25,2444.3,2436.73,2437.8,14388.17
1751373900000,2437.8,2439.38,2432.94,2436.14,20435.31
1751374800000,2436.14,2441.37,2434.32,2435.99,16700.29
1751375700000,2435.99,2441.62,2435.53,2441.46,9756.38
1751376600000,2441.46,2446.22,2420.26,2432.11,57699.88
1751377500000,2432.11,2444.22,2430.46,2441.9,31002.62
1751378400000,2441.9,2453.0,2440.23,2450.05,43816.08
1751379300000,2450.05,2455.53,2421.46,2425.81,63373.72
1751380200000,2425.81,2431.81,2412.14,2415.68,71542.74
1751381100000,2415.68,2419.5,2405.04,2418.09,65820.83
1751382000000,2418.09,2427.18,2414.09,2417.81,29460.7
1751382900000,2417.81,2424.68,2417.35,2423.53,16561.73
1751383800000,2423.53,2430.85,2416.4,2420.18,22966.11
1751384700000,2420.18,2424.2,2419.57,2422.42,8378.51
1751385600000,2422.42,2429.97,2418.04,2428.33,16096.93
1751386500000,2428.33,2429.68,2423.17,2427.88,7215.54
1751387400000,2427.88,2430.24,2424.8,2425.89,6722.09
1751388300000,2425.89,2427.76,2420.31,2423.09,10372.48
1751389200000,2423.09,2428.8,2416.43,2424.22,15055.59
1751390100000,2424.22,2430.48,2422.44,2425.81,10840.87
1751391000000,2425.81,2430.2,2423.21,2428.21,8269.95
1751391900000,2428.21,2433.35,2424.28,2431.08,9442.55
1751392800000,2431.08,2432.28,2427.36,2428.05,5479.95
1751393700000,2428.05,2428.24,2419.0,2419.92,12201.01
1751394600000,2419.92,2423.32,2419.56,2421.12,5460.94
1751395500000,2421.12,2422.0,2395.79,2408.74,59760.22
1751396400000,2408.74,2417.85,2402.73,2417.02,31562.98
1751397300000,2417.02,2421.22,2414.33,2419.3,10857.52
1751398200000,2419.3,2419.95,2406.56,2410.55,19692.72
1751399100000,2410.55,2416.33,2400.09,2401.5,19291.65
1751400000000,2401.5,2407.68,2391.73,2398.88,48292.49
1751400900000,2398.88,2408.96,2398.13,2408.07,16815.04
1751401800000,2408.07,2415.32,2407.68,2413.47,13619.77
1751402700000,2413.47,2417.55,2411.53,2413.71,12987.02
1751403600000,2413.71,2413.71,2402.64,2404.9,13378.38
1751404500000,2404.9,2417.27,2404.12,2412.3,11371.0
1751405400000,2412.3,2412.67,2404.91,2407.4,7303.32
1751406300000,2407.4,2409.4,2403.14,2405.7,8759.84
1751407200000,2405.7,2409.4,2398.0,2406.67,15820.36
1751408100000,2406.67,2408.93,2403.89,2405.52,4383.55
1751409000000,2405.52,2411.92,2403.94,2409.67,7258.65
1751409900000,2409.67,2410.0,2397.77,2399.54,11201.86
1751410800000,2399.54,2400.44,2383.52,2388.71,48512.03
1751411700000,2388.71,2395.91,2388.68,2395.47,9154.44
1751412600000,2395.47,2400.61,2395.0,2400.61,5641.65
1751413500000,2400.61,2405.04,2400.56,2403.47,6271.75
1751414400000,2403.47,2406.75,2401.7,2406.17,9880.95
1751415300000,2406.17,2408.56,2403.07,2406.33,5802.02
1751416200000,2406.33,2408.75,2402.5,2405.97,6887.21
1751417100000,2405.97,2405.98,2396.18,2397.13,15304.89
1751418000000,2397.13,2400.67,2397.0,2400.44,5637.58
1751418900000,2400.44,2404.84,2371.42,2404.49,76089.42
1751419800000,2404.49,2409.68,2400.7,2408.91,15408.02
1751420700000,2408.91,2410.81,2406.21,2410.11,8599.35
1751421600000,2410.11,2418.37,2406.7,2407.38,19818.86
1751422500000,2407.38,2413.82,2405.82,2413.47,5600.64
1751423400000,2413.47,2414.88,2410.2,2414.29,4661.33
1751424300000,2414.29,2417.91,2413.28,2416.91,7672.69
1751425200000,2416.91,2423.98,2414.56,2423.2,20982.67
1751426100000,2423.2,2431.31,2421.24,2427.34,19449.47
1751427000000,2427.34,2428.77,2424.43,2426.55,8979.66
1751427900000,2426.55,2430.53,2425.24,2429.26,10315.6
1751428800000,2429.26,2429.94,2424.18,2428.09,7319.8
1751429700000,2428.09,2432.85,2425.0,2430.62,10249.43
1751430600000,2430.62,2436.78,2428.0,2434.38,11921.72
1751431500000,2434.38,2440.58,2432.84,2438.41,17006.41
1751432400000,2438.41,2439.0,2433.05,2434.92,14864.55
1751433300000,2434.92,2446.78,2434.92,2438.0,26770.28
1751434200000,2438.0,2441.85,2436.72,2440.7,9319.46
1751435100000,2440.7,2444.69,2439.25,2443.02,12029.02
1751436000000,2443.02,2447.9,2442.65,2446.01,13721.28
1751436900000,2446.01,2447.36,2437.23,2439.33,10628.25
1751437800000,2439.33,2447.92,2439.33,2446.9,13788.2
1751438700000,2446.9,2452.57,2446.0,2450.63,17605.13
1751439600000,2450.63,2453.55,2440.42,2441.9,21025.3
1751440500000,2441.9,2446.43,2441.23,2442.21,11194.63
1751441400000,2442.21,2449.51,2441.82,2446.61,9377.49
1751442300000,2446.61,2449.18,2445.48,2445.87,4377.57
1751443200000,2445.87,2451.23,2445.6,2449.2,16761.21
1751444100000,2449.2,2454.97,2448.31,2450.29,16046.56
1751445000000,2450.29,2451.15,2445.01,2448.65,13499.9
1751445900000,2448.65,2449.1,2443.1,2448.02,17332.37
1751446800000,2448.02,2450.64,2444.62,2449.54,11110.42
1751447700000,2449.54,2452.31,2447.29,2447.99,9606.64
1751448600000,2447.99,2450.37,2445.13,2450.08,6186.62
1751449500000,2450.08,2451.43,2445.69,2447.67,7834.93
1751450400000,2447.67,2448.33,2442.42,2446.99,9239.88
1751451300000,2446.99,2448.9,2446.32,2447.47,6543.47
1751452200000,2447.47,2451.49,2447.25,2451.48,4972.88
1751453100000,2451.48,2453.29,2448.88,2452.5,5585.15
1751454000000,2452.5,2460.07,2450.73,2457.3,24983.36
1751454900000,2457.3,2457.64,2452.96,2454.01,10736.48
1751455800000,2454.01,2454.17,2444.99,2447.03,23143.56
1751456700000,2447.03,2447.06,2440.16,2444.66,14483.32
1751457600000,2444.66,2446.9,2441.28,2443.79,8545.26
1751458500000,2443.79,2443.8,2437.39,2441.97,24420.66
1751459400000,2441.97,2442.48,2430.57,2432.71,27399.35
1751460300000,2432.71,2437.68,2432.05,2437.68,9206.8
1751461200000,2437.68,2448.85,2435.58,2448.15,32122.89
1751462100000,2448.15,2448.28,2442.73,2446.39,10309.56
1751463000000,2446.39,2453.98,2441.34,2451.19,22629.88
1751463900000,2451.19,2457.6,2444.78,2448.1,32481.45
1751464800000,2448.1,2455.92,2447.01,2454.69,16960.31
1751465700000,2454.69,2472.0,2448.83,2463.01,51351.1
1751466600000,2463.01,2469.59,2458.44,2458.44,26836.87
1751467500000,2458.44,2471.04,2458.33,2468.7,20105.97
1751468400000,2468.7,2502.63,2467.23,2490.86,118697.18
1751469300000,2490.86,2498.2,2485.7,2487.9,51858.76
1751470200000,2487.9,2493.14,2484.71,2491.86,32897.77
1751471100000,2491.86,2501.65,2491.56,2497.73,35951.72
1751472000000,2497.73,2539.12,2493.73,2534.07,159461.34
1751472900000,2534.07,2550.47,2530.42,2537.99,117118.39
1751473800000,2537.99,2545.53,2534.03,2542.79,31465.75
1751474700000,2542.79,2563.85,2542.79,2560.21,90143.6
1751475600000,2560.21,2571.53,2558.14,2563.6,71129.96
1751476500000,2563.6,2589.24,2563.22,2580.37,104223.41
1751477400000,2580.37,2582.69,2555.06,2564.33,91661.68
1751478300000,2564.33,2566.29,2550.68,2566.28,36746.28
1751479200000,2566.28,2572.46,2562.42,2567.4,36571.6
1751480100000,2567.4,2571.79,2566.2,2570.91,11796.07
1751481000000,2570.91,2579.61,2567.04,2576.9,26871.74
1751481900000,2576.9,2583.2,2575.87,2581.83,24165.37
1751482800000,2581.83,2583.22,2566.59,2572.73,26955.98
1751483700000,2572.73,2584.71,2570.34,2581.64,17570.96
1751484600000,2581.64,2582.14,2577.57,2581.42,8864.08
1751485500000,2581.42,2607.05,2579.19,2603.64,96090.68
1751486400000,2603.64,2603.65,2591.1,2594.89,26926.79
1751487300000,2594.89,2601.29,2585.19,2598.9,40480.19
1751488200000,2598.9,2604.29,2596.0,2600.28,21215.84
1751489100000,2600.28,2600.51,2589.01,2589.29,17981.55
1751490000000,2589.29,2591.68,2585.0,2587.8,19059.01
1751490900000,2587.8,2596.24,2582.26,2585.74,20468.29
1751491800000,2585.74,2594.01,2585.27,2588.62,11144.48
1751492700000,2588.62,2599.74,2587.57,2595.89,11933.75
1751493600000,2595.89,2600.47,2590.98,2595.39,21715.7
1751494500000,2595.39,2597.15,2591.66,2596.43,11503.38
1751495400000,2596.43,2619.11,2595.05,2599.57,68212.26
1751496300000,2599.57,2599.58,2592.1,2593.87,21464.61
1751497200000,2593.87,2594.99,2586.24,2591.47,18786.03
1751498100000,2591.47,2592.0,2582.29,2587.2,13709.04
1751499000000,2587.2,2588.93,2572.89,2574.21,25778.93
1751499900000,2574.21,2579.03,2568.28,2569.72,21550.18
1751500800000,2569.72,2578.37,2566.81,2573.47,26815.92
1751501700000,2573.47,2576.4,2562.15,2567.4,16946.69
1751502600000,2567.4,2579.17,2563.86,2578.1,13176.18
1751503500000,2578.1,2578.38,2570.54,2572.89,10693.37
1751504400000,2572.89,2578.2,2564.25,2575.43,17841.46
1751505300000,2575.43,2587.24,2573.02,2579.41,23272.2
1751506200000,2579.41,2583.29,2576.44,2578.24,7273.74
1751507100000,2578.24,2581.99,2576.9,2579.26,5607.97
1751508000000,2579.26,2579.89,2571.35,2572.65,9292.51
1751508900000,2572.65,2573.02,2561.52,2562.32,11903.03
1751509800000,2562.32,2563.5,2555.03,2557.09,26910.83
1751510700000,2557.09,2567.85,2555.26,2566.5,13489.77
1751511600000,2566.5,2567.73,2563.29,2564.86,4033.0
1751512500000,2564.86,2571.35,2560.04,2567.01,10794.94
1751513400000,2567.01,2570.18,2562.54,2567.63,10258.54
1751514300000,2567.63,2567.63,2559.03,2560.22,7545.25
1751515200000,2560.22,2565.66,2557.99,2564.87,5382.88
1751516100000,2564.87,2568.57,2563.5,2567.27,8485.49
1751517000000,2567.27,2571.86,2564.33,2564.79,13673.1
1751517900000,2564.79,2569.06,2564.0,2565.51,6241.87
1751518800000,2565.51,2581.67,2564.5,2576.09,30895.05
1751519700000,2576.09,2584.5,2575.28,2582.24,16675.85
1751520600000,2582.24,2601.65,2580.24,2586.84,46290.99
1751521500000,2586.84,2589.08,2583.76,2588.76,15124.99
1751522400000,2588.76,2594.2,2584.5,2590.5,11810.97
1751523300000,2590.5,2600.43,2589.46,2597.54,22454.11
1751524200000,2597.54,2598.45,2591.68,2597.22,9033.15
1751525100000,2597.22,2602.87,2596.03,2598.38,23470.22
1751526000000,2598.38,2598.66,2590.59,2592.27,16766.28
1751526900000,2592.27,2596.0,2588.54,2595.38,13004.83
1751527800000,2595.38,2605.15,2593.15,2598.4,21646.34
1751528700000,2598.4,2600.0,2596.37,2599.41,10566.69
1751529600000,2599.41,2607.38,2595.78,2597.48,21322.77
1751530500000,2597.48,2601.04,2595.64,2598.44,20675.54
1751531400000,2598.44,2599.2,2591.66,2596.7,11700.65
1751532300000,2596.7,2597.02,2586.21,2587.0,15530.0
1751533200000,2587.0,2597.32,2585.5,2596.78,16986.97
1751534100000,2596.78,2605.0,2594.7,2602.62,27230.07
1751535000000,2602.62,2615.98,2598.0,2614.01,42391.24
1751535900000,2614.01,2614.49,2592.56,2598.29,45577.88
1751536800000,2598.29,2601.17,2592.58,2598.87,17313.87
1751537700000,2598.87,2598.87,2582.35,2591.09,29142.68
1751538600000,2591.09,2594.2,2588.81,2592.68,13262.66
1751539500000,2592.68,2600.29,2587.43,2597.46,12516.78
1751540400000,2597.46,2598.13,2590.11,2591.77,10028.32
1751541300000,2591.77,2595.85,2589.56,2590.0,9692.39
1751542200000,2590.0,2594.54,2579.47,2593.22,28819.47
1751543100000,2593.22,2597.04,2590.02,2596.42,8307.21
1751544000000,2596.42,2601.8,2592.86,2598.5,20501.85
1751544900000,2598.5,2601.82,2597.14,2599.72,9284.34
1751545800000,2599.72,2614.23,2563.55,2578.2,133482.87
1751546700000,2578.2,2589.79,2568.58,2587.8,46847.98
1751547600000,2587.8,2597.8,2585.32,2589.37,23218.21
1751548500000,2589.37,2592.98,2585.01,2589.99,12039.77
1751549400000,2589.99,2635.54,2589.99,2621.09,153008.72
1751550300000,2621.09,2634.99,2610.4,2623.81,65983.99
1751551200000,2623.81,2631.11,2611.81,2612.98,53103.21
1751552100000,2612.98,2619.43,2600.3,2602.4,46939.73
1751553000000,2602.4,2605.37,2581.99,2596.25,61709.12
1751553900000,2596.25,2599.9,2589.1,2593.82,21045.65
1751554800000,2593.82,2596.81,2575.23,2582.33,41893.91
1751555700000,2582.33,2587.8,2578.3,2582.8,30910.83
1751556600000,2582.8,2585.0,2563.21,2574.05,56693.35
1751557500000,2574.05,2576.44,2565.89,2569.06,24877.67
1751558400000,2569.06,2580.59,2563.7,2576.01,34866.47
1751559300000,2576.01,2576.05,2563.59,2570.8,25472.0
1751560200000,2570.8,2577.85,2569.0,2572.65,14172.3
1751561100000,2572.65,2580.0,2565.58,2570.51,35592.83
1751562000000,2570.51,2579.19,2570.3,2578.89,10730.74
1751562900000,2578.89,2579.22,2570.45,2571.12,9062.86
1751563800000,2571.12,2575.31,2571.0,2574.18,6946.99
1751564700000,2574.18,2578.0,2574.0,2576.12,5965.26
1751565600000,2576.12,2584.52,2572.65,2577.0,13830.1
1751566500000,2577.0,2587.16,2573.72,2585.0,18845.38
1751567400000,2585.0,2585.2,2578.96,2584.4,14092.92
1751568300000,2584.4,2584.79,2578.49,2584.5,9260.67
1751569200000,2584.5,2591.78,2583.65,2589.04,14096.09
1751570100000,2589.04,2591.5,2587.32,2587.32,6098.29
1751571000000,2587.32,2587.74,2580.81,2585.0,10736.02
1751571900000,2585.0,2586.55,2582.28,2584.85,2678.57
1751572800000,2584.85,2592.72,2584.36,2589.14,7150.01
1751573700000,2589.14,2595.9,2587.03,2593.48,7087.15
1751574600000,2593.48,2597.34,2590.93,2595.73,6754.43
1751575500000,2595.73,2597.94,2594.0,2597.94,5878.59
1751576400000,2597.94,2602.74,2591.76,2594.36,22553.52
1751577300000,2594.36,2596.3,2590.34,2593.1,7149.02
1751578200000,2593.1,2594.35,2588.4,2590.76,5815.01
1751579100000,2590.76,2595.48,2589.17,2594.25,3081.43
1751580000000,2594.25,2600.69,2592.41,2593.25,6453.61
1751580900000,2593.25,2595.68,2588.84,2589.93,8661.08
1751581800000,2589.93,2594.59,2589.37,2593.01,3279.46
1751582700000,2593.01,2593.66,2590.0,2592.64,2786.16
1751583600000,2592.64,2597.0,2589.43,2591.58,5703.85
1751584500000,2591.58,2591.8,2585.23,2587.22,7210.19
1751585400000,2587.22,2588.31,2584.0,2588.09,10592.47
1751586300000,2588.09,2590.28,2587.27,2590.21,4766.8
1751587200000,2590.21,2593.12,2588.07,2591.74,10927.1
1751588100000,2591.74,2594.55,2586.92,2589.3,11224.78
1751589000000,2589.3,2597.64,2589.3,2594.76,10029.04
1751589900000,2594.76,2597.58,2579.3,2587.56,20005.11
1751590800000,2587.56,2595.83,2586.6,2594.1,6929.66
1751591700000,2594.1,2602.23,2593.11,2594.91,15305.57
1751592600000,2594.91,2596.6,2586.35,2587.49,8352.16
1751593500000,2587.49,2591.0,2586.71,2588.77,2422.02
1751594400000,2588.77,2591.0,2584.64,2588.19,8026.58
1751595300000,2588.19,2590.59,2583.1,2587.61,7006.03
1751596200000,2587.61,2587.95,2570.88,2572.79,31225.13
1751597100000,2572.79,2576.91,2570.12,2573.97,15882.58
1751598000000,2573.97,2578.8,2570.27,2576.7,8451.81
1751598900000,2576.7,2584.94,2576.07,2583.59,9631.65
1751599800000,2583.59,2583.9,2579.24,2582.76,3801.59
1751600700000,2582.76,2582.88,2576.03,2576.7,3348.97
1751601600000,2576.7,2580.72,2576.7,2580.0,2775.28
1751602500000,2580.0,2583.62,2576.5,2578.52,6061.01
1751603400000,2578.52,2578.61,2572.0,2572.99,11315.46
1751604300000,2572.99,2574.07,2567.73,2569.06,16289.07
1751605200000,2569.06,2577.75,2568.5,2575.27,9406.81
1751606100000,2575.27,2577.33,2568.91,2575.13,5262.91
1751607000000,2575.13,2580.41,2574.56,2576.06,5017.73
1751607900000,2576.06,2576.77,2561.88,2567.51,21862.38
1751608800000,2567.51,2568.96,2548.23,2554.05,49475.14
1751609700000,2554.05,2556.45,2546.13,2553.32,24361.1
1751610600000,2553.32,2558.76,2552.77,2558.1,13738.03
1751611500000,2558.1,2561.34,2555.0,2557.34,10233.63
1751612400000,2557.34,2564.04,2550.47,2551.38,16841.0
1751613300000,2551.38,2553.49,2542.09,2545.04,27235.7
1751614200000,2545.04,2548.52,2542.23,2545.88,14068.18
1751615100000,2545.88,2547.01,2528.39,2533.81,63537.89
1751616000000,2533.81,2537.0,2525.48,2528.95,23559.2
1751616900000,2528.95,2546.59,2526.0,2543.59,66845.07
1751617800000,2543.59,2552.42,2540.05,2552.19,29740.74
1751618700000,2552.19,2552.55,2543.62,2545.87,14238.32
1751619600000,2545.87,2550.03,2545.0,2548.33,5334.15
1751620500000,2548.33,2557.4,2545.01,2555.34,14830.62
1751621400000,2555.34,2556.12,2550.86,2555.0,8259.45
1751622300000,2555.0,2555.01,2548.46,2550.55,10099.95
1751623200000,2550.55,2554.93,2550.45,2550.53,8058.4
1751624100000,2550.53,2551.86,2546.15,2548.62,6325.03
1751625000000,2548.62,2552.87,2546.57,2548.49,8661.36
1751625900000,2548.49,2550.8,2543.58,2547.11,7318.63
1751626800000,2547.11,2554.11,2546.29,2550.69,10622.21
1751627700000,2550.69,2555.83,2547.34,2553.6,6964.47
1751628600000,2553.6,2554.42,2549.62,2551.67,3269.42
1751629500000,2551.67,2553.06,2546.24,2547.84,6634.2
1751630400000,2547.84,2550.6,2544.04,2548.17,9764.0
1751631300000,2548.17,2552.47,2545.69,2551.49,4531.34
1751632200000,2551.49,2551.64,2547.02,2547.11,3374.35
1751633100000,2547.11,2549.11,2541.63,2546.88,11494.66
1751634000000,2546.88,2555.01,2535.71,2539.15,29583.34
1751634900000,2539.15,2540.51,2532.96,2535.19,25286.34
1751635800000,2535.19,2538.36,2529.24,2530.37,25026.65
1751636700000,2530.37,2534.03,2521.0,2524.45,59342.47
1751637600000,2524.45,2527.57,2508.55,2512.38,77394.11
1751638500000,2512.38,2517.0,2496.5,2516.2,90411.97
1751639400000,2516.2,2521.74,2508.64,2520.34,33027.12
1751640300000,2520.34,2520.34,2512.51,2515.5,20440.41
1751641200000,2515.5,2517.7,2505.29,2506.14,23532.6
1751642100000,2506.14,2510.15,2497.7,2507.37,43104.63
1751643000000,2507.37,2508.2,2497.15,2500.66,27790.36
1751643900000,2500.66,2503.93,2497.71,2499.58,14125.58
1751644800000,2499.58,2502.45,2480.0,2483.43,89014.04
1751645700000,2483.43,2487.11,2473.01,2482.24,61471.18
1751646600000,2482.24,2489.67,2475.21,2481.77,45318.33
1751647500000,2481.77,2487.0,2481.39,2486.59,14509.55
1751648400000,2486.59,2496.0,2485.25,2487.44,31262.11
1751649300000,2487.44,2491.9,2486.89,2489.74,11279.0
1751650200000,2489.74,2496.66,2487.67,2492.47,9559.51
1751651100000,2492.47,2496.5,2490.59,2495.67,5772.26
1751652000000,2495.67,2495.77,2486.13,2486.55,13115.33
1751652900000,2486.55,2487.3,2478.74,2481.46,19623.9
1751653800000,2481.46,2490.14,2481.46,2487.68,7961.58
1751654700000,2487.68,2490.09,2482.47,2483.34,5547.83
1751655600000,2483.34,2487.12,2481.43,2486.69,6441.93
1751656500000,2486.69,2489.19,2473.02,2473.75,26045.02
1751657400000,2473.75,2483.8,2473.75,2483.28,6537.84
1751658300000,2483.28,2483.7,2479.08,2481.6,5599.89
1751659200000,2481.6,2489.47,2480.07,2489.18,8398.56
1751660100000,2489.18,2493.25,2487.03,2490.85,14323.21
1751661000000,2490.85,2495.46,2490.41,2492.63,10761.32
1751661900000,2492.63,2493.72,2488.18,2489.44,7608.59
